"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Fitnessworks+Gubeng+-+Graha+SA/data=!4m7!3m6!1s0x2dd7fbc8940170db:0x47e60a6692fbe31f!8m2!3d-7.2703285!4d112.7510587!16s%2Fg%2F11wvgw6n8k!19sChIJ23ABlMj71y0RH-P7kmYK5kc?authuser=0&hl=id&rclk=1","Fitnessworks Gubeng - Graha SA","4,9","(150)","Pusat kebugaran","·","","Building, Jl. Raya Gubeng No.19-21 Lantai 5","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhrcEfxulfOxl2xTQlv-pytrvLrpWWQdy1qv5Hzf9GGouQwvN_TDP3jY4pM5Fz1NYdT7rJ_np-I7bnRwlMhq8JQqZ17m4Wivsy3ctmTb6yCvhs4JlRWtqsjlXFTqIw1sOwkq1Caw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak","Tempat Gym","yang menawarkan fasilitas mewah dan alat-alat banyak."""
"https://www.google.com/maps/place/X+Team+Gym+Surabaya/data=!4m7!3m6!1s0x2dd7fb00071a54ad:0x732ebd679a8bb8b9!8m2!3d-7.2726017!4d112.7504535!16s%2Fg%2F11wmxzb2gf!19sChIJrVQaBwD71y0RubiLmme9LnM?authuser=0&hl=id&rclk=1","X Team Gym Surabaya","4,2","(68)","Tempat Fitness","·","","Jl. Biliton No.23, RT.004/RW.02","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4iqy1XACdYgLGEcTiNKcAuvRE-Fi8jPL-w-1XmRaCQiSFY4PcmnfkGNc-Fwzb683qY_ppsdVTARF0nIY2v4KzqhJErGTGMe2WlR8AhHSWTzB9d1In01RbEQ4jsg8KN8tB6FHY4xxU3vNo=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","bersih, bagus, murah, cocok buat yang suka"
"https://www.google.com/maps/place/Willfitness+Gubeng/data=!4m7!3m6!1s0x2dd7fb9923d8ec31:0xd54833164fb568ec!8m2!3d-7.278771!4d112.7620667!16s%2Fg%2F11yc2n00j4!19sChIJMezYI5n71y0R7Gi1TxYzSNU?authuser=0&hl=id&rclk=1","Willfitness Gubeng","4,2","(192)","Pusat Kebugaran","·","","Jl. Raya Menur No.42","","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBFMzhdwxNi8_D5Ai_Te0UgwXcvToX7lbPqg45gcwvztHyFKbWYvyhX9N7Od13cIaXRWhGNkymlZdZ8r0dDJsOZ_rG7W7giHE9lzml12KkcE8lkfd7YgfxJCYWG8Pu5kqSwDsz3WXINHoJ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","-nya nyaman, bersih, alat lengkap, jadi enak buat latihan."""
"https://www.google.com/maps/place/Muscle+Gym+Fitnes/data=!4m7!3m6!1s0x2dd7f982a04ab9eb:0x3bcf6da73b194a4a!8m2!3d-7.2569682!4d112.7631234!16s%2Fg%2F11btv64dnc!19sChIJ67lKoIL51y0RSkoZO6dtzzs?authuser=0&hl=id&rclk=1","Muscle Gym Fitnes","4,5","(170)","Tempat Fitness","·","","·","Gersikan II No.10 A","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUme7xr5uec44FWprg6eZu-ua1lqmOGTpEHtkAf7fqCWe49PHmTGfFKv_FiCWhbUl9NHvLtjF1zNllmoBicvYvatpgqLjMPZH01EJ4xGxFwyRD-0UMWc5_IjoA0fTonx0GCxL8gA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas","gym","dengan harga terjangkau."""
"https://www.google.com/maps/place/Fit+And+Fit+Fitness/data=!4m7!3m6!1s0x2dd7fb127ada4095:0xf2b4fd44d0717228!8m2!3d-7.2867057!4d112.7560764!16s%2Fg%2F11yk089rvt!19sChIJlUDaehL71y0RKHJx0ET9tPI?authuser=0&hl=id&rclk=1","Fit And Fit Fitness","5,0","(135)","Tempat Fitness","·","","·","Jl. Pucang Anom Tim. No.45","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzC_eN1mfo4imVKLrzhQ7TZEdbOYJ38J8SxNZ7KzHONckA8hynHlquq0NObqNQRd-t5hrA_Mo_OWf1LUAJw2ZQ_wEMy_31BAH7i7cX1Rgurw_0Q4XsD9K3pkR2vobndYL4YuhT_eHY2eTx=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","nya enak, alatnya lengkap, shower roomnya bersih, staff nya ramah 🔥🔥🔥"""
"https://www.google.com/maps/place/CAKRA+WIWEKA+%28+Padepokan+Lemah+Teles+%29/data=!4m7!3m6!1s0x2dd7fb6c7f84f36f:0xd669d845edc1a477!8m2!3d-7.2728028!4d112.7546069!16s%2Fg%2F11g4bn9vyy!19sChIJb_OEf2z71y0Rd6TB7UXYadY?authuser=0&hl=id&rclk=1","CAKRA WIWEKA ( Padepokan Lemah Teles )","5,0","(4)","Pusat Kebugaran","·","","Jl. Gubeng Airlangga VI No.10, RT.005/RW.02","","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHU_0tMlcSp03bzmobcZZDhwEkoVN-KpZdrPvuncXtp_fL7t60E33-5N49Xegfj8BnGV5wRTiQEDtJOBfdA7AUYLaQUwvJIwe_S0oj5HVoGGfKweAbd2pXK1k47uu_DK1sFEgSV=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sehat bugar sejahtera""","",""
"https://www.google.com/maps/place/Her+Vibe+Fitness/data=!4m7!3m6!1s0x2dd7fb9e98a35b6b:0x9140d0e00ba044c0!8m2!3d-7.292332!4d112.7494472!16s%2Fg%2F11xnvfv1q2!19sChIJa1ujmJ771y0RwESgC-DQQJE?authuser=0&hl=id&rclk=1","Her Vibe Fitness","5,0","(119)","Tempat Fitness","·","","Jl. Bung Tomo No.28c","","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGU_gvV3YL7hyl9-kshahF9uWeaUCmFH855urvhHH8J4WJZPfePaVn0TYCaAby9HSrPl-p-bm3c2dHxMJwp9gGJYoxGmmHtO8JGlJB5l20wNeSMC1zLfjx_rNq8AkVWqnv62lVyAmv-otI=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas","gym","lengkap, dari cardio, strength sampai ruang stretching."""
"https://www.google.com/maps/place/Fit+Society+WR+Supratman/data=!4m7!3m6!1s0x2dd7fb7b19912a43:0x41cf1f253b6e8674!8m2!3d-7.2800476!4d112.7372921!16s%2Fg%2F11wwm4bc1j!19sChIJQyqRGXv71y0RdIZuOyUfz0E?authuser=0&hl=id&rclk=1","Fit Society WR Supratman","4,9","(521)","Tempat Fitness","·","","Jl. WR. Supratman No.44","","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFLpKQ2OIWkAIm3uUCXK-LbN2ITnDUUuSF8zVs9fKv4OgkUh7Jh5bCN9L1k1B7tB8b5wNE_qMMFgIwks9gvdyctFe0nftSANRI9TKJP6W-_ipYUPtJRBgOrVUY3b62RjQol9ZGSg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","nyaman,alat"
"https://www.google.com/maps/place/Prime+X+Fitness+-+WTC+Mall/data=!4m7!3m6!1s0x2dd7f97ad24157f1:0x7c335f8b75db63e3!8m2!3d-7.263319!4d112.748038!16s%2Fg%2F11z1z1s22_!19sChIJ8VdB0nr51y0R42PbdYtfM3w?authuser=0&hl=id&rclk=1","Prime X Fitness - WTC Mall","5,0","(9)","Tempat Fitness","·","","Wtc Mall, Jl. Pemuda No.27-31 Lantai 5 Unit 506","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6cQVXn2ADIjU4MS-JeTHDR4qzNtsAtFpV_NkV4EhjJ9L7mPfcsfB5CVuPTf-L3com8aqZOsjA4KFZTXGG2zTs-0d2WC859-z35lKP41LkSRGbJ_QCMbBNMGrWD7IeLW24vgSjbtU7YOSD=w80-h106-k-no","","","",""
"https://www.google.com/maps/place/Sport+Science+Center+Fakultas+Kedokteran+Unair/data=!4m7!3m6!1s0x2dd7f91787eb5cc1:0x18de217b1cae6394!8m2!3d-7.2640458!4d112.7595389!16s%2Fg%2F11sf6frspj!19sChIJwVzrhxf51y0RlGOuHHsh3hg?authuser=0&hl=id&rclk=1","Sport Science Center Fakultas Kedokteran Unair","5,0","(4)","Tempat Fitness","·","","Jl. Kedung Sroko No.80-D, RT.007/RW.02","","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUvsuZJVwn0AvsoVr7BKbuL6a9Y8OUJg_NukNwT-fGviHmxYmNygizapuNFUXDiYnq2W8NHMWjhPxN4e2xtASyoyhhg5rrISSwtK85vuL0LJLm07hdPbVS0mh-xj7l-44_2ERniNC7J0rz=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat fitness","andalan selama di Surabaya."""
"https://www.google.com/maps/place/My+Gym+by+Evolve+Fitness/data=!4m7!3m6!1s0x2dd7fa4958916537:0x8314de3371903440!8m2!3d-7.2901037!4d112.7689652!16s%2Fg%2F11b6qkjqb9!19sChIJN2WRWEn61y0RQDSQcTPeFIM?authuser=0&hl=id&rclk=1","My Gym by Evolve Fitness","4,9","(510)","Pusat kebugaran","·","","Lantai 2 Hotel Gunawangsa Manyar, Jl. Menur Pumpungan No.62","","Segera tutup","· 19.00 · Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSiLNfKpnAJau9zDQqKZ9nK-2EmCXXGqqFzgQflIkckxM2sN3F4lWvNKkbO13r2lfDDCV6lE0BHOpqDxKAl6KoYEOCr8e9SDZOGXZN3UphyXbE3IfiTV_kjxMWZCLyayGBDJ9YdQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","Surabaya timur yg recommended dan harganya terjangkau ."""
"https://www.google.com/maps/place/Atlas+Sports+Club/data=!4m7!3m6!1s0x2dd7fa2e36a940e7:0x1f8281a22294b353!8m2!3d-7.2740764!4d112.7708644!16s%2Fg%2F1hm2gxd99!19sChIJ50CpNi761y0RU7OUIqKBgh8?authuser=0&hl=id&rclk=1","Atlas Sports Club","4,6","(5.131)","Tempat Fitness","·","","·","Jl. Dharmahusada Indah Barat III No.64-66","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGY0obRCsYD0Cx6dCM4aQIxWbbFq7vI7z1zwBDOc_PTSs4V8gQiz9Zh7lvRL_jND_pwgQvL7UFxp7QcDPWPOYBnUs3k7l16LwVKJSBmOpdS01VjjMSf2xmd1Y2OxaEyCIcVr6kLSA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... badminton,sauna,berenang indoor,","gym",",tenis meja di satu"
"https://www.google.com/maps/place/Jo+Gym+Fitness+Center/data=!4m7!3m6!1s0x2dd7fb1599983525:0xefb81eeb122cb0ec!8m2!3d-7.2724425!4d112.733761!16s%2Fg%2F11vbtv122d!19sChIJJTWYmRX71y0R7LAsEuseuO8?authuser=0&hl=id&rclk=1","Jo Gym Fitness Center","4,5","(68)","Tempat Fitness","·","","·","Jl. Wonorejo IV No.30A","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVBmz_LiVcflXmFP845pIfFI0OLIpyLmFG1KNMP-Qdqqy2X-H0ma57W7XDTRZ-z57S6IKlh5s53PpZgqjeqf0VEAQhgajW_Y6ANyxkNBU99Ro6dTKjM6hto9FWoP6JrrCwtgaq=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""joss","gym","yg cocok dengan kantong pelajar alatnya juga bagus rapi"""
"https://www.google.com/maps/place/Osbond+Gym+Grand+City+Mall/data=!4m7!3m6!1s0x2dd7f9634d25ecb7:0xab776ecde3c5393c!8m2!3d-7.2618414!4d112.7500416!16s%2Fg%2F119ttv37t!19sChIJt-wlTWP51y0RPDnF481ud6s?authuser=0&hl=id&rclk=1","Osbond Gym Grand City Mall","4,4","(488)","Tempat Fitness","·","","Big Tenant, Grand City Mall Lt. LG, Jl. Walikota Mustajab No.1 17-19","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLCYZvjlJ297RqucIAS0Ep3Hzu7nrXfXS_bG_AScHlDKUZPfNLyqPEZaFX364hrltax0wXDX1Zw5AAB6dYEIB9IqBRJFpn4klCRiPAT4SNEOvHK2_vHVm06mg76-B1TdOTKC8J=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas","gym","bagus, ada sauna & steam, sayangnya jacuzzi tdk dinyalakan."""
"https://www.google.com/maps/place/Shaga+Fitness/data=!4m7!3m6!1s0x2dd7f962ee251255:0x2d98337e8b7434ed!8m2!3d-7.2649105!4d112.7487695!16s%2Fg%2F1tmmb8c2!19sChIJVRIl7mL51y0R7TR0i34zmC0?authuser=0&hl=id&rclk=1","Shaga Fitness","4,5","(2)","Tempat Fitness","·","","Plaza Surabaya, Jl. Pemuda No.33-37","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vw_Zo4Z2uofe3n7jgyWe2Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=6.7796745&pitch=0&thumbfov=100","","","",""
"https://www.google.com/maps/place/FTL+Gym+Gubeng/data=!4m7!3m6!1s0x2dd7ff65be04a11d:0x25dffdb138eece7e!8m2!3d-7.2717135!4d112.7485476!16s%2Fg%2F11xgd26_4k!19sChIJHaEEvmX_1y0Rfs7uOLH93yU?authuser=0&hl=id&rclk=1","FTL Gym Gubeng","4,4","(110)","Pusat Kebugaran","","","","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEHxYl67Gv4gj39-IrZWwPUHa7sV_p-6bqp4MRdTbb8qYhhbv6G1qOWgpEQml_qgypLoAWHYBr6CVlKa1_x10ZFe9IcLwaKCNaYU1vlyhZ-oYFPUfUX-XJZpNpxEXT48DtJY9BaxdcHALb=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya bagus dan bersih, personal trainernya juga super membantu!""","",""
"https://www.google.com/maps/place/Polkesbaya+Fit/data=!4m7!3m6!1s0x2dd7fb007732a37b:0xd159da9867baf65!8m2!3d-7.2838661!4d112.7607892!16s%2Fg%2F11x2v3x8g4!19sChIJe6MydwD71y0RZa97hqmdFQ0?authuser=0&hl=id&rclk=1","Polkesbaya Fit","4,5","(4)","Tempat Fitness","·","","Jl. Pucang Jajar Tengah","","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHE__h69l-M1WmQPA2Ob-2T1tXs3wanA5W3AuHrMrFOz_ZJBEuWfvKlO4TIEkjYNW5PTa5q6gFKksIcgWYXWYqDAZ6AkKPvRI9TCqD8MuNOC90GsFtVpvUZjLobiigCcqeH80Nu7g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya juga terjangkau 20.000 untuk satu kali visit (","gym","only)"""
"https://www.google.com/maps/place/Willfitness+-+Tegalsari/data=!4m7!3m6!1s0x2dd7f9a2332a723d:0x3f7276fb3856beff!8m2!3d-7.2660709!4d112.7380169!16s%2Fg%2F11vztx400q!19sChIJPXIqM6L51y0R_75WOPt2cj8?authuser=0&hl=id&rclk=1","Willfitness - Tegalsari","4,8","(1.791)","Pusat kebugaran","·","","·","Jl. Tegalsari No.41","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM1RMPWgmNpNfIpdUbxaGNTRjQ2Hmv5ZfCyoAXV7QjKz9jvjjyZjm8JzIr3vL8PDeuTwpcg4RaJkhQdLTAsZGtBwyMQtQB1-dFmzI10haVWZyDRQXutc4QP8s3FQSQV5KZmY-dLw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","nya bersih, alatnya pun lengkap, fasilitasnya bermacam-macam."""
"https://www.google.com/maps/place/Mayura+Sentra+Fitness/data=!4m7!3m6!1s0x2dd7fbb2d5e31dd1:0xf1485269ca9451db!8m2!3d-7.294041!4d112.76265!16s%2Fg%2F1hc1q7cw1!19sChIJ0R3j1bL71y0R21GUymlSSPE?authuser=0&hl=id&rclk=1","Mayura Sentra Fitness","4,4","(354)","Tempat Fitness","·","","·","Jl. Raya Manyar No.43B lantai 3","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlLRlfgzSNKuVj_jtCZCqDmjqzMCBaXgVuTUsjHQNbC9BpyH7R-KaVzUHSX6u9xeeEvbdB6eBVJEdFDWX_jAiRgvN0SY9VCcORMS4ZdYB-y38AS7GcqVF4nJGFpS9IChSJIuWHNw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu","tempat fitness","murah, dengan alat yg bervariasi."""
"https://www.google.com/maps/place/Club+HaRus+CERIA/data=!4m7!3m6!1s0x2dd7f97a329e7857:0x3ec3dae811ef0a8f!8m2!3d-7.2586318!4d112.7559875!16s%2Fg%2F1hm1w1ykn!19sChIJV3ieMnr51y0RjwrvEejawz4?authuser=0&hl=id&rclk=1","Club HaRus CERIA","5,0","(4)","Pusat kebugaran","·","","Jl. Sawentar No.1E","","Tutup","· Buka Sen pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TIw6iNNCAzwie55p6biCng&cb_client=search.gws-prod.gps&w=80&h=92&yaw=274.3587&pitch=0&thumbfov=100","","","",""
"https://www.google.com/maps/place/British+propolis+Agen+Resmi+surabaya+%28karang+menjangan%29/data=!4m7!3m6!1s0x2dd7fbcc29bd4601:0xcdd2677ff85aacbd!8m2!3d-7.2738099!4d112.7606239!16s%2Fg%2F11fk4km71p!19sChIJAUa9Kcz71y0Rvaxa-H9n0s0?authuser=0&hl=id&rclk=1","British propolis Agen Resmi surabaya (karang menjangan)","5,0","(9)","Pusat kebugaran","·","","Jl. Karang Menjangan Gg. VIII No.34","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGJh2l3tGEch5wm5rbZBPLZ90po_IXINzWTodaoA93oUVJvrSbzDayobtnz55tf5v0ukDUOBhDlQPjnzZfoqz3-JMXaOH5YbxvKsd-BN_Gj7ltPP-NpCI05HYqSGah8ohZB6P8=w122-h92-k-no","","","",""
"https://www.google.com/maps/place/ReFIT+Gym+Kaza+Mall/data=!4m7!3m6!1s0x2dd7f9a256273d25:0xa694a6860f1fc228!8m2!3d-7.2483719!4d112.7580267!16s%2Fg%2F11sv_c86xq!19sChIJJT0nVqL51y0RKMIfD4amlKY?authuser=0&hl=id&rclk=1","ReFIT Gym Kaza Mall","4,7","(178)","Tempat Fitness","·","","Kaza Mall Surabaya, Jl. Kapas Krampung No.45","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGez_LPNxCjS-Ookm7pJGOcfz56BIfAtVVRvrLgCr2URnjE-3DYU_SQ8_-aqyZaRfQeaRZzLWBrX_s6d37ZeqiZwWzP8Hv2BzkTVFRZuvq7EXU9HxND5m7kSy6lK4n3cWD9AJt3=w164-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","gym","cocok banget utk gue yg hobby powerlifting dan latihan strength."""
"https://www.google.com/maps/place/H+Spa+and+Fitness+Centre/data=!4m7!3m6!1s0x2dd7fbda3e42e025:0xc050b77fe8f872cc!8m2!3d-7.2726954!4d112.7492818!16s%2Fg%2F11hd03tj7s!19sChIJJeBCPtr71y0RzHL46H-3UMA?authuser=0&hl=id&rclk=1","H Spa and Fitness Centre","4,6","(5)","Tempat Fitness","·","","PPGX+WPF HARRIS Gubeng Hotel, Jl. Bangka","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbj36ZIuopbSBQ7piAx0OqF6zoXH1dpz5LiiuZ1CQhtAus2ejyuRjuz6logE9DdoQIZ6YOU53jjuagIMyi7HGxC2CBf7s7r6cDOGJEAjeRglvKa7DhYFmTUC_V75gxwEhQE-IGgIyefmY1=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym",", jacuzzi & dll juga bersih."""
"https://www.google.com/maps/place/NutrindoGYM+-+Aerobik+%26+Fitness+%26+Store/data=!4m7!3m6!1s0x2dd7f90cbcf162a5:0x66dd5e8ea5ab4c7a!8m2!3d-7.244981!4d112.7560966!16s%2Fg%2F11b6cknxnm!19sChIJpWLxvAz51y0RekyrpY5e3WY?authuser=0&hl=id&rclk=1","NutrindoGYM - Aerobik & Fitness & Store","4,7","(662)","Tempat Fitness","·","","·","Jl. Tambak Adi No.97 - 101","Tutup","· Buka Sen pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzanebAI04jfK1_wk2zssxRuJzPBdveoz9TL2OqrPIa6ZjiD_BBAY3IpWb-zy-xx7fkIY4qPvFGeukctIYz7KiZwS-NPnBLoXrqKwEcLwk-K7fYIHGX2Ibe7k-0SMnW-s97aCy=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","nya bagus, tempatnya bersih, alatnya lengkap."""
"https://www.google.com/maps/place/EasyFit/data=!4m7!3m6!1s0x2dd7fbeea503be35:0x183d68ff1824010d!8m2!3d-7.295937!4d112.7596478!16s%2Fg%2F11wwz0y3y8!19sChIJNb4Dpe771y0RDQEkGP9oPRg?authuser=0&hl=id&rclk=1","EasyFit","4,5","(71)","Tempat Fitness","·","","Jl. Raya Bratang Binangun No.57","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEawvzzqVjk7KW2wgv0_sSSpN6vevPk-S6NYYEqKuOYtgPCoXyOMp4A0G09vh2SHaJmQQojaQ95J7_WTnaSMoZETpojdlQeFzEM1HMi6WP_1oG1exMYSGEBaHsMrQZvKzQA-AtY_e-6CfQR=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada ruang sauna, locker banyak banget.""","",""
"https://www.google.com/maps/place/Draco+gym/data=!4m7!3m6!1s0x2dd7f900348338c3:0x756770fd8141959!8m2!3d-7.258466!4d112.776809!16s%2Fg%2F11wp_q4nwr!19sChIJwziDNAD51y0RWRkU2A93Vgc?authuser=0&hl=id&rclk=1","Draco gym","4,8","(28)","Tempat Fitness","·","","Jl. Kalijudan No.98a","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOOmRBXMmtsePhZyAYrtqJqTbc6JFlO8_ySA1_2FYo8yQqlrP2dLwtXnlspVOcxUA7VIR54otjNwjfPEISjqy8ikui7VdgRo_SUltRXP1DM6CmKF6S-FvONME0yIFD-t4HPeth2wmRrNu2=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","tempat gym","rekomen bgt nyaman bersih untuk alat juga banyak joss"""
"https://www.google.com/maps/place/Personal+Trainer+Fitness+Mohammad+Arif+Surabaya/data=!4m7!3m6!1s0x2dd7fb25007b0525:0xd4403ae88f6bf0f7!8m2!3d-7.2897142!4d112.7689813!16s%2Fg%2F11k4pt28_w!19sChIJJQV7ACX71y0R9_Brj-g6QNQ?authuser=0&hl=id&rclk=1","Personal Trainer Fitness Mohammad Arif Surabaya","4,9","(157)","Pusat kebugaran","·","","Apartemen Gunawangsa Manyar, Jl. Menur Pumpungan No.62","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFc52TJ3UM9qzZzK9UrDN61I3VdCPJoWODlyKGNkxzcf67L0JR6sIRpMN_THGE7GZbliO6f8iwmxRMXjSVxt0lmHj9pB2bTWVmG3XUd5XX52-v5Bx2hBSJxiwUJq2YGmvg3d43P=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Personal trainer aWOWsome dan helpful banget.""","",""
"https://www.google.com/maps/place/Fit+Place+Dinoyo/data=!4m7!3m6!1s0x2dd7fba49e6d0453:0xe116b28033c1b9a!8m2!3d-7.2833746!4d112.7461453!16s%2Fg%2F11l6t_1fzc!19sChIJUwRtnqT71y0Rmhs8AyhrEQ4?authuser=0&hl=id&rclk=1","Fit Place Dinoyo","5,0","(3)","Tempat Fitness","·","","Jl. Dinoyo No.222","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pJU3tva9XJDTRijXG8GP8w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=130.93318&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ini","gym","atau apa ye?"""
"https://www.google.com/maps/place/AUDID+GYM/data=!4m7!3m6!1s0x2dd7fb7a25485cc1:0xbc986f794e8951ae!8m2!3d-7.2870222!4d112.7761164!16s%2Fg%2F11rxm79h42!19sChIJwVxIJXr71y0RrlGJTnlvmLw?authuser=0&hl=id&rclk=1","AUDID GYM","4,8","(38)","Tempat Fitness","·","","·","Klampis jaya square C 24-25","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG89eiUzCmOIA9vOXAYZFnZ6GGBCBQJCnMmgJ9mxIC_Yl-wZT2QrBkm6ISvyhUxK5MjSmxyT-l7tHjj85C75XcttNhdT31ZA1gcsZdRPYlC5HPRYWgCY1pmObhQNSpi7hI0qKL-Dw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","bagus, lengkap tapi setiap dateng kena parkir 3 ribu."""
"https://www.google.com/maps/place/Club+Nafiri+Ceria/data=!4m7!3m6!1s0x2dd7f97916227eb3:0x8d7d53e8b347cb2b!8m2!3d-7.2597961!4d112.7590133!16s%2Fg%2F11ggw7d53x!19sChIJs34iFnn51y0RK8tHs-hTfY0?authuser=0&hl=id&rclk=1","Club Nafiri Ceria","5,0","(1)","Pusat kebugaran","·","","Jl. Pacar Keling Gg. V No.15","","Tutup","· Buka Sen pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZbtWiDuGgo9DPg9Ibmbc6g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=91.22758&pitch=0&thumbfov=100","","","",""
"https://www.google.com/maps/place/Member+Herbalife+Kertajaya/data=!4m7!3m6!1s0x2dd7fbf2c4130d47:0x7ada5dd35b3d2cb1!8m2!3d-7.2765933!4d112.7526584!16s%2Fg%2F11llqn9hxy!19sChIJRw0TxPL71y0RsSw9W9Nd2no?authuser=0&hl=id&rclk=1","Member Herbalife Kertajaya","","","Pusat kebugaran","·","","Jl. Gubeng Kertajaya V B No.6","","Tutup","· Buka Sen pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6O72msyOOFA26kzM6e_izQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=175.41962&pitch=0&thumbfov=100","","","",""
