"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/3C+Gym+Ciliwung/data=!4m7!3m6!1s0x2dd7fb7381b72599:0xa6346db4cb0dc22f!8m2!3d-7.2917402!4d112.7377904!16s%2Fg%2F11t5d301mr!19sChIJmSW3gXP71y0RL8INy7RtNKY?authuser=0&hl=id&rclk=1","3C Gym Ciliwung","5,0","(644)","Tempat Fitness","·","","Jl. Ciliwung No.8","","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH72NNG6ZcTHNBuDXdNdRv5b2S6ogTn9OYbCO0zIhxggs7hCP3-_6ruxyrxnj9m-zPwI8heI1NqTBdmss4LU18YEsVDS1lxH91Gm5u4sDKyTRqQ_V9uT1xUy-JTp5-GnuCcL4lt1w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","tempat","terbaik buat"
"https://www.google.com/maps/place/Private+Fitness+-+Ngagel/data=!4m7!3m6!1s0x2dd7fb3dbf28f765:0xbfed5929f923b7cf!8m2!3d-7.2902115!4d112.7438107!16s%2Fg%2F11v0rh3j7q!19sChIJZfcovz371y0Rz7cj-SlZ7b8?authuser=0&hl=id&rclk=1","Private Fitness - Ngagel","5,0","(39)","Pusat pelatihan","·","","Jl. Ngagel No.133B","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPYdizW4vHR6ct3D2L634PGQJeqZr7cxK21offNrRPEA4-oxgQou0yvT1s2CMJZ1HZQXXRom7R-Me4nWmu8rmK8owl3s63X67fjbjQofw_JRooBRbAEYGgWLWkTeWEhjcnbLIG=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","private"
"https://www.google.com/maps/place/Power+Gym/data=!4m7!3m6!1s0x2dd7fbac27267ca9:0x60f27135eb4caf12!8m2!3d-7.299822!4d112.757068!16s%2Fg%2F11b6zr1kjs!19sChIJqXwmJ6z71y0REq9M6zVx8mA?authuser=0&hl=id&rclk=1","Power Gym","4,4","(38)","Pusat kebugaran","·","","·","Jl. Barata Jaya IV No.12","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFG81E3HyDSc9mlB08ltiGVnja3Oxj1cjeIYP4Xgw1Jh1S2Sft09qwlihSq2AvNWMspTU98HZEa81BEUoA1Ctx0zKoQbi6cu1FxE0Dn5_asgHKKGAZP9WtzrVEKUMgHM59PXN24=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya brp ya""","",""
"https://www.google.com/maps/place/Sparks+Sports+Academy+-+Gubeng/data=!4m7!3m6!1s0x2dd7fbd7fba4910b:0x8a7916451497b34a!8m2!3d-7.2761601!4d112.7471017!16s%2Fg%2F11mk9tc758!19sChIJC5Gk-9f71y0RSrOXFEUWeYo?authuser=0&hl=id&rclk=1","Sparks Sports Academy - Gubeng","4,9","(188)","Sekolah Olahraga","·","","Jl. Sulawesi No.39, RT.003/RW004","","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwXpa7G_yhEt9CsmmxEPuKGwao_9IzSQSHNrc465gCoBf0m4vnCprqVSdViK4z-mEfsf8h3opXBZ1ne1iSeSSx1xw96A71JffksXq0Q5HCZw2e57yUkVQTk7uVVJ9KS_DhVM8UymyWsxs=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","gym","nastik asik ok banget dan"
"https://www.google.com/maps/place/BaseCamp+Didik+Big+Boy/data=!4m7!3m6!1s0x2dd7fb0020846021:0x66fb27a258ca1be8!8m2!3d-7.2817669!4d112.7658237!16s%2Fg%2F11wqytf4c9!19sChIJIWCEIAD71y0R6BvKWKIn-2Y?authuser=0&hl=id&rclk=1","BaseCamp Didik Big Boy","5,0","(4)","Tempat Fitness","·","","Jl. Manyar Sabrangan III No.86","","Tutup","· Buka Sen pukul 07.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p97CgbK3P8PmDE2SjX6KgQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=186.97166&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jadi nanti otot badanmu""","",""
"https://www.google.com/maps/place/BFIT+COMMUNITY+HERBALIFE+NUTRITION+SURABAYA+TIMUR/data=!4m7!3m6!1s0x2dd7fb06f13f96cb:0xfc3f3202f126f747!8m2!3d-7.2723548!4d112.7736612!16s%2Fg%2F11n170_lsp!19sChIJy5Y_8Qb71y0RR_cm8QIyP_w?authuser=0&hl=id&rclk=1","BFIT COMMUNITY HERBALIFE NUTRITION SURABAYA TIMUR","4,6","(30)","Tempat Fitness","·","","no 43-43a, Jl. Raya Dharma Husada Indah No.43","","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmSeSfxxh7V65g3E-kyv86-dGFk11GOZlMWI9zk1rxK--FfMl9tSDXwCHDZF4_9qejKCB8ABbTw9yWXMOCSJLLbTejXMDzfjZCiWRRs0jLBMfHKAbCw4ehE_RhikDdmTRJkqWFYA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hanya tmpt","gym","aza atau ada untuk sarapan shake?"""
"https://www.google.com/maps/place/Dinasty+Fitness+Centre/data=!4m7!3m6!1s0x2dd7fbc6c15baa7f:0x7f918e00f5fadd9!8m2!3d-7.2875495!4d112.7447217!16s%2Fg%2F1tg4ht1_!19sChIJf6pbwcb71y0R2a1fD-AY-Qc?authuser=0&hl=id&rclk=1","Dinasty Fitness Centre","4,3","(58)","Tempat Fitness","·","","·","Jl. Dinoyo No.147","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmfSsqWigpuvTcEHt1L3eekFDHvZClWg_EaWXg-pvHahq8yJ27c8BeB_nIX7lK8_NaflF0wYE8MtHA6iokt7hxyqrdpttPHKgYxKKlobJpH6d3teAdkTG-ZCm5jS-Y82Se63uz=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ini","tempat gym","pertama yang buat latihan."""
"https://www.google.com/maps/place/Champion+Gym/data=!4m7!3m6!1s0x2dd7fbd808d7532f:0xc9aa3568c540555b!8m2!3d-7.2969201!4d112.7794205!16s%2Fg%2F11j312vpg3!19sChIJL1PXCNj71y0RW1VAxWg1qsk?authuser=0&hl=id&rclk=1","Champion Gym","4,9","(77)","Tempat Fitness","·","","·","Jl. Klampis Semolo No.6 C","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6J3YixvssHwj0jKlKArN5-GUHSrC3dR_LLNp58vRpVcfC6I8RA1h4OuIRb1181ZtnYN-CCOCzKqxsu2TZiuWWGiSf3cUXQCfkqz3PGDWM7ivVM59jcMzVRi18oaoyJjVvc68b=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga terjangkau untuk","gym","nya, fasilitas nya juga lengkap"""
"https://www.google.com/maps/place/Draconian+Muscle+Park/data=!4m7!3m6!1s0x2dd7fbf6e43ad38d:0xde7553282edf8a92!8m2!3d-7.2766804!4d112.7461496!16s%2Fg%2F11h7_rt3ln!19sChIJjdM65Pb71y0RkorfLihTdd4?authuser=0&hl=id&rclk=1","Draconian Muscle Park","5,0","(1)","Tempat Fitness","·","","PPFW+8FC, Jl. Sulawesi","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrc4EKFvO2PJLzMPdgXpzzhTKaAzlCSyI-1Lt3z5JrqyukwZ3gi4lcBbSa6fnWJKTvhfqpw3ForMqvK-ZFY2roqC08NAwESQox9B-ESymNO8zbQjB3qkcC3es8tACjqiR9q4ZG=w80-h142-k-no","","","",""
"https://www.google.com/maps/place/JM+Fitness+-+Kapas+Madya+2/data=!4m7!3m6!1s0x2dd7f9a50ccd0541:0xc76e147f21e89262!8m2!3d-7.2363261!4d112.7663646!16s%2Fg%2F11b90314wk!19sChIJQQXNDKX51y0RYpLoIX8Ubsc?authuser=0&hl=id&rclk=1","JM Fitness - Kapas Madya 2","4,4","(176)","Tempat Fitness","·","","·","Jl. Kapas Madya II No.86","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrV2CXRYGcBOkokpltE3dXr6qBDQHPtQ-IlbrHELK7JuLMOFybOkCnKZScZY1pS8dU4RAplRLCNf00YSmdBB3DpfdjSl0-2RydX-8KVhueH03fIR52Vud78FwSz7bJT3NFRRx36A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","yg cocok bagi mahasiswa yg ingin"
"https://www.google.com/maps/place/AMONG+ROGO+GYM/data=!4m7!3m6!1s0x2dd7fb41ca0ab4b5:0x6ddaff762656cde5!8m2!3d-7.2990439!4d112.7533237!16s%2Fg%2F11fpfnncz1!19sChIJtbQKykH71y0R5c1WJnb_2m0?authuser=0&hl=id&rclk=1","AMONG ROGO GYM","4,8","(25)","Tempat Fitness","·","","·","Jl. Bratang Gede III No.74","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0-9EEWIZKU8rl38tXDxoiUFf9sabJan_XvUyKTriyUmTRDg9TqBoPUPAFGZFwhmVYLAJVV5MewRj9z52ndifciiBTPH9_71VQ-1pQpqY8CExdgPQgX-e2-GE98fREOCFFuylB=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""disini worth it bgt, harga pelajar..""","",""
"https://www.google.com/maps/place/GALAXY+GYM/data=!4m7!3m6!1s0x2dd7fbf732060a07:0xda6751cdb6ebc5b8!8m2!3d-7.2800653!4d112.7206423!16s%2Fg%2F11ckky5j8n!19sChIJBwoGMvf71y0RuMXrts1RZ9o?authuser=0&hl=id&rclk=1","GALAXY GYM","4,5","(323)","Tempat Fitness","·","","·","Jl. Jarak No.46-48","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkN8a4QGnKUbGer__mY_iVNwRuc4F0afNPq5g7931FHiGEsPl04lik_QDlhmKfUHjmhbkjDBbWkIqXLGFdh6kURG4jZSNIkz2k5EWlamYAKNnCT23T81JVIIx7PGiFKMyCw1KY5w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pengen","gym","gak ngeri step"" Nya deket rumah soalnya"""
"https://www.google.com/maps/place/Rama+Club/data=!4m7!3m6!1s0x2dd7fb162f7d9ff3:0xfe1ead1803968c46!8m2!3d-7.272794!4d112.7662553!16s%2Fg%2F11gjj3k2_2!19sChIJ8599Lxb71y0RRoyWAxitHv4?authuser=0&hl=id&rclk=1","Rama Club","","","Pusat kebugaran","·","","Jl. Jojoran I Gang 01B No.1","","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLJrYUGB8At7XLjvoBZWl0fiMjLtf83t5wTOlR5cvRIWhatosUAHUlDqPn66YCHLqjqV1XOQyS44dlMeqUsfOzjFmnDJJj8EYcn7xlF7qcU6NYqT0qqsFpJXxR6cumMUUP4Jm6=w80-h106-k-no","","","",""
"https://www.google.com/maps/place/New+Icon+Gym/data=!4m7!3m6!1s0x2dd7fbacfcfa9b87:0x5beb2064543cd104!8m2!3d-7.2986412!4d112.7606368!16s%2Fg%2F11b67d87p7!19sChIJh5v6_Kz71y0RBNE8VGQg61s?authuser=0&hl=id&rclk=1","New Icon Gym","4,6","(92)","Pusat Kebugaran","·","","·","Ruko, Jl. Barata Jaya","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFavANfFysDuQL51EXzCZ7lHIXUQFLtAqXEoE6WzOnW48Y7S0cOHbqzi53V__nohy_fDToMgvmEvLlb1E4T01PseB5uhw95tbZ1J_yrEhwooxE3HFJubfaZmbmGDPUOl7yN3FRB=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga","gym","terjangkau"
"https://www.google.com/maps/place/3C+Gym+Marvell/data=!4m7!3m6!1s0x2dd7fbc8f1d4fe23:0xf921ea7969952a84!8m2!3d-7.2889446!4d112.7455654!16s%2Fg%2F11w3vg3zdv!19sChIJI_7U8cj71y0RhCqVaXnqIfk?authuser=0&hl=id&rclk=1","3C Gym Marvell","5,0","(1)","Tempat Fitness","·","","Marvell City Mall, Jl. Ngagel No.123","","Tutup","· Buka Sen pukul 06.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HhhDp_W7VDbOHCLSXOEgDA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=67.352585&pitch=0&thumbfov=100","","","",""
"https://www.google.com/maps/place/SQUAD+GYM./data=!4m7!3m6!1s0x2dd7f9920affc26b:0x999cd075642766db!8m2!3d-7.2429703!4d112.7713609!16s%2Fg%2F11fhty2zkv!19sChIJa8L_CpL51y0R22YnZHXQnJk?authuser=0&hl=id&rclk=1","SQUAD GYM.","4,7","(79)","Grosir peralatan fitness","·","","·","Jl. Gading I No.29B","Segera tutup","· 19.00 · Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyk-GjO2Rz_xvPVLfrsMoX1z3v67xm-UNcSwFRzVhgIoPhk8biRji4z1PmtdiAOewAYgIQ1f3sMfV3daBvHKxW_3hCEgcW9NJcQFeOEsMaApjADMj9u33_7YAzCtOpbJulsDo=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Min apakah masih ada treadmill nya?""","",""
"https://www.google.com/maps/place/TIKRAH+STRENGTH+GYM/data=!4m7!3m6!1s0x2dd7fb00550c062b:0x394d642f451fd3c5!8m2!3d-7.2862181!4d112.7758064!16s%2Fg%2F11z1mycjmj!19sChIJKwYMVQD71y0RxdMfRS9kTTk?authuser=0&hl=id&rclk=1","TIKRAH STRENGTH GYM","","","Tempat Fitness","·","","Jl. Klampis Jaya No.21C","","Tutup","· Buka Sen pukul 17.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFl7l4jqC8sR8vtri1wNUYD6SApQ4kehh8PpQZ61B8OtkYGhg-DudmA17p8SK7vmskV6kVL0AGi_9RNJCXtQHs_2ORYqalgribr59JRNGZM4h3_oK9-sDccATdMowYWQtLGNHX9M0Ukhjst=w189-h92-k-no","","","",""
"https://www.google.com/maps/place/Planet+Gym/data=!4m7!3m6!1s0x2dd7fbfe4e5d2a0d:0x61b16676fb13fdb7!8m2!3d-7.2699005!4d112.7186721!16s%2Fg%2F11b6cphbdc!19sChIJDSpdTv771y0Rt_0T-3ZmsWE?authuser=0&hl=id&rclk=1","Planet Gym","4,1","(209)","Tempat Fitness","·","","·","Jl. Banyu Urip No.248","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFZH-Ztw8jBKq_222HqD7fiic04x5S7qmFOFHQmaMhkgwaJTYLhK3rxRJAWxzo-6uYWeL0aEp7UV7wGFBJxnr643KcghyDjnPDM1sRv2PYZfkP9F75F1C60USg1E9MfqyxlzPEpQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang nyaman, membernya baik² juga."""
"https://www.google.com/maps/place/KING+GYM/data=!4m7!3m6!1s0x2dd7fb1ad854f9b9:0xed85dc8f3ae90fcd!8m2!3d-7.3174313!4d112.7537704!16s%2Fg%2F11ddxkdl_1!19sChIJuflU2Br71y0RzQ_pOo_che0?authuser=0&hl=id&rclk=1","KING GYM","4,8","(126)","Tempat Fitness","·","","·","Jl. Tenggilis Utara IV No.5","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8I-57tLxY9y5oDmltTcecrxknUkbYXm707hnwMZJn7QqNYth7Si1N4vLPttQvEftAM6RGlMjxM2ARpnumbUn7nXCR-V2rq_YAoWNxLk5KPp5IYgxXkC0Uc5lKigGD-BgV1b77mQ=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman banget sih","gym","disini, coach2 nya jg friendly dan edukatif banget"""
"https://www.google.com/maps/place/FIT+HUB+MERR/data=!4m7!3m6!1s0x2dd7fbbd84fcff15:0xae56b1f00bf43701!8m2!3d-7.318225!4d112.78074!16s%2Fg%2F11kb6wdtv7!19sChIJFf_8hL371y0RATf0C_CxVq4?authuser=0&hl=id&rclk=1","FIT HUB MERR","4,7","(851)","Pusat kebugaran","·","","·","Jl. Dr. Ir. H. Soekarno No.47-364","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDOocCEl-kPxvkhPpz_bioqJlOJD34idXSA6GWjPL4ByDioSvVUZp7NuUA4e52CgZ5e2F7y-j5d6Ji3c8Nck-E1HX1lajLj10Me-qqXdAVf-k-wdUYatzwbDDBJlsMB4zLIhwQ_62_xt-g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","terbaik, karena dekat rumah, bersih, dan alatnya super lengkap."""
"https://www.google.com/maps/place/Monster+Gym/data=!4m7!3m6!1s0x2dd7f921c798277b:0x2174ab8bd88a0fe2!8m2!3d-7.2551866!4d112.7188492!16s%2Fg%2F11hyjj1nnz!19sChIJeyeYxyH51y0R4g-K2IurdCE?authuser=0&hl=id&rclk=1","Monster Gym","4,6","(89)","Tempat Fitness","·","","·","Jl. Tidar No. 308-310 Ruko Tidar Mas Square No.B-17","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjZqp4FUvQy1mlAyYaSQ8hIrpqcfcGQE_5Qs1wcJRe_IV4uiQA7PTM1CChlpB31E5wG0RHeHnJAGZDkcr_u08aQIw62hJBY4N1nUU-8dCWde1nN2tWLRXdd6StKo1yqAO2VNhI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mau nge","gym","di situ tapi GK ada yg ngajari..."""
"https://www.google.com/maps/place/Dojo+Gajah+Mada+Karate+Club/data=!4m7!3m6!1s0x2dd7fb579eea1933:0x71c3534f37c3d233!8m2!3d-7.2714821!4d112.7559771!16s%2Fg%2F11f8b0bwxm!19sChIJMxnqnlf71y0RM9LDN09Tw3E?authuser=0&hl=id&rclk=1","Dojo Gajah Mada Karate Club","4,0","(2)","Sekolah Bela Diri","·","","Jl. Gubeng Airlangga I No.2","","Tutup","· Buka Sel pukul 19.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yS-yY4224xnPo54enZF3ug&cb_client=search.gws-prod.gps&w=80&h=92&yaw=1.2570736&pitch=0&thumbfov=100","","Layanan di tempat","",""
"https://www.google.com/maps/place/Klub+Sehat+Happy+Ceria/data=!4m7!3m6!1s0x2dd7f9862251c965:0x8ac6b8f7f10e5631!8m2!3d-7.261615!4d112.774421!16s%2Fg%2F11b6bsdsvf!19sChIJZclRIob51y0RMVYO8fe4xoo?authuser=0&hl=id&rclk=1","Klub Sehat Happy Ceria","4,5","(2)","Pusat kebugaran","·","","Jl. Kalijudan No.14","","Tutup","· Buka Sen pukul 07.30","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFl9vFP-pszZkxcZXABXDYpy2Uv_SDtok5o-UCw4qetA0SWL9Do6O_Mm1Xa-AtZNrVtG3Jh__mYbNEWUbaiS0imFXBjcaFHwtZQQ4QcxaazW4GpoDwS7xbtoVl4DTYUELTvjbQpBzyg1m-i8pmuiEpzlUAl67DbrNh9Ma8FeEwA-ehfulF9tJzz0U5F-2AYb6FMVcc=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coachnya ramah semoga ada perubahan perjalanan diet saya di happy ceria♥️""","",""
"https://www.google.com/maps/place/Sanggar+Senam+Wahyu/data=!4m7!3m6!1s0x2dd7fb227ad0ca83:0x101f996691f5df43!8m2!3d-7.2771115!4d112.7540566!16s%2Fg%2F11gj4q23qr!19sChIJg8rQeiL71y0RQ9_1kWaZHxA?authuser=0&hl=id&rclk=1","Sanggar Senam Wahyu","4,7","(9)","Program Kebugaran Fisik","·","","Jl. Gubeng Kertajaya VA No.61","","Tutup","· Buka Sen pukul 18.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFx3T4LDBtELLJU6KjOWtGkFygBQ5VbUDLjJpqEgbgMzJO2dDDRuWDoAwhsgtw4G6YvyaIfwh-EhM6SxOSZcrdhdtPtUOl1QGGxBxDUSooH0LD-iE-b7l8Ul92JUmledxEyx_Z4=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sdh dua x ikut class disini asiik burning fatty""","",""
"https://www.google.com/maps/place/RAUL+GYM+SURABAYA+TERDEKAT/data=!4m7!3m6!1s0x2dd7fbf53d057741:0x1f17bbc7f2a1b8e3!8m2!3d-7.2871174!4d112.7174376!16s%2Fg%2F11g8bwtg69!19sChIJQXcFPfX71y0R47ih8se7Fx8?authuser=0&hl=id&rclk=1","RAUL GYM SURABAYA TERDEKAT","4,7","(189)","Tempat Fitness","·","","·","Dukuh Kupang Timur XX No.40A","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmX46Iie6QHworFTeWU7CfdD7K0bhWtkIyfF0x8CmFEWuNom2WSgbGYfYXaneYGDJ9mTdDY6IVbVhij8jo9wFldMxmdYhYd0Mgop5HReL3buw9S6bMJIHcTQgkNa00d_zWsRwO=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","nyaman,good price,and affordable"""
"https://www.google.com/maps/place/underground_workout/data=!4m7!3m6!1s0x2dd7fb73827d9077:0xd07b94016f9270b4!8m2!3d-7.2494317!4d112.7764174!16s%2Fg%2F11gyxjny28!19sChIJd5B9gnP71y0RtHCSbwGUe9A?authuser=0&hl=id&rclk=1","underground_workout","4,9","(28)","Tempat Fitness","·","","·","Jl. Lebak Arum IV No.2, RT.005/RW.14","Tutup","· Buka Sen pukul 07.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8xizyy5BaqlllfVqJLKBmjN1YR-MFR_AE7pIOt9da31c_5STrvevI9u0LShS0n4sZcSMV7KzxrGPT3ano8i1z0gGOUgeSGU0UyVM1_jgs7dXOA7Y8vR0J1LnFZYp1y9riU4M=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dimana ada","tempat","latihan harganya sudah include dengan coachnya?"""
"https://www.google.com/maps/place/SHOTOKAI+DOJO+KERTAJAYA+KARATE/data=!4m7!3m6!1s0x2dd7fb8b1da1da79:0x9331e614d5c9a47!8m2!3d-7.2738527!4d112.7606937!16s%2Fg%2F11vjk19pvy!19sChIJedqhHYv71y0RR5pcTWEeMwk?authuser=0&hl=id&rclk=1","SHOTOKAI DOJO KERTAJAYA KARATE","5,0","(39)","Klub Karate","·","","Jl. Jojoran Stal No.17e, RW.08","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeqjbDD7y5teaznfxxuahseHr1eTClgFHrTdCADPbKCSnwNPF14BmiLAMpG9cgb4kwz5JYfuYkD_3gdCtedBBz6wM6zh7j5jMFfuaalvT-lrfos1OaW9sv-J40cqGE8epaGLdTE1-aLqQv=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","tenang dan memadai untuk berlatih"""
"https://www.google.com/maps/place/SAKTI+GYM/data=!4m7!3m6!1s0x2dd7f96b300443d9:0x10da49ae052aede2!8m2!3d-7.2473836!4d112.7428023!16s%2Fg%2F11bwyh4bp9!19sChIJ2UMEMGv51y0R4u0qBa5J2hA?authuser=0&hl=id&rclk=1","SAKTI GYM","4,4","(20)","Tempat Fitness","·","","·","No Jl. Semut Kali No.6","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH51sTRnIaFSRBSj74RtB5TQ6PWlw9wdWFhr34SdA1PEiRGQYZNjQhmJ0fzGDiGXeJmeDdgtOi4CGX47O8zL-MGL48OUXupGzfn6x0EEDHgTYEdBp3vP369MNcy-0raPJPkBsbAda2fMWD9=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","nge-"
"https://www.google.com/maps/place/Titans+Gym+Surabaya/data=!4m7!3m6!1s0x2dd7fb9a444d2d41:0xa72115816b20ab99!8m2!3d-7.2994494!4d112.7310052!16s%2Fg%2F11c6qdwfzz!19sChIJQS1NRJr71y0Rmasga4EVIac?authuser=0&hl=id&rclk=1","Titans Gym Surabaya","4,5","(139)","Tempat Fitness","·","","·","Jl. Joyoboyo No.56 6A","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG15lWswz1tcmAeDA5_dGeNohs9JFGtTggMullLm6Dt59cG8kLGVj3x3EGdcv-iHKUd9VZ9_Hb_qtmPfHfUr6JXMgk2thIpFN0ywT4Nbwsjcp5_m3MFSbEnRRhn8Ut0SZavmATx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bang klu","gym","harian harga brp ya"""
"https://www.google.com/maps/place/KYOKUSHINKAI+FIGHTER+INDONESIA+-+DOJO+ELITE+KERTAJAYA/data=!4m7!3m6!1s0x2dd7fb4e6cb6e8e1:0x9ad581b06206b262!8m2!3d-7.2777443!4d112.7537936!16s%2Fg%2F11tsz_0fv0!19sChIJ4ei2bE771y0RYrIGYrCB1Zo?authuser=0&hl=id&rclk=1","KYOKUSHINKAI FIGHTER INDONESIA - DOJO ELITE KERTAJAYA","4,9","(7)","Perguruan Karate","·","","Jl. Kertajaya No.59","","Tutup","· Buka Sab pukul 15.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLftH7zOn5IGEoWT7zSqBMOpv-kTsgelwJ7YVOzilq0KriLctDcaubiJw1cQLA8ybEffzQOYrE1mzgJCPqOG-aUUGG-_I5oShau3pir1kPREq5L35U7Jm6knsA6SNgjMSFeJfnj2nVDNqR=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","latihannya bagus dan alat alat untuk melatih fisik juga lengkap."""
"https://www.google.com/maps/place/FTL+Gym+A.R+Hakim+Surabaya/data=!4m7!3m6!1s0x2dd7fbcb0bda3163:0x583c17f646d46681!8m2!3d-7.2891432!4d112.7796194!16s%2Fg%2F11yfkrxf69!19sChIJYzHaC8v71y0RgWbURvYXPFg?authuser=0&hl=id&rclk=1","FTL Gym A.R Hakim Surabaya","4,7","(137)","Pusat kebugaran","·","","Arief Rahman Hakim No.93, RT.005/RW.02","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHA_bkxINV2oUAb3shFSHhgFk0mrgphXVL2_HHYXCrQOYjUBnhaFsH1afoSWKprEWMhYPK3vdG3e_dkhQR-IKSw0SuoEW1OeSyYW5c4R2GggzAkWfvgOZlnyJEcDuG6NjpC9Wkw8Q2as98=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat GYM","ny luas, bersih, alat2ny jg terbaru."""
