"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 5","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/SE%27INDONESIA+Gubeng/data=!4m7!3m6!1s0x2dd7fb0006a001f5:0x62ed30de475a992c!8m2!3d-7.278855!4d112.760799!16s%2Fg%2F11wtd_7_mg!19sChIJ9QGgBgD71y0RLJlaR94w7WI?authuser=0&hl=id&rclk=1","SE'INDONESIA Gubeng","4,0","(144)","·","Rp 25–50 rb","Makanan Siap Saji","·","Jl. Kertajaya No.171 RT02, RW.06","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiQmv7z5vXhStQUeTRPfpLBXBY0hSK2PG2nGkleswFXJBcANgDzmNL9EduKvzesh6muXoW-KiBEtzwe7FelCzWmZiV0SDd4-KnmgS8y2pZX6e7osl1ShRL00iOK8W9mZtmq2rO8rmLuFM=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makannya enak, masih termasuk murah, fav banget Superplate sapinya 🤩🤩""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3dGRfN19tZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","",""
"https://www.google.com/maps/place/Toby%27s+-+Kusuma+Bangsa/data=!4m7!3m6!1s0x2dd7f97b4fa3f6bb:0xc261737b2fc2b518!8m2!3d-7.2605808!4d112.7516406!16s%2Fg%2F1q6j3hlp5!19sChIJu_ajT3v51y0RGLXCL3tzYcI?authuser=0&hl=id&rclk=1","Toby's - Kusuma Bangsa","4,5","(1.370)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgbjrJhnSggPrrH5capXXWa_QXJcg0wspLBYGId12Dlzz3Fge-3K19BY2qSi0pSeLA-qerBitBCrhmN5qvLSPZlHZcDaROUSzCez5I0mwQI2d6trMvr2qIHTHZG-F1Im1Lg8o=w80-h99-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya bagus
Tempat nya bisa diperluas
Makanannya juga enak""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXE2ajNobHA1GAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Gubeng, Jl. Kusuma Bangsa No.22","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Depot+Sederhana+Gubeng+Pojok/data=!4m7!3m6!1s0x2dd7f963d2d4fb4d:0xc8bf1c2a9ed2f725!8m2!3d-7.2664351!4d112.7518896!16s%2Fg%2F11b6br_w71!19sChIJTfvU0mP51y0RJffSniocv8g?authuser=0&hl=id&rclk=1","Depot Sederhana Gubeng Pojok","4,6","(3.218)","·","Rp 1–25.000","Jawa Timur","·","·","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFX5_qxDVlwm9J_1BtS7xScCw3y1vrt9F537txAeUZ4DoEgAgasD8ywQtUFPBrtGGIi23wIgW80emUsWFlGJ-aUi0XIHFL8ZzDLDhkwLzCnz1oApePSO3kVJk_L41IlSPZlE5aW=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak banget.. tempatnya juga luas.. harganya murah!""","","","","","Jl. Stasiun Gubeng No.1A","","",""
"https://www.google.com/maps/place/Jasa+Gofood+LATIF/data=!4m7!3m6!1s0x2dd7f95ea70a644f:0x9949b3a8d9ec3ceb!8m2!3d-7.2550488!4d112.7604551!16s%2Fg%2F11tszzrgjk!19sChIJT2QKp1751y0R6zzs2aizSZk?authuser=0&hl=id&rclk=1","Jasa Gofood LATIF","5,0","(131)","","","Restoran","·","Jl. Jedong","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpiToSlwWUBPSGpdzc2cgn4w3a_DvHqWBCratTJkxqal5k_wx3E-hkqXoC5Lcrf4PfiEcpae-ulXrbWdnZzQlNHJl3A-ETfc0E0T2uX8ilFD-_xtm7JkfIm-vexlFaPkrMgO_F7Q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Penanganan","","","","","","","cepat",", owner ramah, recomended 👍"""
"https://www.google.com/maps/place/Ikon+All+You+Can+Eat/data=!4m7!3m6!1s0x2dd7fb1c768ad3fd:0xb398f6f9430c12dd!8m2!3d-7.2778713!4d112.7519432!16s%2Fg%2F11qgkj8yvj!19sChIJ_dOKdhz71y0R3RIMQ_n2mLM?authuser=0&hl=id&rclk=1","Ikon All You Can Eat","4,8","(5.064)","·","Rp 125–150 rb","Korea","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8fnKd0hXMJOFXSfMS_s0PcSYtFiFMq9VEp-LRKqbkhl7mZBp-kQ2B4U84gWpLjPVCHywB5lf1bycoadalFyBdKA5U_GrSntujcUiuB822KN7ZUo7WCo9HbnSgQ5GzvdodYYgX6w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak sekaliii, servisnya juga baguss bangettt.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxZ2tqOHl2ahgCOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=2&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Kertajaya No.42a","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Sego+Sambel+Ho-Ha+GTLC/data=!4m7!3m6!1s0x2dd7fbd15b1c9391:0xfc531c12919d14dd!8m2!3d-7.2745922!4d112.7552301!16s%2Fg%2F1hf35z88v!19sChIJkZMcW9H71y0R3RSdkRIcU_w?authuser=0&hl=id&rclk=1","Sego Sambel Ho-Ha GTLC","4,4","(600)","·","Rp 1–25.000","Jawa","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJx4PxaIcXavO0u6xXzCDHvMvI5qmcLV9yUZhCOcy3PiYd6KTmUFzKS3j8uWelhPcG9elprFrol-eOyUW985JekTUogXZlS1kouySxXJPPkmL_HOOXgeB0CgPxYMGpcbQZavnI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa enak, harga murah, tempat panas""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhmMzV6ODh2GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Gubeng Kertajaya VII Raya No.70","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/SUBWAY+-+Gubeng/data=!4m7!3m6!1s0x2dd7fbf266df205f:0x5a72be1ba04e39c5!8m2!3d-7.2718545!4d112.7492258!16s%2Fg%2F11rty5wk7d!19sChIJXyDfZvL71y0RxTlOoBu-clo?authuser=0&hl=id&rclk=1","SUBWAY - Gubeng","4,6","(1.224)","·","Rp 50–75 rb","Sandwich","·","Jl. Raya Gubeng No.29, RT.006/RW.04","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMA20_Cty0007NZS8FybVT7IfJME1oyUYIsUKqnyhyq4Wo_FH94B5SqZYxCxOwkN8jE-EeMevYbUk--hI-OSwY2gKwtc6zS6WoAH73Y-HvS7Tv-gkV84YsqLRuD9pvl5EfAwS-wg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih, makanannya fresh dan sayur sama sausnya banyak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFydHk1d2s3ZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jaringan kedai buat sandwich sendiri","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/A%26W+Wijaya+Kusuma/data=!4m7!3m6!1s0x2dd7f96f84261c7d:0x9deef5b7317cdc6a!8m2!3d-7.256214!4d112.748497!16s%2Fg%2F11b6tq3ryp!19sChIJfRwmhG_51y0Ratx8Mbf17p0?authuser=0&hl=id&rclk=1","A&W Wijaya Kusuma","4,5","(3.396)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuolRrcKduf_46XFr3hsgzv8OGWYQVadaBlNoaAVGU0c2b78COw5iSE-kQGOfpr9qOhr2o7qP-Q0SnOamKvImPBxsLoZ9M8DX2KSHY9ZnxpljGHtNJs1e0hVPnpXMqEI99TQEf=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, murah, bagus, bersih, keren, lezat""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNnRxM3J5cBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Wijaya Kusuma No.61","· Tutup pukul 23.00","",""
"https://www.google.com/maps/place/Grand+City+Food+Loft/data=!4m7!3m6!1s0x2dd7f964ab941a83:0x90575c5b68389bae!8m2!3d-7.2612155!4d112.7506759!16s%2Fg%2F11f2gsj8j5!19sChIJgxqUq2T51y0Rrps4aFtcV5A?authuser=0&hl=id&rclk=1","Grand City Food Loft","4,6","(149)","·","Rp 50–75 rb","Restoran","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcsB2wR2WNHpjbock498kdniPsXBKYpkdG79DDQ5nIV4MevOQq4D2YTu_uRDO6McFgje8eLbBva40xPgOm6pkpNZA7tyLcMtanwA14oLXKmeoYY5pTCcJHmm4IOmq2Yb7jewDtxg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sebenarnya banyak pilihan menu disini,harga bervariasi.""","","","","","PQQ2+G77","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/McDonald%27s+-+Plaza+Surabaya/data=!4m7!3m6!1s0x2dd7f965933d5fc5:0xdc335cd7cf604a3f!8m2!3d-7.2654603!4d112.7491491!16s%2Fg%2F11mw8jgx18!19sChIJxV89k2X51y0RP0pgz9dcM9w?authuser=0&hl=id&rclk=1","McDonald's - Plaza Surabaya","4,4","(1.028)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkrtoulCLKXMZGVXlTS41oTNqh2Fvh6IF3zjt5Syl3DRW-QJ-r2yXBbVU4m9DvUvFk2M6-Sq0dm4bLOKRa1GVVwtpeWWATggscH-GgeTwBeeHH9ZLMFkPZ_I8XYrH7_nuVnPpU=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat makan enak, ada fasilitas free wifi juga disini.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtdzhqZ3gxOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Pemuda No.27-31","· Tutup pukul 00.00","",""
"https://www.google.com/maps/place/Container+Kebab+by+Baba+Rafi+-+Dharmahusada/data=!4m7!3m6!1s0x2dd7f950f5856a05:0xe405657e45614a97!8m2!3d-7.2660274!4d112.7618125!16s%2Fg%2F11h4tbxpkv!19sChIJBWqF9VD51y0Rl0phRX5lBeQ?authuser=0&hl=id&rclk=1","Container Kebab by Baba Rafi - Dharmahusada","3,6","(68)","·","Rp 1–25.000","Makanan Siap Saji","·","Jl. Dharmahusada No.16","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElYlzX6oYsSilbxUR5Ert1RkcbPLVXAudjibHwcymcFn4_USTD81wTXtGbK861FEMEWcJb7IAkxRvZmouo-tl2uA7L70TD_KDAQtstdALsjJLE75aEBB3X3pn2qU24hDrNzDSx=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget kebab nya murah juga nih harga nya keren""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNHRieHBrdhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","",""
"https://www.google.com/maps/place/Hanamasa+-+Gubeng+Pojok/data=!4m7!3m6!1s0x2dd7fbd9bc33de5b:0xb451f4017cc04153!8m2!3d-7.2658483!4d112.7514572!16s%2Fg%2F1tjwl1bf!19sChIJW94zvNn71y0RU0HAfAH0UbQ?authuser=0&hl=id&rclk=1","Hanamasa - Gubeng Pojok","4,6","(3.792)","·","Rp 225–250 rb","Jepang","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_4-jvBnlxyLghi38TKGecsm46Wk-_ioj5BgC9ngIn9MbdnpDb756z9JiR5omCKemwDYAZuD8H5Am4TEzJGzVXiazRjTd1UghohtMxNWKThcFokIu-LHE-1a6P_59dZuzc9Hg=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enakk, kecuali untuk daging iga nya masih tetap alot.""","","","","","Jl. Gubeng Pojok No.31 010, RT.010/RW.07","· Tutup pukul 23.00","",""
"https://www.google.com/maps/place/Ready+Bread/data=!4m7!3m6!1s0x2dd7fb907c444dbd:0x5ce7f6bca9bfe6a!8m2!3d-7.2710543!4d112.7495666!16s%2Fg%2F11h7d80t27!19sChIJvU1EfJD71y0Rav6bymt_zgU?authuser=0&hl=id&rclk=1","Ready Bread","4,5","(2)","","","Toko Roti","·","Jl. Raya Gubeng No.32 Blok B-1, RT.001/RW.06","Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pXleH5Zv5nN_IVrThLs3Xg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=314.96487&pitch=0&thumbfov=100","","Bawa pulang","","","","","","· Tutup pukul 21.00","",""
"https://www.google.com/maps/place/Ikan+Bakar+Cak+Mus+Surabaya/data=!4m7!3m6!1s0x2dd7fb2b5a76e463:0xbcb02febc8e8a02e!8m2!3d-7.280087!4d112.7556059!16s%2Fg%2F11ym0rkfg2!19sChIJY-R2Wiv71y0RLqDoyOsvsLw?authuser=0&hl=id&rclk=1","Ikan Bakar Cak Mus Surabaya","4,2","(115)","·","Rp 25–50 rb","Ikan Bakar","·","Jl. Dharmawangsa No.172","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG74yEq0t7yvMqtJb2MeJ9lcUYsRrYaiXKWmbANbSb8UaQpHBrXK_Tt0mJps9hdzkcKv_QmW3extUiWuwpVK6lR-FWY1sLJjfHaEDFYW5unCmivltP3n8sOkqS9DlcdaScPSXb_GS5zwCv6=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ikan bakar paling enak rempahnya berasa banget, sambalnya ueenaak poll""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5bTBya2ZnMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Tutup pukul 23.00","",""
"https://www.google.com/maps/place/Wingstop+Plaza+Surabaya/data=!4m7!3m6!1s0x2dd7f92c2a2e9147:0x2dae49c7d14d9562!8m2!3d-7.2647274!4d112.7488874!16s%2Fg%2F11w4gx2fzs!19sChIJR5EuKiz51y0RYpVN0cdJri0?authuser=0&hl=id&rclk=1","Wingstop Plaza Surabaya","4,5","(100)","·","Rp 25–50 rb","Sayap Ayam","·","Plaza Surabaya, Lantai 1, No.14/15, Jl. Pemuda No.33-37","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFW9Rymnbup5Wer9hXoo6YnebfF8vRDwAHCTSVMLI5mDEmqVd99c4s177-k97p_dCpk29lVcaxO5VgwBtEeDnFCkuO8zREpBfj3n4wI5VJb8E9a4-mS5G026h5L1En8Au6uxnTd=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3NGd4MmZ6cxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Tutup pukul 21.00","Makanan","oke, harga murah dan free refill minum sepuasnya 🤩"""
"https://www.google.com/maps/place/Yoshinoya+-+Plaza+Surabaya/data=!4m7!3m6!1s0x2dd7f96301f7cfa1:0x231543a7f81395b5!8m2!3d-7.2648758!4d112.7486114!16s%2Fg%2F11b6q55jz9!19sChIJoc_3AWP51y0RtZUT-KdDFSM?authuser=0&hl=id&rclk=1","Yoshinoya - Plaza Surabaya","4,4","(13.774)","·","Rp 25–50 rb","Makanan Siap Saji","·","Plaza Surabaya, Jl. Pemuda No.33-37","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3G-XwuFSxup7uKU0rnHeKn_grukQFxlCgGVAkVJWQE-GDuO7ekzstCCNvWnB0unybRZ-x88vA6-fTbAL6UgLghpRe2bcCTF5TFPb5JloHHW08ttdd17zFCjrD7yblKvHtJ0w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat enak,","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNnE1NWp6ORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Tutup pukul 21.00","makanan","enak, harga relatif terjangkau"""
"https://www.google.com/maps/place/Depot+Bu+Rudy+-+Dharmahusada/data=!4m7!3m6!1s0x2dd7f9fdfa4dc9cd:0x73513935dae2989e!8m2!3d-7.2674503!4d112.7700431!16s%2Fg%2F1hd_3mf8w!19sChIJzclN-v351y0Rnpji2jU5UXM?authuser=0&hl=id&rclk=1","Depot Bu Rudy - Dharmahusada","4,5","(16.614)","·","Rp 25–50 rb","Indonesia","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHV56_J4z0eKNcxo_tlPYsYpCQiAOQ2ifAhaWlmF4r2K1m_p1SDkpPwd-Gp-fZE8LRbw5X1hycrK78tbJowUMOsbgRm7Kqcdjzjmp45bmLVS9jsk_4bUcBkOD3IOft4_tgR5Ms=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhkXzNtZjh3GAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Dharmahusada No.144","· Tutup pukul 21.00","Makanan","enak, harga relatif, suasana nyaman, bersih"""
"https://www.google.com/maps/place/KFC+-+Plaza+Surabaya/data=!4m7!3m6!1s0x2dd7f962f3cee77d:0x53520f5a51f6fc5b!8m2!3d-7.2643431!4d112.7482358!16s%2Fg%2F1tqks3s6!19sChIJfefO82L51y0RW_z2UVoPUlM?authuser=0&hl=id&rclk=1","KFC - Plaza Surabaya","4,3","(2.332)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXBWl-YEbAXQ0fP0JhaVwYTe6IFOCKN2n55MsvoHW2OfVHCOgR84szXUJkzmkgm5Q0IUnmV8p2tWI1Tv447Vy2_iPyLq84zTdTqOe3KGM7FpiGu1J2wPA7yBC_7oMbpiKPhKkO=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam crispynya memang enak, agak sedikit pedas.""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRxa3MzczYYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Pemuda No.31-71","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Depot+Slamet/data=!4m7!3m6!1s0x2dd7f97df8943357:0x7ce7975a766ef034!8m2!3d-7.2660748!4d112.7563232!16s%2Fg%2F11rs17fdy!19sChIJVzOU-H351y0RNPBudlqX53w?authuser=0&hl=id&rclk=1","Depot Slamet","4,4","(3.663)","·","Rp 25–50 rb","China","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvDoBiCBrltSkL1C3MntDYVCY8-VJXIZLOyRiC2SkaVRlXSR9sd5CX_LBZtNSuil2nI4rphuR-DlbHgsKG515spRJ_bbNBnEr3McoIO9H_l_ylBaFG_avXjB4WC8fMGc5hqWw=w198-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak dengan porsi jumbo, bisa dimakan sampe 4 orang.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTFyczE3ZmR5GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Dharmahusada No.6B","· Tutup pukul 21.00","",""
"https://www.google.com/maps/place/Burger+King+-+Plaza+Surabaya/data=!4m7!3m6!1s0x2dd7f962f2204817:0xe12f48e9ba3bad90!8m2!3d-7.2649714!4d112.7480728!16s%2Fg%2F11d_bhpstx!19sChIJF0gg8mL51y0RkK07uulIL-E?authuser=0&hl=id&rclk=1","Burger King - Plaza Surabaya","4,8","(9.454)","·","$$","Makanan Siap Saji","·","Plaza Surabaya, Jl. Pemuda No.33-37","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPTU8z1YQBysX1eXzeHtQ-eDknEUbe0TMPCavH43_HD0pSWVsMu54KNUwHG2aN-wc99zn2uDfdRP5eVXOfzd4bnG6MXeMsvOFHL1W6x9uI2lbOMj9EuuCk1dKZ4DpX0h0doxZ-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannyaa sangat enak dan affordable, pelayanannya juga baik dan ramah""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkX2JocHN0eBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TDD3aaTRBuSw4-EPvITo0Ak&ei=TDD3aaTRBuSw4-EPvITo0Ak&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jaringan burger panggang cepat saji","· Tutup pukul 22.00","",""
