"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 5","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/DaFood/data=!4m7!3m6!1s0x2dd7fbd45f2bebfd:0xf527cc4ac6e5e5a2!8m2!3d-7.3373737!4d112.7651551!16s%2Fg%2F11rglm69mx!19sChIJ_esrX9T71y0RouXlxkrMJ_U?authuser=0&hl=id&rclk=1","DaFood","","","","","Indonesia","·","Jl. Kyai Satari Gg. IV","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkncbjmC0Evm3fLU30hB86zZtlSEWZsw7tmjl7hLaSBaDPfSWVKCv1e4c-6X8ybpaYCSpGQ7y1xQ7V31snK5227uLIneiV_JJdhJwnp6kuE9jqq8h6pSCEzOA3amtasXwNXzmt=w163-h92-k-no","","Makan di tempat","","","","","","· Tutup pukul 21.30","Drive-through","Antar tanpa bertemu"
"https://www.google.com/maps/place/FamilyMart+-+Dharmahusada/data=!4m7!3m6!1s0x2dd7fbdb0e109ce9:0x9cb6765e27438a0b!8m2!3d-7.2681471!4d112.7726931!16s%2Fg%2F11vlj0m8ym!19sChIJ6ZwQDtv71y0RC4pDJ152tpw?authuser=0&hl=id&rclk=1","FamilyMart - Dharmahusada","3,3","(388)","","","Minimarket","·","PQJF+P3W, Jl. Dharmahusada","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFI-09rACvPMYAgJEQNvM-znFYrtb5WKmJj-XOwZpqvaz3_RCaUbNI-mB1mTA0r3xpor3o4H23et_RmHz3WKlaFaeUBPLeMJbeINjpiAPDBeuypj-QhETPF8zrXG14-RP4SqLPHPQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah, enak","","","","","","· Tutup pukul 00.00","makanan","dan minuman nya, suasananya bagus"""
"https://www.google.com/maps/place/Ranch+Market+-+Galaxy+Mall/data=!4m7!3m6!1s0x2dd7fa24c2d4777d:0x7f91a398162746c6!8m2!3d-7.2766323!4d112.7821674!16s%2Fg%2F1jkz8t4vm!19sChIJfXfUwiT61y0RxkYnFpijkX8?authuser=0&hl=id&rclk=1","Ranch Market - Galaxy Mall","4,5","(2.444)","","","Supermarket Diskon","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuw5lx8mmMnz4zUsiw4xTUE9RPP-YE2_WL2vL4892oYj0YxW0PYXIXbpbrjlgOSZrJbwlaQTjRJDY3fciOkS_Kvsqlsb4qd6QtEdk-auz83VttHS2c81jXMLgbizd0gMf2hzg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya yg ayam berkisar 50rb, kambing/sapi seporsi 98rb.""","","","","","Level G, Galaxy Mall 1, Jl. Dr. Ir. H. Soekarno No.35-39","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/YUAN+URIL+FROZEN/data=!4m7!3m6!1s0x2dd7ffaf404576e5:0xbdba7809fb098192!8m2!3d-7.2681979!4d112.7102404!16s%2Fg%2F11ffvrzzc8!19sChIJ5XZFQK__1y0RkoEJ-wl4ur0?authuser=0&hl=id&rclk=1","YUAN URIL FROZEN","4,4","(127)","","","Toko bahan makanan","·","Jl. Simo Kalangan No.216","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFNb8HzVntpma3UdUyeUsRuBNPXi7pe0KL3x6mdvCjPMNg3oODoWyYOp0M9xU8JDNoUUh4wmWAfJEKRopMDucjZ867fv9ZCiVR1bZy2eO1uAEHRppBFsPs18Kx_2AVeIx9PJI=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah, byk varian frozen foodnya""","","","","","","· Tutup pukul 21.30","",""
"https://www.google.com/maps/place/Solaria+-+Transmart+Rungkut/data=!4m7!3m6!1s0x2dd7fae69d43a41f:0x2660e8667485ee3d!8m2!3d-7.3205305!4d112.7703744!16s%2Fg%2F11g6mk_1k8!19sChIJH6RDneb61y0RPe6FdGboYCY?authuser=0&hl=id&rclk=1","Solaria - Transmart Rungkut","4,0","(651)","·","Rp 25–50 rb","Restoran","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEu_N_xcoLDniGIButobwEx8mKJQJRhdJ3vmu4-fb8JiTe7T9jU7qX-Y7L-Je0ANE3Rixzb4zqUMc44C58XWL2q-rD3djMkdEIYluy0RhRXmlyRz0tE2czFwM-qzT-Q9EvNsmc7=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa nasi goreng bebek cabe ijonya gak perlu diragukan lagi, enak banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnNm1rXzFrOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VjD3adTmGJCY4-EPs-j28Qo&ei=VjD3adTmGJCY4-EPs-j28Qo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Transmart Rungkut, Jl. Raya Kalirungkut Lantai G","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/FamilyMart+-+Ngagel+Jaya/data=!4m7!3m6!1s0x2dd7fb4f9afb3087:0x9114d5af12d2ea98!8m2!3d-7.2892879!4d112.7560043!16s%2Fg%2F11vjptkx36!19sChIJhzD7mk_71y0RmOrSEq_VFJE?authuser=0&hl=id&rclk=1","FamilyMart - Ngagel Jaya","3,3","(245)","","","Minimarket","","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2L121L2nah_lq7shyPDPuSBZgSCo6GW9JIEn06eLEpqwui5z2J0fdFWO72fELf5G2HVlVWe6U0mqlyGhMcHMUP0IeJK75R2gSg5mAVrYzSrlL0TuHByu7xNxGFvwm3ySg_otCL7tVQdHt=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu andalan kopi susu nya enak dan murah dengan porsi besar.""","","","","","","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Indomaret+Fresh+Sulawesi/data=!4m7!3m6!1s0x2dd7fbc4af4d4025:0xbf2979806306bc0a!8m2!3d-7.2774258!4d112.7453849!16s%2Fg%2F11gbf9d571!19sChIJJUBNr8T71y0RCrwGY4B5Kb8?authuser=0&hl=id&rclk=1","Indomaret Fresh Sulawesi","3,9","(100)","","","ATM","·","·","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkUSXjgGNbVN8KohyUkc9rNmJeuoajgnrn0Nx1XXQ-3ulfJ8Z-_cNIRzG4qOQEjK5JyxM-TTuUk-BQBGwU8qiZLbtJb5JfdU-0ObNp_kiv7lBJ57ktp6azXEv4A_e9PUsUHRWk=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya sangat baik dan kariyawan nya ramah”""","","","","","Jl. Sulawesi No.1","","",""
"https://www.google.com/maps/place/McDonald%27s+-+Plasa+Marina/data=!4m7!3m6!1s0x2dd7fb1e4fba2b2d:0xfd066b59ea41ee4f!8m2!3d-7.3163531!4d112.7481476!16s%2Fg%2F11hyt5mz4r!19sChIJLSu6Tx771y0RT-5B6llrBv0?authuser=0&hl=id&rclk=1","McDonald's - Plasa Marina","4,5","(8.417)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_QnhliGNuHJDHehO764BGmCvqfOV9QIj6OD2jpqARW7Xyf0OJkTNHfTJYMZxBQEFaPzKLadjERynokBe1ZuwM1qQoSXuXGxvJZRxea0p4PJrx4cBXNB74Vcz56kA0Cgm87WiCzQ=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoeXQ1bXo0chgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VjD3adTmGJCY4-EPs-j28Qo&ei=VjD3adTmGJCY4-EPs-j28Qo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Plasa Marina, Jl. Margorejo Indah No.97-99","","Makanan","enak
Pelayanan ramah
Suasana menyenangkan dan nyaman"""
"https://www.google.com/maps/place/Devin+Shop+Frozen+Food+%26+Snack/data=!4m7!3m6!1s0x2dd7fbf90842a6c7:0x47bb64820d0734e6!8m2!3d-7.289464!4d112.7261509!16s%2Fg%2F11hbgsr5j5!19sChIJx6ZCCPn71y0R5jQHDYJku0c?authuser=0&hl=id&rclk=1","Devin Shop Frozen Food & Snack","4,5","(425)","","","Toko makanan beku","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVHQwBiBZIF2NdAStnAMvAi5ChTTlC5gXuAx4Zc_XJQKxOPyhxFGDGVPTtfYq69VC96HZi6mzMU8mddEr688odDFgFGjc-kVSj5WTSfOwA10q3eAJvhWAKnmDGXJZYE9Wft9Y=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dan murah'pelayanannya baik""","","","","","Jl. Pakis Tirtosari No.34A","· Tutup pukul 21.00","",""
"https://www.google.com/maps/place/Nasi+Bebek+Tugu+Pahlawan+Asli/data=!4m7!3m6!1s0x2dd7f9400b122a33:0xecd781a4b7470fc8!8m2!3d-7.2452688!4d112.7369513!16s%2Fg%2F11b77dsm56!19sChIJMyoSC0D51y0RyA9Ht6SB1-w?authuser=0&hl=id&rclk=1","Nasi Bebek Tugu Pahlawan Asli","4,3","(4.257)","·","Rp 25–50 rb","Masakan Asia","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMH3vDePT8KhKGvY4D1u75K8ZVADLg32OMfIKyYYNW2HYfqiT6nS7uMeLpoi1BKGnF2TXCO4egG3TxyHcJc9dwIpUfA_vNhfr5QKZxk0EqUt4ZZUcNSsaIM-1AydQFBEnMZSMoSw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bebeknya enak, sambelnya kurang, srundengnya menambah sedap Dimata.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNzdkc201NhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VjD3adTmGJCY4-EPs-j28Qo&ei=VjD3adTmGJCY4-EPs-j28Qo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Pasar Turi No.27-C, RT.006/RW.-09","· Tutup pukul 23.00","",""
"https://www.google.com/maps/place/Coffee+TGC/data=!4m7!3m6!1s0x2dd7f9b4ecd5dadf:0x69df05aa0d2280e4!8m2!3d-7.2644572!4d112.7416518!16s%2Fg%2F11gm8vjhyy!19sChIJ39rV7LT51y0R5IAiDaoF32k?authuser=0&hl=id&rclk=1","Coffee TGC","4,5","(2.298)","·","Rp 25–50 rb","Restoran","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGie9PaxFLQLkRUqCncPEYk2Ww_VWlqumiSyHGaIc-OxcwM-Hj1x2fEX1CPRv0E8a5ltzzs863St-uV8StbC-jhpjFEZApQSomQ7rUI0P4qRIgQv5Hq67iTOrHiiUYtxt5NEeG=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enaakk, tapi kemarin banyak yg sold out.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnbTh2amh5eRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=VjD3adTmGJCY4-EPs-j28Qo&ei=VjD3adTmGJCY4-EPs-j28Qo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Basuki Rahmat No.23","· Tutup pukul 23.55","",""
"https://www.google.com/maps/place/Sushi+Tei+-+Ciputra+World/data=!4m7!3m6!1s0x2dd7fb8bc5c9439b:0x2e9b9e2fa60a5b52!8m2!3d-7.2920411!4d112.7189484!16s%2Fg%2F1pztnrs2y!19sChIJm0PJxYv71y0RUlsKpi-emy4?authuser=0&hl=id&rclk=1","Sushi Tei - Ciputra World","4,6","(2.499)","·","$$$","Jepang","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcuSi292DdIWIoF1iAWyB_FST4f5fC4JA3PGLjznEAkN-TKjr9KIx05YyrCIg0Aco_4RvydY4Yi5XGnDXI1_uuDqwvBHDl71Ndq0ywYQhbRsctg41HBsqLxmcxCxzvcgkip0LJhA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak dan fresh, penyajiannya juga terhitung","","","","","Ciputra World, Jl. Mayjen Sungkono No.89","· Tutup pukul 22.00","cepat","."""
"https://www.google.com/maps/place/VIVI+FROZEN+FOOD/data=!4m7!3m6!1s0x2dd7fb7b79ca2f43:0x9d6123d34d00162b!8m2!3d-7.3230339!4d112.75697!16s%2Fg%2F11lryqqqm3!19sChIJQy_KeXv71y0RKxYATdMjYZ0?authuser=0&hl=id&rclk=1","VIVI FROZEN FOOD","5,0","(3)","","","Toko makanan beku","·","Jl. Tenggilis Mulya No.65","Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N7rPCG7mXKayOCc1jItXWg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=15.608089&pitch=0&thumbfov=100","","","","","","","","· Tutup pukul 21.00","",""
"","","","","","","","","","","","","","","","","","","","",""
