"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Rm+Agam+Sakato/data=!4m7!3m6!1s0x2e68e628a92828f3:0xdbc28054d9ce0ba3!8m2!3d-6.9242793!4d107.6103507!16s%2Fg%2F11bwyqgjq2!19sChIJ8ygoqSjmaC4RowvO2VSAwts?authuser=0&hl=id&rclk=1","Rm Agam Sakato","4,5","(462)","·","Rp 1–25.000","Padang","·","","·","Jl. Pangarang No.21","Buka","· Tutup pukul 23.55","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGduXX1qxiTfcB9EwebqAuCZ3F8spgaV1iE7LLcPjmmHMhCRpIVyiGek8MI1svZd0kLEYqSFDHFpxCb8xZdwgMCogJ_mOittGY83EfBhHjx8J8rYUNyg_det92R8YVqdqsvkFSX0WWkc05q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFid3lxZ2pxMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=yEv3abTRAaXC4-EPndmx8Qs&ei=yEv3abTRAaXC4-EPndmx8Qs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","padang","bgt lekoh bumbunya, harga terjangkau"""
"https://www.google.com/maps/place/Putra+Minang/data=!4m7!3m6!1s0x2e68e6ff0913aa47:0xc5aeacafde21061d!8m2!3d-6.8850085!4d107.6181963!16s%2Fg%2F11bbwz33q4!19sChIJR6oTCf_maC4RHQYh3q-srsU?authuser=0&hl=id&rclk=1","Putra Minang","4,1","(111)","·","Rp 1–25.000","Padang","·","","·","Jl. Tubagus Ismail No.31","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzSHIMgVdee9gIdozKbkOBkPnGj11dLgNdG4vCkGnA70c8JaEVQwLkH9fy1sMpFEcjwEQa7p7qsg1khh8QZoUC7hHOQFtrZxH2sxaZGPMtF4S2uVuiJ6AmurAYq4HRee6kM65Y=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu masakan","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYnd6MzNxNBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=yEv3abTRAaXC4-EPndmx8Qs&ei=yEv3abTRAaXC4-EPndmx8Qs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","padang","yg enak, langganan jg klo ke tubagus ismail."""
"https://www.google.com/maps/place/Makerang+Seafood+Malabar/data=!4m7!3m6!1s0x2e68e7d3aaeb6dd3:0x6ce1b49e5f62b1a2!8m2!3d-6.88482!4d107.6065765!16s%2Fg%2F11c55sk0mp!19sChIJ023rqtPnaC4RorFiX5604Ww?authuser=0&hl=id&rclk=1","Makerang Seafood Malabar","4,3","(823)","·","Rp 25–50 rb","Hidangan Laut","·","","·","Jl. Siliwangi No.37","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNC3Qkb38bM0CuNcXgSBnihmFy3XQpLit87fZG7Bikg0Qs-_Tzdfpnv_rJ0n7Kp8JDyfAqJOnZ8NF1Fz1Ji39SJtz_mvOM1hsiZi80OkPb6ZI20Df5w9VZMkfzyqWBDyjQyC0=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, mantapnyo, recommend bumbu menor (Lv 0 + Lv 1) 👍🏻👍🏻👍🏻""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNTVzazBtcBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=yEv3abTRAaXC4-EPndmx8Qs&ei=yEv3abTRAaXC4-EPndmx8Qs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Rumah+Makan+Ngalau+Indah/data=!4m7!3m6!1s0x2e68e6fa4f8ce4ed:0x62ad012db86c7808!8m2!3d-6.8800757!4d107.611889!16s%2Fg%2F11b6s3d8ln!19sChIJ7eSMT_rmaC4RCHhsuC0BrWI?authuser=0&hl=id&rclk=1","Rumah Makan Ngalau Indah","4,4","(46)","·","Rp 1–25.000","Padang","·","","Jl. Cisitu Lama No.29","","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRKL6msuEHZc7OeTj8WPhlyBlH7sOOqY-WxYnBan4Y6GklC_cI7alx7pnCHgrW3iFqXeYWx3UQGi2AWoj8Oc5X2xFgLrQlb_2GmUU0dzEqMIayK3lPUth7xvZ5X3TJMGAC1S9VBA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak & murah""","","","","",""
"https://www.google.com/maps/place/Restoran+Padang+Trio+Pasirkoja+Bandung/data=!4m7!3m6!1s0x2e68e714eeb8504b:0xe41cc027d46070de!8m2!3d-6.9275693!4d107.5863572!16s%2Fg%2F11tsg_cmn6!19sChIJS1C47hTnaC4R3nBg1CfAHOQ?authuser=0&hl=id&rclk=1","Restoran Padang Trio Pasirkoja Bandung","4,6","(181)","·","Rp 25–50 rb","Padang","·","","Jl. Peta No.5","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZ7sXJAEkvutbc4PbIkFMBdNagefku8U_4PPXXNfaF8XaA-hp7iaFAw5i9QVpYXOMXuiFu6WNxlKiTzh1X0jSLBmO9o2TpQnQfKne-GRzGq75z3x_nptHc5Ybx5c5T5jbodQ-f=w133-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan enak,","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0c2dfY21uNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","padang","otentil, harga bersahabat"""
"https://www.google.com/maps/place/Restoran+Sederhana/data=!4m7!3m6!1s0x2e68e632c951cd71:0xf33c834b2eca510a!8m2!3d-6.9115749!4d107.6272371!16s%2Fg%2F1vn4kcfx!19sChIJcc1RyTLmaC4RClHKLkuDPPM?authuser=0&hl=id&rclk=1","Restoran Sederhana","4,4","(1.128)","·","Rp 50–75 rb","Padang","·","","Jl. L. L. R.E. Martadinata No.128","Warung Padang simpel di jalan utama","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdL70i0vWxJAHchrVaueCDc9aWt-l2u4cPSZRiyk7PVk-bi6wg_HsfAfBHdT3reyP9m-lUMbwuBNeLFUCIvwX5fGJYTTlzts8hgKiBWG8D4bBRlJB3vb4H4p_RiziLggAEG_Rl=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam pop mantap banget, sate","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXZuNGtjZngYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","padang","dan martabak nya juga enak banget😁"""
"https://www.google.com/maps/place/Rumah+Makan+Mangga+Jaya/data=!4m7!3m6!1s0x2e68e7cfa694d8b7:0x8b6af726b9c246de!8m2!3d-6.9141414!4d107.6333871!16s%2Fg%2F11b6lj6t6n!19sChIJt9iUps_naC4R3kbCuSb3aos?authuser=0&hl=id&rclk=1","Rumah Makan Mangga Jaya","4,4","(1.032)","·","Rp 25–50 rb","Padang","·","","·","Jl. A. Yani No.300C","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0qNqAw5tpho_-vzHnArBm5e5vsFcBPJVqcY67shgtNOmQ16g1yiWoYzmydyDEB5RyiTkzyxz1y-u8H48MOYVmEBaCPNXJbxkOL_nnhj9rX3VWLAKqoKBzSDZzSR75zyYJNX7d=w198-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rendang ny enak, cincang nya enak, bumbu lekoh, mantaap 👍🏻""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmxqNnQ2bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Restoran+Simpang+Raya+Bandung/data=!4m7!3m6!1s0x2e68e67cb0f42f89:0x172d53f4d542fecf!8m2!3d-6.89267!4d107.585303!16s%2Fg%2F11g8csxkng!19sChIJiS_0sHzmaC4Rz_5C1fRTLRc?authuser=0&hl=id&rclk=1","Restoran Simpang Raya Bandung","4,3","(1.527)","·","Rp 25–50 rb","Padang","·","","Jl. Dr. Djunjunan No.182","","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyWpms1cfT5sEyJmo0N2SSpfiJccMbz3Vibj2Qz6N--LVI6atsD_kDiPdEe-eu_dbanfrxseh1Mii18DQNNvi605QlQyVHzI3ODvZnbwVPoD18KWh9qa7xY6K1yPQe6wQy2kIeZQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa makanan padangnya otentik dengan ciri khas tersendiri.""","","","","",""
"https://www.google.com/maps/place/Goodwheel+Companion/data=!4m7!3m6!1s0x4472574029a0fa1d:0x2e88e5755db7495f!8m2!3d-6.8971603!4d107.6110916!16s%2Fg%2F11vpsdjwpq!19sChIJHfqgKUBXckQRX0m3XXXliC4?authuser=0&hl=id&rclk=1","Goodwheel Companion","5,0","(4.195)","","","Restoran","·","","Jl. Badak Singa No.15","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF11aAnzM_zSN1SlcmXzuejUicZsG-SNaS8j9ubwWxetUWydbkxDvoTvTfPx_W71P8U0TwXANVmgKL3DgHXYMUmHOpVg96Isfbwi3j-80tSoFfAwiCKE2sYZiPudxHJip80rqX-sAqQvfQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cozy, makanan enak, service top, toilet bersih""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2cHNkandwcRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/RM+Indo+Kapau/data=!4m7!3m6!1s0x2e68e682e717179d:0x356e9a21a91524bf!8m2!3d-6.8770967!4d107.577775!16s%2Fg%2F1hc2d5xch!19sChIJnRcX54LmaC4RvyQVqSGabjU?authuser=0&hl=id&rclk=1","RM Indo Kapau","4,7","(319)","·","Rp 25–50 rb","Restoran","·","","·","Blk. 7 Jl. Sarimanah No.68, RT.002/RW.09","Segera tutup","· 21.00 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHICUgyBlsXB-XiElReV8xthRG_r6Qi6MomKoYiQdM3F7f3CcsJmTnF6urxB8j_9Z7ArvfOw1jM5y5bOlpHVg2NZG_tcF1QAFqB6kFEQ1vITJPbd94r7fEr0lvWZ0nO8AkTCUY=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My favorit","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhjMmQ1eGNoGAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","padang","food in Bandung fair price."""
"https://www.google.com/maps/place/Rumah+Makan+Bukit+Tinggi+Uda+Tambuah/data=!4m7!3m6!1s0x2e68e66b5fa18829:0xf1a26c36893f7756!8m2!3d-6.9066858!4d107.5888417!16s%2Fg%2F1pzq1vhq6!19sChIJKYihX2vmaC4RVnc_iTZsovE?authuser=0&hl=id&rclk=1","Rumah Makan Bukit Tinggi Uda Tambuah","4,5","(336)","·","Rp 25–50 rb","Padang","·","","Jl. Pajajaran No.122 A","","Segera tutup","· 21.00 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6UBr8SCKTkLyH_QMuC9aEwUtcUFNf0T1ULmTw-WPs3TemovdypLBzXOG8KLHEyIPMTTxZwqW2KBwVr43XMDNLVENc71FMVtoyA_lda_pcxQ-BdkjAfGgdxl7MkWjD2HxaNFz5W02MwYk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""NASI","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6cTF2aHE2GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","PADANG","TERENAKKU DIBANDUNGGG, RENDANGNYA ENAK BGT HANDS DOWN."""
"https://www.google.com/maps/place/Situ+Jaya/data=!4m7!3m6!1s0x2e68e6fa50f28113:0x1dff7f1bc0e1d3a1!8m2!3d-6.8797015!4d107.6119818!16s%2Fg%2F11fxxm4v40!19sChIJE4HyUPrmaC4RodPhwBt__x0?authuser=0&hl=id&rclk=1","Situ Jaya","4,2","(52)","·","Rp 1–25.000","Padang","·","","Jl. Cisitu Lama No.33A","","Segera tutup","· 21.00 · Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHujyZ-PxdImALtXWRVftrEb8oXZhPaxP0wlFAp0In0vSbM17SCa6PVe0rGCZjr4FkHQdRye1jZCx5LAlg_L6_1tssA0Pt939DL7HY5_djikPooCZDALW6ZBxHbbh1ql_ylkQH=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""rendang enak, nasi pulen harga murah""","","","","",""
"https://www.google.com/maps/place/NgaBotram/data=!4m7!3m6!1s0x2e68e715109dfccb:0x885ecf89677b744b!8m2!3d-6.8978616!4d107.6119316!16s%2Fg%2F11t_zslgsn!19sChIJy_ydEBXnaC4RS3R7Z4nPXog?authuser=0&hl=id&rclk=1","NgaBotram","4,9","(24)","·","Rp 25–50 rb","Restoran","·","","Jl. Badak Singa No.6","","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFR9-8vkiMt3IiiprPM_XOVk5xYARDH6QURoDr_1Or3ZVK-UTyAHoiEfhzgoyMKTzQIwhViu-1I8Y2DzHquPWLbMLc2QVy70QheSvPbicz5ZV3nh6X1NnRYPRmAfNZOSNHTV_nNsw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""4. Telur keriting : kayak modelan di","","","","rumah makan Padang","ya."""
"https://www.google.com/maps/place/Sate+Padang+Pariaman+%22Takana+Juo%22/data=!4m7!3m6!1s0x2e68e7f1e02ff849:0xd9c02976e7d47425!8m2!3d-6.9040642!4d107.5986084!16s%2Fg%2F11l8tcv086!19sChIJSfgv4PHnaC4RJXTU53YpwNk?authuser=0&hl=id&rclk=1","Sate Padang Pariaman ""Takana Juo""","4,5","(40)","·","Rp 25–50 rb","Sate","·","","Jl. Pasir Kaliki No.121-123","","Buka","· Tutup pukul 23.00","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pesanan saya selalu sate","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsOHRjdjA4NhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","padang","daging, ketupat 1/2 dan kuah yang banyak."""
"https://www.google.com/maps/place/Lontong+Sayur+Padang+Dipati+Ukur+Bandung/data=!4m7!3m6!1s0x2e68e65384d0af2b:0x79327b818a244885!8m2!3d-6.8924728!4d107.6180431!16s%2Fg%2F11c60rkppj!19sChIJK6_QhFPmaC4RhUgkioF7Mnk?authuser=0&hl=id&rclk=1","Lontong Sayur Padang Dipati Ukur Bandung","4,6","(136)","·","Rp 1–25.000","Padang","·","","·","Jl. Haur Pancuh No.9","Tutup","· Buka Sen pukul 05.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE04GaHqdDSkqvVQoWV3UENrTLTj7l3fRYQ51GGQNPP5G-BL9bx8DVlRn3sKKsl-iJ5wMQ7m66pDwWujddtLdhb-1ftxz3slUOFo9u9xTSy-EbWpFmaryRzRVDAg5pwCc7onHY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lontong Sayur","","","","Padang","Pake Telur & Teh Susu = Mantabz Jiwa 😍"""
"https://www.google.com/maps/place/RM+Mahkota+Minang+Masakan+Padang/data=!4m7!3m6!1s0x2e68e720248a06d9:0x3d7f6d68171a0f35!8m2!3d-6.8872076!4d107.6163763!16s%2Fg%2F11lxxt093g!19sChIJ2QaKJCDnaC4RNQ8aF2htfz0?authuser=0&hl=id&rclk=1","RM Mahkota Minang Masakan Padang","4,1","(18)","·","$","Padang","·","","·","Jl. Tubagus Ismail Dalam No.26","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGjj1eoG5E5ChyMSFKTu4mP1G4tBH49kflADdJiacsyYHEjJNTlz0wwC9SK7sDXwWO70scCWFwUCKombwjANeRziI8Aqu1m8h6prnFZq7AuhBEHATgLthPGiEtCdfJTBXYEr4n=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan nya ajiiiiiip nyoo.... Murah meriah... Ganteng yg punyo nyo""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFseHh0MDkzZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Nasi+Padang+%22Surya+Minang%22+Dago+Barat/data=!4m7!3m6!1s0x2e68e7d19fe0025b:0xc9ac3b13d5e86289!8m2!3d-6.8752472!4d107.6173845!16s%2Fg%2F11f7dt2pym!19sChIJWwLgn9HnaC4RiWLo1RM7rMk?authuser=0&hl=id&rclk=1","Nasi Padang ""Surya Minang"" Dago Barat","4,4","(58)","·","Rp 1–25.000","Padang","·","","Jl. Dago Barat blk No.16","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5iRXwvNXCkkQ7fHoerkLM2kljjMq_b6ipUX5FTX9-UvmPk4YiES2aCsyLAmDIC9jxH01izsyN4ONPo7jGlAAPIqqiR2mS7RSYm0NTLbfz6n4WpKYe4z2as9Bm4Qtsl_BNqIBh=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam rendangnya recommended, enak dan murah""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmN2R0MnB5bRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/RM+CITRA+MINANG/data=!4m7!3m6!1s0x2e68e6ffa50a03cd:0x3c96c2f672480645!8m2!3d-6.8849293!4d107.6191996!16s%2Fg%2F11bbw_j00k!19sChIJzQMKpf_maC4RRQZIcvbCljw?authuser=0&hl=id&rclk=1","RM CITRA MINANG","3,1","(41)","·","Rp 1–25.000","Padang","·","","·","Jl. Tubagus Ismail No.41","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyxregqeRXIE-5gifPH74tdjaPjsCjYRV09QmS9KzI8fBhZE4-a2J_VIBrd5sz-etB2kpngsF7IJekmQ4WAV4icTtN0NamBYxH95MGX_EswTta_t2NF1mMDMSiAX_L8Bj0Eu8W=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada aroma minyak kelapa di bumbu padangnya yang memperkaya cita rasa.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYndfajAwaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Nanibar+Restaurant+Padang/data=!4m7!3m6!1s0x2e68e97af9b95dc5:0x7bb3b57124eacad0!8m2!3d-6.9260653!4d107.6320327!16s%2Fg%2F11jzk9c1r3!19sChIJxV25-XrpaC4R0MrqJHG1s3s?authuser=0&hl=id&rclk=1","Nanibar Restaurant Padang","4,8","(134)","·","Rp 25–50 rb","Padang","·","","Jl. Gatot Subroto No.160","","Segera tutup","· 21.00 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8eNJ9dVqWDjAGQNgCD3Q16X5U0uEzaLd90jrsyhe7fkT-sAqJuwb95fJprgD1CbC05KhGGzEPb_YrJjijM5jga_b0tfrCQxQy4zBWRe6iyl7l2Ad7je5KAccY-v42UxU7GCk=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak dengan harga standard resto","","","","Padang","."""
"https://www.google.com/maps/place/Rm.+Kito+Cubo/data=!4m7!3m6!1s0x2e68e617471ea0cd:0xa1b6320a6eca4382!8m2!3d-6.9173452!4d107.593304!16s%2Fg%2F1hm22vnwh!19sChIJzaAeRxfmaC4RgkPKbgoytqE?authuser=0&hl=id&rclk=1","Rm. Kito Cubo","4,6","(181)","·","Rp 1–25.000","Padang","·","","·","Jl. Kelenteng No.39","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6KnPF0enFAuhlbgZmWUKZWGN_kRTWR38UJ9hIxJeml6Suf0XavRuBLXcuLurFgtBMjtVlZEn8ujF0VI0Y9cOU1kjnAeTF0wmIlb8OjzCLn5ois1AGXY4SE6UWFriiuSm7rG4rfw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rendangnya enak dan harganya pas dikantong""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMjJ2bndoGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ykv3abeUMv-G4-EPvIaSsAo&ei=ykv3abeUMv-G4-EPvIaSsAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Cafe+Halaman/data=!4m7!3m6!1s0x2e68e6f83f1d2bdb:0x474b094dcdbe6779!8m2!3d-6.8853139!4d107.6118243!16s%2Fg%2F1tkrcb6y!19sChIJ2ysdP_jmaC4ReWe-zU0JS0c?authuser=0&hl=id&rclk=1","Cafe Halaman","4,3","(3.430)","·","$$","Restoran","·","","·","Jl. Tamansari No.92","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2WUJcfGWraz5D9dSsWyNZzoj2sZurqwQPC_M1ErC70Q5hatWpm-xJnt5UXxvcBmJIhOHM0Wa4vVldECh3EYLUX4OrXvfqg1TUBQwaUAusODryB06Kk2TDqu7MR_eQu-yjM-Cb=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak-enak, suasana nyaman.""","","","","",""
"https://www.google.com/maps/place/Takana+Juo+Rumah+Makan/data=!4m7!3m6!1s0x2e68e6513ae21695:0x28c94b70486c37a9!8m2!3d-6.8928398!4d107.6135134!16s%2Fg%2F1tkxpmly!19sChIJlRbiOlHmaC4RqTdsSHBLySg?authuser=0&hl=id&rclk=1","Takana Juo Rumah Makan","","","","","Padang","·","","4J47+VC6, Jl. Ir. H. Juanda Gang Cinta Wangi","","Segera tutup","· 21.00 · Buka Sen pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3cyVGrHjjKVLucxuXptHaA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=79.811386&pitch=0&thumbfov=100","","Makan di tempat","","","","Bawa pulang",""
