"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","W4Efsd 6","M4A5Cf"
"https://www.google.com/maps/place/Warteg+Arjuna+jaya/data=!4m7!3m6!1s0x2e68e6135c85c4fb:0xb0053a2cf45ae35e!8m2!3d-6.909273!4d107.5914335!16s%2Fg%2F11c1v1060k!19sChIJ-8SFXBPmaC4RXuNa9Cw6BbA?authuser=0&hl=id&rclk=1","Warteg Arjuna jaya","4,2","(133)","·","Rp 1–25.000","Tegal","·","","·","Jl. Arjuna No.86","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGORKec7Zs2CABUMkd_odCL_hUddcURTVfMC7TiGJ9YFTBY0Nfr2vJvpnxmei6mxL0Bp_757bf-5hOSsWSeiDwQGMhGuB1L8kD2WCe3u4JKclewn_cX1N4phzr7M50wT8wJvq3x=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Warteg","ini menyediakan berbagai jenis makanan dengan harga terjangkau""","· Tutup pukul 22.00",""
"https://www.google.com/maps/place/WARTEG+BAHARI/data=!4m7!3m6!1s0x2e68e68d546c0dab:0xdd76fef74a20567c!8m2!3d-6.8774662!4d107.5975984!16s%2Fg%2F11whmyt3bq!19sChIJqw1sVI3maC4RfFYgSvf-dt0?authuser=0&hl=id&rclk=1","WARTEG BAHARI","3,9","(17)","·","Rp 1–25.000","Restoran","·","","Jl. Dr. Setiabudi No.108","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4rbF1S1L5dtohZ5-pEKaecJnhQEGzLuvvSHs_NXfXh4fTrpv0YQdVW77m6qJ2d-YzqNZXOseFgZ8-_KnXySpSoVQYlSX4HQ13gXsKG7z0DakrDYARwvLjOss120Ta_gmL6fouRLBfbCar=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makananya enak , di tambah teteh nya cantik 🫢 nexttt mampir lagiiii 🙌🏻""","","","",""
"https://www.google.com/maps/place/Warteg+Baharitulen/data=!4m7!3m6!1s0x2e68e7cd48f7f5a9:0xf747eb5aab059787!8m2!3d-6.9065628!4d107.5968663!16s%2Fg%2F11rwsb9swf!19sChIJqfX3SM3naC4Rh5cFq1rrR_c?authuser=0&hl=id&rclk=1","Warteg Baharitulen","4,4","(44)","·","Rp 1–25.000","Tegal","·","","·","Jl. Semar No.1","Buka sekarang","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWNUxLd35VkeJI71AGFCCZO7BbR62gqnHnLdvfspp76wgAMtDv3yzkdVkhu6wccbBmYAxSjMOC1ASX6vM7afJBCz8RskoY5s0s13BMw0SSkgw7CvyAlULsN2WvglOWYx9rGND5=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah, enak, ramah.""","","","",""
"https://www.google.com/maps/place/WARTEG+BMJ+%28BERKAH+MULYA+JAYA%29/data=!4m7!3m6!1s0x2e68e7a901280ded:0x5febcbe2b10d972e!8m2!3d-6.8890031!4d107.630101!16s%2Fg%2F11sv2k67b1!19sChIJ7Q0oAannaC4RLpcNseLL618?authuser=0&hl=id&rclk=1","WARTEG BMJ (BERKAH MULYA JAYA)","5,0","(4)","","","Restoran","·","","Jl. Cigadung Raya Timur No.58","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcMtCtVsJmQmlH6zKSVyMRLvU_x-iC4EaAZRcEaLtm_sH17BdfQN45fuxQg8iqi2nKRRGdkRNwj7EeSrIa2txe0rrSY5sdaKZffszMEhYwtSET57BYzvJHhqJCsoFkb2ovIsYvbP4viSH8=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Warteg","paling enak, lengkap, dan murah di cikutra.""","· Tutup pukul 22.00",""
"https://www.google.com/maps/place/Warteg+mas+suhari/data=!4m7!3m6!1s0x2e68e70056685577:0xa4380edc02923357!8m2!3d-6.8853413!4d107.5964729!16s%2Fg%2F11y6n2qbst!19sChIJd1VoVgDnaC4RVzOSAtwOOKQ?authuser=0&hl=id&rclk=1","Warteg mas suhari","","","","","Dapur Umum","·","","4H7W+VH9, Jl. Sukajadi","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SjJjmYTrjboLbhGU-DbOFQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=194.87512&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/Warteg+aura+bahari/data=!4m7!3m6!1s0x2e68e725e519b519:0x31006f5dce00ebd8!8m2!3d-6.8884183!4d107.5976191!16s%2Fg%2F11rfnn1d7b!19sChIJGbUZ5SXnaC4R2OsAzl1vADE?authuser=0&hl=id&rclk=1","Warteg aura bahari","4,0","(6)","","","Tegal","·","","·","Jl. Sirnamanah No.12-4","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUnPrGBvV0i62P2IVwVG2flMwQee1v1jJAkF2jKxhZEoUJJ7Z3AckcQ4XhQcCWK7ThRUpohWhJ7XFiS2ugyLrIBL7X2_VmllXbPALNBxXZHWQXhgQcq61x960Tp2vjnJ41k16iJ4ee82vv=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Biasa pagi pagi cari sarapan, kebetulan ada","warteg",".""","",""
"https://www.google.com/maps/place/WARTEG/data=!4m7!3m6!1s0x2e68e71babc0777b:0xcb917d22bbac3791!8m2!3d-6.8931682!4d107.6192894!16s%2Fg%2F11fcv9gzxq!19sChIJe3fAqxvnaC4RkTesuyJ9kcs?authuser=0&hl=id&rclk=1","WARTEG","3,0","(2)","","","Jawa","·","","Jl. Haurpancuh No.1, RT.NO.139/RW.RT:04RW:02 KEL","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpetm6ZbmIXbKJw--s2JVJxQdsmrFGZg1InLZ5OKIwp4_NIhU-nuoOeFGyk6STnvLuFDgr0y0ACmN9BvMqUT5ZYLHRydmfJ-DdNvFO9kgzF5JpBOjxEvoqINl3H2Lr-T6vNWUH=w122-h92-k-no","","Makan di tempat","Bawa pulang","Pesan antar","· Tutup pukul 00.00","·"
"https://www.google.com/maps/place/Warteg+Maemunah/data=!4m7!3m6!1s0x2e68e7752e1a1ae9:0xf4552ba0c6eb85cf!8m2!3d-6.9120277!4d107.6173794!16s%2Fg%2F11m45rk1td!19sChIJ6RoaLnXnaC4Rz4XrxqArVfQ?authuser=0&hl=id&rclk=1","Warteg Maemunah","4,9","(40)","·","Rp 1–25.000","Tegal","·","","·","Jl. Banda","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFInFqH3IcFwMGqFmlrGskcP1s7VUH4-dN_WpXMKdFZGXyQ_xB53yNJsvATdOfbRjRfJwK-KcFvMTkRcyyUpDKQ3QEenDnFGRTxclaw2d3m3m4184jBSpFrhJnOQjmBcdHChPr8N0nQzGJ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Udah review","warteg","lain2, Paling Murah se Bandung raya.""","· Buka Sen pukul 06.00",""
"https://www.google.com/maps/place/Warteg+Haur+Mekar/data=!4m7!3m6!1s0x2e68e6536602696f:0x577c9a8353735a12!8m2!3d-6.8929328!4d107.6193129!16s%2Fg%2F11nm9rbsln!19sChIJb2kCZlPmaC4RElpzU4OafFc?authuser=0&hl=id&rclk=1","Warteg Haur Mekar","","","","","Tegal","","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X46DlJjtCoRCG6RI1iQNZw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=86.466034&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/WARTEG+ABAH/data=!4m7!3m6!1s0x2e68e7fec40f1d97:0x51bb9f8dc9390bf4!8m2!3d-6.8981048!4d107.623262!16s%2Fg%2F11h0v6_qn9!19sChIJlx0PxP7naC4R9As5yY2fu1E?authuser=0&hl=id&rclk=1","WARTEG ABAH","5,0","(2)","","","Tegal","·","","·","Jl. Puyuh No.1","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxhLM6OrKPEhqmgjKJ6vme8qvUcPJSjljlpl6koL5JIY0dz6zmx1WaTmsf9HtFpzOFFvhzcRshOo0GMGySdF66FtVDAAdAIZwOhucDQV8m0lA774zW44tKAXpGCWH9TRRg1fOE=w163-h92-k-no","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+Sutarno/data=!4m7!3m6!1s0x2e68e745f61f1017:0xca09b5e7bf71beb3!8m2!3d-6.8993266!4d107.6236304!16s%2Fg%2F11h4b7k8rq!19sChIJFxAf9kXnaC4Rs75xv-e1Cco?authuser=0&hl=id&rclk=1","Warteg Sutarno","5,0","(3)","","","Tegal","·","","·","4J2F+7F6","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8fwR19Lns6DFiyut5Rl5kAiR5F5SWDJJQWZ-3Do--sj7f9gtrNlVQIT3A2hK5go8L8tOSM7w14Tg1IWxGNi1-2ou9D-GQ8aewPAD-4wNUUO-zj0vrUQ7AK-zsG5cxZtWWof6I4w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak2, dan tempatnya bersihhhh""","","","· Buka Sen pukul 09.00",""
"https://www.google.com/maps/place/Warteg+Ok/data=!4m7!3m6!1s0x2e68e63d8170dbcb:0x8b9b03d178be74b2!8m2!3d-6.9162022!4d107.598076!16s%2Fg%2F11c6084xc_!19sChIJy9twgT3maC4RsnS-eNEDm4s?authuser=0&hl=id&rclk=1","Warteg Ok","4,6","(33)","·","Rp 1–25.000","Tegal","·","","·","Jl. Pasir Kaliki No.1","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4J7xwb4m4BzyD5aUaxT2qbJaOwT76cPwkIC9FyRYixljmEoPzRw0b9xOmygtnFKpeYXdpPsWqI45cGSDDxPQ2rAQSfwX2VPY-tqWeciwDcdhJbai-h91rmgZsd8V9daHoVzJhxQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dan standar","warteg","murah lah ini""","· 21.00 · Buka Sen pukul 05.00",""
"https://www.google.com/maps/place/Warteg+sejati+Bahari/data=!4m7!3m6!1s0x2e68e77ff5f4042b:0xc63b51eb3699512c!8m2!3d-6.8971729!4d107.5971295!16s%2Fg%2F11kqln2w9x!19sChIJKwT09X_naC4RLFGZNutRO8Y?authuser=0&hl=id&rclk=1","Warteg sejati Bahari","2,6","(5)","","","Indonesia","·","","Jl. Pasir Kaliki No.237","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2AvVUMIHnQqCEWoOVPmWumz3vqd1CuRhYmlSqYsoGQOh5tle7m6ybmxIqRQdSKrhsERYRlUcvwkZapnbOud4Ej0Vk9pkyZY4BiL-69Y1omLptVWPOWdWeKu3RBFzfnyZXU3Xw=w80-h142-k-no","","Makan di tempat","Bawa pulang","","· Buka Sen pukul 06.00","·"
"https://www.google.com/maps/place/Warteg+Maju+Jaya/data=!4m7!3m6!1s0x2e68e7aa4ab9257b:0x5a7ecab3aac44361!8m2!3d-6.888888!4d107.6258435!16s%2Fg%2F11fzv112hv!19sChIJeyW5SqrnaC4RYUPEqrPKflo?authuser=0&hl=id&rclk=1","Warteg Maju Jaya","4,2","(18)","","","Tegal","·","","·","4J6G+C8W, Jl. Sadang Serang","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxxV6xQqsU_3653KUosTmcziJUAtNm1kBTwgZ-FyxW3QtkCVCI930hEE-ijapB4htnbXuvCGQgjwlLrLxa6J6zlfvwASb6Q_5ueEzUqpRR-6EAaAJM9jUhTmm_Y7LUms3Bv2XnLuD_Tsc=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa enak tp sayang pelayanan lambat dan ga teliti.""","","","· 21.00 · Buka Sen pukul 07.00",""
"https://www.google.com/maps/place/Warteg+Sejahtera+%26+Sejahtera+Cell/data=!4m7!3m6!1s0x2e68e70066ca1599:0xac173c8c2f251417!8m2!3d-6.8924683!4d107.6193874!16s%2Fg%2F11vjvr3p2b!19sChIJmRXKZgDnaC4RFxQlL4w8F6w?authuser=0&hl=id&rclk=1","Warteg Sejahtera & Sejahtera Cell","","","","","Indonesia","·","","Jl. Haur Pancuh No.16C","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DmPFs9GIEVm06hOCGJ9Asg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=354.93008&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+Mulya/data=!4m7!3m6!1s0x2e68e6bdfed65345:0xda541b8a346f9d6e!8m2!3d-6.8669692!4d107.5915625!16s%2Fg%2F11b6gbr2yt!19sChIJRVPW_r3maC4Rbp1vNIobVNo?authuser=0&hl=id&rclk=1","Warteg Mulya","4,8","(33)","·","Rp 1–25.000","Tegal","·","","·","4HMR+6J8, Jl. Gegerkalong Tengah","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUXR7ZuSz4Z_qNMrlYEcKwzQqIlNqtO0dnR7NMemg-NJgWTN-BQzQ9qduWUjXeKYOUGAs12qWDB5AbtW8XU4AMSpwtodTbvdBfC2mgNwwtzvxCOsK3lsJKDjnasTpyZhaWvSat=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dulu pas kuliah kalo makan pasti kesitu meskipun kosan di ledeng""","","","· Tutup pukul 00.00",""
"https://www.google.com/maps/place/WARTEG+MUTIARA+ABADI/data=!4m7!3m6!1s0x2e68e707be29e4eb:0x6e086de9debcec06!8m2!3d-6.8930144!4d107.588697!16s%2Fg%2F11t5xzzkjj!19sChIJ6-QpvgfnaC4RBuy83ultCG4?authuser=0&hl=id&rclk=1","WARTEG MUTIARA ABADI","4,7","(29)","·","Rp 1–25.000","Indonesia","·","","·","Jl. Sukagalih No.140","Buka sekarang","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6BQV49RfzdzCS7nHBNWJ_W6rNM5-XdKjInc_JwYA59cXr1HbPCAkwe1NDMhItLuZoPQNisEw49aTUsHXLpPRIoBmNfPUciLK9fNmkG63ahOVLTxaRx3WdISrBvsi_QnNldzVxug=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... dan gercep, makananya cukup enak dan harga standart","warteg","""","",""
"https://www.google.com/maps/place/Warteg+Daffa/data=!4m7!3m6!1s0x2e68e665dde35b25:0xe6c024c8519c001e!8m2!3d-6.8967234!4d107.5916099!16s%2Fg%2F11b5yqnj2c!19sChIJJVvj3WXmaC4RHgCcUcgkwOY?authuser=0&hl=id&rclk=1","Warteg Daffa","4,4","(20)","","","Tegal","·","","·","Jl. Dr. Djunjunan No.88F","Buka","https://lh3.googleusercontent.com/gps-proxy/ALd4DhF6gZZJdk4RBbgbgNL5lN2uLrPHg796T97ykKnoERAgoMZdbycRhgTmjiSTJGIq7bVqDCShHQmSBXAk2gKSRDQ_Wdd65Ay0QcbqC60Z-8mtJOUIkFuwXyaHcGgHGrv7qyXqwicfsW5kr7JSac2lFctjhcKAznrVm2kc74D9VjoL2YSbv2Ji10uVocXwIsrTLt18yQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mari kita bantu mereka dengan membeli produk mereka.☺️😍🙏""","","","· Tutup pukul 22.00",""
"https://www.google.com/maps/place/Warteg/data=!4m7!3m6!1s0x2e68e7ab10f27447:0x212dd386f6c6cbf!8m2!3d-6.9119366!4d107.6182314!16s%2Fg%2F11k02psmdv!19sChIJR3TyEKvnaC4Rv2xsbzjdEgI?authuser=0&hl=id&rclk=1","Warteg","4,9","(22)","·","Rp 1–25.000","Tegal","·","","·","No.7b/s, Jl. Lombok","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHojocdUCojdIL-f5qtB4bIR_EL8m5Blf0WJGafIoTnwyUyw4j57hZvcEs1mEsDDyZYLOI8nbKei9vXYLWOnyrI_3E3uyRxdLLkjugebPvcGEbrFNJ2pbKoLrmBv2Ztk5kM4uBA460KzxpT=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harga murah, kesan rumahan, enak mantap👍👍""","","","",""
"https://www.google.com/maps/place/Warteg+Pengkolan/data=!4m7!3m6!1s0x2e68e7b23c1ce277:0x5b7c396876c4c739!8m2!3d-6.8956279!4d107.6275199!16s%2Fg%2F11fjyx683y!19sChIJd-IcPLLnaC4ROcfEdmg5fFs?authuser=0&hl=id&rclk=1","Warteg Pengkolan","4,7","(11)","","","Tegal","·","","·","Jl. Gagak No.95","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEu1ztnFImWLplHkr68PSWflwdxojTPvo09roiYOYckYwaqR29ZMO--FHvW-VrGvkEzlV0dkWDxlKqAmqg1mQMZ8i6H6dgaLQRdFwU7IXsdfAUNvdsdOYCfxFhoxKitP8vYtotl=w80-h142-k-no","","Makan di tempat","Bawa pulang","","· Tutup pukul 22.00","·"
"https://www.google.com/maps/place/Warteg+Bu%27e/data=!4m7!3m6!1s0x2e68e7006eff4915:0x5f3e916e4aabe05c!8m2!3d-6.8891648!4d107.5982924!16s%2Fg%2F11xt351svf!19sChIJFUn_bgDnaC4RXOCrSm6RPl8?authuser=0&hl=id&rclk=1","Warteg Bu'e","","","","","Indonesia","·","","4H6X+88M, Jl. Sukamaju","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YHvnDeu_8ix4vAftnKWFDw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=30.29235&pitch=0&thumbfov=100","","Makan di tempat","","","",""
"https://www.google.com/maps/place/Warteg+Sejati/data=!4m7!3m6!1s0x2e68e628f80050f3:0x99cc654bdb62ff3e!8m2!3d-6.9255635!4d107.6119164!16s%2Fg%2F11g0l960bz!19sChIJ81AA-CjmaC4RPv9i20tlzJk?authuser=0&hl=id&rclk=1","Warteg Sejati","4,5","(49)","·","Rp 1–25.000","Tegal","·","","·","Jl. Lengkong Besar No.24","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1-98zjkMMpW4iT7U6kvH-NddR5dQZryD5lu5NVpBGlASvyvIfPeX3VkC87vK5N_IldjPOiDd1QiuoN-V-TZMT8aKd55sbK4bFJiTzEKYHn9IiG9SqfOATmKJuJDZmCM9P2G0uXw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak & murah 👍""","","","· 21.00 · Buka Sen pukul 07.00",""
"https://www.google.com/maps/place/Warteg+Pajajaran/data=!4m7!3m6!1s0x2e68e66b1e5baaa7:0x9cf381e06cf3705f!8m2!3d-6.906554!4d107.5947132!16s%2Fg%2F11ggr9bs4f!19sChIJp6pbHmvmaC4RX3DzbOCB85w?authuser=0&hl=id&rclk=1","Warteg Pajajaran","5,0","(7)","","","Tegal","·","","·","Jl. Pajajaran No.80 D","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnPZiR6CY0UzKAvp2kpUFtzo9rKlv975lTxT7k3A4P7kDQ39RXC1jqcbKAYfOZ4Sx45aSafZKQRRqbKahs1UeVCxZO5iZbQW9OQjGm7PZAoMg_wnU5EHzDRN06c4cDFvDpc2Fw=w80-h106-k-no","","Makan di tempat","Bawa pulang","","· Buka Sen pukul 06.00","·"
"https://www.google.com/maps/place/Warteg+Makmur+Jaya+Gegerkalong/data=!4m7!3m6!1s0x2e68e6bc2e039949:0xce0461508481cedc!8m2!3d-6.8642148!4d107.591121!16s%2Fg%2F11c1q4gm6r!19sChIJSZkDLrzmaC4R3M6BhFBhBM4?authuser=0&hl=id&rclk=1","Warteg Makmur Jaya Gegerkalong","4,6","(10)","·","Rp 1–25.000","Tegal","·","","·","Jl. Gegerkalong Girang No.47","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDrU9shRo3NyzAq9t8RMC5dtFpeGyRQK8od51i6Qve53W0YoJi7LaN8CQXG3L6XcD2M4vOs1DMfJqSNciwM05O5HOTNwuhSGfqF_XJrEu8m1tYwVKADXyw0J0YKKRj_qqXEuds=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cobain kerang & tahu belahnya, apalagi pake kangkung.""","","","· Tutup pukul 23.00",""
"https://www.google.com/maps/place/Warteg+Melania/data=!4m7!3m6!1s0x2e68e7b36dd18dd3:0xfef6dcced1240f36!8m2!3d-6.9004049!4d107.6242254!16s%2Fg%2F11g6hvph0c!19sChIJ043RbbPnaC4RNg8k0c7c9v4?authuser=0&hl=id&rclk=1","Warteg Melania","4,0","(4)","","","Tegal","·","","·","Jl. Melania No.4","Buka","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lVLoWZn0CEeqdeLf7jcIDA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=94.9666&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak - enak masakannya, harga cukup dan murah""","","","· Tutup pukul 21.30",""
"https://www.google.com/maps/place/Warteg+Sami+Asih/data=!4m7!3m6!1s0x2e68e7b056f64569:0x482666453f9a81f7!8m2!3d-6.8989202!4d107.6309574!16s%2Fg%2F11b60h492x!19sChIJaUX2VrDnaC4R94GaP0VmJkg?authuser=0&hl=id&rclk=1","Warteg Sami Asih","4,8","(6)","","","Tegal","·","","·","4J2J+C9P, Jl. Surapati","Segera tutup","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEcthRvLrG0Dc68AliBekBvTYLOO-5PyMipGUQqrvxTSiIaEPwPXezbQgX69BfOz7NTsjRzvJTVQ2uGAvAzICGkRspybcmXRoLNC_wOf44aS6j0pfu4uEaCmv2v-ZRqKwtm8M8gU-ijA6WQ2601ChycXtKRdtYN3stEmWpQgbM4fdhM8xA1vN5bf9bLzhwQo31f2Sk=w122-h92-k-no","","Makan di tempat","Bawa pulang","","· 21.00 · Buka Sen pukul 06.00","·"
"https://www.google.com/maps/place/Warteg+Marga+Jaya/data=!4m7!3m6!1s0x2e68e6e259425445:0xd268c02025a3c158!8m2!3d-6.8747453!4d107.6190431!16s%2Fg%2F11bbx07mh4!19sChIJRVRCWeLmaC4RWMGjJSDAaNI?authuser=0&hl=id&rclk=1","Warteg Marga Jaya","4,4","(7)","·","Rp 1–25.000","Indonesia","·","","4JG9+4J3, Jl. Ir. H. Juanda","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTopuVgJR-rDbUbiFR1DokU2cIgID8Zn2pkPdZNLV32ir5lonT7OwJzNVh4ZOH4NiI3Iv37wAPy15uUeCDT0chxFnlfRqKsJKkp_HZA2BIRdRQKZuWI0ihCLbvAuCE2A_Km2rF=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga terjangkau, rasa sangat enak.""","","","· Buka Sen pukul 08.30",""
"https://www.google.com/maps/place/Warteg+Budi+Asih/data=!4m7!3m6!1s0x2e68e68e064eb2a3:0x7afe713db816ffdc!8m2!3d-6.8780216!4d107.5917914!16s%2Fg%2F11bbw_njpr!19sChIJo7JOBo7maC4R3P8WuD1x_no?authuser=0&hl=id&rclk=1","Warteg Budi Asih","4,3","(111)","·","Rp 1–25.000","Tegal","·","","·","Jl. Sindang Sirna No.33","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIXWHmeAc6cqYXKPV3cHEcDawo2LPGeElK7rujGIMoxaWeBWcP_4yvzmr55zAPYlDKZQIkOhCEH-VQjOUxFLshMC9YT6Qb2qczYhc4xJ_73pOAR5VxT51VKudDxMPn593PTmM=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Standarnya","warteg","masuk ini.....masakan cukup enak""","",""
"https://www.google.com/maps/place/WARTEG+AROKAT/data=!4m7!3m6!1s0x2e68e66abc887b91:0x8df8aaaa9fea0e07!8m2!3d-6.9071014!4d107.5969429!16s%2Fg%2F11md0_gmgq!19sChIJkXuIvGrmaC4RBw7qn6qq-I0?authuser=0&hl=id&rclk=1","WARTEG AROKAT","3,0","(1)","","","Restoran","·","","·","3HVW+5Q4, Jl. Semar","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RUg0Bn6NbzeoZmCasNtstw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=131.44298&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/Warteg+86+%28balungbang%29/data=!4m7!3m6!1s0x2e68e749db91d3f3:0xf8a0e036732fbb5a!8m2!3d-6.8913955!4d107.6209032!16s%2Fg%2F11k5bbgtjz!19sChIJ89OR20nnaC4RWrsvczbgoPg?authuser=0&hl=id&rclk=1","Warteg 86 (balungbang)","","","","","Tegal","·","","·","4J5C+C9R, Jl. Sekeloa Timur","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YwO_yI2D0B07RfAAyQ5B9w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=354.8915&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","· Buka Sen pukul 08.00","·"
"https://www.google.com/maps/place/Warteg+Sami+Asih+Dua/data=!4m7!3m6!1s0x2e68e6967d049437:0x29744c86a030b17b!8m2!3d-6.8696874!4d107.5912308!16s%2Fg%2F11b6gc5w42!19sChIJN5QEfZbmaC4Re7EwoIZMdCk?authuser=0&hl=id&rclk=1","Warteg Sami Asih Dua","5,0","(2)","","","Tegal","·","","·","4HJR+4FH, Jl. Gegerkalong Tengah","Buka 24 jam","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEQM1bAEnebAjAE8O6UtIUFY-7oCDKyn_CJ7AMt4__FjjLWKgqOt2a2LzEdmx55OOn8mLG0SyFwc4P9FxThGdb77GAupcy_J4F3q0pa0pul-f44OB2rkvx8q6egfFFhtchsC-9HgNtjiocbpfRX0n35kgAOGfYKP90Z2QFe6-FjPJJpp8schnTt7bzCT4XyCaNehXE=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/WARTEG+MADGA+TAVA/data=!4m7!3m6!1s0x2e68e6e2e4231973:0x9a903995c8ec4173!8m2!3d-6.8747517!4d107.6190487!16s%2Fg%2F11wxyhqzy8!19sChIJcxkj5OLmaC4Rc0HsyJU5kJo?authuser=0&hl=id&rclk=1","WARTEG MADGA TAVA","","","","","Restoran","","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ns6-BgzG49PiOKDpe1MUUQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=76.035706&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","·"
"https://www.google.com/maps/place/WARTEG+PUTRA+BAROKAH/data=!4m7!3m6!1s0x2e68e7a3c875a9ed:0x8e74a16398fbbb1b!8m2!3d-6.9240219!4d107.6043418!16s%2Fg%2F11s65prkll!19sChIJ7al1yKPnaC4RG7v7mGOhdI4?authuser=0&hl=id&rclk=1","WARTEG PUTRA BAROKAH","4,9","(37)","·","Rp 1–25.000","Tegal","·","","·","Jl. Simpang No.2BBalonggedeKec","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_sz2XydbmjqwdKvdYA3oMafHA4L_M-vIj79jOuUF3evU3zibAFAfwBp-R5x0u0aJ9lvFamxTd6Guv2dz-26abZR1Z_o6qqVaaxwRxbW0p683ytszDCDYcMMCb1K2sQQKMJSTr1vzH6YWh=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak, tempat bersih, harga relatif lebih murah dari","warteg","lain""","",""
