"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Sinar+Warisan/data=!4m7!3m6!1s0x2e68e79262a8084f:0xbb0dbc1063533006!8m2!3d-6.898163!4d107.6133243!16s%2Fg%2F11mzy3008c!19sChIJTwioYpLnaC4RBjBTYxC8Dbs?authuser=0&hl=id&rclk=1","Sinar Warisan","4,8","(92)","·","Rp 25–50 rb","Restoran","·","Jl. Dipati Ukur No.1","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH03EFPbgn4_VddjDLMTkTMZRZlLeJWv6l6aP2mQCF2zT4ViekgQ964ocBMAyXp5uDNC7wjxGJmizgL0AIX5tstP_HdUtWQT50yAEhAWqpYNtDegS-PepMAOkL-2G6Ihb0nxrZm_CA-kxFf=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sate ayamnya juga empuk dan juicy, perkedelnya juga enak.""","","","","","","",""
"https://www.google.com/maps/place/Shinimari+Japanese+Streetfood/data=!4m7!3m6!1s0x2e68e71d5a3cc121:0x964f08e4e4c7dc15!8m2!3d-6.893697!4d107.6083314!16s%2Fg%2F11jsm406ln!19sChIJIcE8Wh3naC4RFdzH5OQIT5Y?authuser=0&hl=id&rclk=1","Shinimari Japanese Streetfood","4,9","(1.508)","·","Rp 25–50 rb","Jepang","·","Jl. Tamansari No.17","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFD_cb6d20C8vOq3O5RvP1CHsHfv7F4vuD9ur3GuNji1KEiSEy7-3NU1nPGveLk_RmEiwO3MzxyWm0fa7kp1VjXDsyEEVT182kgxbUAvr-UCQU8CU1Gt03EFylXsXFZ6A8_gVwd=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya murah, makanannya enak banget, cepet jadi juga, servis oke""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqc200MDZsbhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Ayam+Bakar+Pedas+H+Deno/data=!4m7!3m6!1s0x2e68e72304d24169:0xdd16151e52be8aab!8m2!3d-6.8981662!4d107.6132885!16s%2Fg%2F11y4q3r4jk!19sChIJaUHSBCPnaC4Rq4q-Uh4VFt0?authuser=0&hl=id&rclk=1","Ayam Bakar Pedas H Deno","4,8","(1.788)","·","Rp 25–50 rb","Restoran","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXeZhoA-jkbBfiFeXnfnGRqQl7I7_WMTKGeXe0oHLmH_v3AiLtpOxu5ohQm87iGHLns44ToLbMyAXx5j5szuz2gTAo8PFivRizWl14okXVvq7aPSy4S4fRsOnH0Qa4qUSlzdadiNXk8hA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5NHEzcjRqaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Dipati Ukur No.1","makanan","enak, harga terjangkau, staff ramah dan cekatan"""
"https://www.google.com/maps/place/Seuri/data=!4m7!3m6!1s0x2e68e7006096f587:0x1d4199a80d98ac37!8m2!3d-6.8861105!4d107.6134289!16s%2Fg%2F11yw4bkm1b!19sChIJh_WWYADnaC4RN6yYDaiZQR0?authuser=0&hl=id&rclk=1","Seuri","4,8","(99)","","","Indonesia","·","Jl. Ir. H. Juanda No.171","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPxBUN1JhsoKdJ5TwAR8IvtsDUD8EspupQ5aPjagY0j1Dz_hWzpHF8ohbVAnZFj6VJJ7wZznqiKs_oc6caI2XaMsY2MMbNbhWgFyoZGe4TIEpk6smGzuf988mpPsOVsyfwGS074AsioaY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Makanan","nya enak semua with affordable price."""
"https://www.google.com/maps/place/Warung+Talaga+Ciwalk/data=!4m7!3m6!1s0x2e68e68add82b68f:0x304b7ba6caec0ea8!8m2!3d-6.8939592!4d107.6055352!16s%2Fg%2F1xgt_hgc!19sChIJj7aC3YrmaC4RqA7syqZ7SzA?authuser=0&hl=id&rclk=1","Warung Talaga Ciwalk","4,5","(1.995)","·","$$","Indonesia","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdAqXBSULM5R-fVojNbIc8AbaSZ32QjyvSr20X-LwUGnTPxlb0op399UONYUVAyxNEMjgcux6A-Tuw-JxrSw2wf9OwDmR_LWO0bPoPhQ7ZZ14z9JGxddwzTYSOxZs9j8IpN1aV=w189-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ramah, makanannya terutama tahu khasnya itu enak banget""","","","","","Cihampelas Walk Lower Ground Floor, Broadway, Jl. Cihampelas No.160","",""
"https://www.google.com/maps/place/Dago+Panyawangan/data=!4m7!3m6!1s0x2e697298a875ddeb:0x7cfb304b1e293041!8m2!3d-6.8913643!4d107.6129129!16s%2Fg%2F1v6gb73g!19sChIJ6911qJhyaS4RQTApHksw-3w?authuser=0&hl=id&rclk=1","Dago Panyawangan","4,5","(2.978)","·","$$","Sunda","·","Jl. Ir. H. Juanda No.127","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGOxTerg57FcPf1mjDrernVW0at9YnNep_JDfhD2SryzvkI5UUBUpcDw4tr2GaaDzew1B2kk5E_kOKX2D-DAIElgI0Fft79-aQo7KVjdzJlX4MnvuQ21BgO_HtaJa0SwFMsprR=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu yang dipesan, pepes ikan , udang goreng telor asin serta karedok.""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXY2Z2I3M2cYADoDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Warung+Kopi+Imah+Babaturan+2/data=!4m7!3m6!1s0x2e68e7006fd1932b:0x1353583b8e2e52a4!8m2!3d-6.8970905!4d107.6094628!16s%2Fg%2F11y393h8x9!19sChIJK5PRbwDnaC4RpFIujjtYUxM?authuser=0&hl=id&rclk=1","Warung Kopi Imah Babaturan 2","4,7","(670)","·","Rp 25–50 rb","Indonesia","·","Jl. Tamansari No.51a","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7P7_2isLg0skp49zDYjW0ZJ_CzqHLVrH6nX7QSvsG28eo0i-abvxU_15Ldud-6nDRia0S3e6pj1D__7IHLQeREHhIcQpGPeFDC-T3Wn8ypqWxiPnCQNmXlwWZCSGLHuHK5cXC6_U47yDl=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semua menu nya enak2, service nya juga gercep.""","","","","","","",""
"https://www.google.com/maps/place/Katsunyaka+Ciwalk/data=!4m7!3m6!1s0x2e68e7c283a0787d:0x7669d47ebaa1bb06!8m2!3d-6.8933242!4d107.6057162!16s%2Fg%2F11k3rkyvzm!19sChIJfXigg8LnaC4RBruhun7UaXY?authuser=0&hl=id&rclk=1","Katsunyaka Ciwalk","4,9","(2.412)","·","Rp 50–75 rb","Restoran","·","Area Broadway, Ciwalk mall, Jl. Cihampelas Walk No.160","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt96GTvYKmKD-1fPrRYzZ2Lz-Uz8D1bkqDG-fKlhE-ikDf21sA_fdVzZVZgxF1NK9mun0JYkQpoZ4ePaKgvmsWJCy0QZSCp0Og-ZrJ13-lKd58RUbQmL-b08Dc5wnu0PeviuNp=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice food, worth it harganya, rasa makanannya enak, platingnya okee.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrM3JreXZ6bRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Madame+Sari+Restaurant/data=!4m7!3m6!1s0x2e68e651aca1eb8f:0x762ba9a6b528eed6!8m2!3d-6.8974225!4d107.6122578!16s%2Fg%2F1tndmxss!19sChIJj-uhrFHmaC4R1u4otaapK3Y?authuser=0&hl=id&rclk=1","Madame Sari Restaurant","4,5","(1.594)","·","$$","Indonesia","·","Jl. Ir. H. Juanda No.85","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZbDFdW5QNWgKtGGbm5ykNjO22fcBdJLEZ3sR3fJqqU2vhK2mFfKjgr36vAcS0zhu4B6EvJkYbUoWZdYA2aho398BoOZoz5X1hITDIXydkL_j_6kHMRFDU7xR-TTFpLAtXXtU=w194-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak-enak menunya beragam, pelayanannya baik dan ramah.""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRuZG14c3MYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Black+Romantic/data=!4m7!3m6!1s0x2e68e7fe78e41551:0xe4973528ca9f3a7b!8m2!3d-6.894972!4d107.6109342!16s%2Fg%2F11g_lg8rk!19sChIJURXkeP7naC4Rezqfyig1l-Q?authuser=0&hl=id&rclk=1","Black Romantic","4,5","(1.354)","·","Rp 1–25.000","Indonesia","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmaalmeaSz8KPKcA2jYvftbyT8hyoLTARWKZKZ7sRy0td7DdO98HJRtik1IwnYtmjm9RS7FHnFVgSF9bBhXsLFtvL3tiLo-jFpmwwbuRaTR22sI3Bwxytufr13UiXYAPUbBG0KFg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTFnX2xnOHJrGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Gelap Nyawang No.2","Makanan","enak, harga termasuk murah lah walaupun gak murah banget."""
"https://www.google.com/maps/place/Makerang+Seafood+Malabar/data=!4m7!3m6!1s0x2e68e7d3aaeb6dd3:0x6ce1b49e5f62b1a2!8m2!3d-6.88482!4d107.6065765!16s%2Fg%2F11c55sk0mp!19sChIJ023rqtPnaC4RorFiX5604Ww?authuser=0&hl=id&rclk=1","Makerang Seafood Malabar","4,3","(823)","·","Rp 25–50 rb","Hidangan Laut","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzo9VVJMsUP0FiJRZWC1nSdS6KVhsu9RZMDVg0YTzZgpxwpQFWaNPQTQNnTJWMXhyXDupxDxYLngUHBQuLelHef7nRRM4j-tZjpwyBJ5GUNghm7JEgIICpt5-iybz5_EaOXh0=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, mantapnyo, recommend bumbu menor (Lv 0 + Lv 1) 👍🏻👍🏻👍🏻""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNTVzazBtcBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Siliwangi No.37","",""
"https://www.google.com/maps/place/Warung+Nasi+Barokah/data=!4m7!3m6!1s0x2e68e65ae98de46d:0x17c7cfc8610da8a4!8m2!3d-6.8960692!4d107.6077544!16s%2Fg%2F11bc7spmlp!19sChIJbeSN6VrmaC4RpKgNYcjPxxc?authuser=0&hl=id&rclk=1","Warung Nasi Barokah","4,6","(74)","·","$","Makan Siang","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjHwFYaYPYyArALzaaE5JnNo7mr7FRiLpDw69jeEoOWFF7BUaluGTwXVT2XKsF5IJrKwmraoTkwae-a-84SAkfY8MjRVllIAIs5DBLuVcqKdy83zktre0rzZDAeC9qeh3CHnac=w163-h92-k-no","","Makan di tempat","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYzdzcG1scBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Pelesiran No.27C","Bawa pulang",""
"https://www.google.com/maps/place/Shu+Guo+Yin+Xiang+Bandung/data=!4m7!3m6!1s0x2e68e70dc942d6a3:0x1f42990f3596414a!8m2!3d-6.8856802!4d107.6134261!16s%2Fg%2F11q1dfzssk!19sChIJo9ZCyQ3naC4RSkGWNQ-ZQh8?authuser=0&hl=id&rclk=1","Shu Guo Yin Xiang Bandung","4,7","(512)","·","Rp 250.000+","Hot Pot","·","Jl. Ir. H. Juanda No.177","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHB-Fs73TLVLxR7hqFg1oea92b5WhJEKCQmZD4_1yb50tCHvKJDv3S0U7Hw6dFqRTsY5K2Do1cX2KEVAyMSE0IX9dto--YODzp1P1SE6JUvDGdPy6GuLNGpNf_13lIYUqjk0DKsYA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bagus, kamis live music lagi dan makanannya enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxMWRmenNzaxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Masakan klasik di tempat makan urban","",""
"https://www.google.com/maps/place/Dalaraos/data=!4m7!3m6!1s0x2e68e6f6f8f0d98f:0xd3b1c924f05aa346!8m2!3d-6.8845234!4d107.6062175!16s%2Fg%2F11b6dsry08!19sChIJj9nw-PbmaC4RRqNa8CTJsdM?authuser=0&hl=id&rclk=1","Dalaraos","4,7","(1.866)","·","Rp 25–50 rb","Restoran","·","·","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCjdUU6tf00KmnJub-2F9NBjbRp6Uq78HuVm0zjzfqXEYPGpwpKQbOO9cY5pOm6sOpGKhjkg2GsFdLeZOnIjW9OD3mHt9XM6rE3OIHrAohXvZAJCoTKMvXJHNQUqTmLdkt5aUTQQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak-enak makanannya dan banyak variasinya to sayang harganya overpriced""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmRzcnkwOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Siliwangi No.43","",""
"https://www.google.com/maps/place/Ayamayaman+Buka+24+Jam!/data=!4m7!3m6!1s0x2e68e680a8a4aa79:0xa867c864228e51d4!8m2!3d-6.8840122!4d107.6150151!16s%2Fg%2F11b674gxq6!19sChIJeaqkqIDmaC4R1FGOImTIZ6g?authuser=0&hl=id&rclk=1","Ayamayaman Buka 24 Jam!","4,5","(2.002)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNd4ST8YQxpVLUMHe-1od5wFHsrcAwohNtGHEF_vsJ8UTXmu0zp12SPYalq66Gc1GBJk7P6_iSjjt6JvSEstpYn8aleTtp858-J1_RicA2z5dYvb85HZsiZ1JJw_wl2bHbE999rg=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, service simple okelah, atmosphere seru buat nongkrong.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjc0Z3hxNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Tubagus Ismail No.5c","",""
"https://www.google.com/maps/place/Seroja+Ernestine/data=!4m7!3m6!1s0x2e68e7de066b2369:0x9241bad7e3dcfab4!8m2!3d-6.8934741!4d107.6124841!16s%2Fg%2F11p5f3zh4t!19sChIJaSNrBt7naC4RtPrc49e6QZI?authuser=0&hl=id&rclk=1","Seroja Ernestine","4,7","(1.360)","·","Rp 25–50 rb","Toko Roti","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqiEwNfPkKWXglfGGvdxITJq2E0F-0zbxA-p1j3fOoafZXyIPatXINrLXDa6eqefxySMt_iSsdfMbdhe8jCJYGdBD1OLaMZ7FiaP_1LyCy9WFdfho8jjOliNv2tJJ5W1txN1Kpgw=w99-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","Jl. Ganesa No.4","Makanan","dan minumannya enak dan unik, one of a kind."""
"https://www.google.com/maps/place/Rumah+Makan+Lumpia+Semarang/data=!4m7!3m6!1s0x2e68e7e0df46c379:0x133823ed0f3c7!8m2!3d-6.8969209!4d107.6100574!16s%2Fg%2F1tf4_td1!19sChIJecNG3-DnaC4Rx_PQPoIzAQA?authuser=0&hl=id&rclk=1","Rumah Makan Lumpia Semarang","4,5","(1.505)","·","$$","Jawa Tengah","·","Jalan Badak Singa No.21, Tamansari, Bandung Wetan","Segera tutup","· 19.00 · Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIH5CNC_y6hY9VxBP9u7QnMHRe59_iRlqXpGwH9g4AqLGcbaqzGqCH14IG1-HddVQjgSxfSVttTGORHcbLCfaZoYZtX-4ET7eG9AUjBzKXLFMP-GaCZxeWpRufan-8R6m9lqIo=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi kuning gepuk dan soto babat d sini enak banget buat aku""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRmNF90ZDEYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Kantin+Salman+ITB/data=!4m7!3m6!1s0x2e68e7ceefc13051:0x43c0f768e1765f47!8m2!3d-6.8943477!4d107.6108744!16s%2Fg%2F11b6chrt61!19sChIJUTDB787naC4RR1924Wj3wEM?authuser=0&hl=id&rclk=1","Kantin Salman ITB","4,6","(1.215)","·","Rp 1–25.000","Pujasera","·","·","Segera tutup","· 19.00 · Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWWsiztoxfFACjsDWSXMBkH6vg3NifV2Z5sVyvq_x6kVAjIR4SKXSUSs9YpLCAhmE-S4qI25Qyl7POixI90O0NX3qvV0ZwmfSX8PsItGdzZ6TBg8lP3mFzn3-W4dRyevPJ7ydV=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya bersih,","","","","","4J46+789, Jl. Ganesa","makanan","enak harga murah"""
"https://www.google.com/maps/place/NgaBotram/data=!4m7!3m6!1s0x2e68e715109dfccb:0x885ecf89677b744b!8m2!3d-6.8978616!4d107.6119316!16s%2Fg%2F11t_zslgsn!19sChIJy_ydEBXnaC4RS3R7Z4nPXog?authuser=0&hl=id&rclk=1","NgaBotram","4,9","(24)","·","Rp 25–50 rb","Restoran","·","Jl. Badak Singa No.6","Segera tutup","· 19.30 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-WxSKhqiF2n-zgOAbDbKvalXX4XYJZaWBbefFSvYmVsdWctFBF1_NGljoHN4tlzSOF_ONjcK2C5qWiylJ3rFVIeqKvHXBUB01enJX7k_Rsl9vtttNs0TjNgq1rcUjdeXNoXFGbA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""5. Sayur tahu goreng tumis : hhe gak tau rasanya, suami yang pesen.""","","","","","","",""
"https://www.google.com/maps/place/Saisan+Japanese+%E0%A4%B5%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%B6%E0%A5%80/data=!4m7!3m6!1s0x2e68e6f4650b46b7:0x389d1a7b5dbb0b63!8m2!3d-6.8876428!4d107.6131408!16s%2Fg%2F1hfcy_45b!19sChIJt0YLZfTmaC4RYwu7XXsanTg?authuser=0&hl=id&rclk=1","Saisan Japanese वराणशी","4,6","(1.098)","·","Rp 250.000+","Jepang","·","Jl. Ir. H. Juanda No.161","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcjmFXSziMHiAkNuEOyRcC_QaiyNTKu0ZWTEhR3SeCBtUt0qGJ2v78XCBg-cgpqsSlhb0fNz8zvoIBjYbnS-85GH9Uz6fFOwKijDc2qhAG4tYT6zCCKYpdFaAliZC0NzMa4dwV=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhmY3lfNDViGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qTX3afOpEJKaseMPtMyLwQY&ei=qTX3afOpEJKaseMPtMyLwQY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Makanan","enak terutama seafood flambe & crispy salmon bites, tempat nyaman"""
"https://www.google.com/maps/place/Rumah+Makan+Pak+Datuak/data=!4m7!3m6!1s0x2e68e650616ac425:0x39984aa948901187!8m2!3d-6.8948559!4d107.6108724!16s%2Fg%2F11b6cgl9mz!19sChIJJcRqYVDmaC4RhxGQSKlKmDk?authuser=0&hl=id&rclk=1","Rumah Makan Pak Datuak","4,8","(36)","·","Rp 1–25.000","Padang","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDmO-3hG8zy1GafZB923nq_rhWVqfqf30igxkJCBZBS_LVvmv3aZo7nOoKHOyPQ6qM7ip9BvQWBtTu94DRs7k3f_gkjWcASDwMizPsN-2VGxh6ekaAH8kkPFwTzOHQraDpoKrjTR_B84E=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kapau murah tapi enak & nasi dll ambil sendiri.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmNnbDltehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qzX3aZjaO6qfseMP0PHG0Qc&ei=qzX3aZjaO6qfseMP0PHG0Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","4J46+385, Jl. Gelap Nyawang","",""
"https://www.google.com/maps/place/Youn%27s+Coffee+Nook/data=!4m7!3m6!1s0x2e68e7b7caa707f5:0xed547fe1031e9fe!8m2!3d-6.8876528!4d107.609816!16s%2Fg%2F11v03f9zbl!19sChIJ9QenyrfnaC4R_ukxEP5H1Q4?authuser=0&hl=id&rclk=1","Youn's Coffee Nook","5,0","(24)","","","Kedai Kopi","·","Jl. Tamansari No.73","Tutup","· Buka Sen pukul 08.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5el0cnlbt41tMMcdpDkRqFDxhQ1mk47L6NijOsVJ0f1APAKAym9rwaw0BIhXpfJiULz6qG6NWgmKZp0NQsMMWbd1SdYwEbATwUjllUv3sQZeHDx2sLgkle_YNBBWgJBNENEN0mg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya sangat sederhana tapi menu makannya enak-enak.""","","","","","","",""
