"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Two+Hands+Full+Dago/data=!4m7!3m6!1s0x2e68e68ca3e607d3:0x1ad911ec6c6ccf0b!8m2!3d-6.8924806!4d107.6126885!16s%2Fg%2F11b6hsqr97!19sChIJ0wfmo4zmaC4RC89sbOwR2Ro?authuser=0&hl=id&rclk=1","Two Hands Full Dago","4,5","(2.151)","·","$$","Kedai Kopi","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFD4a4LSES3o3dqkbdW0UtvUExt6aki-5v6HEjHc4ouHQRJyqNpFJVHry9gDDAG4zhU_0GFc9ca1UOM0p6H-QYL3Xz-Dew4sFljR9PZMnrcwuv8aLSP66y-uZPCD2pdN81L4m1yew=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Despite semua","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmhzcXI5NxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=sTX3acLnHMyqseMPopfXgQg&ei=sTX3acLnHMyqseMPopfXgQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Ir. H. Juanda No.113","makanan","dan minuman yang saya pesan enak banget."""
"https://www.google.com/maps/place/Makanan+dan+minun/data=!4m7!3m6!1s0x2e68e7bf668c406d:0x1ea4a9856ad61715!8m2!3d-6.8956474!4d107.6085622!16s%2Fg%2F11h_hw6lgh!19sChIJbUCMZr_naC4RFRfWaoWppB4?authuser=0&hl=id&rclk=1","Makanan dan minun","","","","","Brunch","·","Jln pelesiran tamansari gg abah wìnata ni 96/56a","Buka","· Tutup pukul 21.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uDthKSnu1Nrl6qCZ_ewXLw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=104.52948&pitch=0&thumbfov=100","","Makan di tempat","","","","","","Bawa pulang",""
"https://www.google.com/maps/place/Teras+Dago/data=!4m7!3m6!1s0x2e68e70e9383d61b:0x7a2ddd498de5a792!8m2!3d-6.8851966!4d107.6121339!16s%2Fg%2F11tt4yqj81!19sChIJG9aDkw7naC4RkqfljUndLXo?authuser=0&hl=id&rclk=1","Teras Dago","4,6","(8)","·","Rp 25–50 rb","Kafe","·","Jl. Siliwangi No.5","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfV0vOajAd4os0Ev3jl53qlAdzq0JsLb7VZuGtKuWqzFKWXiJ_zk_bzNsu__V2IJg-4dJh8Cld1jf7c6yHwOn6-o8cc3uS56uqgoQdpwVZHlV1C08G6EqD8u5pT0sEa6Pt-7NakQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Makanan","nya enak semua..
Mushroom sup nya the best
Casava nya enak bgt"""
"https://www.google.com/maps/place/Kabita-18+%28Snack+Store%29/data=!4m7!3m6!1s0x2e68e7e5c1df0135:0x8cce195a1206aa51!8m2!3d-6.898242!4d107.6060706!16s%2Fg%2F11gy635j2v!19sChIJNQHfweXnaC4RUaoGEloZzow?authuser=0&hl=id&rclk=1","Kabita-18 (Snack Store)","4,7","(13)","","","Toko","·","Jl. Kb. Bibit Sel. No.24","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIHwqhii3TZZPz08-np-xObY2ctc3F2ECejwFme1FdoAobRl6jdf6YKTlwU23xtECSqjtB5H8oKolwEvitTO01w84EufJgBbvy8y5h0fO3eT8UXpjD56-avF_ncf9fE8WZ32wAEw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cemilan enak di bandung, kak bisa pesan via WA ga?""","","","","","","",""
"https://www.google.com/maps/place/d%27Kopi+Memori+Dago/data=!4m7!3m6!1s0x2e68e780c05a260d:0x78cd19dd74193297!8m2!3d-6.8844961!4d107.6136192!16s%2Fg%2F11s607v6w1!19sChIJDSZawIDnaC4RlzIZdN0ZzXg?authuser=0&hl=id&rclk=1","d'Kopi Memori Dago","4,7","(22)","","","Kedai Kopi","·","Jl. Dago No.185","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-yTLfLiLu76oWP-IbJ9mh09RfNjm1BAMIj_9S1p2-k8CwxKPEaKfejxOEDVWgjadmuSEBgZcBmKzXA7KCBeTSYwP9iyonAxx9PNXQQV-cN5ksU-IuxxvOMWY6g_RN6bl3NmPj=w129-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dan murah👍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzNjA3djZ3MRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=sTX3acLnHMyqseMPopfXgQg&ei=sTX3acLnHMyqseMPopfXgQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Warung+Nasi+Kang+Ewok/data=!4m7!3m6!1s0x2e68e66a5dce10b7:0xa87f53c357fe10ca!8m2!3d-6.9050981!4d107.5963141!16s%2Fg%2F1pzt2dy36!19sChIJtxDOXWrmaC4RyhD-V8NTf6g?authuser=0&hl=id&rclk=1","Warung Nasi Kang Ewok","4,4","(447)","·","Rp 25–50 rb","Sunda","·","Jl. Astina No.16","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYFnY-1IDCOE8UYLl8vTuNbyL_s12ykeaGNn8a-Bt0c-aeEwqL6Fw2UeM8PSpALiNGHo6ukgO16VhQnk91f9F_DbFNiZ26co1ODOLiPaEmYJv35UukaGmB3MuG_ZjkFuzChaU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayamnya gurih, sambelnya luar biasa mantap
Harga terjangkau""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6dDJkeTM2GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=sTX3acLnHMyqseMPopfXgQg&ei=sTX3acLnHMyqseMPopfXgQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Toko+Karya+Baru+%2FPa+Jana/data=!4m7!3m6!1s0x2e68e7e8b0b751af:0x9d7e320ff1b50f4c!8m2!3d-6.8923732!4d107.606373!16s%2Fg%2F11h0g_gb3_!19sChIJr1G3sOjnaC4RTA-18Q8yfp0?authuser=0&hl=id&rclk=1","Toko Karya Baru /Pa Jana","5,0","(5)","","","Toko bahan makanan","·","·","Buka","· Tutup pukul 21.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_xop9LtXLmJdLoAJGuKVag&cb_client=search.gws-prod.gps&w=80&h=92&yaw=139.22438&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga rokok nya murah murah""","","","","","Jl. Kebun Binatang No.29-160","",""
"https://www.google.com/maps/place/Warung+Garap+Makanan+Indonesia+%28WAGMI%29/data=!4m7!3m6!1s0x2e68e70e3b022805:0x98a28ffe27fefe91!8m2!3d-6.9120313!4d107.6176742!16s%2Fg%2F11x74dg8ym!19sChIJBSgCOw7naC4Rkf7-J_6Popg?authuser=0&hl=id&rclk=1","Warung Garap Makanan Indonesia (WAGMI)","5,0","(19)","·","Rp 1–25.000","Restoran","·","Jl. Banda No.10s","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrx69yYb8ODcUtgBSmHo2H5zhe0CmKQVF-cA6P732RfPJoaKLO3fPhBmRR2uC9d6kYUKHYtyRDFCuHU5A4_SfIqa-AcoOOlsQpVseJ7iTV4I0csv0fnsb0vXV_orqFlvYVIaMGdA=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""rasanya so so lah, menu rekomendasi nasi telor udah dapet jukut""","","","","","","",""
"https://www.google.com/maps/place/Marise+Pet+Shop+%26+Sugar+glider/data=!4m7!3m6!1s0x2e68e65ae48280db:0xdfc751a11b7d8c71!8m2!3d-6.8953347!4d107.6055962!16s%2Fg%2F11b6ntwgzt!19sChIJ24CC5FrmaC4RcYx9G6FRx98?authuser=0&hl=id&rclk=1","Marise Pet Shop & Sugar glider","4,5","(348)","","","Toko Hewan Peliharaan","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQb-e_nfkeNAWXhiD5UG5dZMu7FqebFem4EGza-xbqqfFZySbVkYDRpDmFnFmkMNSo5BEmDmB785rPIvCytIwUz2AIRQo1l4skFu-sn4PGVHOu0L0S6l6TqDPWJH89bqG4PmnpSA=w116-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Meskipun di gang, tapi jualannya kumplit dan murah .""","","","","","Jl. Pelesiran No.73","",""
"https://www.google.com/maps/place/Bigost+Big+Oyster/data=!4m7!3m6!1s0x2e68e65809db6475:0x38dde21f257b9bc!8m2!3d-6.8875626!4d107.6087473!16s%2Fg%2F11c209cnl9!19sChIJdWTbCVjmaC4RvLlX8iHejQM?authuser=0&hl=id&rclk=1","Bigost Big Oyster","5,0","(2)","","","Kedai Hidangan Penutup","·","Taman Sari Food Fest, Jl. Tamansari No.71","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE58gw33QWpciT11jgbPB7UMraLWWkQAq8lFPkaz_HLDqAknRsPUJ0r0LwwbrHq4AOI5GaiM3vVO-Ct6rrMzZA5HbqSG70cmYn23o0MbHDyx-l7Hj6kTApEmEfufrramzathYkX=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Makanan","nya enak semua"""
"https://www.google.com/maps/place/Warung+Mas+Giran/data=!4m7!3m6!1s0x2e68e7a7885097e5:0x7cce092951730606!8m2!3d-6.8938205!4d107.6077766!16s%2Fg%2F11h51jfxjp!19sChIJ5ZdQiKfnaC4RBgZzUSkJznw?authuser=0&hl=id&rclk=1","Warung Mas Giran","","","","","Toko bahan makanan","·","Jl. Kebun Binatang","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyoO600jNYz0SOlJX_SdlwVRh1truM4knAD5k33BE9kh9MXxtR0bpEl0xSONGg_PspsRom1W84fHn7tndqBzhgAdS3Ddf1FgbTzwLlfyl5ea1-723s8OQ2i1oG4q4aKEewofYvKg=w80-h142-k-no","","","","","","","","",""
"https://www.google.com/maps/place/FamilyMart+Dago/data=!4m7!3m6!1s0x2e68e70002064e2d:0x57efb9c21d19098e!8m2!3d-6.894524!4d107.6127504!16s%2Fg%2F11yxlhfs3b!19sChIJLU4GAgDnaC4RjgkZHcK571c?authuser=0&hl=id&rclk=1","FamilyMart Dago","3,6","(94)","","","Minimarket","·","Jl. Dago No.99","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyYSsoYWkPJyQwP7CUhOZGsYZNRfcGSxAgy2Ope_s5RxMAcoyE4z-zxgmNvLh-NmjXII1WMv4UblLkWTEhD7ameXvBUmQOexjNhpXlV-v-csRHjGvh1gmU8S1PS6sB7xw6_pYlCukuq1tV=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak dan murah, nasi bento 18.000 kenyang.""","","","","","","",""
"https://www.google.com/maps/place/Go+Food/data=!4m7!3m6!1s0x2e68e64546b374b3:0xf4d37469633cb13f!8m2!3d-6.8983314!4d107.6085213!16s%2Fg%2F11t4kg1nx_!19sChIJs3SzRkXmaC4RP7E8Y2l00_Q?authuser=0&hl=id&rclk=1","Go Food","","","","","Restoran","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IgArieUmz1CEIpdcMS-Qjg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=156.68004&pitch=0&thumbfov=100","","Makan di tempat","","","","","","Bawa pulang",""
"https://www.google.com/maps/place/Toko+Mutiara/data=!4m7!3m6!1s0x2e68e65b0897d525:0x2cb7129c0c518e5f!8m2!3d-6.89533!4d107.605861!16s%2Fg%2F11c20szyqk!19sChIJJdWXCFvmaC4RX45RDJwStyw?authuser=0&hl=id&rclk=1","Toko Mutiara","5,0","(1)","","","Toko bahan makanan","·","Jl. Pelesiran No.68","Buka","· Tutup pukul 21.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZcmGhRMP01Sd-DiA4JfoBw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=181.16733&pitch=0&thumbfov=100","","","","","","","","",""
"https://www.google.com/maps/place/IKUYO+Japanese+Snack+and+Ice+Cream/data=!4m7!3m6!1s0x2e68e7cada2e4fcb:0x6bd8f3c96e7a9f81!8m2!3d-6.8938055!4d107.6056029!16s%2Fg%2F11sv748z4w!19sChIJy08u2srnaC4RgZ96bsnz2Gs?authuser=0&hl=id&rclk=1","IKUYO Japanese Snack and Ice Cream","3,9","(102)","","","Es Krim","·","Jl. Cihampelas No.160","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFL611Qf9zOHeTD_Teea9CJHjsTJ9rKJ9-BNxMzcQRejY42H5yKj_QuFy1sERtyghC867bnbjo_2rzAGADvly_A2W9zL1XtSjrwkkj1optiIs2AWuRMdzZ70Kznds9J-ECYNqWl=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Takoyaki dan kue ikannya jg lumayan untuk harganya masih affordable.""","","","","","","",""
"https://www.google.com/maps/place/Kantin+East+Corner+ITB/data=!4m7!3m6!1s0x2e68e78c48424839:0x914784d0b92a5ae4!8m2!3d-6.8887759!4d107.6126992!16s%2Fg%2F11v0dd9ygg!19sChIJOUhCSIznaC4R5FoqudCER5E?authuser=0&hl=id&rclk=1","Kantin East Corner ITB","","","","","Toko bahan makanan","·","4J67+F3P","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESIaHelZzjrMtTJGnancrRHHX8yShtApiaAi6Q6x312gVaGcIoMghBknte0FksnvzZzsP7-ksNZx3LDhXN2QBGWGNbXNWbM6iWsEPBFdYWja5IZkKK2RtkIrErnxXaHCxyS9pVmQ=w122-h92-k-no","","","","","","","","",""
"https://www.google.com/maps/place/Pillow+Cake+Dago/data=!4m7!3m6!1s0x2e68e7c02c639861:0xb6405df819ae5402!8m2!3d-6.8978673!4d107.6125949!16s%2Fg%2F11k41n9yf1!19sChIJYZhjLMDnaC4RAlSuGfhdQLY?authuser=0&hl=id&rclk=1","Pillow Cake Dago","3,9","(58)","·","Rp 50–75 rb","Toko Roti","·","Jl. Ir. H. Juanda No.81","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5sMVIr5boeYnmWxQc6PhKF743XlZL5vi5VlWtB6uGtcfX0On23FMsSQOnKPCW0unbxHwRJjEcB_vLwlAHQ8IzodeNitQKaunoMgHsXfdnOZxmffNMfyjOmi7Tmyzc0mFuG3al=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrNDFuOXlmMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=szX3aZjfGpeqseMP89jnoQ0&ei=szX3aZjfGpeqseMP89jnoQ0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","makanan","jg biasa dgn hrga yg lumayan mahal."""
"https://www.google.com/maps/place/Ayunda+Snack+Baltos/data=!4m7!3m6!1s0x2e68e645154f2fc7:0x1f3670831caf9ddc!8m2!3d-6.8987333!4d107.6081778!16s%2Fg%2F11bbw_tx8b!19sChIJxy9PFUXmaC4R3J2vHINwNh8?authuser=0&hl=id&rclk=1","Ayunda Snack Baltos","4,8","(5)","","","Toko Kue","·","Balubur Town Square, Jl. Tamansari Blok O No.3 Lantai Dasar 2 No. 9","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4rchRdEMRklzoagvk06Ay8Q8Y8Euak2zsCTDW6bN3mk0WPv9lnMQV4xUZ24G9BkeF5ZsIoVwU7WXwLvf-jxG9YawEx57ZT_3ORotBP1p-PNCNY1br_lEfVogY2sKrOnLRpX-C=w163-h92-k-no","","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Toko+Nana+2/data=!4m7!3m6!1s0x2e68e65aea768495:0xe59076c93e4ebb50!8m2!3d-6.8959471!4d107.6079831!16s%2Fg%2F11cs9_twnc!19sChIJlYR26lrmaC4RULtOPsl2kOU?authuser=0&hl=id&rclk=1","Toko Nana 2","3,7","(6)","","","Toko bahan makanan","·","·","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnis1rdhvgb92wf64MHuz_48KVTBBjmYLQhT3BF0hLhW0UzDvFZI3DPdJX3zi_KbkB4aUiMdrFiOzuLfS8Bk8TfA5lNyquW6wHddpA6xyX_Y74lwPLdjzi0rJIvq3trcQVg79v8A=w80-h141-k-no","","","","","","","Jl. Pelesiran No.28","",""
"https://www.google.com/maps/place/WARUNG+DKW/data=!4m7!3m6!1s0x2e68e740da63c165:0x2ba0fdaf6cf4c45!8m2!3d-6.9260611!4d107.6066126!16s%2Fg%2F11h80b1rky!19sChIJZcFj2kDnaC4RRUzP9toPugI?authuser=0&hl=id&rclk=1","WARUNG DKW","4,6","(232)","·","Rp 25–50 rb","Indonesia","·","Jl. Balonggede No.34","Segera tutup","· 19.00 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0Osyc9hNK9e_cFvvNqJ9hgre5RfISEXOOb5oBSgiiCNnhv9f3BgU6vbMg4fdNzoy7KZkioXdkXFzf0ydyefa2j1jNWU03Px0dANLHjzlTk4Kth_0HVh9MKX9Tt0QllCSQa8wIjQBpTBc=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Makanan","nya enak enak banget terus murah, good service!"""
"https://www.google.com/maps/place/Warung+fahrul/data=!4m7!3m6!1s0x2e68e7003ccb473d:0x6d720738da5348c5!8m2!3d-6.8941543!4d107.6080407!16s%2Fg%2F11mcf90tkc!19sChIJPUfLPADnaC4RxUhT2jgHcm0?authuser=0&hl=id&rclk=1","Warung fahrul","","","","","Toko bahan makanan","·","4J45+86M, Jl. Kebun Binatang","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qgkL4gSGb9jyrf1fA8hsAw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=206.97565&pitch=0&thumbfov=100","","","","","","","","",""
"https://www.google.com/maps/place/Toko+Ibu+Ratna,Banjar/data=!4m7!3m6!1s0x2e68e65b1d1ee86f:0x98800cd5726e1cf8!8m2!3d-6.8956257!4d107.6065732!16s%2Fg%2F11n__6_vzw!19sChIJb-geHVvmaC4R-BxuctUMgJg?authuser=0&hl=id&rclk=1","Toko Ibu Ratna,Banjar","5,0","(1)","","","Toko bahan makanan","·","Jl. Pelesiran No.52","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSRFWbTVz1FRbaqbcVRTCu2g27wEBDgaJrZ9hFP1KoEJzZIqRV4Af58jc-oDOlc92yUm0d63HlZBD3P_49QFOWaOM7oy_ZL_y2IWUdI50xKpNPOOTAozXye6XOAN372_ktgXiKshMwvKk=w80-h106-k-no","","","","","","","","",""
"https://www.google.com/maps/place/Circle+K+Juanda/data=!4m7!3m6!1s0x2e68e65630cf7d11:0x55cf4f81d38c71b3!8m2!3d-6.887645!4d107.6134196!16s%2Fg%2F1pzrbz461!19sChIJEX3PMFbmaC4Rs3GM04FPz1U?authuser=0&hl=id&rclk=1","Circle K Juanda","3,6","(39)","","","Minimarket","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEiXN2d06J99J5a8x0tqdvczzzPcuiJ-I_lwZcS5glc8JY3UI4_fghsohfeC9xXRFCCe4Pu-lcGusdDQ8bz3wi05Wpi0vZuDpMIIrlH8wVPs97Yzz93c2FG5H08HBwNAd2esb1rqA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak tapi sayang kalo agak malem masih banyak pungli wkwkks""","","","","","Jl. Ir. H. Juanda No.106","",""
"https://www.google.com/maps/place/SuJiVa+Resto+%26+Art+Space/data=!4m7!3m6!1s0x2e68e701ebd51891:0x6a40855745fc7b41!8m2!3d-6.8864157!4d107.6123303!16s%2Fg%2F11vsrnnljs!19sChIJkRjV6wHnaC4RQXv8RVeFQGo?authuser=0&hl=id&rclk=1","SuJiVa Resto & Art Space","4,8","(83)","·","Rp 75–100 rb","Restoran","·","Jl. Sumur Bandung No.6","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKF-wQh6W3So2rlNTQ-75yhUU10R26vjXe-1Aw8nkfgrYTrmy9YgyOtvVwQ9hiB405NN7Q5RPH1aD0LLYM2-qGsiuMk1jupVp7LDIYaP_bkCn79XPpznycUXqEUBQyUP3exq_c=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""truffle fries & chicken karage nya enak, harganya juga affordable banget!""","","","","","","",""
"https://www.google.com/maps/place/toko+adul/data=!4m7!3m6!1s0x2e68e72f8bc55aed:0xce4cb6e6b87181e9!8m2!3d-6.8967898!4d107.6087731!16s%2Fg%2F11j8z_xd13!19sChIJ7VrFiy_naC4R6YFxuOa2TM4?authuser=0&hl=id&rclk=1","toko adul","5,0","(4)","","","Toko bahan makanan","·","Jl. Pelesiran No.5","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGGfcxIpGhMuYBweRlqiZnhgWokS0ii8c7Nz6Di_1vvrhYKb-MFuD8lz9a1ZmzRLru2URw-SMf2-Ht1jBFfc-j-ltr3hwwLfvC_d6p8OlFXW0u2MD1tZ17CX2bDfQDCWsOUUb7EByIgBIL=w80-h106-k-no","","","","","","","","",""
"https://www.google.com/maps/place/Kuliner+sayasuka+Abs+71/data=!4m7!3m6!1s0x2e68e7b6bc0e6c39:0x60e928b830c16cf9!8m2!3d-6.9078252!4d107.5819802!16s%2Fg%2F11g0l9t5mt!19sChIJOWwOvLbnaC4R-WzBMLgo6WA?authuser=0&hl=id&rclk=1","Kuliner sayasuka Abs 71","4,9","(40)","","","Pujasera","·","Jl. Abdul Rahman Saleh No.71","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGF6op_pkFsuLdmlYA3n13QWPWQCFQj-7m8ZAV3dOegWkHGXIcYmPEEw-tYRgyU_QrnJVHF2fH38YP_Vf8gThv1xKZpCE22PX2oGkjZXIEQDXKDO0sTN7i--PdC-l0fW0SpY1c7=w122-h92-k-no","","Makan di tempat","","","","","","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Warung+Ngonah/data=!4m7!3m6!1s0x2e68e76a648f7c97:0xd933c59896be09f6!8m2!3d-6.9183308!4d107.6113708!16s%2Fg%2F11vz7d2r1l!19sChIJl3yPZGrnaC4R9gm-lpjFM9k?authuser=0&hl=id&rclk=1","Warung Ngonah","4,9","(1.277)","·","Rp 25–50 rb","Nasi","·","Jl. Kejaksaan No.27","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDyyE2b9X-4Gvnu1YvvYKjP_sCVeAy2O0teBIhNOL2ZxU9Ss1r5CJU3znrEJwgXJLLyUPF4rYyBk1YqXEv5aVVElG4cZ2YjfwjeimBVlF6YTR9DW0sGa8d312mCOVTkX4ImCcBGw=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Makanan","nya enak, suasana nya rumahan banget, harga juga affordable."""
"","","","","","","","","","","","","","","","","","","","",""
