"hfpxzc href","qBF1Pd","W4Efsd","Cw1rxd","R8c4Qb"
"https://www.google.com/maps/place/DIPATIUKUR+89+SEBRANG+UNIKOM/data=!4m7!3m6!1s0x2e68e656055fbf59:0x156c38d56f9c7de1!8m2!3d-6.8874761!4d107.6149601!16s%2Fg%2F11x5y7gg92!19sChIJWb9fBVbmaC4R4X2cb9U4bBU?authuser=0&hl=id&rclk=1","DIPATIUKUR 89 SEBRANG UNIKOM","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Cihampelas+Kuliner/data=!4m7!3m6!1s0x2e68e65b63c84051:0xea2bf851bbe4c2f1!8m2!3d-6.8959819!4d107.6040024!16s%2Fg%2F11g6nw2nnf!19sChIJUUDIY1vmaC4R8cLku1H4K-o?authuser=0&hl=id&rclk=1","Cihampelas Kuliner","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Kembang+Hotel/data=!4m7!3m6!1s0x2e68e6449b951669:0x36e5f727ac2e2b56!8m2!3d-6.89924!4d107.60419!16s%2Fg%2F1jkywhd05!19sChIJaRaVm0TmaC4RVisurCf35TY?authuser=0&hl=id&rclk=1","Kembang Hotel","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Pasar+Simpang+Dago+B/data=!4m7!3m6!1s0x2e68e6f8e023511b:0x87eccca08ef947b5!8m2!3d-6.88435!4d107.61406!16s%2Fg%2F11td4j_gsb!19sChIJG1Ej4PjmaC4RtUf5jqDM7Ic?authuser=0&hl=id&rclk=1","Pasar Simpang Dago B","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Taman+KS/data=!4m7!3m6!1s0x2e68e6f67d7aeeab:0xd26711de7156216d!8m2!3d-6.8847!4d107.60437!16s%2Fg%2F11tfp4w727!19sChIJq-56ffbmaC4RbSFWcd4RZ9I?authuser=0&hl=id&rclk=1","Taman KS","Perhentian bus","","Rute"
"https://www.google.com/maps/place/UOB+Dago/data=!4m7!3m6!1s0x2e68e64e92d1779f:0xa29ec3c1455e26!8m2!3d-6.90051!4d107.61416!16s%2Fg%2F11z9q0d6jt!19sChIJn3fRkk7maC4RJl5FwcOeogA?authuser=0&hl=id&rclk=1","UOB Dago","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Simpang+Cipaganti+Pasteur/data=!4m7!3m6!1s0x2e68e643760131f9:0xc4c846023318031a!8m2!3d-6.90015!4d107.60273!16s%2Fg%2F11g65gpy0v!19sChIJ-TEBdkPmaC4RGgMYMwJGyMQ?authuser=0&hl=id&rclk=1","Simpang Cipaganti Pasteur","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Simpang+Cihampelas+Pasteur/data=!4m7!3m6!1s0x2e68e6447224c0f9:0x4854282ea9b967db!8m2!3d-6.90111!4d107.60432!16s%2Fg%2F11f5g0728j!19sChIJ-cAkckTmaC4R22e5qS4oVEg?authuser=0&hl=id&rclk=1","Simpang Cihampelas Pasteur","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Bank+BRI+Cimbuleuit/data=!4m7!3m6!1s0x2e68e6f690d78bf5:0xefc5e4fb08dc8f67!8m2!3d-6.883728!4d107.604694!16s%2Fg%2F11hd8hp99y!19sChIJ9YvXkPbmaC4RZ4_cCPvkxe8?authuser=0&hl=id&rclk=1","Bank BRI Cimbuleuit","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Bapa+Husein/data=!4m7!3m6!1s0x2e68e6594d35f859:0x9d94407039868a1d!8m2!3d-6.89164!4d107.6038!16s%2Fg%2F1jky5xpch!19sChIJWfg1TVnmaC4RHYqGOXBAlJ0?authuser=0&hl=id&rclk=1","Bapa Husein","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Panatayuda+A/data=!4m7!3m6!1s0x2e68e64de51dfdbf:0x7336b797080386c5!8m2!3d-6.89783!4d107.61617!16s%2Fg%2F11td4j8smm!19sChIJv_0d5U3maC4RxYYDCJe3NnM?authuser=0&hl=id&rclk=1","Panatayuda A","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Wisma+Hussein+S/data=!4m7!3m6!1s0x2e68e64e9737854b:0xfb613c99fa1a4acb!8m2!3d-6.900715!4d107.614772!16s%2Fg%2F11dxb2034v!19sChIJS4U3l07maC4Ry0oa-pk8Yfs?authuser=0&hl=id&rclk=1","Wisma Hussein S","Perhentian bus","","Rute"
