"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e68e77190ca175d:0xd437ce8fdce8a541!8m2!3d-6.8750713!4d107.5962093!16s%2Fg%2F11h1g31cqy!19sChIJXRfKkHHnaC4RQaXo3I_ON9Q?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,7","(5.073)","·","$$","Pizza","·","·","Jl. Dr. Setiabudi No.87","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVhkKgg3QhnTxCgDibq03bglCwqUNfPqJQ4JoPuxW4FriBuZyGmPheQnSs2JAReu48qiTHW_YpvcYLFIJ5CDkhLslDIXObKuS1C1cWCSP6-Ug5nAMMPKNJYluosVGlAxNwVN-6=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan sangat baik","pizza","sangat fresh dan full topping thankyou""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMWczMWNxeRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza-Piza+by+FACS.CO/data=!4m7!3m6!1s0x2e68e70a5004d103:0xeb60d39ff059d37e!8m2!3d-6.8866148!4d107.6007067!16s%2Fg%2F11fq_kf133!19sChIJA9EEUArnaC4RftNZ8J_TYOs?authuser=0&hl=id&rclk=1","Pizza-Piza by FACS.CO","4,0","(4)","","","Kafe","·","Jl. Jurang No.66","","Segera tutup","· 21.00 · Buka Sen pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmqc2dvdy9D0ta0KJQNa9a_NGMILWRS42qe9bbGYOhreNzd79MkK2vxh98_ISIHPUdGkIGnRdgokUgHGhbHHf0ydCHpAA5yCsprUeoAu9xrjKTLchJz5hx98WmUtSyDD7QgYxF=w80-h142-k-no","","Makan di tempat","Bawa pulang","Antar tanpa bertemu","","",""
"https://www.google.com/maps/place/Sam%27s+Strawberry+Corner/data=!4m7!3m6!1s0x2e68e6fccf37b57b:0x1dceb43471fbee66!8m2!3d-6.8922494!4d107.6134467!16s%2Fg%2F1tmk10rp!19sChIJe7U3z_zmaC4RZu77cTS0zh0?authuser=0&hl=id&rclk=1","Sam's Strawberry Corner","4,4","(1.413)","·","Rp 50–75 rb","Mi","·","Jl. Ir. H. Juanda No.112","","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1I8ViDJtOivfAcxR4u5JDnKDvITeIsm93Z1zH-vp-QsVzc0XkO4k4i4ytbUkuuRw0mSWp__9rdu8ywkYA-YUf7KSsbWnHxk1bbrEE60KTcvmgpg5DGG0EzlCp58If8yPWsBWw=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""BINTANG 5 WAJIB COBA STRAWBERRY JUICE PAKAI SUSU!!""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRtazEwcnAYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza+lebar+Bandung/data=!4m7!3m6!1s0x2e68e30072981c57:0xdbcac9d19fc3d811!8m2!3d-6.8742693!4d107.6073966!16s%2Fg%2F11x6vzkw5g!19sChIJVxyYcgDjaC4REdjDn9HJyts?authuser=0&hl=id&rclk=1","Pizza lebar Bandung","5,0","(1)","","","Pizza","·","Jl. Rancabentang I No.12","","Segera tutup","· 21.00 · Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcx9a4zu_sVpT316hqSVPyU_bAGXqo0p8Pk170VEhTWrcxpUKhK7FoiojscZTfjzmVZSQq-pfr1hPmM8p3-oylHRZFWI_2j1SlBiCtw0-2sSdB76cqkvqnrJu3WGa0BOKw0bKSPgSgoOA=w122-h92-k-no","","Makan di tempat","Bawa pulang","Antar tanpa bertemu","","",""
"https://www.google.com/maps/place/Ar+Burger+%26+Pizza/data=!4m7!3m6!1s0x2e68e70035d3e435:0xd6247a851f482d2c!8m2!3d-6.9093371!4d107.6201388!16s%2Fg%2F11wn5bq5cz!19sChIJNeTTNQDnaC4RLC1IH4V6JNY?authuser=0&hl=id&rclk=1","Ar Burger & Pizza","4,9","(52)","·","Rp 25–50 rb","Toko Roti","·","Jl. Aceh No.66","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGM1arKf89uI6wBmHzabRkZ8eKTT5IQEyHBfr5hsdghBS6I1-KsYAcVu1SwSc5liDbSfAebxxbbon_xQa2Jk2dA00n7sH7tB9BdjOB9xi0cNjKlSCeQwSHqvHcNkWIr2cnEZmIXGg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Burger sama banana","pizza","nya josss bngt, bikin nagih terus""","","",""
"https://www.google.com/maps/place/Martabak+Pizza+Orins+Bandung/data=!4m7!3m6!1s0x2e68e7c4640dd11b:0x8779f3eabbeaeb37!8m2!3d-6.890602!4d107.616977!16s%2Fg%2F11ghp8j1k9!19sChIJG9ENZMTnaC4RN-vqu-rzeYc?authuser=0&hl=id&rclk=1","Martabak Pizza Orins Bandung","4,6","(243)","·","Rp 25–50 rb","Martabak","·","Graha Visi, Jalan Dipatiukur No. 68, B No.3 lt. 1","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWOZgv2Kx-T-rtiTdXsL4oJztIPzC7_XrzdepicgjmmS7Pc169YclwjejWZsaNihBUDvXzozFRgUVyWQKBEUZsq3nDyLaaE47z5NB9dWSEm0m96H9PC4OplFEOsm4GKe4oEfd2eg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Variasi martabak pizzanya banyak banget, sampe bingung pilih yang mana?""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnaHA4ajFrORgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/My+Zanno+Pizzeria+-+Pizza,+Panuozzo,+Brisket/data=!4m7!3m6!1s0x2e68e772270d88e9:0x9df47f78396531cc!8m2!3d-6.9238475!4d107.6169257!16s%2Fg%2F11yknpy3g0!19sChIJ6YgNJ3LnaC4RzDFlOXh_9J0?authuser=0&hl=id&rclk=1","My Zanno Pizzeria - Pizza, Panuozzo, Brisket","4,8","(44)","·","Rp 50–75 rb","Pizza","·","Jl. Lengkong Kecil No.84b","","Segera tutup","· 21.00 · Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfjy79eydqQ0e9XGyLM9q1AC88bMVxGZNeo_qh9gk5CW7I4vZRR0DYQGFViaU-pIM64_aPwmgTLerwdcYYBoXOb732M9pGzlbM-CyYLVokmT0M_qqATq4PbZT48pi5YYsWpU9J98QFJcw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","smoke brisket dan","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5a25weTNnMBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e68e6fcc3ea9137:0xb89c1062e4878328!8m2!3d-6.8775668!4d107.6175207!16s%2Fg%2F1hdzf125y!19sChIJN5Hqw_zmaC4RKIOH5GIQnLg?authuser=0&hl=id&rclk=1","Pizza Hut Delivery - PHD Indonesia","4,5","(983)","·","$$","Stan Pizza","·","No.342 C, Jl. Ir. H. Juanda","Franchise piza dengan beragam pilihan","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEj8kg4O3vCu9OK9Zjw2-tBj0jTI06XvvtlxBxI13bC3MgzQpOFLWtllY_Sn4I7QUpVzghBqjMwvYVxa__fygKebgQ_uw_c2pwUbazeVu9dSQhbs7GjNZraXlKioSqtY6bWPBy88rzngFRF=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap","pizza","nya enak topingnya banyak, bakal balik lagi kesini""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhkemYxMjV5GAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/De%27+Papz+Pizza/data=!4m7!3m6!1s0x2e68e77947716435:0xdf973b025d46e26!8m2!3d-6.862813!4d107.6294686!16s%2Fg%2F11yw49vdq2!19sChIJNWRxR3nnaC4RJm7UJbBz-Q0?authuser=0&hl=id&rclk=1","De' Papz Pizza","5,0","(1)","","","Toko Makanan","·","Jl. Bukit Pakar Timur No.9A","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaJuSTVviSMaxNY4rqprJ9RBr-aIgJ_QuJpWq-sVRzt0ho7KhuOtv28sfqt-uI-f1XojA4gpIj30VPHo-TAqOKYQ-uCfgBUiCt7pEbEzfS76TS41TGlPVLMVPD0QkPXdGEt28qrkQ2fRU=w80-h106-k-no","","Bawa pulang","","","","",""
"https://www.google.com/maps/place/Gekato+Pizza+Laswi/data=!4m7!3m6!1s0x2e68e70139414d93:0x217b1401ef02224c!8m2!3d-6.9222071!4d107.6295878!16s%2Fg%2F11xtlhwnch!19sChIJk01BOQHnaC4RTCIC7wEUeyE?authuser=0&hl=id&rclk=1","Gekato Pizza Laswi","4,9","(115)","·","Rp 25–50 rb","Pizza","·","Jl. Laswi No.110","","Segera tutup","· 21.00 · Buka Sen pukul 09.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEO7EGERjmyGZ-jWaU2_5oHVqUJ0S1RWrv84s8NvsB_v01pnnm9R3WfCAbFE3wHv58Lzr2jsH5G50J5mrnuPnNLiOfkL3cR1O2DTzudeCBsWZVMY5yaCEJihyJ1AhH-4XgJhZMYF2H62DvY=w88-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doughnya tebal tapi crustnya tetep crunchy.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4dGxod25jaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza+n+Friends/data=!4m7!3m6!1s0x2e68e762299ec1b3:0x68b05d7849414a4e!8m2!3d-6.8976061!4d107.5941558!16s%2Fg%2F11mtfnt4t9!19sChIJs8GeKWLnaC4RTkpBSXhdsGg?authuser=0&hl=id&rclk=1","Pizza n Friends","5,0","(8)","","","Kafe","·","4H2V+XM2","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0f1Y2IqsH0p46ceqz5AUTiF5cXZdwDN9Wv9oxp01un2lYiasH9u05RsAS_peNUvdz_TNXIHiXFWE9QL9_UX9ZmhyJaaKPXurhkqqOcKbxwsf_fBVVQVSv6OOWy5FR3SiLnmmc=w86-h156-k-no","","Makan di tempat","Bawa pulang","Pesan antar","","",""
"https://www.google.com/maps/place/Marty%27s+pizza/data=!4m7!3m6!1s0x2e68e7635e835cbb:0xf43017df001b7540!8m2!3d-6.9187277!4d107.6095318!16s%2Fg%2F11fpp6q6qj!19sChIJu1yDXmPnaC4RQHUbAN8XMPQ?authuser=0&hl=id&rclk=1","Marty's pizza","4,4","(337)","·","Rp 50–75 rb","Pizza","·","·","Jl. Braga No.45","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPk8oey26mru0rqtukvEeFx4lms6ufzxEAO9qkKkxvzbdO4sbutcigdqAEq_wx-LotlIq-QOYJfpc4maYUHgQX6iXNX1b0eKyXJ7Py6Rn0qLc0iOi7sGvHrB-uKwlIHWyDJvKs=w201-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cuman rasanya kurang kuat, dan biasanya","pizza","sama cola""","","",""
"https://www.google.com/maps/place/AA+pizza+fress/data=!4m7!3m6!1s0x2e68e70016663d7b:0xd114e46b7b52d1cd!8m2!3d-6.9029811!4d107.6157188!16s%2Fg%2F11n99wvcxh!19sChIJez1mFgDnaC4RzdFSe2vkFNE?authuser=0&hl=id&rclk=1","AA pizza fress","","","","","Pizza","·","Jln. Pasar Jl. Gempol No.13","","Segera tutup","· 21.00 · Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGa7NA51PfqRgSp1o7dbypoYZ8gBoaARFQSiBJ0381BKiBNmOFfEi4giXTNxMwZX396S-l48_b4AKSYULTAoiq56_QXABRugF6VFW54A2oDEZXu3FFTSddioEbg80JEKFdbVMNVgbvFiu61=w80-h141-k-no","","","","","","",""
"https://www.google.com/maps/place/Amo+Pizzeria+Indonesia/data=!4m7!3m6!1s0x2e68e719cb4984a5:0xdaba8233c277162!8m2!3d-6.910753!4d107.6300868!16s%2Fg%2F11q26mqp0j!19sChIJpYRJyxnnaC4RYnEnPCOoqw0?authuser=0&hl=id&rclk=1","Amo Pizzeria Indonesia","4,3","(63)","·","Rp 50–75 rb","Italia","·","Jl. Anggrek No.55","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTwsh63VLIgAz7ZJqy2w2IJHou6wJOoA1Fijg4wmPmd8bhu6p3uf88l8rQtX-lASiFqGrt78NTbrlptHEFXpkoZGOx7G1ScvVIeieFMNJyzmouIqrYZbqjJxkZ4AKAydaLYiMP=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","nya enak, pelananya juga bagus best lah pokonamah👍🏻""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxMjZtcXAwahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NUv3aa23NMOt4-EP37OjuAw&ei=NUv3aa23NMOt4-EP37OjuAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza+Square/data=!4m7!3m6!1s0x2e68e70505f55c1f:0xf573e0818a22e6d2!8m2!3d-6.8863703!4d107.6257128!16s%2Fg%2F11kqcg0wnm!19sChIJH1z1BQXnaC4R0uYiioHgc_U?authuser=0&hl=id&rclk=1","Pizza Square","5,0","(1)","","","Restoran","·","Jl. Cigadung Selatan Dalam 2 No.58","","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPLqDjIEeEF1VkIVGPyfi0So3JDRX_me5QCUjusP61ziC83XiM5XkDuLWbCkuFG-FGkZGGMAv0ixXiyORrOcJJ1KXSS0qBRXQC73vQbkbHolsbfSiGr6A5VnbnsvlbXJYBykc5bg=w91-h92-k-no","","Makan di tempat","Drive-through","Pesan antar","","",""
"https://www.google.com/maps/place/Pinetta+Pizza/data=!4m7!3m6!1s0x2e68e7cf13add073:0xa2d94a05d8458089!8m2!3d-6.8678358!4d107.6101541!16s%2Fg%2F11rcnq_rz9!19sChIJc9CtE8_naC4RiYBF2AVK2aI?authuser=0&hl=id&rclk=1","Pinetta Pizza","4,7","(31)","","","Pizza","·","Jl. Rancabentang No.28","","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQd0dM6YFDSf9hUulLOf4PFCSqaJ2JUrTMiq4rCBEURyyYQt8V0MnWLLcNbkVtEarCHc_amIdotKzKsPteyMPonrhp7vWq64_kuVxOLfjmVAnFaYp90xgaDg7uUQzBxAdNAmLpjQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great and tasty","pizza",", harus makan selagi panas lebih nikmat.""","","",""
"https://www.google.com/maps/place/Teras+Dago/data=!4m7!3m6!1s0x2e68e70e9383d61b:0x7a2ddd498de5a792!8m2!3d-6.8851966!4d107.6121339!16s%2Fg%2F11tt4yqj81!19sChIJG9aDkw7naC4RkqfljUndLXo?authuser=0&hl=id&rclk=1","Teras Dago","4,6","(8)","·","Rp 25–50 rb","Kafe","·","Jl. Siliwangi No.5","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfV0vOajAd4os0Ev3jl53qlAdzq0JsLb7VZuGtKuWqzFKWXiJ_zk_bzNsu__V2IJg-4dJh8Cld1jf7c6yHwOn6-o8cc3uS56uqgoQdpwVZHlV1C08G6EqD8u5pT0sEa6Pt-7NakQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""viewnya keren, menu makanan bervariasi.""","","","","",""
"https://www.google.com/maps/place/McDonald%27s+-+Simpang+Dago/data=!4m7!3m6!1s0x2e68e6e33227d863:0x1bdb90c18f112062!8m2!3d-6.8849123!4d107.6134393!16s%2Fg%2F1hdyyrl2y!19sChIJY9gnMuPmaC4RYiARj8GQ2xs?authuser=0&hl=id&rclk=1","McDonald's - Simpang Dago","4,4","(16.773)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Jl. Ir. H. Juanda No.181","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbA3barEIIYDqK1Eknq2hZCbTEWP26h_SOcGDYBmPBXKoD2esFbsZlV9Zx0J38vaPFlDtD72fXe6Me1uonIPT0muPL0X4hhQeV3S1wB4-MV7GxNItAfUWd5TN8QhEOM0NZzhP4_w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fast and efficient food.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhkeXlybDJ5GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NUv3aa23NMOt4-EP37OjuAw&ei=NUv3aa23NMOt4-EP37OjuAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Risoles+pizza/data=!4m7!3m6!1s0x2e68e6ee632f90bf:0x81099a48f73e0eea!8m2!3d-6.8744345!4d107.6045453!16s%2Fg%2F11c749w8c1!19sChIJv5AvY-7maC4R6g4-90iaCYE?authuser=0&hl=id&rclk=1","Risoles pizza","5,0","(1)","","","Kafe","·","Jl. Ciumbuleuit No.157-161","","Tutup","· Buka Sen pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFELtdn8wRhhyPvjyoxhqci0l2Ueri7oEj-hkqcy-lntuoLBqguZDQkI274EMX1uiBGlFX-sEDN3sJDIcNRhHeWmBaioHI4vc_6J5lyJ1xb6Xxs_pJ4j9XJoMdT6CxWgKu1BoAg=w80-h106-k-no","","Makan di tempat","Bawa pulang","Pesan antar","","",""
"https://www.google.com/maps/place/Emperano+Pizza+Cikuray/data=!4m7!3m6!1s0x2e68e97c5f3c1bf7:0xcbd780416a16cd9e!8m2!3d-6.927536!4d107.6330239!16s%2Fg%2F11trwxn569!19sChIJ9xs8X3zpaC4Rns0WakGA18s?authuser=0&hl=id&rclk=1","Emperano Pizza Cikuray","4,6","(895)","·","Rp 25–50 rb","Pizza","·","·","Jl. Cikuray","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUNhB5d-_m8G8e8C5NGMNwCtuytYvLIk_K5bX6879eCI1XKv1phCx1NkjueLNsg_iFhzsENJnEPZizskkOaC_O7J-zWvwC4gqUwtJRpMT26uSyTLL8jV5S92huY7IT2-1vvIvWKA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""the","pizza","tastes was so good meskipun agak gosong dikit.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0cnd4bjU2ORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NUv3aa23NMOt4-EP37OjuAw&ei=NUv3aa23NMOt4-EP37OjuAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Ipizz+Italian+Pizza/data=!4m7!3m6!1s0x2e68e74dbd81a0d7:0xbc48aa63c9a73d90!8m2!3d-6.9264203!4d107.5962717!16s%2Fg%2F11lr_xf1m3!19sChIJ16CBvU3naC4RkD2nyWOqSLw?authuser=0&hl=id&rclk=1","Ipizz Italian Pizza","4,8","(200)","·","Rp 50–75 rb","Pizza","·","Jl. Terusan Pasirkoja No.28","","Tutup","· Buka Sen pukul 11.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGv1SqjcnSzMAL2pXYy0uFVnljuPd9KWgrgVNjSNuILY0p3oHsxNZiUQUZhXWlDc9P5-7sZFyhEW11CU2RjZRNRU3aLNixLmUFOfEColQL2FteElcq6jUQm9dEK9RUISjLtUmIMww=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Langganan order ipizz, rasanya enak, NY","pizza","style.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFscl94ZjFtMxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NUv3aa23NMOt4-EP37OjuAw&ei=NUv3aa23NMOt4-EP37OjuAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Magic+Pizza/data=!4m7!3m6!1s0x2e68e648321d86e9:0x399a966e70f7b0f5!8m2!3d-6.9068667!4d107.6119389!16s%2Fg%2F1ptvr32zk!19sChIJ6YYdMkjmaC4R9bD3cG6Wmjk?authuser=0&hl=id&rclk=1","Magic Pizza","4,0","(53)","·","Rp 25–50 rb","Pizza","·","Mall Riau Juction, LLRE Martadinata St No.17-21 Ground Floor","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEiO1w1lgkb2Uo1xbAKbcQeeyU9JM01F_FaCw4r-AX1XZFMp_0yZDtIx0S3sK-GWSGPnA1cBeX5XBH9Gkk_naWolhsuG2s3njkd-pTqC1VfV6RAOMfosEQdxHpwVpZBJMDlqmzEXA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pizzanya tipe Italian","pizza","yg adonannya tipis dan crunchy.""","","",""
"https://www.google.com/maps/place/Two+Hands+Full+Dago/data=!4m7!3m6!1s0x2e68e68ca3e607d3:0x1ad911ec6c6ccf0b!8m2!3d-6.8924806!4d107.6126885!16s%2Fg%2F11b6hsqr97!19sChIJ0wfmo4zmaC4RC89sbOwR2Ro?authuser=0&hl=id&rclk=1","Two Hands Full Dago","4,5","(2.151)","·","$$","Kedai Kopi","·","·","Jl. Ir. H. Juanda No.113","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsrSmu2pCHgWK4tOGiDYRrXoGVd-Zre4YmuXxJntvE2eXy0AhvzKcw2iMRJDQ3CQWdF_iLgLzcMkDwfILi7cNiCBBoJ13k03j_3mesZO2Jx0IUtRJoHKRn4sb8LQcgSXrg50Y_=w80-h173-k-no","https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png","Menu yang ditandai:","pizza","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmhzcXI5NxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NUv3aa23NMOt4-EP37OjuAw&ei=NUv3aa23NMOt4-EP37OjuAw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kedai+roti+ibu+saya/data=!4m7!3m6!1s0x2e68e7dbe7be4003:0x50cbd45a746b54f0!8m2!3d-6.8977466!4d107.6099555!16s%2Fg%2F11l6zhb7f6!19sChIJA0C-59vnaC4R8FRrdFrUy1A?authuser=0&hl=id&rclk=1","Kedai roti ibu saya","3,5","(1.096)","·","Rp 1–25.000","Restoran","·","Jl. Tamansari No.66","","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVgwgSuCfMrANEARkzlXu196gp2w1jORy7XRWbFjfDiuyvv6ey3MswHE_jRK-Jf81Hrm4iBhNhPOYNWZ09nJUo_K4cnYwnKA74t6kWmbtV-ygfFshZ0ocCc8hNdJ86szd5OeZY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk minuman dan","pizza","datengnya cepet tapi main course LAMA BANGET.""","","",""
