"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Kisah+Manis+Dago/data=!4m7!3m6!1s0x2e68e7dc4cbf2303:0x99485828c5ac45f4!8m2!3d-6.895273!4d107.6131165!16s%2Fg%2F11sf43bnrz!19sChIJAyO_TNznaC4R9EWsxShYSJk?authuser=0&hl=id&rclk=1","Kisah Manis Dago","4,9","(6.041)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Ir. H. Juanda No.98","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1ue4Zsst8Y1sSAgmzmDK3dvyKWBXOwcEPzh85ocFqcJsEOtUwOOiLhnzF2ZOjlaTFioL-pNuSkCQGEb6kXkns1NAzUPnVkJIpX7sjoMZ23J3oPcx10VM7oX74o7TSCYntPCE=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""it's fun, good place, good service, tasted well.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzZjQzYm5yehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Kkv3aemBE4Chg8UPjJXHyA4&ei=Kkv3aemBE4Chg8UPjJXHyA4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Eititu+Resto+%26+Cafe/data=!4m7!3m6!1s0x2e68e65743fd9537:0xed7e9174bd46404f!8m2!3d-6.8911493!4d107.6108764!16s%2Fg%2F11byxfjd7y!19sChIJN5X9Q1fmaC4RT0BGvXSRfu0?authuser=0&hl=id&rclk=1","Eititu Resto & Cafe","4,4","(301)","·","Rp 25–50 rb","Kafe","·","Gedung Campus Center Timur ITB, Jl. Ganesa No.10","","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEn9tKsvUo96-JKhFgA5sjeWiU7VOgxzrTU81WjRSw42JyHw4j_b2a1Hn_5FHWHa530FEc_dfuwrVEl8DTN7DtjwKzDbS2AmIyXQPQNY3GJ8xOaOfuGb5k__oOxF3NdLa3e1HS1=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pastry yang tersedia di waktu brunch ada croissant dan cinnamon roll.""","","","","",""
"https://www.google.com/maps/place/Dago+Panyawangan/data=!4m7!3m6!1s0x2e697298a875ddeb:0x7cfb304b1e293041!8m2!3d-6.8913643!4d107.6129129!16s%2Fg%2F1v6gb73g!19sChIJ6911qJhyaS4RQTApHksw-3w?authuser=0&hl=id&rclk=1","Dago Panyawangan","4,5","(2.978)","·","$$","Sunda","·","Jl. Ir. H. Juanda No.127","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGOxTerg57FcPf1mjDrernVW0at9YnNep_JDfhD2SryzvkI5UUBUpcDw4tr2GaaDzew1B2kk5E_kOKX2D-DAIElgI0Fft79-aQo7KVjdzJlX4MnvuQ21BgO_HtaJa0SwFMsprR=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya memesan menu paket untuk 4 orang.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXY2Z2I3M2cYADoDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Kkv3aemBE4Chg8UPjJXHyA4&ei=Kkv3aemBE4Chg8UPjJXHyA4&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Loka+Lima/data=!4m7!3m6!1s0x2e68e64e3bc8bedf:0xda694b72ab1fa44b!8m2!3d-6.897841!4d107.613741!16s%2Fg%2F1hm4b8fds!19sChIJ377IO07maC4RS6Qfq3JLado?authuser=0&hl=id&rclk=1","Loka Lima","4,4","(297)","·","Rp 25–50 rb","Restoran","·","·","Jl. Dipati Ukur No.5","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0pt-8A4gf3P3dwKVz3S8P_IbXB7Uy8ukbHeyOsAnBwnGpDoJBdUvSahWxklbjccs7M80ngE4AjUg_gaOlsK_7F3PVj3vWqeLOZf5A6ceuQlnkVm6vbTfmt5w3_RGpUig6ZqcOTg=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Berikut reviewnya;""","","","","",""
"https://www.google.com/maps/place/DEBUNZI+RISOL+DAGO/data=!4m7!3m6!1s0x2e68e700757a196d:0x6a5c860be2f3fe5b!8m2!3d-6.8964426!4d107.6129984!16s%2Fg%2F11vzttz9hn!19sChIJbRl6dQDnaC4RW_7z4guGXGo?authuser=0&hl=id&rclk=1","DEBUNZI RISOL DAGO","4,7","(487)","·","Rp 1–25.000","Prasmanan","·","Jl. Ir. H. Juanda No.86","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9gAGx2CIs1UThGdlNAtFosSJkaGk6MilWyXVb9xbbV-MVxPjAaTcwOdGCWrVV6YeLtqbFL4plfMdGeG9OA6eZGqNgndRvM7PqTb2gztfnDWRm7lNWg7kgA-_bWZ3hgdIb8vSzyWevgTiZ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended!""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2enR0ejlobhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Kkv3aemBE4Chg8UPjJXHyA4&ei=Kkv3aemBE4Chg8UPjJXHyA4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Peels+Records+%26+Bar/data=!4m7!3m6!1s0x2e68e7cf670b5e91:0xfb29307bd9428dad!8m2!3d-6.8924832!4d107.6127913!16s%2Fg%2F11l8sw1qlx!19sChIJkV4LZ8_naC4RrY1C2XswKfs?authuser=0&hl=id&rclk=1","Peels Records & Bar","5,0","(93)","","","Bar Minuman Koktail","·","Peels Records and Bar, Jl. Ir. H. Juanda No.113 Lt. 2","","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7W_ux0hK9QNPQxaP_F5VTnWqEY1Jj1RI-TqM15Tc4m_4OkNyp7uxgNyD1JQ_wJlR0LhjOKgAkDYQO5X3TWFqlLF1OrmFslFSOcC4hEKOmrFz3b8V_o6NIyYbl296VufYOpwyF_aRNDdjq=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The Real Hidden Gem!!!""","","","","",""
"https://www.google.com/maps/place/Pizza+Van+Java/data=!4m7!3m6!1s0x2e68e72cdbb8a389:0xe3b7b780922a281e!8m2!3d-6.8975234!4d107.620118!16s%2Fg%2F11vwgk2ryp!19sChIJiaO42yznaC4RHigqkoC3t-M?authuser=0&hl=id&rclk=1","Pizza Van Java","5,0","(22)","·","Rp 1–25.000","Pizza","·","Jl. Japati No.88","","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlUCcoqwotfSyyRKGzVjai-mrEx6tpyFEPV9lJWuxGTuB719CIGBOx7MnbSJFLW9qAheN9zY-fjlhUxKM25cM0_fnuehB_klc21dWH5rYiYzyc9deCpK-E3U5rlvlS3vXnnzI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","yummy,,,rotinya crispy,bikin ketagihan""","","",""
"https://www.google.com/maps/place/Ping+Ping+Cake/data=!4m7!3m6!1s0x2e68e7002c9e1d5d:0x6b72b0fd90f86464!8m2!3d-6.8977757!4d107.6098622!16s%2Fg%2F11vs4yvhxh!19sChIJXR2eLADnaC4RZGT4kP2wcms?authuser=0&hl=id&rclk=1","Ping Ping Cake","4,6","(38)","·","Rp 25–50 rb","Toko Kue","·","Jl. Tamansari No.66","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZXnQJduR2Y2iGj_vWnwqrqJnFk9ZYW2Xb8dbe9Y4iwrjAaW0N8fu0P1cA_kML8ZKtc3Db3Q5eFb8KOHtrNwY0y_89tEspcv5ASDrvWJWghwiViXpd7eVyNkDRy_jY-7WuAjOx9-GnPEN1=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tiramisunya enak sekalii, tempat juga estetik cocok buat foto-foto""","","","","",""
"https://www.google.com/maps/place/Richeese+Factory+Ciwalk/data=!4m7!3m6!1s0x2e68e7f4482ed4a7:0x834c96ba68285d1d!8m2!3d-6.8939489!4d107.6056944!16s%2Fg%2F11lp7jhtkw!19sChIJp9QuSPTnaC4RHV0oaLqWTIM?authuser=0&hl=id&rclk=1","Richeese Factory Ciwalk","4,5","(384)","·","Rp 25–50 rb","Makanan Siap Saji","·","Jalan Cihampelas No.160, Kelurahan Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat Unit SL -07-07A","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPkpH5xB1Bu9I0w8Zc44bU9BKn8iqAp96AZkpuC1zLKQ0ZpAH64r1GEtU91Ry9ysAtpPhANKLSEk8MUNcogQJ4YBtfnpqK068QDJKEH04j4ADNKi9lXUCtF8CA7X96cMArAmCMRF4HDilz=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nunggu makanan 37 menit baru selesai.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFscDdqaHRrdxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Kkv3aemBE4Chg8UPjJXHyA4&ei=Kkv3aemBE4Chg8UPjJXHyA4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Garden+Cafe+Dago+109+%2F+GMKI+Cabang+Bandung/data=!4m7!3m6!1s0x2e68e65126e950bf:0x15ab0eb24bb04682!8m2!3d-6.8928073!4d107.6128568!16s%2Fg%2F11fxzc5sl4!19sChIJv1DpJlHmaC4RgkawS7IOqxU?authuser=0&hl=id&rclk=1","Garden Cafe Dago 109 / GMKI Cabang Bandung","4,4","(134)","","","Kafe","·","Jl. Ir. H. Juanda No.109","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeuGoASoAchqNYPfH4q73_9Bh1TZjl99vauevIg1qtjVHNjMpNfW16zfk1-FmQ7_zMdcLj1YDIBYibM2YTvYBnWv67DyQyOpr4X_k4p4b9LzznamDEbWlWFzkPBJxtd9A2WwsS=w80-h106-k-no","","Makan di tempat","Bawa pulang","Antar tanpa bertemu","","",""
"https://www.google.com/maps/place/Bandung+Cheesecuit+Dago/data=!4m7!3m6!1s0x2e68e79484f4610f:0x4fe5739b8c108b60!8m2!3d-6.8969464!4d107.6127012!16s%2Fg%2F11pzrjpl6h!19sChIJD2H0hJTnaC4RYIsQjJtz5U8?authuser=0&hl=id&rclk=1","Bandung Cheesecuit Dago","4,4","(847)","·","Rp 25–50 rb","Toko Kue","·","·","Jl. Ir. H. Juanda No.91A","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe7e2xRfAgIIKM2GfZue-f_uJurb42r3OjGgvr1LpLYzaRCZjHKJYdKCyDYhEoUtMbb9gGiJNt_r7HTnWi4lastFD51I5YNZVCwDWJOg3Pt9JoDbgQKzpRtyLHhbjs1cio87378Q=w164-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ENAKKK RASANYAAA WAJIB BELI BUAT OLEH2, doublecheese ga enek!!""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwenJqcGw2aBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Kkv3aemBE4Chg8UPjJXHyA4&ei=Kkv3aemBE4Chg8UPjJXHyA4&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Regall+Pizza+%26+Gyros/data=!4m7!3m6!1s0x2e68e7ac01cc5361:0x6e1fcf27de004df9!8m2!3d-6.8953282!4d107.6193327!16s%2Fg%2F11dz56fzsg!19sChIJYVPMAaznaC4R-U0A3ifPH24?authuser=0&hl=id&rclk=1","Regall Pizza & Gyros","4,5","(289)","·","Rp 25–50 rb","Pizza","·","·","Jl. Titiran No.86","Buka","· Tutup pukul 23.45","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbQK-vPr0AJuComkT8jMdzqhtKrEG-1T96SaYGuVcL87oxzQZboG6Gnkz94EthqG81TKsqBh6AxpS1CCaFKv_ymlqdJdpLlldn_phIObCHGCrotYmAIY8bxo0XorvqzVoF0Lg=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","dimasak langsung di tempat menggunakan oven sehingga masih fresh.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkejU2ZnpzZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Kkv3aemBE4Chg8UPjJXHyA4&ei=Kkv3aemBE4Chg8UPjJXHyA4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Kopi+Kyomi/data=!4m7!3m6!1s0x2e68e73a9efb66bf:0xc48120de8d5b64f!8m2!3d-6.8895429!4d107.613792!16s%2Fg%2F11h4jws0g6!19sChIJv2b7njrnaC4RT7bV6A0SSAw?authuser=0&hl=id&rclk=1","Kopi Kyomi","4,6","(914)","·","Rp 25–50 rb","Kedai Kopi","·","·","Jl. Ir. H. Juanda No.130","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHT3lCLJHvq4o16KoN6VpG4KnV8S4U99m_ABdlfN193A7a-d8MSc976GxYyqXZ_--n_2ZQQQ9P7dXZvIPIxyKzh0ELirh-YJeAeyTpJXXKA2SMJe-UXknzsJFxfbp49LoAFBsSC=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Like their coffee, donuts,","pizza",".""","","",""
"https://www.google.com/maps/place/Kedai+Pizza+Kampung+%28KPK%29/data=!4m7!3m6!1s0x2e68e654120744cb:0x70a240c8c3c84f63!8m2!3d-6.8912715!4d107.6167501!16s%2Fg%2F1pzrrbryd!19sChIJy0QHElTmaC4RY0_Iw8hAonA?authuser=0&hl=id&rclk=1","Kedai Pizza Kampung (KPK)","4,3","(16)","","","Pizza","·","Jl. Dipati Ukur No.76 A","","Segera tutup","· 21.00 · Buka Sen pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGx-eEOKB3SlWnHt7IIXW4ibHHlf9Cte33uA4yTWBHItu0KWXHiezt3Vnd_n31pP1caur3V2NAboHXLUrVFCMLqrX7J3TqERH7oNbBCHWq4Z1Z4zWfrG2NzdZUnvz2UN00w9MKy=w122-h92-k-no","","Makan di tempat","Bawa pulang","Antar tanpa bertemu","","",""
"https://www.google.com/maps/place/Pizza+Montera/data=!4m7!3m6!1s0x2e68e70000c4ea05:0xf4869d0b61e64ab0!8m2!3d-6.8924593!4d107.5951011!16s%2Fg%2F11nb5p3jfg!19sChIJBerEAADnaC4RsErmYQudhvQ?authuser=0&hl=id&rclk=1","Pizza Montera","5,0","(3)","","","Pizza","·","Jl. Sukagalih No.22","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAERlmlaSDbt08cZ2l4Zb6OY0BoCBEDD3MxURXfhtkTEb4vrmrHeT6Vke10l_kSNU6tTjM3GwxVeJaUBKrt1xxWj2dbE9rl8XaDnjyik8eq-WlhH_-CSBmeM_g_vTe_kSTBSXRwWwRv-Mv8V=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayo buruan mungpung promo datangin","pizza","montera Murmer""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFuYjVwM2pmZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Caffe+Bene+Dago/data=!4m7!3m6!1s0x2e68e65636f1c60f:0x384cf91a6806a9e3!8m2!3d-6.888025!4d107.613437!16s%2Fg%2F11b60zp010!19sChIJD8bxNlbmaC4R46kGaBr5TDg?authuser=0&hl=id&rclk=1","Caffe Bene Dago","4,5","(1.789)","·","Rp 50–75 rb","Kedai Kopi","·","Jl. Ir. H. Juanda No.155","Kedai kopi dengan hidangan manis & gurih","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHie63GToolLXsrsNqChCOGX-3jrGtUzimndGNhwD_4OgTv5AtIAcFhd9DCmj4CLcgPVlvnqQaExyqchXByY6kt0OCkoIZlQUAemWiaclcc5pUXThCNJkujJnuCLDmbhlYMf-XZjQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kafenya nyaman,","pizza","enak, es krim jg sgt delicious.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjB6cDAxMBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Nonna+Cafe+And+Resto/data=!4m7!3m6!1s0x2e68e64b1f357f25:0x6b20a0b49917d657!8m2!3d-6.9043506!4d107.6199587!16s%2Fg%2F11qzzx38vp!19sChIJJX81H0vmaC4RV9YXmbSgIGs?authuser=0&hl=id&rclk=1","Nonna Cafe And Resto","4,4","(546)","","","Italia","·","Jl. Progo No.37","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxJ78nnwJnbEWAvbVwbFGegnxNeNQIyQ-yfkZtrT-t2UK9FePtCJV7Pl4Cl01JweMLszGVF93TfiDp242gt_MbwiiPWEVbgQZ7u3-in2BLM_LXnLY6iponlVF2aIqIhLLlrDE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Pizza","dan pasta nya outstanding, super tasty.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxenp4Mzh2cBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/KOZI+Coffee+Dipatiukur/data=!4m7!3m6!1s0x2e68e77190fdd037:0x5ebb5f9ac87360cf!8m2!3d-6.898163!4d107.6133243!16s%2Fg%2F11hsb478ld!19sChIJN9D9kHHnaC4Rz2BzyJpfu14?authuser=0&hl=id&rclk=1","KOZI Coffee Dipatiukur","4,7","(488)","·","Rp 25–50 rb","Kedai Kopi","·","·","Jl. Dipati Ukur No.1","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5b_X1Rl0fRdg6gwR3XPnILGhWE8MCUECabbntKFYxkUu5R5hvdLEa3_I1bIlekR0Rcgeu2wnvMgrHtLjsGp4dXV2DNm6KvVxf8RlFLGIf4Z3PNA6VzJhWsy3x9r6U1wGsi4tj_sBC5KM=w80-h113-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sayang garlic breadnya habis""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoc2I0NzhsZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Donasz+Urban+Rollin+Pizza/data=!4m7!3m6!1s0x2e68e71de29e1cbd:0xa7422f2374b43482!8m2!3d-6.8777447!4d107.6116002!16s%2Fg%2F11kv_v3yz5!19sChIJvRye4h3naC4RgjS0dCMvQqc?authuser=0&hl=id&rclk=1","Donasz Urban Rollin Pizza","5,0","(2)","","","Produsen makanan","·","Jl. Cisitu Lama No.19A","","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR6zPJoDEbrST2P9PMk_L8tyWxaWEWz4PrYZ3mAv7IY7WkJ7EawF-iyH9hs-YdgJLLvjjSoDWyKgqfXVPSdadgSENvaGM069vw9WzVngH5YUl48c8E107b-U9RJMPDGhsVMEZBcA=w138-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Domino%27s+Pizza+Dago+Atas/data=!4m7!3m6!1s0x2e68e6fc0cd5c247:0xfb21e4f6f956a493!8m2!3d-6.8804082!4d107.6160216!16s%2Fg%2F11c1l4_qfx!19sChIJR8LVDPzmaC4Rk6RW-fbkIfs?authuser=0&hl=id&rclk=1","Domino's Pizza Dago Atas","4,4","(2.571)","·","$$","Pizza","·","Jl. Ir. H. Juanda No.269 A, RT.03/RW.09","Resto pizza delivery yang berdiri lama","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEamEWHyqu2ptRrp25L-EM5anj_6utpOU4K0DuVTl-GFoi6Qf840XEDhAUzzj_rRNR_lPZF3PCdR0wua2LMNnfN70K6ai_PQVBE36iSKCaE0nE0Dn-dX2Y8Vel4WSjDax6OsJuK=w127-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Servisnya bagus, suasananya juga enak buat nunggu pizzanya""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMWw0X3FmeBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/US+Pizza+-+D%27Botanica+Bandung+Mall/data=!4m7!3m6!1s0x2e68e700492df309:0xe31ac646ff2547c7!8m2!3d-6.893331!4d107.5849826!16s%2Fg%2F11vqps2mfp!19sChIJCfMtSQDnaC4Rx0cl_0bGGuM?authuser=0&hl=id&rclk=1","US Pizza - D'Botanica Bandung Mall","4,9","(541)","","","Pizza","·","Jl. DR. Djunjunan Dalam No.143-149","","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2Z6LNUWdV6820-NRGOyULqorNrkNBURWxsALw-Qf4uR_u2AeOglIbV9DXiMl0vRhdF1GOYqdlV1sx9J95yDe6Suztl9ZaatAUQTY7lCfRXRMeZiGY8x1R1K-_90uus3J61D_LWR0RQBKE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pizzanya enak+servicenya baik, sangat direkomendasikan""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2cXBzMm1mcBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/BASMUT+PIZZA/data=!4m7!3m6!1s0x2e68e6524cfa12e9:0x1e85dc5400fc3573!8m2!3d-6.8947786!4d107.6177651!16s%2Fg%2F11ypgsy_l5!19sChIJ6RL6TFLmaC4RczX8AFTchR4?authuser=0&hl=id&rclk=1","BASMUT PIZZA","","","","","Restoran","·","Jl. Dipati Ukur No.23","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0JtQNYQNJKih5qx7rSIspQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=123.64372&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/Roti+John+Borobudur+Dago/data=!4m7!3m6!1s0x2e68e74027b17577:0x67fb8dd166eb2dd1!8m2!3d-6.8975743!4d107.6119476!16s%2Fg%2F11h0_0_y3h!19sChIJd3WxJ0DnaC4R0S3rZtGN-2c?authuser=0&hl=id&rclk=1","Roti John Borobudur Dago","4,5","(28)","","","Makanan Siap Saji","·","Jl. Badak Singa No.2","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnKIUyDQ0IE30Jdy6AZLDy0UHLHUE0tr3oPFbA86z-hHjXQVsR6-dGwwXv7kwYQnmwcK64aurnJdkkzs9dHrW9hv-Ze3Vzk3Yb_DFx1XrZ6hr4G4Ya1ZVpVXqLlzY_2C73xp9b=w92-h92-k-no","","Makan di tempat","Bawa pulang","Antar tanpa bertemu","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMF8wX3kzaBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LEv3abHKBbvCjuMPjrbE2Ac&ei=LEv3abHKBbvCjuMPjrbE2Ac&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
