"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 6"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Chikuro+Ciwalk/data=!4m7!3m6!1s0x2e68e78a477a5497:0xf5d5fb5e976e8c07!8m2!3d-6.893394!4d107.6053482!16s%2Fg%2F11rgrh_pwc!19sChIJl1R6R4rnaC4RB4xul1771fU?authuser=0&hl=id&rclk=1","Chikuro Ciwalk","4,6","(544)","·","Rp 25–50 rb","Makanan Siap Saji","·","Cihampelas Walk","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-oYyYInnqts6AnOBAsfLGHbMbRYqswaZ7MqTLsUMeKJPsKeXQi1j5SPAzIIbbxDW70KTssGbb3gvA17K3fFgGNh1PDL6dGvU27Vpmz_U_iytVr087MCLhx3xHdX8-69o-03Y=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak-enak semua, pelayanannya juga oke, staffnya ramah.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyZ3JoX3B3YxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Almaz+Fried+Chicken+-+Dipatiukur+Dago/data=!4m7!3m6!1s0x2e68e7003a1fce7d:0xe75c1e9dcf8cd4be!8m2!3d-6.8856042!4d107.614326!16s%2Fg%2F11x7bf7fn4!19sChIJfc4fOgDnaC4RvtSMz50eXOc?authuser=0&hl=id&rclk=1","Almaz Fried Chicken - Dipatiukur Dago","4,9","(1.602)","·","Rp 25–50 rb","Ayam","·","Jl. Dipati Ukur No.107","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFj9r9PptQTQgHVn1pZl24JCGIkLh1-v1a_2-lSilM9KccjsOeuRXUXnEscBzERZSzJwV_DxmaHr8gwnwROhuBNDfrarTW8zv2DP3grqJdcZ0evAL1bjSpArG3m-M1LZ3S_WcWRKP3k283Q=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4N2JmN2ZuNBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","enak, harga terjangkau, pelayanan baik dan suasana nyaman.""","",""
"https://www.google.com/maps/place/Subway+-+Dipatiukur/data=!4m7!3m6!1s0x2e68e76acb9cfba1:0x1c4fbf5d48dc50b8!8m2!3d-6.8960689!4d107.6167357!16s%2Fg%2F11s5brk9gz!19sChIJofucy2rnaC4RuFDcSF2_Txw?authuser=0&hl=id&rclk=1","Subway - Dipatiukur","4,4","(634)","·","Rp 50–75 rb","Makanan Siap Saji","·","Jl. Dipati Ukur No.42","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgtCNEGBgxhl4s_XS8iwP4dTmlN5jBoWCbWzX2hogFeZb8MUbfuaIn0FM98IYR_cIjxscM8NW9wCG9T7tOsYipsbUPPlP_d0O-HclTDlxxCmEW_pkT_29oONXyq1dP-vzWsuYHAA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat bersih, sayurnya fresh, saya lagi suka menu wrap spicy italian ❤️""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzNWJyazlnehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/HokBen+-+Dago/data=!4m7!3m6!1s0x2e68e7f7a8bd0221:0x15431cf11fec3b3b!8m2!3d-6.8854372!4d107.6134399!16s%2Fg%2F11b6t1lz06!19sChIJIQK9qPfnaC4ROzvsH_EcQxU?authuser=0&hl=id&rclk=1","HokBen - Dago","4,3","(1.326)","·","Rp 50–75 rb","Makanan Siap Saji","·","Jl. Ir. H. Juanda No.179","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIYgMBCxYUKdKTpqE02IxD8eTJJJTndFaNEmxpo7gv9SDDJHkRN1nLUAJYyvQ8I640vPY4EClBQd1-UliX1niQ8NTKpHIKRmgXJPNrs0IB4DaJjR2Bc3Yzc4Ijn_l3h7qkBMRx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""chicken teriyaki hokben masih juara, rasanya enak bgtt.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNnQxbHowNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Richeese+Factory+Dipatiukur/data=!4m7!3m6!1s0x2e68e6567606d23d:0x6fd71e9f467bccf7!8m2!3d-6.8878312!4d107.6150776!16s%2Fg%2F11c2kh5rxz!19sChIJPdIGdlbmaC4R98x7Rp8e128?authuser=0&hl=id&rclk=1","Richeese Factory Dipatiukur","4,3","(3.084)","·","Rp 25–50 rb","Makanan Siap Saji","·","Jl. Dipati Ukur No.87","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHR3F2OIkEAjzoVl7EBa6p46tf0PHmFrW9DHv1afwOb4h5KaJG3BMaKNZZQAF_1z1lYrJUKQC4fCZ2GmVp0Bw6ZMLkw4Xnh4FZSPikrORry7bqmYx-Jx1fNTo5p5eef-uE8kX81bQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ayam nya enak, tapi maaf banget untuk pelayanan nya ga banget 👎👎""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMmtoNXJ4ehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Kantin+Tamansari+21/data=!4m7!3m6!1s0x2e68e6458ff65d7f:0x4440e147a405d635!8m2!3d-6.9005266!4d107.6089741!16s%2Fg%2F1hm3lg2w3!19sChIJf132j0XmaC4RNdYFpEfhQEQ?authuser=0&hl=id&rclk=1","Kantin Tamansari 21","4,5","(1.191)","·","Rp 25–50 rb","Sunda","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUh1vbt0HM5PY35HPpcYY4PAn60ziekcD3q6OYoKVZyyhtYZ894jh7G0afPWjEKdsrIQIiVJTVAdtxUgZFVTPf2oXHOFGUSfNhEwdHyJdmgKemOxp2SZwECh0yo98-rD77wzpG=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak..
Lalapan dan sambel ambil sepuasnya..
Mantap..
Murah banget..""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtM2xnMnczGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Tamansari No.21"
"https://www.google.com/maps/place/Yogya+Xpress+Borromeus/data=!4m7!3m6!1s0x2e68e651124bb8f3:0x47ecc72c9f43d5af!8m2!3d-6.8935328!4d107.6139888!16s%2Fg%2F11c2pmtstf!19sChIJ87hLElHmaC4Rr9VDnyzH7Ec?authuser=0&hl=id&rclk=1","Yogya Xpress Borromeus","4,3","(175)","·","Rp 25–50 rb","Kafe","·","Jl. Surya Kencana No.7","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsKRQK4M6LKh5b1uwMT0xyD5wHTnHPI-TM1ypvCbyE3mDtbreA8eCd4mtbfaxPI_vWhABWMX2eMjjrOJKwRHZxrcoBUqmJYV5J9kRIdpHGdhs_fAookG4PGtNIG0GnB9FX1mJB=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya berharga affordable dan banyak pilihannya.""","","","","","","",""
"https://www.google.com/maps/place/Santap+Saji+Nusantara+Cuisine+%26+Coffee+Lounge/data=!4m7!3m6!1s0x2e68e75ed690cd97:0xbf34262a816e452f!8m2!3d-6.9059205!4d107.6174028!16s%2Fg%2F11xvxv6vsx!19sChIJl82Q1l7naC4RL0VugSomNL8?authuser=0&hl=id&rclk=1","Santap Saji Nusantara Cuisine & Coffee Lounge","4,8","(247)","","","Restoran","·","Jl. L. L. R.E. Martadinata No.65","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSwoj9TFkVoHRtw6b1JIPsmhCUNQculxZwjJzKgzSd9jRzOKTqsC7ALWAb1EYtpfsKcR3fnmelg0sWUpAF0bhebHzi9LveWHbVBqt6y5pkseYKk67DmcQIrjQ9xF-SwFzZm2NeowevsQYN=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih, enak makanannya, harganya ramah di kantong 💕""","","","","","","",""
"https://www.google.com/maps/place/Saji+Marem/data=!4m7!3m6!1s0x2e68e7007490dd61:0x567e51615ebd1b1f!8m2!3d-6.8731889!4d107.6193809!16s%2Fg%2F11yrgnvk1v!19sChIJYd2QdADnaC4RHxu9XmFRflY?authuser=0&hl=id&rclk=1","Saji Marem","4,8","(703)","·","Rp 50–75 rb","Indonesia","·","Jl. Ir. H. Juanda No.365","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGu6iUjZ4J8Tgtrzssc0Q-v9_CV9H0up4K5F3SqphsypuOh-KmNxKI7mkDRhNZCTYLuHVqzQ3VCS1n26pV-myqWG85R-Fln3HKcaPR8e0ZbdDPaj1nqtmsJm_8o3AeD6Q22U9ViJQwOsp8=w93-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah","","","","makanan","cukup baik dan pelayanan baik , mau coba sarapannya""","",""
"https://www.google.com/maps/place/Yoshinoya+Ciwalk+Bandung/data=!4m7!3m6!1s0x2e68e65b9800f999:0x660beda9b4147e1d!8m2!3d-6.8932516!4d107.6055235!16s%2Fg%2F11bz_2k_wn!19sChIJmfkAmFvmaC4RHX4UtKntC2Y?authuser=0&hl=id&rclk=1","Yoshinoya Ciwalk Bandung","4,2","(762)","·","Rp 50–75 rb","Jepang","·","Cihampelas Walk Lt. 1 Unit I-02 - I-08, Jl. Cihampelas No.160","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaJoLVyaoYDzI0ZLzxl41y3ix1yO1601EwRWjVgYh9wsYVvYH8gOGOyNkSPs_d4hg2TFhQDh4SAIEZrZ7oHO5JGx3oqwOC1mWm-U5s5dCemLtp5FdhqPyscRnlM7y9BR5gHAymyQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiel8ya193bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","makanan","sesuai standar Yoshinoya, harganyabpun sama.""","",""
"https://www.google.com/maps/place/Warung+Kopi+Imah+Babaturan+2/data=!4m7!3m6!1s0x2e68e7006fd1932b:0x1353583b8e2e52a4!8m2!3d-6.8970905!4d107.6094628!16s%2Fg%2F11y393h8x9!19sChIJK5PRbwDnaC4RpFIujjtYUxM?authuser=0&hl=id&rclk=1","Warung Kopi Imah Babaturan 2","4,7","(670)","·","Rp 25–50 rb","Indonesia","·","Jl. Tamansari No.51a","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMNWsthiwryf1ri_r9136cgZhFUHWHk6z-ttdAnJaqvtCswJUkeyLEWfVvEi27UvYN4HzCJ5kJ6NgN3E0q0LwyiC5UOCyoHoAdYrFtTTDbVcjrLNYrfC8G_sMXBVEY68VghJOT58VjPIAl=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","Makanan","rasanya enak, kami pesan cumi cabe ijo dan tongseng ayam kampung.""","",""
"https://www.google.com/maps/place/Klinik+lapar/data=!4m7!3m6!1s0x2e68e7003a95d335:0x6cc3413fce42343e!8m2!3d-6.897284!4d107.6045888!16s%2Fg%2F11md8m7blt!19sChIJNdOVOgDnaC4RPjRCzj9Bw2w?authuser=0&hl=id&rclk=1","Klinik lapar","5,0","(7)","","","Makanan Siap Saji","·","4J33+3RX","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnmNHJLNvri29_RKaFnpqHltyddDtT-RNKs4b3R81L1OaR23MJVs_MHTNX7i6fbiRv5t0iGrHLPQha67K-6k7mC9mrgYCv-3JglZiV9ETyWtXEQAzROnZYJdTj4hQ2Q4p1ei4pPzoIFsCl=w96-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak dan murah""","","","","","","",""
"https://www.google.com/maps/place/Burger+King+Cihampelas+Walk/data=!4m7!3m6!1s0x2e68e65b77f87711:0x11e40737bc29bd2d!8m2!3d-6.8948456!4d107.6042299!16s%2Fg%2F11dymmhlsh!19sChIJEXf4d1vmaC4RLb0pvDcH5BE?authuser=0&hl=id&rclk=1","Burger King Cihampelas Walk","4,6","(4.318)","·","$$","Makanan Siap Saji","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsDftSieoFlaVynDZmmWZ9-aWJezYs0LN_BYRzdVlW9YUBwRIxxgHps4j_hmOtHc9PnWW1Q0bOOViaHimaMNuv04uIGKSXihHAwOQpnTcyjrBXqzhAfrWG9tIST9xlNKwC6fcDPg=w96-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... setelah pulang sekolah, bersih dan nyamann,","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkeW1taGxzaBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","makanan","nya enak""","","Jl. Cihampelas Walk No.160"
"https://www.google.com/maps/place/Kantin+AA+-+Sekeloa/data=!4m7!3m6!1s0x2e68e6544c433e35:0xa81a550c09033816!8m2!3d-6.8894913!4d107.6175729!16s%2Fg%2F11b6gnsvlm!19sChIJNT5DTFTmaC4RFjgDCQxVGqg?authuser=0&hl=id&rclk=1","Kantin AA - Sekeloa","4,5","(1.736)","·","Rp 1–25.000","Restoran","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxTwKNvzmQJWVywf6qSLLlhVx6qVyHZV_UhYDy_pW6ZAsi464iMuFVysIT36jyfWWu_0ZQAO6ws52n_J_0JblIjoevNqV0jf5W_k4wJUIHP4poupBgzy6HTAuUSEjZR3wOBbg2yg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, harga murah, sayangnya staff kantin kurang ramah""","","","","","","","Jl. Sekeloa Sel. I No.14"
"https://www.google.com/maps/place/d%27Besto+-+Tubagus+Ismail/data=!4m7!3m6!1s0x2e68e7223785fd69:0xf7124d4107c29d31!8m2!3d-6.8851063!4d107.6179379!16s%2Fg%2F11fj5gld6j!19sChIJaf2FNyLnaC4RMZ3CB0FNEvc?authuser=0&hl=id&rclk=1","d'Besto - Tubagus Ismail","3,2","(172)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGseP-U-u7q35Wazcdo0n3HHyDB_-xViO4Bu8P9Yi_KGLv3vYl3FLPa0OXeUB_FsHVX6DNqPS7GheHDmg4YR74BsD4B5m6xk7o2T-ueXqLtwNLm4AHFJXWR2PoT7oHgZSUK0DoY9Hps_biR=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Favorit adalah sadas.. sayap pedas pokonya enak bgt bikin nagih.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmajVnbGQ2ahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Tubagus Ismail No.24"
"https://www.google.com/maps/place/Javan+Waroeng+Steak+%26+Pasta/data=!4m7!3m6!1s0x2e68e64f9e4d0efb:0x3531ba2ea1cb513c!8m2!3d-6.9000407!4d107.6112971!16s%2Fg%2F119vml7d5!19sChIJ-w5Nnk_maC4RPFHLoS66MTU?authuser=0&hl=id&rclk=1","Javan Waroeng Steak & Pasta","4,5","(2.236)","·","Rp 25–50 rb","Steak","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5rv9PBSm0ahuawhzmlVD8cWxBiY6EKculBRpQdpved8ayFzFFqAbsKrpr_F4N7xUcTS24V-D4Hm00DN9WYmVY2W8HCW7wYf7ULcZUjZITXeuWfXTa1-CrX-vCYyXAYtQkVXc=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak dan porsinya sesuai dengan harganya.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTE5dm1sN2Q1GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Sulanjana No.9"
"https://www.google.com/maps/place/Saisan+Japanese+%E0%A4%B5%E0%A4%B0%E0%A4%BE%E0%A4%A3%E0%A4%B6%E0%A5%80/data=!4m7!3m6!1s0x2e68e6f4650b46b7:0x389d1a7b5dbb0b63!8m2!3d-6.8876428!4d107.6131408!16s%2Fg%2F1hfcy_45b!19sChIJt0YLZfTmaC4RYwu7XXsanTg?authuser=0&hl=id&rclk=1","Saisan Japanese वराणशी","4,6","(1.098)","·","Rp 250.000+","Jepang","·","Jl. Ir. H. Juanda No.161","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcjmFXSziMHiAkNuEOyRcC_QaiyNTKu0ZWTEhR3SeCBtUt0qGJ2v78XCBg-cgpqsSlhb0fNz8zvoIBjYbnS-85GH9Uz6fFOwKijDc2qhAG4tYT6zCCKYpdFaAliZC0NzMa4dwV=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhmY3lfNDViGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","enak terutama seafood flambe & crispy salmon bites, tempat nyaman""","",""
"https://www.google.com/maps/place/NAYA+Rumah+Makan/data=!4m7!3m6!1s0x2e68e7974975f4f9:0xe4dca3e3c916e071!8m2!3d-6.8932802!4d107.6006134!16s%2Fg%2F11y_zxt1yg!19sChIJ-fR1SZfnaC4RceAWyeOj3OQ?authuser=0&hl=id&rclk=1","NAYA Rumah Makan","5,0","(16)","·","Rp 25–50 rb","Bistro","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxcelL_pcUatdaSla5pmnGGATE0sMDJ3IpIvU_It36q3-KrtsP5O17mqBlr_lmUEIcFHhcpBElD_OU7VxjcQ6Jnzs2vL_H1PGiXMc9SUakvKd3aXTH3I5OABN5Q7yUyhIPo4T52AxyqQ7D=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""menu pling favorit nasi goreng uler dan soup hisit nya the best!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5X3p4dDF5ZxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Sejahtera No.11"
"https://www.google.com/maps/place/McDonald%27s+-+Simpang+Dago/data=!4m7!3m6!1s0x2e68e6e33227d863:0x1bdb90c18f112062!8m2!3d-6.8849123!4d107.6134393!16s%2Fg%2F1hdyyrl2y!19sChIJY9gnMuPmaC4RYiARj8GQ2xs?authuser=0&hl=id&rclk=1","McDonald's - Simpang Dago","4,4","(16.773)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbA3barEIIYDqK1Eknq2hZCbTEWP26h_SOcGDYBmPBXKoD2esFbsZlV9Zx0J38vaPFlDtD72fXe6Me1uonIPT0muPL0X4hhQeV3S1wB4-MV7GxNItAfUWd5TN8QhEOM0NZzhP4_w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan oke dan makanannya juga enak cuma suasana terkadang membosankan""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhkeXlybDJ5GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Ir. H. Juanda No.181"
"https://www.google.com/maps/place/KFC/data=!4m7!3m6!1s0x2e68e6fafffffee3:0x3031dac724645510!8m2!3d-6.9017273!4d107.6121559!16s%2Fg%2F12ml2ypdg!19sChIJ4_7___rmaC4REFVkJMfaMTA?authuser=0&hl=id&rclk=1","KFC","4,5","(4.822)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwNlfxHcd2fKgv1lKhKMmH3GFEO3nDad-F7gNhHOtuzSmzIuRIIc36tOWqqSIGmjZVn4MLW9emRpEtWyf7f6eOKvyNZQPS-yUjMM-s04G0Pg42nFwZtxkouOy66oje0t5PfGw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak semua , donatnya enak ga keras toppingnya pas .""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTJtbDJ5cGRnGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3DX3abmBBLbvseMPiLqNcQ&ei=3DX3abmBBLbvseMPiLqNcQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Ir. H. Juanda No.40-42"
"https://www.google.com/maps/place/Masakan+Siap+Saji+Khas+Sunda/data=!4m7!3m6!1s0x2e68e7a1d1639695:0xa9452e024621534c!8m2!3d-6.8965813!4d107.6176958!16s%2Fg%2F11jdjp96bt!19sChIJlZZj0aHnaC4RTFMhRgIuRak?authuser=0&hl=id&rclk=1","Masakan Siap Saji Khas Sunda","","","","","Paket Makanan Pokok","·","Jl. Bagusrangin Gg. I Kelurahan No.63/50","Buka","· Tutup pukul 00.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E6-JitrjjouucBrhuZ5zlA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=88.491745&pitch=0&thumbfov=100","","","","","","","","",""
"https://www.google.com/maps/place/Warung+Nasi+Ampera/data=!4m7!3m6!1s0x2e68e644ac197065:0x7e3750c57b38a61d!8m2!3d-6.8978399!4d107.6041619!16s%2Fg%2F11bxfdppw6!19sChIJZXAZrETmaC4RHaY4e8VQN34?authuser=0&hl=id&rclk=1","Warung Nasi Ampera","3,9","(1.115)","·","Rp 50–75 rb","Sunda","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPBK4WR2-_y9s7zYR627FcEAXtJE_wiApDIn1DW5OG59G5Ayh8WclX5mqKDCeIarbEjJraGBojiygywE7kkdAxiDMbSlEpsAPCfbV8OF5ZfqyzWRsX5KiAevGHFPOAj6krJto8Eg=w199-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, menunya variasi, menyajikan","","","","makanan","khas sunda, rekomendasi, mantap""","","Jl. Cihampelas No.118"
