"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/Ayam+Geprek+%26+Oseng+Jando+Matah+Berkat+Box/data=!4m7!3m6!1s0x2e68e9082409ac7f:0x200c12d49e2192ad!8m2!3d-6.9408978!4d107.6070414!16s%2Fg%2F11k6wnjnrj!19sChIJf6wJJAjpaC4RrZIhntQSDCA?authuser=0&hl=id&rclk=1","Ayam Geprek & Oseng Jando Matah Berkat Box","5,0","(12)","","","Ayam","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAnJ3WgwbOM2m1GWwLHAMGzcGK54y_b5KXKxZ72QoYLyaIB7U6r5Wa0kBVIv3kWcz88uGkcb0ZWD7VbnpW372Ow3v3rjS4zbzK0a0VD6bhb0XxR6rSCMSSsqTXDjzKUS1vAEE=w80-h100-k-no","","Makan di tempat","","","","Bawa pulang","Antar tanpa bertemu","","Jl. H. Achsan No.119"
"https://www.google.com/maps/place/Warung+Nasi+Ampera+Pasteur/data=!4m7!3m6!1s0x2e68e664e5aa869f:0xa4d23fb344fd6ede!8m2!3d-6.895141!4d107.5879836!16s%2Fg%2F11cmfdhdy8!19sChIJn4aq5WTmaC4R3m79RLM_0qQ?authuser=0&hl=id&rclk=1","Warung Nasi Ampera Pasteur","4,5","(2.351)","·","Rp 50–75 rb","Sunda","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFM6E_cK1u1i4X9kJCysa8lmKivCx93_H3VOrK4lr69hhlChaDpxoU0wl9g5QzaB4BRnm_6V2ndsdpZrzIUBCGp9Msjh8dwhmyI9rn4N3dm_nw1ksZAbSGQiPCZ3yCpNIYw7wq7=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semua menunya enak, fresh, dan harga terjangkau.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbWZkaGR5OBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Njb3aYXgJ-OmseMPrZqoyAE&ei=Njb3aYXgJ-OmseMPrZqoyAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Dr. Djunjunan No.119 D"
"https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e68e628f79f80b5:0xa18fb09582793d1!8m2!3d-6.9254123!4d107.6118219!16s%2Fg%2F11fpfxfn9v!19sChIJtYCf9yjmaC4R0ZMnWAn7GAo?authuser=0&hl=id&rclk=1","Fast Food Restaurant","3,0","(3)","","","Makanan Siap Saji","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fgw_k9bVKH--JDlPlSxdXQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=262.83383&pitch=0&thumbfov=100","","Makan di tempat","","","","Bawa pulang","Pesan antar","",""
"https://www.google.com/maps/place/KFC+%E2%80%A2+Kepatihan/data=!4m7!3m6!1s0x2e68e6241e40d3df:0x6c1b20a5d8f9e181!8m2!3d-6.9231718!4d107.6053501!16s%2Fg%2F1tjj8qn2!19sChIJ39NAHiTmaC4RgeH52KUgG2w?authuser=0&hl=id&rclk=1","KFC • Kepatihan","4,2","(1.918)","·","Rp 25–50 rb","Makanan Siap Saji","·","Jl. Kepatihan No.19 A","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQevy0tdj6l9_ztxQqA9Yh1Ud5CjNMYV5V_iAbe3wj9ygDNu7dvPK4Osh1gAZ4kO9cU7Lvf0JB_L5En2MKpmPVG15l1jVAfeC6Yuv5MCE8eSMkDJZ0q5eabsHRaFfrKrK3jb4r0w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Servicenya bagus banget,","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRqajhxbjIYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODb3aZS9L-L5seMP0bn98AY&ei=ODb3aZS9L-L5seMP0bn98AY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","makanan","enak ga  ada yg zonk""","","Franchise restoran ayam goreng"
"https://www.google.com/maps/place/Dimsum+Sembilan+Naga+%28Non+Halal%29/data=!4m7!3m6!1s0x2e68e78af99b006f:0xfc058a19b23e722e!8m2!3d-6.916105!4d107.5943064!16s%2Fg%2F11n2cbddr7!19sChIJbwCb-YrnaC4RLnI-shmKBfw?authuser=0&hl=id&rclk=1","Dimsum Sembilan Naga (Non Halal)","4,4","(1.629)","·","Rp 50–75 rb","Dim Sum","·","Ruko Paskal Hypersquare, Jl. Pasir Kaliki No.25 - 27 Blok G. 3","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFm5SCP6mOtrwv_OVqq0Y3BTZ7fpRgIioTdjkb-1Qua7gwD_RW8jxs4JO-cUc1OqCTHI_0cUXAKKw1xdrB9xQOSTXYvph7433YhO1qSOJiqL2-qIxGYVVU35lehU5fgibdJNEB_DczjCSpE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enakkkk coba beli mie nua dan siomay babinya yummy!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFuMmNiZGRyNxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODb3aZS9L-L5seMP0bn98AY&ei=ODb3aZS9L-L5seMP0bn98AY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/HokBen+Surya+Sumantri/data=!4m7!3m6!1s0x2e68e687227e35a5:0xa961f4384b374858!8m2!3d-6.8861285!4d107.5816833!16s%2Fg%2F11c0xnkv1l!19sChIJpTV-IofmaC4RWEg3Szj0Yak?authuser=0&hl=id&rclk=1","HokBen Surya Sumantri","4,3","(1.166)","·","Rp 50–75 rb","Jepang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzUSdtBiUyJRjfVvdAuNZOwE6ucXDo61k6rxz_t8JceRr7w0jwj2AOCW9NjjhR0gR6NXYkHq-CdEptLq9w3IybSfy-ToLQNNm3IiGL0Ni2ycdUBiNxxW_UvTxzUx73-9A7oFX5=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Waaaah bagus banget ultah di hokben harganya juga affordable""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMHhua3YxbBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODb3aZS9L-L5seMP0bn98AY&ei=ODb3aZS9L-L5seMP0bn98AY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","Jl. Prof. drg. Soeria Soemantri No.74"
"https://www.google.com/maps/place/Circle+K+Cihampelas+30/data=!4m7!3m6!1s0x2e68e646daeca1d3:0x55263a95fd2f9cc6!8m2!3d-6.9048576!4d107.6045521!16s%2Fg%2F11bbx0b4zh!19sChIJ06Hs2kbmaC4Rxpwv_ZU6JlU?authuser=0&hl=id&rclk=1","Circle K Cihampelas 30","3,2","(33)","","","Minimarket","·","Jl. Cihampelas No.30","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCWQV0XggbkJBAwAkM2baCUNFBTTXELdryhkG_nC5TWgY7GTD9Ww31_XoEVdCnDboDu3dJDmrlerFgxcGXRIkcEd6AOgCoc55ruLdwdZCot5B-SmwEBsJGq6vgTh2wAedzWAe3=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ini tentang kejujuran itu penting bagi semua.""","","","","","","",""
"https://www.google.com/maps/place/Toserda+Toko+Serba+Lada/data=!4m7!3m6!1s0x2e68e6478680b53b:0x3dc71508fa49525!8m2!3d-6.907415!4d107.607285!16s%2Fg%2F1tlfs5qd!19sChIJO7WAhkfmaC4RJZWkj1Bx3AM?authuser=0&hl=id&rclk=1","Toserda Toko Serba Lada","4,3","(119)","","","Toko bahan makanan","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH88i-7NqbrIS_qsl-Ykj07ez3BKsZrumPjLCzc2aVDQSPD9QI0fbKXRoRB6wJSfMlhh9OXh1AzH8LHGseHduitZ9LNZamXO9TRCpQhkgCSxpOw10vGAjzgAexk1Nd-Ulz01wh9=w91-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada beragam jenis sambal saos dan bumbu bumbu.""","","","","","","","Jl. Pajajaran No.4"
"https://www.google.com/maps/place/Yogya+Express+Santo+Yusuf/data=!4m7!3m6!1s0x2e68e7c070bb7b37:0x41c9697cb73153bd!8m2!3d-6.9063831!4d107.6435351!16s%2Fg%2F11c604fbpc!19sChIJN3u7cMDnaC4RvVMxt3xpyUE?authuser=0&hl=id&rclk=1","Yogya Express Santo Yusuf","4,0","(44)","","","Toko bahan makanan","·","3JVV+CCV, Jl. A. Yani","Buka","· Tutup Sen pukul 04.50","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFE8x4F6g5UqyU1VpG5oB4TNtpZS3ZFjg7vhgaZH2Mb_UCqZ4ezSlZNUISJadMfWdZzVBVZfkujY0TJ1IzDa3kcf5M1QpOD1gQaJUrQEiUXpjwCTGrcZviTkGO0QIvPtXdajvY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah, bersih,","","","","cepat","pelayanannya tersedia booth","",""
"https://www.google.com/maps/place/GraPARI+Telkomsel+Dago/data=!4m7!3m6!1s0x2e68e6feac6ccda9:0x9c663a3be365cf1d!8m2!3d-6.8823314!4d107.6157179!16s%2Fg%2F1pzs672hz!19sChIJqc1srP7maC4RHc9l4zs6Zpw?authuser=0&hl=id&rclk=1","GraPARI Telkomsel Dago","4,5","(4.094)","","","Penyedia Layanan Telekomunikasi","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYiwSl-yWUOzXM2bKHbzMqUnLKFWskspsCZSSGuGlfLBZCrmrrlr2fxHNo6rGL4jCcf-mZ7SXLRBhtz4_MrdMNFWkkp8UL-XRLzM8_3p0v3ABgZngewnR-a68E8tSeGGxWiK8KLQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasi mudah ditemukan karena langsung dipinggir jalan yg cukup ramai.""","","","","","","","Jl. Ir. H. Juanda No.252"
"https://www.google.com/maps/place/%E3%83%95%E3%82%A1%E3%82%B9%E3%83%88%E3%83%95%E3%83%BC%E3%83%89/data=!4m7!3m6!1s0x2e69f50c7fc823d3:0x522a0a98a18b94d0!8m2!3d-6.1506276!4d106.818944!16s%2Fg%2F11flgckk4l!19sChIJ0yPIfwz1aS4R0JSLoZgKKlI?authuser=0&hl=id&rclk=1","ファストフード","5,0","(2)","","","Restoran","·","Kebun nomer","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOOnYOTZoT9Wmrg5A6rI16firHIs3CUBIGLeDfYCX5YtcATQWsIeDbaeXdiDs9xhwi1mAcKQdU-MP5Yehnhv9X5AuCke7UdLPY2nbqIemJOr4BU7QeBXT4SC0wgZIv5Zd18ydB=w80-h142-k-no","","Makan di tempat","","","","Bawa pulang","","",""
"https://www.google.com/maps/place/Pisang+goreng+keju+boss/data=!4m7!3m6!1s0x2e68e7b9f8e627ff:0xd3c95d1b76005b4c!8m2!3d-6.88382!4d107.595717!16s%2Fg%2F11sbk__58l!19sChIJ_yfm-LnnaC4RTFsAdhtdydM?authuser=0&hl=id&rclk=1","Pisang goreng keju boss","","","","","Restoran","·","Jl. Karang Tineung","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF45GksB8NnUXWt8HpQPU2B4K0qq7eJYve2WZ4N6Z2MqOSwNqvy_3O9z1D1lb_lfb3-rZvugD2jSHg_6kHMFNRVz56GbVKh5tmK5ihNJlqXxIyd2OtVXDFC9ojMuKhM-7GLvYX2=w92-h92-k-no","https://www.gstatic.com/local/justifications/menu_item_icon.png","Ada di menu:","","","","makanan siap saji","","",""
"https://www.google.com/maps/place/Sun+mart/data=!4m7!3m6!1s0x2e68e5994fc67513:0x66320d6ec59cfc0!8m2!3d-6.8821839!4d107.5729236!16s%2Fg%2F11h_d7j1g7!19sChIJE3XGT5nlaC4RwM9Z7NYgYwY?authuser=0&hl=id&rclk=1","Sun mart","4,6","(354)","","","Toko bahan makanan","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtcQ6JPnz_RGKX15XBaYx49mxbhEPM3O-IOZBTo85vGTNKORwCpG-YAJ4CH4GwWs-YVoXb5nPVjipcPrEDOxQVH1oWNrvgR0xj-ckyHQSPgAeJGtt7MOaydvzZpXOoc6oTIi4ncQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada aneka sembako, jajanan, camilan, sayuran,","","","","makanan","beku, sabun, dll.""","","Jl. Perintis No.96, RT.04/RW.06"
"https://www.google.com/maps/place/HokBen/data=!4m7!3m6!1s0x2e68e67b58bc4663:0x958c0a7877344e69!8m2!3d-6.8934755!4d107.5848388!16s%2Fg%2F11r9m8qqw!19sChIJY0a8WHvmaC4RaU40d3gKjJU?authuser=0&hl=id&rclk=1","HokBen","4,3","(132)","·","Rp 25–50 rb","Jepang","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeWZqVqSlNbLSCzrmCENGSt5L5zW0KNQuSiGp8Vyhfy1RLKXknG10V_uoK3IkVPN2l5rduslnpvgai7rPJOYMS0HSmclczKewILdqYN3KPKwzBJtA6SrlqEeHgWTGVSZs77fD0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, selalu suka sama saladnya.""","","","","","","","BTC Fashion Mall Lantai FF1 F4 No. 1, Jl. Dr. Djunjunan No.143"
"https://www.google.com/maps/place/Lawson+Lengkong+Kecil/data=!4m7!3m6!1s0x2e68e7deeaff4e2f:0xd974f3a3e8c14fa5!8m2!3d-6.9238059!4d107.6162838!16s%2Fg%2F11sk0qzvcm!19sChIJL07_6t7naC4RpU_B6KPzdNk?authuser=0&hl=id&rclk=1","Lawson Lengkong Kecil","4,1","(306)","·","Rp 25–50 rb","Jepang","·","Jl. Lengkong Kecil No.72","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9JQkTGXYckN9RWNULDsZjPm3cE9BarjtG3dfWdAC09yb2BirqHdjH9AqAZ4AoW1132YbXXwJ8NH_Lffmd9idsEvG_V_RPSjLSyP8PR9mhSAFES0ZdEWG2LxNMU1qy7J5H61r7=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak, cuman kuahnya pas saya beli agak asin😅""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzazBxenZjbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODb3aZS9L-L5seMP0bn98AY&ei=ODb3aZS9L-L5seMP0bn98AY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Parc+de+Ville+Restaurant/data=!4m7!3m6!1s0x2e68e7e268904cf3:0x3881e8e9cfdf0045!8m2!3d-6.9092825!4d107.6099931!16s%2Fg%2F11h2lgbbjn!19sChIJ80yQaOLnaC4RRQDfz-nogTg?authuser=0&hl=id&rclk=1","Parc de Ville Restaurant","4,0","(9)","","","Indonesia","·","Jl. Merdeka No.25-29","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzjCaoJ_8s-dtb26k3cT832I1W6n-nZ5nhC64GExdE4Q4-p_gE2DWfhLBGYWPjwf0jQo5i6YNoZXQGKl_ENt6Gh3XtsgeRx3FLkDsX7HBsi8LzqOE-1o7FDlluxwvAi_EAVIom=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak2 makanannya, dimulai appetizer sampai dessert.""","","","","","","",""
"https://www.google.com/maps/place/McDonald%27s+-+The+King%27s/data=!4m7!3m6!1s0x2e68e624212a642b:0xa4e7edee75725cc1!8m2!3d-6.9230472!4d107.605063!16s%2Fg%2F1hdzfjbk9!19sChIJK2QqISTmaC4RwVxyde7t56Q?authuser=0&hl=id&rclk=1","McDonald's - The King's","4,4","(2.005)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlU0tjaVrC-l25egXdsHy2qvdiYCop84-Q-RNQxi7y9tpzRO47nYAk70DoDCb7OP4pvECp1zRgf3dXuwYcqrtKwa2XSCFANqM2HbBhrjL62CuqnaJJb9ptf1t6PWZlfpGbBYoX=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya nyaman , makanannya murah""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhkemZqYms5GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODb3aZS9L-L5seMP0bn98AY&ei=ODb3aZS9L-L5seMP0bn98AY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","","King's Plaza Bandung, Jl. Kepatihan No.11-17"
"https://www.google.com/maps/place/Saji+food/data=!4m7!3m6!1s0x2e68e7428ec80e51:0xe4837d236109ae55!8m2!3d-6.8860586!4d107.5745885!16s%2Fg%2F11lnzjbsbw!19sChIJUQ7IjkLnaC4RVa4JYSN9g-Q?authuser=0&hl=id&rclk=1","Saji food","","","","","Restoran","·","Jl. Griya Raya No.166","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=inJHFlKIyevBio6oa9DFmQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=164.22385&pitch=0&thumbfov=100","","Makan di tempat","","","","Drive-through","Antar tanpa bertemu","",""
"https://www.google.com/maps/place/Papaya+Fresh+Gallery+Bandung/data=!4m7!3m6!1s0x2e68e68d1e86a06d:0x4c0a6c19b68cd3da!8m2!3d-6.8793601!4d107.5975939!16s%2Fg%2F11bw2fc7pq!19sChIJbaCGHo3maC4R2tOMthlsCkw?authuser=0&hl=id&rclk=1","Papaya Fresh Gallery Bandung","4,6","(2.475)","","","Toko Minuman Anggur","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEyBLTLBwlDJi-cm65BbXg3FdU5MY6yxW5VRzySx4diADx-BQKJoSDe9p8_3v2STG0jF1JUb0umPWJEFFkM0mH45XjBfG6foOSbW3Oc2r5_swXcXlo-WtYUg5MdlgveM4cB6SBnQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""lengkap, ada sushi, sashimi, roti, buah buahan, daging""","","","","","","","Jl. Sukaasih No.1"
"https://www.google.com/maps/place/Steak+gang%27s+makanan+siap+saji/data=!4m7!3m6!1s0x2e68dd352d4fdacf:0x62e37f27986955bb!8m2!3d-6.9127238!4d107.7033843!16s%2Fg%2F11j119f370!19sChIJz9pPLTXdaC4Ru1VpmCd_42I?authuser=0&hl=id&rclk=1","Steak gang's makanan siap saji","","","","","Restoran","","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkYCPBmK5TexvsE__Ulel3arKKhmylg7bb4M-3uMDQFQgupdwm3TdshmVAvbJx6NuPl4xO1MsMC0KvOy2yYaflwlYeGWaKJLhqafybMdaImVfhm_qdpWZzx_T_fQ_2uaqMj6002g=w100-h92-k-no","","Makan di tempat","","","","Bawa pulang","Antar tanpa bertemu","",""
"https://www.google.com/maps/place/Seblak+Spaghetti+Hot+Chicken+%28Safa+Food%29/data=!4m7!3m6!1s0x2e68c3526e47b391:0x907c8061241a4fe!8m2!3d-6.9465424!4d107.6723573!16s%2Fg%2F11h4d66dyw!19sChIJkbNHblLDaC4R_qRBEgbIBwk?authuser=0&hl=id&rclk=1","Seblak Spaghetti Hot Chicken (Safa Food)","3,7","(3)","","","Restoran","·","Pinggir bubur borobudur, Jl. Bumi Asih Raya No.55","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKmio-J-tFgpYTHiMN3wt3TMdFujEkO-vAlZVwjp07lsRb9v6wuJQcyu5ICK8O02XdtVRBA1tdOVeibCWtaFwKo4HQRycJQ7FAuSLC4yLARjZx2v7lVkc2Y2wE2Uqgyorxrm-P0Q=w80-h142-k-no","","Makan di tempat","","","","Bawa pulang","Antar tanpa bertemu","",""
"https://www.google.com/maps/place/HokBen+IBCC/data=!4m7!3m6!1s0x2e68e72f9312918f:0x8b5b50e8cf0eeaea!8m2!3d-6.9145653!4d107.6326496!16s%2Fg%2F11shq1765v!19sChIJj5ESky_naC4R6uoOz-hQW4s?authuser=0&hl=id&rclk=1","HokBen IBCC","3,9","(94)","·","$$","Makanan Siap Saji","·","Jl. A. Yani No.296","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgJenMStdwcFkTKE8DTVRaR5JVeMu1gANAPWtO8WsniapjLe7ajY0d0Mbl97-9IXY2ALLLKZL5ZXV6RS4FyDakOixZ8znb9y0rtoM_K6gWUIfhL1frUaD0izo54cZdd8xSw71E=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanannya baik banget, menerima masukan konsumen 100% dengan baik""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzaHExNzY1dhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODb3aZS9L-L5seMP0bn98AY&ei=ODb3aZS9L-L5seMP0bn98AY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Banyoel+Bandoeng/data=!4m7!3m6!1s0x2e68e7491bca4793:0xf3ad63e03c981794!8m2!3d-6.8956554!4d107.6170719!16s%2Fg%2F11s5d0dr1l!19sChIJk0fKG0nnaC4RlBeYPOBjrfM?authuser=0&hl=id&rclk=1","Banyoel Bandoeng","","","","","Makanan Siap Saji","·","Jl. Singa Perbangsa","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFu32ac_BIRg0ajv1GAnXgMP06ju6ipmKlsyFhwGiKEreJMroIWPo24YlsOqD0-ZepVgIUgIZA9Ow-86oFKmjacL_lAMZgGpZU9odbwoYW1lYwMKtHxIL1BS2WnJqvjxnyXJI06=w92-h92-k-no","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
