"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","W4Efsd 6"
"https://www.google.com/maps/place/BONTI+FITNESS/data=!4m7!3m6!1s0x2e68e7a2c7bdfbef:0x842c96b425dea219!8m2!3d-6.916542!4d107.5958142!16s%2Fg%2F11k3xc9m2h!19sChIJ7_u9x6LnaC4RGaLeJbSWLIQ?authuser=0&hl=id&rclk=1","BONTI FITNESS","4,8","(4)","Tempat Fitness","·","","Jl. Kebon Jati No.139","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZfCo5gyJAAvlYJ7h9qFwD_GrdO8ADicbcEyOyJt84c2h8iTBOrvi4Vrx3Dv3q0sENvVM6mu6QjAG5qmdHVF9tT7U0fBs7GL91lXq_R2NG1hy3ijTD6QtG1XDJMnZIow1cUcvq=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya berapa untuk sekali berkunjung ?""","","","· Buka Sen pukul 06.00"
"https://www.google.com/maps/place/Loka+Fitness+Bandung/data=!4m7!3m6!1s0x2e68e78bfb1d67a3:0x9cb3141769fbe0c4!8m2!3d-6.9124708!4d107.5895583!16s%2Fg%2F11xc_f1wbx!19sChIJo2cd-4vnaC4RxOD7aRcUs5w?authuser=0&hl=id&rclk=1","Loka Fitness Bandung","5,0","(32)","Pusat kebugaran","·","","Jl. Arjuna No.46","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpyUMHS-KFw-J2Z2ulPirfeurujIqyrUPWPbD4VpYHaQma5qGwxkeJ59xSFOzijzFCun8B0JoX2BawYikcXElluDdstiMOQQwz4Gxa2Y84rSMlrgmTa_WhzrlCx2zJ4LVWHFi7GQCvrHFt=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","& crossfit ter-cool di Bandung 💪💪💪🔥🔥🔥""","· Buka Sen pukul 06.00"
"https://www.google.com/maps/place/Komando+Elite+Muaythai/data=!4m7!3m6!1s0x2e68e7000cad3c0d:0x77cbb98a9c87ca4c!8m2!3d-6.8968088!4d107.617351!16s%2Fg%2F11md3v31js!19sChIJDTytDADnaC4RTMqHnIq5y3c?authuser=0&hl=id&rclk=1","Komando Elite Muaythai","5,0","(22)","Gym Tinju Muay Thai","·","","Jl. Bagusrangin Kecamatan No.7/50, RT.01/RW.07","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFResKoIRkj9VXnTOla9j3v1GToTwBBQhZM7zHPnAAopHvETu7QmThBmBfwLx_w1o32CbWPbAEYVuHLKAPaGuYRCHAZLL8pMBW95Lqm__cbRnSDVHL1fNEMpzORu7V8LSYcB5eApGMEl-o=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","latihan yg seru""","· Buka Sen pukul 10.00"
"https://www.google.com/maps/place/MOVE!+Fitness+Sumatera/data=!4m7!3m6!1s0x2e68e74aa4f03cb5:0x442c7bbf3275db35!8m2!3d-6.917172!4d107.613528!16s%2Fg%2F11jt75lzdj!19sChIJtTzwpErnaC4RNdt1Mr97LEQ?authuser=0&hl=id&rclk=1","MOVE! Fitness Sumatera","4,9","(54)","Pusat kebugaran","·","","Jl. Sumatera No.9","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTQdLI7GCH4kluBM7RSOnYVhOW0uuvJ2Q0tIT0sGHZlkKfrI5X7d9f8hbc4LYZZ39mk9AJWypMR92Kk9KH8u8ql8KBFUqpPkRdGG4gAKOSiYbnEjvJ06lhOKqJkNmDuXBKp5Tn=w165-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Modern, bersihh, lengkap, nyamaan gaass yang mau","fitness","""","· Buka Sen pukul 06.00"
"https://www.google.com/maps/place/Saraga+ITB+Swimming+Pool/data=!4m7!3m6!1s0x2e68e6f875a80d15:0xdc42fd4402050c11!8m2!3d-6.8862899!4d107.6106699!16s%2Fg%2F11b7rxltr7!19sChIJFQ2odfjmaC4REQwFAkT9Qtw?authuser=0&hl=id&rclk=1","Saraga ITB Swimming Pool","4,5","(1.547)","Kolam Renang Umum","·","","·","Jl. Tamansari No.73","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzZGHXixO5g4AiepbHI0M620_ky48t9fLTwNziscnCjoICrxTnOt3QM2lYmjPO88HvlkPOro3Jjj1ud0xxa9JZrmLEIVEcNTBrdx6oO6TLisuPq2iHUI5xH5JXPf3rVcBwxaBeVm-ZZ4_i=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ada kolam renang, lapangan bola dan track lari, ada lapangan basket juga.""","","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Taekwondo+Pazzer+Bandung/data=!4m7!3m6!1s0x2e68e76bf2dee4cb:0xf23d2fe5ee3ff042!8m2!3d-6.8986764!4d107.6079102!16s%2Fg%2F11spm9crbh!19sChIJy-Te8mvnaC4RQvA_7uUvPfI?authuser=0&hl=id&rclk=1","Taekwondo Pazzer Bandung","5,0","(11)","Sekolah Taekwondo","·","","4J25+G5F Taman Film","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxxg2Kb13CggpMnnYxwesG_vI7Ar7w9D4CEOCE3L3a8wNqnYtnYMM93nYliIRezHmNp6yoWgG_iDONcVSSK165pf_8MdCG4k3ML6CNhFh89-3V18xbC9PhdL9IgFXpEHP3DMvx=w163-h92-k-no","","","","","· Buka Kam pukul 16.00"
"https://www.google.com/maps/place/GYM+PINO4D/data=!4m7!3m6!1s0x2e68e76355d78fdb:0x65186e29136d6891!8m2!3d-6.9073752!4d107.5955311!16s%2Fg%2F11j8k83vq3!19sChIJ24_XVWPnaC4RkWhtEyluGGU?authuser=0&hl=id&rclk=1","GYM PINO4D","3,0","(1)","Tempat Fitness","·","","Jl. Tj. Anom No.23","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3odVTXNnyW3pRjW17SjmYw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=195.60886&pitch=0&thumbfov=100","","","","",""
"https://www.google.com/maps/place/Flowfit+Pilates+Studio+-+Ciumbuleuit/data=!4m7!3m6!1s0x2e68e7dae08f0c3f:0x9aa9db50f6176f24!8m2!3d-6.878138!4d107.6035051!16s%2Fg%2F11xv7vd869!19sChIJPwyP4NrnaC4RJG8X9lDbqZo?authuser=0&hl=id&rclk=1","Flowfit Pilates Studio - Ciumbuleuit","4,5","(16)","Studio Pilates","·","","Jl. Ciumbuleuit No.113C","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJbdoFSSnvJvaOpqKZzXhCS5PscB87u-IxkaWAl3ICrTCfa63gBXSJKcKNc3Hlz5IaPFQFcZRAWWmt7jc0rJgMoqRkqn1AEiZPaS2MhsTBIRgTTc7tYNanra1s5t0ntG0vRPVRhPk_H1U=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pokonya selalu enjoy tiap ikutin kelas pilates di flowfit studio 🤍""","","","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/AbsolutFit+Gym+Setrasari/data=!4m7!3m6!1s0x2e68e6975ce7f339:0xa09996a39a7988a5!8m2!3d-6.8712686!4d107.586746!16s%2Fg%2F11b6_c89cn!19sChIJOfPnXJfmaC4RpYh5mqOWmaA?authuser=0&hl=id&rclk=1","AbsolutFit Gym Setrasari","4,4","(88)","Pusat kebugaran","·","","·","Jl. Setrasari Raya No.15","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyHh6Kkq-95L3wMWc02AnpDtPWsXCVeLiJJMS0HFaBSI1ExtNIXokZCrh7tgnAq80PHNLtDLI7UG84haNXn1mlBQghAmt533YQb2OkJrr38UOiCxW1HhWWHNpliJ-ygCi1xwv1=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym",", deket","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Active+Muscle+club/data=!4m7!3m6!1s0x2e68e68840000001:0x725e85f60ba4092e!8m2!3d-6.8962371!4d107.587511!16s%2Fg%2F1pzsyrw8r!19sChIJAQAAQIjmaC4RLgmkC_aFXnI?authuser=0&hl=id&rclk=1","Active Muscle club","4,7","(15)","Tempat Fitness","·","","Jl. DR. Djunjunan Dalam No.8A","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUgH2fHAo8UctxkXlSRzSzxUSzaqqmf_I4hcV-w-mBvX5MrH1dxnFSriKIP2m3vf4ZGOWrleumn8F3a2Lpkwx0KiePt3WK-7Wgd-8CNfpOvYAy6Nx9UTcQQn27PmC-Kn5-A3H2Yw=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Visit 35k
Member 150k
Gymnya ada dibawah kantor
Overall lumayan""","","","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/EM+GYM/data=!4m7!3m6!1s0x2e68e7a9803aa53d:0xb8cd1455df84fa70!8m2!3d-6.8697487!4d107.5904624!16s%2Fg%2F11frnjgyhl!19sChIJPaU6gKnnaC4RcPqE31UUzbg?authuser=0&hl=id&rclk=1","EM GYM","4,9","(36)","Tempat Fitness","·","","·","Jl. Gegerkalong Hilir No.50A","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEa7UOheiS0EvuCxuAB7G_RVHIQm0YOdydXpYvcHcZYZ_HwS1h5ccJVz5V06ePqRVTmjNVuldwuZffM2uexhdJ5Y_zr-VjA0y4p8IWhqOVLpdyyFRDrTCu90I4hrH_6aUq_AGaPnA=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selain lokasinya deket.rumah ya","tempat gym","paling murah""","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Sheraton+Fitnes/data=!4m7!3m6!1s0x2e68e777123dd47d:0xb0e822a1f80bd780!8m2!3d-6.874741!4d107.6194126!16s%2Fg%2F11sd0tptlb!19sChIJfdQ9EnfnaC4RgNcL-KEi6LA?authuser=0&hl=id&rclk=1","Sheraton Fitnes","","","Tempat Fitness","·","","Jl. Ir. H. Juanda No.390","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdQwQ3O0iAbf1nTwuLIqfP0DuNIZvqWtX6yYxGYpslgn16LNEaWNhZq-w56pcZr_agp4HUMDUKkaYM8uROwbsdF8KzBTfpN_TQ_tSMF-JZOOf76G0lDo9w-ELJxmJoUh4keNOe=w80-h106-k-no","","","","",""
"https://www.google.com/maps/place/Fitnes+-+Center+%22Merpati%22/data=!4m7!3m6!1s0x2e68e7a4b109ff57:0x19371f89f47b78ae!8m2!3d-6.895857!4d107.6383559!16s%2Fg%2F11b6n9fc72!19sChIJV_8JsaTnaC4Rrnh79IkfNxk?authuser=0&hl=id&rclk=1","Fitnes - Center ""Merpati""","4,4","(18)","Pusat kebugaran","·","","Komplek, Jl. Cikutra Baru Raya","","Tutup","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHZfDfxHTMaN_UT6fb6l80BByL33dWqcY0wi9f5NogITBeKjjU0Lx5vKkiL47GPAsALfZw-FpklJj-SPig1aGz4Fw6VrtMdMaHaYXwWXlpfT86RTFRL6DAf3h1ODHnslLyHxL7-VAV5MqK_vYL76L9Pm9o3cqrZQ5Ghg85IHKjERd9ahTQiyLN8vBQY8vaA6EvX74E=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di dalem ada tiga section, pertama ada buat angkat beban biasa.""","","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Olympus+Gym/data=!4m7!3m6!1s0x2e68e5000bd3afd9:0xb8b964a79d850aae!8m2!3d-6.8923475!4d107.5730495!16s%2Fg%2F11xtkzkgbs!19sChIJ2a_TCwDlaC4RrgqFnadkubg?authuser=0&hl=id&rclk=1","Olympus Gym","4,9","(297)","Tempat Fitness","·","","Gg. Dakota Raya No.48","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpxatB-ddI0u3NfdExX7TqatzTN2XSxVtp1jUBQ8Fu9MN8ZmDqG3YaYm761CjwOxdBZd4y8aabltLa-lix6MwVx5JiBa0j_Va6NGSi1ynyXmIp0qESsL3_rXv_VNh8NA8mdtO9_rnEmow=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","bagus, PT friendly, dan bersih banget tempatnya""","· Buka Sen pukul 06.00"
"https://www.google.com/maps/place/Curves+Sunda/data=!4m7!3m6!1s0x2e68e7c9fe69c8a7:0x8e93ec639487f484!8m2!3d-6.9182716!4d107.6177715!16s%2Fg%2F11f661sjz6!19sChIJp8hp_snnaC4RhPSHlGPsk44?authuser=0&hl=id&rclk=1","Curves Sunda","4,9","(656)","Tempat Fitness","·","","·","Jl. Sunda No.71","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-U9UNesI8dVSGVW8mtU79i8IDAQDaA6rEQGpS-3qS7k3Pd_1L7voJi2bMnYW8eZ-GPQSSJ4PE-mQ1UomCLmZOHRAMcEAiJ1nsaLdvvNK5QHwHLK0GOlQPlfFk9s6ID4xYppo7=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus tempatnya mantap.. workoutnya asik""","","","· Buka Sen pukul 10.30"
"https://www.google.com/maps/place/sanggar+senam+TWINS/data=!4m7!3m6!1s0x2e68e6f0b43214db:0x92336e70f5c78c5a!8m2!3d-6.8816622!4d107.6084123!16s%2Fg%2F11hd7cbkjj!19sChIJ2xQytPDmaC4RWozH9XBuM5I?authuser=0&hl=id&rclk=1","sanggar senam TWINS","4,6","(9)","Pusat Kebugaran","·","","Jl. Sangkuriang No.41, RT.02/RW.13","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEu6JAnPNssn8CmtqJqQS6cgwvm8uMa0v-SG7L4_CATko8d8vvQhjqLBKgK5zgtGHjnTtzCk1hnfQR4MjZ7xG-diC7KmeAFJOjel53buQ927_l7muqodT2_NY7Gu25NRdIYXZdE=w122-h92-k-no","","","","","· Buka Sen pukul 16.15"
"https://www.google.com/maps/place/GET+fit+Gym/data=!4m7!3m6!1s0x2e68e750528d6ec7:0x46d711b41e5f2a2d!8m2!3d-6.8653236!4d107.5904683!16s%2Fg%2F11l6s_g828!19sChIJx26NUlDnaC4RLSpfHrQR10Y?authuser=0&hl=id&rclk=1","GET fit Gym","5,0","(5)","Tempat Fitness","·","","Jl. Pak Gatot VI","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpZpG6sfxgAvbvBDJtejLfP0_lvGnc_OJuMMXF7WPTRiMWTOQWI-TH0jAuTCyhI9tOa7IH5nvLOqfOL-V3YOvRjZJjd7KUDfWCVtC4hX9tHF1_zs71vzbdjwWY6IEjYb4K-TBT=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""hidden gem untuk mahasiswa sekitaran upi gegerkalong dan kampus lainnya""","","","· Tutup pukul 22.00"
"https://www.google.com/maps/place/Gelanggang+Olahraga+Padjajaran/data=!4m7!3m6!1s0x2e68e738f8bd4fd1:0x5fcf0e5d3187b5fd!8m2!3d-6.9078799!4d107.6007399!16s%2Fg%2F11rzglrxfx!19sChIJ0U-9-DjnaC4R_bWHMV0Oz18?authuser=0&hl=id&rclk=1","Gelanggang Olahraga Padjajaran","4,2","(11)","Tempat Fitness","·","","Jl. Pajajaran No.37","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGODSYGJtpKI4f5rLDEumrYp7RMNiFvYp_uuR3fqQ6I3swsUoRuQ02BmsE-wbWCZ7gna0-SuxSyUN7Rqa9StpVoD9emlOa4sLVxpbVnbrLMElkAKIFhnIoJzS65Smbu1fnKqH5=w80-h141-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""paling enak buat interval training""","","","· Tutup pukul 23.00"
"https://www.google.com/maps/place/Fitness+View/data=!4m7!3m6!1s0x2e68e6b382dfadd9:0x834418fa525839ae!8m2!3d-6.8492453!4d107.5913153!16s%2Fg%2F11b6gf0xsn!19sChIJ2a3fgrPmaC4RrjlYUvoYRIM?authuser=0&hl=id&rclk=1","Fitness View","4,7","(115)","Tempat Fitness","·","","·","Jl. Sersan Bajuri No.98","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhVxx-MmdC2DzJFXJn-oQl4h_fqY-7DnmxbRN4ai0tl4w1eAXxmjUemuund9qC3xW5ff24Zwkt0Uo_O-hU9ROxTHtQ69zP73bah5BkrjjLMO1RH4fmxSGq8D-5w7dIgm4-zPkT=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saya sangat merekomendasikan","tempat gym","ini!""","· Buka Sen pukul 06.30"
"https://www.google.com/maps/place/Lapang+Volley+Cisitu/data=!4m7!3m6!1s0x2e68e6fbcc4a1a17:0xe52b58545137e495!8m2!3d-6.8809482!4d107.6129273!16s%2Fg%2F11gb40z00l!19sChIJFxpKzPvmaC4RleQ3UVRYK-U?authuser=0&hl=id&rclk=1","Lapang Volley Cisitu","3,1","(7)","Tempat Fitness","·","","·","4J97+J5F, Gg. Cisitu Lama V","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLBSRxio7dyNkxNXbhFvlWFBLmTaPpndwGCE9ZsXJ4kqUdu-XRYRE_ukjhcbJwB5MhlejbBUYkOu9hIArfwQQzSu0SO8oHZXMABmpaJd1PYDyrgswuKOEzPDxKghdhWMSXfUGK=w122-h92-k-no","","","","",""
"https://www.google.com/maps/place/PROFIT+GYM/data=!4m7!3m6!1s0x2e68e9ec33c3f85b:0x4be97d0e88c20ce5!8m2!3d-6.9351983!4d107.6213702!16s%2Fg%2F11vwgdgk5k!19sChIJW_jDM-zpaC4R5QzCiA596Us?authuser=0&hl=id&rclk=1","PROFIT GYM","4,9","(80)","Tempat Fitness","·","","Jl. Buah Batu No.103","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEhG9Y0yOdp3xIzlM8G00NzILN_-36FAjuTd7u9xWL1eBB42FCkmhHWoe5_MTXxAVVWcllCTkA31lrcq8Vm8lDa7mtEY7hwYFXPHAgRihETVmcyJTIaSYHAAcjTkK5CudyrzIk_A=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","gym","nya enaken nyaman dan bersih juga pastinya.""","· Buka Sen pukul 06.00"
"https://www.google.com/maps/place/Pulse+Fitness/data=!4m7!3m6!1s0x2e68e7fe46e8cf1f:0xc8e0c3110a488b6c!8m2!3d-6.8626349!4d107.6021761!16s%2Fg%2F11wy00tnbm!19sChIJH8_oRv7naC4RbItIChHD4Mg?authuser=0&hl=id&rclk=1","Pulse Fitness","4,7","(19)","Pusat kebugaran","·","","Jl. Cipaku Indah XI No.4","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbHmzcZ-QBBH-HeZM1hEvr_4XVrNCqBsvqlWRZXMkWjbq9Ok_aZSjeSS7gpEvtn3S1ZiSlxb0oNoJzAKlwHkPptQEPkE3JioKk0wxC0rzUiuOyh6qCLCXEk3nrk6_ElZftvbeoSg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada","tempat fitness",", ada","· 21.00 · Buka Sen pukul 06.00"
"https://www.google.com/maps/place/eL+Cavana+Gym/data=!4m7!3m6!1s0x2e68e63d8f549a63:0x271e7de305bd5089!8m2!3d-6.9151065!4d107.5982395!16s%2Fg%2F11jyf7kxhq!19sChIJY5pUjz3maC4RiVC9BeN9Hic?authuser=0&hl=id&rclk=1","eL Cavana Gym","4,5","(15)","Tempat Fitness","·","","3HMX+X75, Jl. Stasiun Barat","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_4165SID2bzk5eNRNzDPevTdlDBcD02MJZVZs15ljaYtfCR7rIXoN7gx4u-z7yICrAWhtvdSSHfWbVm2br6rkRKaxJpu4r-SafiipSC52njKZ-ribd6GooDTBedPJUQEOCxnuJQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Favorite","gym",", ada kolam renang, sauna.""","· 21.00 · Buka Sen pukul 06.00"
"https://www.google.com/maps/place/Annicetta+Studio+Zumba/data=!4m7!3m6!1s0x2e68e7ab4c897403:0xcb6d43c88a06903a!8m2!3d-6.9013687!4d107.6246727!16s%2Fg%2F11f5t321x9!19sChIJA3SJTKvnaC4ROpAGishDbcs?authuser=0&hl=id&rclk=1","Annicetta Studio Zumba","4,6","(38)","Tempat Fitness","·","","Jl. Diponegoro No.52","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyAHHyuvZBaPWJJYgerFF3zjjKxBMaESmNiQNIkqqQJ0ZsDoFDlkZ_thzXEW9wvGanELzfgddGTiMww2G-_QRLnEPC4qkIdKjfkSnuuUZIAne7Q_8SoU3hgE1MtzObgpreszAd=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","nyaman, luas dan strategis 🫰""","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Club+Arena+Family+Spa+%26+Fitness/data=!4m7!3m6!1s0x2e68e62f7f0c2457:0xa5adeafdc9155027!8m2!3d-6.9205867!4d107.6099105!16s%2Fg%2F1pp2tzyxy!19sChIJVyQMfy_maC4RJ1AVyf3qraU?authuser=0&hl=id&rclk=1","Club Arena Family Spa & Fitness","5,0","(2)","Tempat Fitness","·","","Hotel Grand Preanger, Jl. Asia Afrika No.81","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECgZhl9TSVFVOI6dsSGNzXTv7BfHvc5XV27_odtfuQf2B5s3Qbi19rUJpE0W5n4eWcRrIvKsWQw3teYwyNEyrULeq0ptE0mwIzJVsVvGHWiPrtKdz_VOp-6FCX3TBuSG54bZMRhg=w122-h92-k-no","","","","","· Tutup pukul 22.00"
"https://www.google.com/maps/place/Pamarset+Fitness+Club/data=!4m7!3m6!1s0x2e68e7e61e350bf9:0xaaa6d3e610ae49ca!8m2!3d-6.9245026!4d107.6014291!16s%2Fg%2F11h5w476wx!19sChIJ-Qs1HubnaC4RykmuEObTpqo?authuser=0&hl=id&rclk=1","Pamarset Fitness Club","4,9","(15)","Tempat Fitness","·","","Jl. Pajagalan Gg. Pamarset No.145","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeRF4peLCknxL6YzH-2N4bW1BXLwNEtmkiDp4xXgqmy6dplz1iFu1h4FSj-JWfpcTHct2A5FNIWPsRtrEeiZZBPR4kY4VTDJUZqfcm0weJjO99SJgRT4dfXATNl7yOy8qGz3z-Vg=w122-h92-k-no","","","","","· 21.00 · Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Preanger+Fitness+Center/data=!4m7!3m6!1s0x2e68e62f10b7fee3:0x21986658919d803b!8m2!3d-6.9209829!4d107.6118265!16s%2Fg%2F11dzj8fgs3!19sChIJ4_63EC_maC4RO4CdkVhmmCE?authuser=0&hl=id&rclk=1","Preanger Fitness Center","4,0","(10)","Tempat Fitness","·","","Graha Prama Preanger Hotel, Jl. Asia Afrika No.81","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDpYXBUDsy723hu2r1J067RPsw4QaNSjnHAzflIj3Wsr21Wv8_kPv9t7ZjLW6aSLhZvHbBi6zfqIdxKzYTLNC73MjomR9GQMjDITpoY246TDZjTCcSsuVvtc5hrGEmCC144SNL=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hotel yang nyaman""","","","· Tutup pukul 22.30"
"https://www.google.com/maps/place/Gor+Bu+Haji/data=!4m7!3m6!1s0x2e68e6f1a1dc5f9f:0xfd618181d02b5a83!8m2!3d-6.8792357!4d107.6052972!16s%2Fg%2F11f1k1zl3j!19sChIJn1_cofHmaC4Rg1or0IGBYf0?authuser=0&hl=id&rclk=1","Gor Bu Haji","4,5","(11)","Tempat Fitness","·","","4JC4+843","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","",""
"https://www.google.com/maps/place/Freedom+Fitness+Bandung/data=!4m7!3m6!1s0x2e68e73743a173fd:0x40d503b6ab92f367!8m2!3d-6.923496!4d107.6116041!16s%2Fg%2F11fsm3tclr!19sChIJ_XOhQzfnaC4RZ_OSq7YD1UA?authuser=0&hl=id&rclk=1","Freedom Fitness Bandung","4,3","(74)","Tempat Fitness","·","","Jl. Lengkong Besar No.6","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH11ny0JkyODvnQKHPg8NneQ_tNtmHAVTPsgqxR-k8XS9Dc341TdYMs33fWbMtS7RQCOlnmbcuP130o8b098fZoMiIbWsuJ5l3XBjtFdJezKFLHarkvukCFUwZZw9UIg4haAd0=w290-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang cukup terjangkau, baik secara","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Curves+Surya+Sumantri/data=!4m7!3m6!1s0x2e68e6872243eb87:0xa3a7d51d1685b4db!8m2!3d-6.8859654!4d107.5815723!16s%2Fg%2F11gdkx18cb!19sChIJh-tDIofmaC4R27SFFh3Vp6M?authuser=0&hl=id&rclk=1","Curves Surya Sumantri","4,9","(627)","Tempat Fitness","·","","·","Jl. Prof. drg. Soeria Soemantri No.76","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-b9tIAiIHB6rGe7bLtjoiv0OWn7W6zno2fZlG7_mttizOuTCb1flQl33_fIWA4JdASc7mq43JoD7t9E6xyUxOSdb_XlDlLqUF4eZm44vXDSnAX0Ioi1DksY_m6TfHpn2edu8=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya kerenn, bersih, buat","gym","cewe2 recomended bangettt""","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/El+Gym/data=!4m7!3m6!1s0x2e68e69edc28242d:0x2f708d4f781cd4c7!8m2!3d-6.8686211!4d107.5783104!16s%2Fg%2F1tf84hvj!19sChIJLSQo3J7maC4Rx9QceE-NcC8?authuser=0&hl=id&rclk=1","El Gym","4,7","(115)","Tempat Fitness","·","","·","Jl. Cijerokaso No.98","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKt4_jxV88OjSeJHrHa9N88IT-AzK_91g6m6voDIl7ML0UgFIZfLtbwG6C0gpoeNH82zY5lgfzX-7bszsaE_R7j2ATM5eTIc2yCvWlVy9NQSfGskiQa58PFOW2sSoTbQ7YGocH=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","gym","paling nyaman di bumi owner ramah + suka bantu spotting.""","· Buka Sen pukul 06.00"
"https://www.google.com/maps/place/Cavalry+Fitness+Center/data=!4m7!3m6!1s0x2e68e7bc53a5f1db:0x360c8a114e7f7796!8m2!3d-6.9273788!4d107.6317585!16s%2Fg%2F11mvvbrjj_!19sChIJ2_GlU7znaC4Rlnd_ThGKDDY?authuser=0&hl=id&rclk=1","Cavalry Fitness Center","4,6","(34)","Tempat Fitness","·","","Mapussenkav, Jl. Ciremay No.9","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGx7ahd5WC2S1Te3pmF0CxCeYOhc2qHM2X5XMjGaOQlFe8Aa0LAkfTyqJp6S5tJ31LaeRl527SbQXJXtTJ6ql8AbSKzSivCZp-msxitdX0Mz_rPXDhxRJ836puVY4uSxXysSkwvnQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","bersih dan murah 25K/visit.""","· Buka Sen pukul 16.00"
