"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/Momoyo+Sukamaju+Bandung/data=!4m7!3m6!1s0x2e68e74754e2153f:0xe1747dfc0f283a39!8m2!3d-6.8897237!4d107.5993031!16s%2Fg%2F11kps36yc1!19sChIJPxXiVEfnaC4ROTooD_x9dOE?authuser=0&hl=id&rclk=1","Momoyo Sukamaju Bandung","4,6","(263)","Es Krim","·","Jl. Sukamaju No.35","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGe7Zrw0PuRnq_7JRpQ0uLsci0a1rrYdx4eiBztJtia2QpWHOSfcxTLOzOiO608miZl07Npw9-OfUmXNE5y919BVUsTzOGp9bDe4UIFEc_Q25Z2t6t8EA9cD1_FdpTzpmeW4zhBuA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Es krim","favorite di cheat day nya anak-anak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrcHMzNnljMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Y0z3aYGvFamL4-EPs6Hc2As&ei=Y0z3aYGvFamL4-EPs6Hc2As&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/SUMA+KOPI,+ES+KRIM+%26+LIGHT+MEALS/data=!4m7!3m6!1s0x2e68e768547fee2b:0x456221d50072a7df!8m2!3d-6.8845562!4d107.6066745!16s%2Fg%2F11k5lypjxs!19sChIJK-5_VGjnaC4R36dyANUhYkU?authuser=0&hl=id&rclk=1","SUMA KOPI, ES KRIM & LIGHT MEALS","4,6","(29)","Kedai Kopi","·","Jl. Siliwangi No.28","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9rqsFCYA7mVurxu7t8nU13FVxcfdtUaeKXT_JbFapt-C5hfRKp4CnoX5sIHBTwQ3SOEbuX6SPDX37tjSnf7Oo59Oi3BeU7HVq_JyDSCxgVRoRtMUW2ZpDry7EXu95Xj7he4zXiQ=w92-h92-k-no","","Makan di tempat","Bawa pulang","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrNWx5cGp4cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Y0z3aYGvFamL4-EPs6Hc2As&ei=Y0z3aYGvFamL4-EPs6Hc2As&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Tianlala+Dipatiukur/data=!4m7!3m6!1s0x2e68e70038f92f9d:0xb22784413bf84262!8m2!3d-6.8897979!4d107.616373!16s%2Fg%2F11xh5cb3yz!19sChIJnS_5OADnaC4RYkL4O0GEJ7I?authuser=0&hl=id&rclk=1","Tianlala Dipatiukur","4,1","(103)","Es Krim","·","Jl. Dipati Ukur No.72","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhikVYa6ap1qrsnrDiQtCdmp1X6M72q3zPY6SCEVMYf3b-r2NM8LdnRiUGe9gPdnIVCVRj4sWNUP2We9mphtBWomrMR-CXRD25x8eY87KoCIqeyduwRpQ18bKzqKTk8pkGh_Eo-Bac-Zw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, selalu pesen yang","ice cream","yogurt karna seger.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4aDVjYjN5ehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Y0z3aYGvFamL4-EPs6Hc2As&ei=Y0z3aYGvFamL4-EPs6Hc2As&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Creamiery+-+CFD+DAGO/data=!4m7!3m6!1s0x2e68e7b232f787f7:0xa163e5b4061e5a6d!8m2!3d-6.8936257!4d107.6124725!16s%2Fg%2F11x1m2gbrk!19sChIJ94f3MrLnaC4RbVoeBrTlY6E?authuser=0&hl=id&rclk=1","Creamiery - CFD DAGO","5,0","(1)","Es Krim","·","Jl. Ganesa","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLwic8GsP0Ce6w9xXmysH5ASOVmohsDUXBbGaJAndDQ8lFQnZIakimieQQ7g5wUMDkNGxzv_ktBI4qxJ9h4C3n62k0rJLI1R5CaMMB0jIebEDSSI188aKDBIYepTTAG8Gt0FVz=w80-h97-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""de best banget salted caramel nya👑""","","","","","","","","",""
"https://www.google.com/maps/place/Eskrim+umaiza/data=!4m7!3m6!1s0x2e68e7001d00b479:0x7ad1a8ad27eeec86!8m2!3d-6.8919424!4d107.5945656!16s%2Fg%2F11z671c0fj!19sChIJebQAHQDnaC4RhuzuJ62o0Xo?authuser=0&hl=id&rclk=1","Eskrim umaiza","5,0","(10)","Es Krim","·","Jl. Sukagalih II No.19, RT./Rw/RW.: 05","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2Iytw55ZQGZsFdiAztSYsW3V2UL27XTn3p-Txqcs8YqhuUORPPujidXYJwCRLrfHxxAb7LbgAP_BRv4wMYiExVrDwv3I8z7sTpmaTzM45CCXhfte4XXCPxRs5Vvq1oBzFdCRw3Ooj-qL6=w122-h92-k-no","","","","","","","","","","",""
"https://www.google.com/maps/place/MixNyong+Ice+Cream/data=!4m7!3m6!1s0x2e68e7365137fdd3:0x7290fa251f2ca0c6!8m2!3d-6.8875626!4d107.6087473!16s%2Fg%2F11vbqn_54c!19sChIJ0_03UTbnaC4RxqAsHyX6kHI?authuser=0&hl=id&rclk=1","MixNyong Ice Cream","5,0","(2)","Es Krim","·","4J65+XG, Jl. Tamansari No.71","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWATXRs2zA4gvS7XApGlj7vInzsn4kzBPdSpD_cueOAWl0q8kZ4LNC2fQicKcTNh9XFgPM-tGvfLninf0998CrqSoJlur2Hm9yqWNqeRIPVy418jArqeWGVPA9mxVVhCMDlwQQ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Es krim","nya juga creamy dengan beragam topping!""","","","","","","",""
"https://www.google.com/maps/place/Kisah+Manis+Dago/data=!4m7!3m6!1s0x2e68e7dc4cbf2303:0x99485828c5ac45f4!8m2!3d-6.895273!4d107.6131165!16s%2Fg%2F11sf43bnrz!19sChIJAyO_TNznaC4R9EWsxShYSJk?authuser=0&hl=id&rclk=1","Kisah Manis Dago","4,9","(6.041)","Kedai Kopi","·","Jl. Ir. H. Juanda No.98","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEz7Ar1bk-lpM-xbTDLjKY50wfUeV14kabrC9u5dIy2q5OqNSD0iW48qSH3_CUxEnPCelLSYP525U0BfzljpyaMCT4A6pMeidfPXM3GnhsdnonOC___y5bW4JGEHvT93spOAyfJ7FFXKe4=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada kali ya","es krim","yang sama di menunya??""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzZjQzYm5yehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Y0z3aYGvFamL4-EPs6Hc2As&ei=Y0z3aYGvFamL4-EPs6Hc2As&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+Es+Krim/data=!4m7!3m6!1s0x2e68e652bb99164d:0x6b30a5ef3b2e8eda!8m2!3d-6.8961358!4d107.6205768!16s%2Fg%2F11bwqfwz1n!19sChIJTRaZu1LmaC4R2o4uO--lMGs?authuser=0&hl=id&rclk=1","Kedai Es Krim","4,7","(86)","Es Krim","·","·","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFz8yP84q9DD_5-ZuJ1HSJMQOtkknbxo9YbY6F30uc1QO-ReEaimqD1P2e0-Fjtg0-GLV1wBeWTvV9YiYCCN4uqbNTY4muT9l0NBRjb_R94-aWO5SfMNeXQJFqXcfTUusOryc=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak sekali","es krim","dan di tempat yang sangat bagus.""","","","","","Jl. Titimplik No.27-33","·","$"
"https://www.google.com/maps/place/Kalien+Ice+Cream/data=!4m7!3m6!1s0x2e68e706adf20573:0x37537eae523fde02!8m2!3d-6.8817938!4d107.62775!16s%2Fg%2F11cp7dx481!19sChIJcwXyrQbnaC4RAt4_Uq5-Uzc?authuser=0&hl=id&rclk=1","Kalien Ice Cream","4,7","(39)","Es Krim","·","Jl. Cigadung Pesantren No.60","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGReFYbKF9aU-tVxUufjflqbHeYRpyGLicdJHXlFN3ccpZuRwgYUuh9VXWd_1fYbl3fIlkkAV6AuMdNroSxD3O9hAAlYQelDK6aBtJqVnt3_F5XYXON1Q8TP2zdFQ1ySVVCYSlq=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada yang baru loh di kalien","ice","drink & coffee""","","","","","","",""
"https://www.google.com/maps/place/Yip+Hauz/data=!4m7!3m6!1s0x2e68e628db509cc3:0x1d2dba0eefef9cf6!8m2!3d-6.9238713!4d107.6118631!16s%2Fg%2F11b_2tt8v4!19sChIJw5xQ2yjmaC4R9pzv7w66LR0?authuser=0&hl=id&rclk=1","Yip Hauz","4,6","(420)","Es Krim","·","Jl. Lengkong Besar No.37","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESzTctN30BYabGBUJIGGshLLukXAUO1wRYkWl_fAD_3BaxVyk8YgaK65wvJ04DMt0Ewn_pqj1toVNPYR8SiBOk1HBBtdZM244wULvddQBXG6Ik_kKFGKXvqee1emkMTvvoGgE=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak tempatnya PW, luas,","es krim","tolak anginnya enak banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiXzJ0dDh2NBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Y0z3aYGvFamL4-EPs6Hc2As&ei=Y0z3aYGvFamL4-EPs6Hc2As&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","$"
"https://www.google.com/maps/place/ESDI+Coffee+%26+Ice+Cream/data=!4m7!3m6!1s0x2e68e8821df6279f:0xae955e2b7a7f7aa9!8m2!3d-6.92919!4d107.615601!16s%2Fg%2F11c0xhs7sc!19sChIJnyf2HYLoaC4RqXp_eitela4?authuser=0&hl=id&rclk=1","ESDI Coffee & Ice Cream","4,5","(77)","Es Krim","·","Jl. Melong No.11","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFM_VFN8uGAX65A5new_x3bu_wuZyFryq_iHyEvbqK5q_0xJWjwcd8nP_QTvx67sL-kdXGCO4-cOOypZt-XuNpA3wkjsGcS7tJGbVYrrKtM4_ZP5FuCFFY_HjXIIQfwt7DLQrnPXg=w153-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","","·","$"
"https://www.google.com/maps/place/Es+Kelapa+Simadu/data=!4m7!3m6!1s0x2e68e65a993304f5:0x70ab82665274dadd!8m2!3d-6.896317!4d107.6091841!16s%2Fg%2F11c6cphz88!19sChIJ9QQzmVrmaC4R3dp0UmaCq3A?authuser=0&hl=id&rclk=1","Es Kelapa Simadu","4,8","(162)","Kedai Hidangan Penutup","·","·","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeXhriN__X9_y6YuvYzg8w1b2UgJgklIHWi_FeUSX5zpqhTfU2dRmNqBNK0fRZVfdKqP_GMb_ivMCzmCwekLRbK2LFAbxi11Q9RgKA-sOjf4KLKYLPZq3bP8RZtQXWKumjEVjR=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harganya juga murahhh, 8rb pergelas.""","","","","","","","Jl. Tamansari No.59","·","$"
"https://www.google.com/maps/place/Donat+Pops/data=!4m7!3m6!1s0x2e68e7cec442ca75:0x25d81c7a42201760!8m2!3d-6.8979035!4d107.6072923!16s%2Fg%2F11fhwy2p98!19sChIJdcpCxM7naC4RYBcgQnoc2CU?authuser=0&hl=id&rclk=1","Donat Pops","4,8","(663)","Donat","·","·","Segera tutup","· 21.15 · Buka Sen pukul 08.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9v6di94dXrewO2NcZeKzKTNz21acJX4IvLoKGPVZeClZc9yWjgPh6N3IcZmRQ-66p0UPJZndii45-28QqYgPPThzQdWPyFY4z0_h4Urm7xOTrzcRHOBeBt3I0wM9KqQPR64-spQ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak , worth it's banget, ringan di dompet""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmaHd5MnA5OBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZUz3ab3TDsDg4-EPqdHNkQU&ei=ZUz3ab3TDsDg4-EPqdHNkQU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Kebon Bibit No.11","·","Rp 25–50 rb"
"https://www.google.com/maps/place/SICS+ICE+CREAM+-+DAGO/data=!4m7!3m6!1s0x2e68e75a369aebf5:0x3864e65d3c55a0fb!8m2!3d-6.8830451!4d107.6097132!16s%2Fg%2F11tnwbfs1t!19sChIJ9euaNlrnaC4R-6BVPF3mZDg?authuser=0&hl=id&rclk=1","SICS ICE CREAM - DAGO","5,0","(4)","Es Krim","·","Jl. Sangkuriang Bar. 2 No.16","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5RDPoAZwmAYGG3IGWV3xdiOFn1nm5iNNdV2wKanbfmfzrfg9lYrsn8_ZqCtG4svrIEFri74St6VuEtOF57Qdp_CBJsUuRDueyNXl1qCEki7FZ-EcW-IS941vlNY43fO3g6tCudr9O9WVn=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Ice cream","nya enak dan murmerr .""","","","","","","",""
"https://www.google.com/maps/place/KEDAI+KEMBAR/data=!4m7!3m6!1s0x2e68e7f2d5c3fa71:0xdef44b534eb1e4f5!8m2!3d-6.8830451!4d107.6097132!16s%2Fg%2F11s6571gkk!19sChIJcfrD1fLnaC4R9eSxTlNL9N4?authuser=0&hl=id&rclk=1","KEDAI KEMBAR","5,0","(2)","Es Krim","·","Jl. Sangkuriang Bar. 2 No.16","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYDhDX4w7tQBVe_DjAy8ad-oa6i0NeAJImcvAZDMacBBH38sftvtmz2s_lHpqCJTjMgoa2lcfvhWycXpYuMYptlEEBlW4kKXO6tbv81q3f5GqdMzU8PrHyEBBLniG5e5933z2h=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Es krim","nya enak murah, si aa nya ganteng hhee""","","","","","","",""
"https://www.google.com/maps/place/Es+Puter+Harian+Banga/data=!4m7!3m6!1s0x2e68e64610f8f71d:0x257ea1779eed56ad!8m2!3d-6.9016154!4d107.6091691!16s%2Fg%2F1pzy6dtpb!19sChIJHff4EEbmaC4RrVbtnnehfiU?authuser=0&hl=id&rclk=1","Es Puter Harian Banga","4,8","(16)","Es Krim","·","Jl. Hariangbanga No.17","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsqDpgOx-k2APrr2omXaZQ3KfkTX-VhoyVNXel7ucqTjlOUMfIqpY_eHbd0veCoO6QvR5VntwVI7pK-ictpmpQb-Kqm9P0liDcjRHveGF9xr8pb8_qb1QNB9ksqNw287Dzn5P_=w80-h118-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat sepi, kalo mau kongkow2 lama enak.""","","","","","","","","",""
"https://www.google.com/maps/place/Fentry+Chocolate+Baltos/data=!4m7!3m6!1s0x2e68e65a9f88124d:0xdb7361f1b3bb5037!8m2!3d-6.8987729!4d107.6085696!16s%2Fg%2F1pzv50pbb!19sChIJTRKIn1rmaC4RN1C7s_Fhc9s?authuser=0&hl=id&rclk=1","Fentry Chocolate Baltos","4,4","(19)","Toko Cokelat","·","BALTOS, Balubur Town Square, Jl. Tamansari No.57","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmUPBf6xGSHz4L0oaSguq9NDvRjhq7i0w9lxOQjldYTdGkXiKtoe6gxxI3D_9I_VNkaQp910v6k0mlLdBBzcPMJ0KS6eMMgaEvuwIEAo6GnttmZL7mqgj_pQ7ShGP7W4jOyOZTKQ=w80-h96-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk harganya berapa,?""","","","","","","","","",""
"https://www.google.com/maps/place/Vilo+Gelato+Bandung/data=!4m7!3m6!1s0x2e68e7eb321b10ad:0xdefe5733e5f9a5b6!8m2!3d-6.8690907!4d107.608885!16s%2Fg%2F11m_cfftlq!19sChIJrRAbMuvnaC4RtqX55TNX_t4?authuser=0&hl=id&rclk=1","Vilo Gelato Bandung","4,6","(1.627)","Es Krim","·","·","Segera tutup","· 21.00 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDRgLhZ_95aNmot2oepDBr0jbcPq5Dgr7tsDOWhzzhQNCqN8CTnsgrIx0H09eXb3f77dl4NhIAc5mUWI_ePrRYHa3NbdTl3asydrEALxndtxIbPwtgUnRAT2j_FIN6BECP3CwkHQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya lucu bangettt,","es","krimnya juga enak.""","","","","","Jl. Gunung Kareumbi No.7","·","$$"
"https://www.google.com/maps/place/iketan/data=!4m7!3m6!1s0x2e68e73ed763b8bf:0xab3846af987b6cec!8m2!3d-6.8980756!4d107.6081081!16s%2Fg%2F11srs3h9wn!19sChIJv7hj1z7naC4R7Gx7mK9GOKs?authuser=0&hl=id&rclk=1","iketan","5,0","(3)","Es Krim","·","4J25+Q64, Jl. Kebon Bibit","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkj-MxpOxXSWPI1JQsDivuJw-BrpIbnjABN9UA0Y18R7BpAirllLYhKpyaa9PwHZK1ommVDdomcwLzwEDok3T8qo8knBFhCNcK3wyH7VXD4fFeKHXSDYamDqwvr3ngllJ_VJqj=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah banget lumayan enak estehnyaa""","","","","","","","","",""
"https://www.google.com/maps/place/Toko+You/data=!4m7!3m6!1s0x2e68e65130855017:0x4802b3965e52c580!8m2!3d-6.8950077!4d107.6147737!16s%2Fg%2F1tcy_mxw!19sChIJF1CFMFHmaC4RgMVSXpazAkg?authuser=0&hl=id&rclk=1","Toko You","4,4","(4.151)","Kafe","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-w1CtWmezoGYU_DcXwo1Mw6R60bH6UoEYZt7hu-PU6J13uRq7jwEE7pF_F_J3Ga0DemASam3MUOwgKqEgmUrUuVTRCD5RAIyLoKs2E3boJoTMe4FHHOiQi79vUMxwK_mAI0Z7=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada","es","lilin,","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRjeV9teHcYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZUz3ab3TDsDg4-EPqdHNkQU&ei=ZUz3ab3TDsDg4-EPqdHNkQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Hasanudin No.12","·","Rp 50–75 rb"
"https://www.google.com/maps/place/MENOT+GIMANG/data=!4m7!3m6!1s0x2e79736a08002c65:0x1cff4c5a16c3eefe!8m2!3d-6.9002321!4d107.6050353!16s%2Fg%2F11r9g1gy17!19sChIJZSwACGpzeS4R_u7DFlpM_xw?authuser=0&hl=id&rclk=1","MENOT GIMANG","5,0","(1)","Es Krim","·","3JX4+W23, Unnamed Road","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEe85Q6-B_rTp-g82yT3YJP6fbG4tCQPX8pgUlKsVNSppYf1kXUE-pW4zRMmAdvV4MRZdpVwQGhVfYTGlxNrKWnc75wJ4_1eQ8QphDyI-d_yNZshJEFmox0BXZHK36k6RoZ4GA2=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Es krim","nya sangat enak hhhh""","","","","","","",""
"https://www.google.com/maps/place/pop+ice+sumo4d/data=!4m7!3m6!1s0x2e68e7801983c8a7:0x54587b48cf72d670!8m2!3d-6.8859302!4d107.6050105!16s%2Fg%2F11q99g9mnw!19sChIJp8iDGYDnaC4RcNZyz0h7WFQ?authuser=0&hl=id&rclk=1","pop ice sumo4d","5,0","(1)","Es Krim","·","4J74+J2C","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzlY2VBzcDOR1Epbv9evtzqkfUgxvuoKEQw6N_U-Jc5U7m9LNjBHu4iF4P21nFux8iJf-Ckg5tVUWU0eO5MRBYUzNRfdlQO_c0YmcCmmUdKHxtvGdzL1FHjXRck5-BsRpK_bU=w92-h92-k-no","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Gia+Gelato+PasirKaliki+Bandung/data=!4m7!3m6!1s0x2e68e74e70ed0601:0x29093f124e54da14!8m2!3d-6.9030724!4d107.5977621!16s%2Fg%2F11ydxntx3b!19sChIJAQbtcE7naC4RFNpUThI_CSk?authuser=0&hl=id&rclk=1","Gia Gelato PasirKaliki Bandung","4,9","(190)","Es Krim","·","Jl. Pasir Kaliki No.158c","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECJgIbYIrwuwKL5ahw5_378-qAYd4xUWsSO_DyZwLDr4YGeT3ViWCorgFIeHRNXgkCDUEK_DlBsZm2JDC1WuuGrbMkHRxIFmElxUdVQgawV0R72PZYs0p24-N6r-Pppv3ql8Yx8ECTU4v8=w199-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga per 2 scoops 35 K. Ada tempat duduk indoor dan outdokr.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5ZHhudHgzYhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZUz3ab3TDsDg4-EPqdHNkQU&ei=ZUz3ab3TDsDg4-EPqdHNkQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Bigost+Big+Oyster/data=!4m7!3m6!1s0x2e68e65809db6475:0x38dde21f257b9bc!8m2!3d-6.8875626!4d107.6087473!16s%2Fg%2F11c209cnl9!19sChIJdWTbCVjmaC4RvLlX8iHejQM?authuser=0&hl=id&rclk=1","Bigost Big Oyster","5,0","(2)","Kedai Hidangan Penutup","·","Taman Sari Food Fest, Jl. Tamansari No.71","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEu_Btg4VLYrtR2SfiUSHv5ePPnPgJ-mKV1ODVg9_LaithQt1c0pqVO2XEfcsfxmbbHV52Zw0n0z5cHNrSHnVt_2zBkQM3hpiBg4xP7y9ZRxsuZcArlZg-4nL2UqD1NqWh2MTmdtg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan nya enak semua""","","","","","","","","",""
"https://www.google.com/maps/place/WEDRINK+Tamansari/data=!4m7!3m6!1s0x2e68e7aab1e5e67b:0xe5727c673c5c9125!8m2!3d-6.902513!4d107.6082381!16s%2Fg%2F11kprj6xbn!19sChIJe-blsarnaC4RJZFcPGd8cuU?authuser=0&hl=id&rclk=1","WEDRINK Tamansari","4,5","(49)","Es Krim","·","·","Segera tutup","· 21.00 · Buka Sen pukul 09.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRlKVAUSeerqTd37ad6aD3KkNTtNfGjtGMVMKL9JWvQhImSpAaHEQ46NxRK7KXx-SC74sSLXMz5YIxG8W9iNEzrhCFtvMwbf1BBwAEgpxZtk61nPZmvIm6SgUyldeQ4km5XumDCQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya nyaman dan cozy, anak suka banget","es krim","nya creamy""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrcHJqNnhibhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZUz3ab3TDsDg4-EPqdHNkQU&ei=ZUz3ab3TDsDg4-EPqdHNkQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Tamansari No.28","",""
