"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/Es+kelapa+muda+si+bungsu%28MANG+HERMAN%29/data=!4m7!3m6!1s0x2e68e7b1fb134283:0xd24f5b3cc3d1e87f!8m2!3d-6.8974002!4d107.6041444!16s%2Fg%2F11qnjfyrcq!19sChIJg0IT-7HnaC4Rf-jRwzxbT9I?authuser=0&hl=id&rclk=1","Es kelapa muda si bungsu(MANG HERMAN)","5,0","(8)","Es Krim","·","Jl. Cihampelas No.122","Buka","· Tutup Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKr4VX_fN5d7-zF0Nj7Edd-rXwy_zXAXTbn8O8jq6LCt--0rbSq3I5E6bwzvx17LuomLvZOgnBncXdeKrUPoOvtX5l35xDVH3_aNdkONqEld87E33ljyj5yA0lRpKOKh7VTVZdlA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enakkk polll""","","","","","","","","",""
"https://www.google.com/maps/place/Toko+Coklat/data=!4m7!3m6!1s0x2e68e6494665881b:0x489316aff0ae9463!8m2!3d-6.9042783!4d107.6201477!16s%2Fg%2F1w604d31!19sChIJG4hlRknmaC4RY5Su8K8Wk0g?authuser=0&hl=id&rclk=1","Toko Coklat","4,5","(439)","Es Krim","·","·","Segera tutup","· 21.00 · Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6i4JvBJsEQAXi-vX6MXLqSzADyI4knXD0MPeWD7eeR2sHPM3AgPEZfq_J8zAhvmu4bStTGwpjQ4oYaTS9thM-kg_YmWlQRqMiYrtZ4RAeyeSKe6mVyAIqSKkKDf359u98BEkJPA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coklatnya enak-enak""","","","","","","","Jl. Cimanuk No.5","·","$$"
"https://www.google.com/maps/place/Haus!+Ciumbuleuit/data=!4m7!3m6!1s0x2e68e7967d0951b9:0x271a8405588bc06!8m2!3d-6.8797136!4d107.6033863!16s%2Fg%2F11s8lhy0sz!19sChIJuVEJfZbnaC4RBryIVUCocQI?authuser=0&hl=id&rclk=1","Haus! Ciumbuleuit","4,1","(54)","Es Krim","·","4JC3+496","Buka sekarang","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPQNoNo30gzEGvyAY-iEc5Qr-he7Peabfp0YemMxevDVmP9V5qRYswSQywWlYZ7ZbcPsDlNOlLK5xS0qqtpZFap5ePRUfvyyYe7FUcwrBM0AO8PAOqU3Eht1D0krF8CQIeHi9-=w80-h177-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sangat bagus""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzOGxoeTBzehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=aUz3aZucBvWd4-EPn4GZmAY&ei=aUz3aZucBvWd4-EPn4GZmAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Big+Cinnamon+Baltos/data=!4m7!3m6!1s0x2e68e6456c90ef29:0xbe64ca884dd3ef39!8m2!3d-6.8990017!4d107.6083355!16s%2Fg%2F11bbw_kg87!19sChIJKe-QbEXmaC4ROe_TTYjKZL4?authuser=0&hl=id&rclk=1","Big Cinnamon Baltos","4,5","(2)","Cookie","·","Balubur Town Square, Jl. Tamansari No.36 lantai 1 blok d","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFC1J9H4Q0i9lPZnoqeDB2EBKn4j14MCqIM8-6wCZqcYKnvQ_t6lGvXNtDlTxP9RiwnNkC057RViTKyZd4eJNkm4KzYoXiHjuXRZ8oGW3wATiHdY3LeZCQA8e8VTLCaI7CJPXZvyg=w92-h92-k-no","","Bawa pulang","","","","","","","","",""
"https://www.google.com/maps/place/Ridho+Clean/data=!4m7!3m6!1s0x2e68e655a085d923:0x75c24bb5f8952cdd!8m2!3d-6.8879133!4d107.618043!16s%2Fg%2F11cls7jd8r!19sChIJI9mFoFXmaC4R3SyV-LVLwnU?authuser=0&hl=id&rclk=1","Ridho Clean","4,2","(13)","Es Krim","·","·","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7eBH5rqM_aKBL1SqTNmkI2u3AsWORvrsJmZJOy0s6Wi9PzbcOo5wiyzZwMvlX1MTe4Cb6xifS4eVXqke2eo6TX7p7aI6MC3DEMUrsyaRbeiHSAcsbHphcMoFrjQC29bWl7H5e=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap 👍ini recomended,pelayanan ramah, cepet kering,wangi dan bersih ,,👌""","","","","","","","Jl. Sekeloa Gg. Kubang Sari VII No.38, RT.06/RW.06","·","$"
"https://www.google.com/maps/place/IlCapo+Gelato/data=!4m7!3m6!1s0x2e68e72cec28bfbb:0xa25d10c24acdb140!8m2!3d-6.8808341!4d107.5819412!16s%2Fg%2F11lyx21k71!19sChIJu78o7CznaC4RQLHNSsIQXaI?authuser=0&hl=id&rclk=1","IlCapo Gelato","5,0","(25)","Es Krim","·","Setrasari Plaza, B.11","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRKj7RN__Mj-3jDdk19V_nEiChe9e9j8IaXqv8sXzbrIKeQdPfFxfKLAfYRcLDEwf2n2YHQofcbJRztl8rv5Y46O-7mMb9YePmtzHePVVjB7p2QOEKq3-MHZ6fCQrg1B267y0rIpDKeqQ=w199-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""🥰🥰🥰 enakk banget .. premium quality💜""","","","","","","","","",""
"https://www.google.com/maps/place/Rasa+Bakery+%26+Cafe/data=!4m7!3m6!1s0x2e68e62fc9b40001:0xb9631a9afa090a27!8m2!3d-6.9189658!4d107.6121626!16s%2Fg%2F11t46nhm41!19sChIJAQC0yS_maC4RJwoJ-poaY7k?authuser=0&hl=id&rclk=1","Rasa Bakery & Cafe","4,5","(4.849)","Toko Roti","·","Jl. Tamblong No.15","Segera tutup","· 21.00 · Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkH1I3QYM2Or_r3hyd75ZjSZuNKoPr5WXI-SRD0QKbGTpV0aaUCZhFiT8ff2u1xJOk5qI9JqypiEKl2endq__NDkZB7CDwY6n1AOEJBb2ugXEWrhWxKZrcKWOE6ezOG3dZIkbPyg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa","es krim","nya enak banget, gak berubah.""","","","","","","·","$$"
"https://www.google.com/maps/place/Pokat+Kocok+Palugada/data=!4m7!3m6!1s0x2e68e74b8c9f81eb:0x25053cc218606b14!8m2!3d-6.8849075!4d107.6072592!16s%2Fg%2F11gx_wfb2v!19sChIJ64GfjEvnaC4RFGtgGMI8BSU?authuser=0&hl=id&rclk=1","Pokat Kocok Palugada","","","Kedai Hidangan Penutup","·","Jl. Dipati Ukur No.95","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=axDrgrghpiA8FXSdJSk8rA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=182.66075&pitch=0&thumbfov=100","","Pesan antar","","","","","","","","",""
"https://www.google.com/maps/place/One+Eighty+Coffee+and+Music/data=!4m7!3m6!1s0x2e68e650e167c1ab:0xdcc35bc2a4e6d1b1!8m2!3d-6.8938835!4d107.6124492!16s%2Fg%2F11cs125fcc!19sChIJq8Fn4VDmaC4RsdHmpMJbw9w?authuser=0&hl=id&rclk=1","One Eighty Coffee and Music","4,6","(9.187)","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTj7pxgPnrKKjXTwxOxOeoMb7aDIc7Scm5x5SXmNKESDozAAo-8HS2ktREjbNFc9_-a6k0axgHEzllEYxg95cBzu5q5J88sHcJSRh_-tsVesAhLA2Rxtjo08rLHiMu6RyviJG2PaQ8W6O6=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selalu ramai😌👌 bingung kalo pilih minuman, pasti selalu lychee frost""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjczEyNWZjYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=aUz3aZucBvWd4-EPn4GZmAY&ei=aUz3aZucBvWd4-EPn4GZmAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Ganesa No.3","·","$$"
"https://www.google.com/maps/place/Canary+Bakery/data=!4m7!3m6!1s0x2e68e6510e5a5f5b:0xaea77ebea2038014!8m2!3d-6.894096!4d107.613632!16s%2Fg%2F11b6sz9srd!19sChIJW19aDlHmaC4RFIADor5-p64?authuser=0&hl=id&rclk=1","Canary Bakery","3,3","(7)","Toko Roti","·","RS Borromeus, Jl. Ir. H. Juanda","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAExPViHA5lKAhODnAbcC1xJO5DzPWC6PG209PjfEn-1vq8u0VzjczrSRAhqDjoaxHKTkwPOUrhd4TBs3E5Yp1x-C7WWZERysX1qm3l0pBUmOjSJHNeczCVQtt0v0zDe-mfhtaKY=w80-h106-k-no","https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png","Menu yang ditandai:","es krim","","","","","","","",""
"https://www.google.com/maps/place/Caffe+Bene+Dago/data=!4m7!3m6!1s0x2e68e65636f1c60f:0x384cf91a6806a9e3!8m2!3d-6.888025!4d107.613437!16s%2Fg%2F11b60zp010!19sChIJD8bxNlbmaC4R46kGaBr5TDg?authuser=0&hl=id&rclk=1","Caffe Bene Dago","4,5","(1.789)","Kedai Kopi","·","Jl. Ir. H. Juanda No.155","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcc3OHlCm6KqQw3IGQsWNbPyD-ZXT93vTaStPYU3tsvyomo9ZRAHPXKhp6dLAf93L5f1B8RMlHYKqJ_1L-tiRoboIgMSSXpVWR-aadEMjUbfTJ462sl-Qs9rA5RCO1FZxcVUAk=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kafenya nyaman, pizza enak,","es krim","jg sgt delicious.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjB6cDAxMBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=aUz3aZucBvWd4-EPn4GZmAY&ei=aUz3aZucBvWd4-EPn4GZmAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Kedai kopi dengan hidangan manis & gurih","·","Rp 50–75 rb"
"https://www.google.com/maps/place/Alvino+Cone+Eskrim+Shop/data=!4m7!3m6!1s0x2e68e79153a2c5ef:0xdc766080b4e8fc12!8m2!3d-6.9004684!4d107.6513476!16s%2Fg%2F11f147rbkq!19sChIJ78WiU5HnaC4REvzotIBgdtw?authuser=0&hl=id&rclk=1","Alvino Cone Eskrim Shop","5,0","(2)","Pusat Perbelanjaan","·","3MX2+RG9","Buka 24 jam","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","","","","","",""
"https://www.google.com/maps/place/es+durian+nusasari+ogi/data=!4m7!3m6!1s0x2e68e7df92b55a11:0x5802befcb246e556!8m2!3d-6.8976719!4d107.6125284!16s%2Fg%2F11xtwsvn1f!19sChIJEVq1kt_naC4RVuVGsvy-Alg?authuser=0&hl=id&rclk=1","es durian nusasari ogi","","","Es Krim","·","Jl. Ir. H. Juanda No.83","Tutup","· Buka Sen pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8XHzuHHL-1OY_tkaYw_30b_IjQ_Jf1ycke06FkyxJIU4tTEIOWKFrUd5Ra9AUGii9h21P_cqgcXfFik2yaZ07rs5gFurHwsZDHgyRsJw2A8THxU9uRWRp1KngCvDFeKZaW7Nzevyhz-Uk=w92-h92-k-no","","","","","","","","","","",""
"https://www.google.com/maps/place/Kopi+Kyomi/data=!4m7!3m6!1s0x2e68e73a9efb66bf:0xc48120de8d5b64f!8m2!3d-6.8895429!4d107.613792!16s%2Fg%2F11h4jws0g6!19sChIJv2b7njrnaC4RT7bV6A0SSAw?authuser=0&hl=id&rclk=1","Kopi Kyomi","4,6","(914)","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkvy5eNpk1j5m551M3DOdoxmutdV3El_B-Uoz0iNkvgFv7RUZ7AVvCtzXh9H8TTvAq9iVLImZJ-HqpIRolZ16d3fIeqRH0JjYkNgzQ8YiOsOg_nAuCozGKo5ZAj8Iituu01EfcZhPCxf7j=w80-h112-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Ice cream","nya juga enak

Tempatnya juga enak banget!!""","","","","","Jl. Ir. H. Juanda No.130","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Baskin+Robbins/data=!4m7!3m6!1s0x2e68e637448a8f2f:0x1e3f1b62ac89aaca!8m2!3d-6.9086121!4d107.6115002!16s%2Fg%2F1hc10l0dj!19sChIJL4-KRDfmaC4RyqqJrGIbPx4?authuser=0&hl=id&rclk=1","Baskin Robbins","4,5","(23)","Es Krim","·","Jl. Merdeka No.56","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNGaqWwgn9rs7Cjf9Izpr2Vx-cwvW6Ka3CBhNgBfOQfFw0Xre73uxdluvdZ6q9gPtupS0vitsE_z7C_JdWVH9YrhIxvETuHT43aRTU9p6-TxVCN8lbHtOZ5vKNug6sH2ydBDFV=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masih jadi","es krim","favorit sepanjang masa.""","","","","","","·","$$"
"https://www.google.com/maps/place/Azuka+Mochi/data=!4m7!3m6!1s0x2e68e7b1118b14fb:0x174f3993fc7646bf!8m2!3d-6.888404!4d107.6161561!16s%2Fg%2F11gvz32nbr!19sChIJ-xSLEbHnaC4Rv0Z2_JM5Txc?authuser=0&hl=id&rclk=1","Azuka Mochi","","","Es Krim","·","Jl. Tubagus Ismail Bawah No.41","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eDFWjd1cLgCs-trwyEufbA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=257.13577&pitch=0&thumbfov=100","","Pesan antar","","","","","","","","",""
"https://www.google.com/maps/place/Bosscha+Space/data=!4m7!3m6!1s0x2e68e73e88d40b1b:0xf7a5d9b1649715b7!8m2!3d-6.8960711!4d107.6131413!16s%2Fg%2F11s5vkd563!19sChIJGwvUiD7naC4RtxWXZLHZpfc?authuser=0&hl=id&rclk=1","Bosscha Space","4,7","(941)","Restoran","","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyVmgCkpAGOfqW-zBA0nU8igy2Was9usLX4Mfv4nGwyK6WdXuSdR5Tf5X6AaAwoXE9dinyOxvlSQlcxTw-8RqDduVt0kxc2Wz24Xfk8QfUzjH8CG_Ni26Kz8hLVsS86rzDTVjT=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk","ice","leci tea nya oke.""","","","","","","·","Rp 50–75 rb"
"https://www.google.com/maps/place/Mr.+Es+Doger/data=!4m7!3m6!1s0x2e68e78af72541e9:0xabbb28a56a2259a5!8m2!3d-6.9030069!4d107.605998!16s%2Fg%2F11xzvm6x1d!19sChIJ6UEl94rnaC4RpVkiaqUou6s?authuser=0&hl=id&rclk=1","Mr. Es Doger","5,0","(2)","Es Krim","·","Jl. Tamansari Bawah No.60","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAECJdQL3UWrEUaoUibykiW743Afz5BbV-cR7Ae-gRqTQuIMGBwbJnZPhi-X-C63Io-JDY8phEzDvSgcxSuJzhrgvq4TAHFjIIXU-dWNAhPqz_oImGngvqyd9cjC1uK2lgYm9tTP07Z046g=w80-h142-k-no","","","","","","","","","","",""
"https://www.google.com/maps/place/Ini+Kreasi/data=!4m7!3m6!1s0x2e68e767ed87b619:0x59e2938f1bb7cad9!8m2!3d-6.8936523!4d107.6056969!16s%2Fg%2F11fkdmtp54!19sChIJGbaH7WfnaC4R2cq3G4-T4lk?authuser=0&hl=id&rclk=1","Ini Kreasi","5,0","(1)","Toko Perlengkapan Rumah","·","4J44+G7P","Buka","· Tutup pukul 22.00","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","Pesan antar","","","","","","","","",""
"https://www.google.com/maps/place/Mixue+Ciumbuleuit/data=!4m7!3m6!1s0x2e68e757f53fe159:0xbd0c2639e3fce3d0!8m2!3d-6.8739554!4d107.6045598!16s%2Fg%2F11rfp_ylzg!19sChIJWeE_9VfnaC4R0OP84zkmDL0?authuser=0&hl=id&rclk=1","Mixue Ciumbuleuit","4,5","(299)","Es Krim","·","·","Segera tutup","· 21.00 · Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2HEeErVkkeykclyr0F7_hftRWJXAC7sYwOxwiHwMW92myG3fYKMi3AiHIwcR-dhPMrbz0ylX3cIBWagOlOhzwT1P4xBnQDoh6Kzge2euwHUFJvRL_vQ5g7ovYaw4w12T-KzkM=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Es","krimnya enak tempatnya juga enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyZnBfeWx6ZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=a0z3af7QHMiO4-EPmuWM0Ao&ei=a0z3af7QHMiO4-EPmuWM0Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Ciumbuleuit","·","$"
"https://www.google.com/maps/place/Es+krim+thomas+slebew/data=!4m7!3m6!1s0x2e68e735f62954b9:0x189be75c78d686fe!8m2!3d-6.9215808!4d107.6009903!16s%2Fg%2F11s_x59pqw!19sChIJuVQp9jXnaC4R_obWeFznmxg?authuser=0&hl=id&rclk=1","Es krim thomas slebew","5,0","(25)","Es Krim","·","3JH2+999, Jl. Cibadak","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jxtjDPfRlyPXp19VbicJQA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=350.57587&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","es krim","nya dingin, sedingin di kutub utara.""","","","","","","",""
"https://www.google.com/maps/place/Fuego+Coffee+Roasthouse+%26+Norge+Parlor/data=!4m7!3m6!1s0x2e68e736a527d3e7:0xca6b5295df1085da!8m2!3d-6.9108672!4d107.6177394!16s%2Fg%2F11mb_h5gtc!19sChIJ59MnpTbnaC4R2oUQ35VSa8o?authuser=0&hl=id&rclk=1","Fuego Coffee Roasthouse & Norge Parlor","4,8","(863)","Restoran","·","Jl. Banda No.4","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvMicWHYlz5Y5nrKCrcN1xTduT_qQrPGdznrGPyuomGVI92A7QV4TEWhEdIuKqxhp5WGwo0s78XfauC73ZhM9uEdECtRnrzTtAM-eO2Rotns8xK_omceUmfwC_Xya_swLtGtGPLw=w173-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ambience nya enak bgtttt, plus makanannya jugaa..","es krim","nya mantaapp""","","","","","","·","Rp 50–75 rb"
"https://www.google.com/maps/place/cipedes+es+krim/data=!4m7!3m6!1s0x2e68e76f9a3f3097:0x457084082fd858a8!8m2!3d-6.8905455!4d107.5910688!16s%2Fg%2F11ftvbxych!19sChIJlzA_mm_naC4RqFjYLwiEcEU?authuser=0&hl=id&rclk=1","cipedes es krim","5,0","(6)","Es Krim","·","Jl. Cipedes Tengah No.26","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaN7oSImdG0rn8zxmX67lrNhgGjqHt-JXBVsgruMPolZct5EmVUKpAXLOezKKh8UYAFi1l_yhsLdx6z8R-L2dY2qMmsW17C6kA9ggVINJzWZfCLcPDEsuhdg32M-xI6ymDM27NpQ=w112-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan cepat dan ramah""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmdHZieHljaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=a0z3af7QHMiO4-EPmuWM0Ao&ei=a0z3af7QHMiO4-EPmuWM0Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Es+Krim+Bandung+JOYDAY,INDOFOOD,AICE,DIAMOND+DAN+CAMPINA./data=!4m7!3m6!1s0x2e68e89eb77033a9:0x4b029e08a16ce3e0!8m2!3d-6.9330723!4d107.6025201!16s%2Fg%2F11b6mt4pfp!19sChIJqTNwt57oaC4R4ONsoQieAks?authuser=0&hl=id&rclk=1","Es Krim Bandung JOYDAY,INDOFOOD,AICE,DIAMOND DAN CAMPINA.","4,7","(33)","Es Krim","·","Jl. Astana Anyar No.257","Segera tutup","· 21.00 · Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhE0pji-DLhUPp1Xs7FQVkGxtjIJyNuiHbPDtwKkK3sUbHaWP6WePatsPFJXRvGn__lbUsyOMY1EnKg0WZlFraQl6SYBVg_EEeFQsWAzkdcsqbztExvEruSI5NeHVaTUbZI00SfVYtz029NhK-FYKAvohcINxbDGcYWQvB2d7uByD2kJ_I_iU9QyWsPWwUqhhUMn4w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pengiriman sangat cepat dan","es","ya enak
Sangat puas dengan pelayanan ya""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNm10NHBmcBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=a0z3af7QHMiO4-EPmuWM0Ao&ei=a0z3af7QHMiO4-EPmuWM0Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Karen%27s+Cookies/data=!4m7!3m6!1s0x2e68e6f655e27e6b:0x2b144d33db8cf503!8m2!3d-6.8849013!4d107.6069215!16s%2Fg%2F11c6_c1wms!19sChIJa37iVfbmaC4RA_WM2zNNFCs?authuser=0&hl=id&rclk=1","Karen's Cookies","3,0","(1)","Cookie","·","Jl. Siliwangi No.31/155B","Tutup","· Buka Sel pukul 10.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eM9rxw8553Ryq6fF4-e8FA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=175.81145&pitch=0&thumbfov=100","","Pesan antar","","","","","","","","",""
"https://www.google.com/maps/place/Es+Pisang+Ijo+%28by+Merlape+Eatery%29/data=!4m7!3m6!1s0x2e68e74c72459365:0xb8d13b3f3abe29d0!8m2!3d-6.8846296!4d107.6137223!16s%2Fg%2F11vpfp0c_w!19sChIJZZNFckznaC4R0Cm-Oj870bg?authuser=0&hl=id&rclk=1","Es Pisang Ijo (by Merlape Eatery)","5,0","(8)","Kedai Hidangan Penutup","·","Depan Salon Memori, Jl. Ir. H. Juanda No.185","Tutup","· Buka Sab pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJr71Ucan-i7ISFr77xaJKE-SNBo3otS5dSoqNLK5lK3eQpD0fVKfNEVxj0wnDLRtTsuR0DaCGcvv7W7X_fCL8JZo5GEW4c3voiuRCxwm44DnbWgC91QB2s4IlA6vJZp5jsPOi-aq5Iqxf=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selalu suka dengan makanan dan minuman yg dijual Merlape.""","","","","","","","","",""
"https://www.google.com/maps/place/Rit%27s+Bandoeng+Ice+Cream/data=!4m7!3m6!1s0x2e68e727796770d9:0x6aa20cfe2c71d961!8m2!3d-6.8478853!4d107.5985131!16s%2Fg%2F1v_ql5qc!19sChIJ2XBneSfnaC4RYdlxLP4Momo?authuser=0&hl=id&rclk=1","Rit's Bandoeng Ice Cream","4,3","(144)","Es Krim","·","Jl. Dr. Setiabudi No.388","Segera tutup","· 21.00 · Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTsAHUuYyTL1CkqUXUQVzBTbi_8qRx6N-ToBehSen4mMJldSCnI9nFF2KPSw6e0foKJ1b2WUlyfjfc_CHTLAJSE-iC30Hvu9CBElmdgsI0mE9GWHbTsZf5XXGNceB2E5VqzkNQAA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga","es krim","Rp 37.000 per scope tergantung rasa yang dipilih.""","","","","","","·","$$"
"https://www.google.com/maps/place/Mixue+BEC/data=!4m7!3m6!1s0x2e68e7ee5736b18f:0xfccaddeaccaba078!8m2!3d-6.9074955!4d107.609182!16s%2Fg%2F11t79nllqk!19sChIJj7E2V-7naC4ReKCrzOrdyvw?authuser=0&hl=id&rclk=1","Mixue BEC","3,6","(81)","Es Krim","·","Istana BEC LU S01/02","Segera tutup","· 21.00 · Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGm9nBGVIAyW1Sa5ZB0W70nR31Cvkn_lqdV4kF9doiKNE7l4pHjL-G8-sRN-CCx6jSDyRKmFX145n6tcVMGXOZoFR8Y17Q_aaO5bQOmsyZdlKS1fXSDrZvZ3_aVFPBBpIlCUuHaxw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cepat,","es","krimnya enak, harga murah""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0NzlubGxxaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=a0z3af7QHMiO4-EPmuWM0Ao&ei=a0z3af7QHMiO4-EPmuWM0Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
