"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","ah5Ghc 2"
"https://www.google.com/maps/place/STIPER+LAB+CAFE/data=!4m7!3m6!1s0x2e7a590040110c61:0xae2c41a0d6d262f!8m2!3d-7.7821783!4d110.3957593!16s%2Fg%2F11wqh3l3dd!19sChIJYQwRQABZei4RLyZtDRrE4go?authuser=0&hl=id&rclk=1","STIPER LAB CAFE","5,0","(5)","","","Kedai Kopi","·","Jl. Petung","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyRb-X5Lo1MGQ05ml6EGTFUkyePB1xzNPFABmJarRXMeFKxvYivxxk9LDVM0DrTq2zlzrCgU5YJVrt_KKDPtx7aL4c3ywsGuHHqT38rNXdXQ3qrW7JqVILs4c5TMPSgFM-OMScwA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cobain manual brew V60 disini rasanya clean banget.""","","","","","",""
"https://www.google.com/maps/place/Promenade+Cafe/data=!4m7!3m6!1s0x2e7a59f9d2e8bc5f:0xea434c1e451e1335!8m2!3d-7.7837946!4d110.3914446!16s%2Fg%2F11cs265p1b!19sChIJX7zo0vlZei4RNRMeRR5MQ-o?authuser=0&hl=id&rclk=1","Promenade Cafe","5,0","(3)","","","Restoran","·","Hotel New Saphir Yogyakarta, Jl. Laksda Adisucipto No.38","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1f0b6Rz3PmudQtW_I_Fmw8D0UT3iz27krYiZLs8750XspnCzU7W19Lq8nyT1mIwQ4zUyC0CMlwExo1NSvrgiK0ZM8tz3H3WiBWmrJgi8kSQPvYom9-fStP-fFR7H5mfnEpXI=w152-h86-k-no","","Makan di tempat","","","","","","Bawa pulang"
"https://www.google.com/maps/place/Mbah+Moe+Cafe/data=!4m7!3m6!1s0x2e7a59eacded3491:0x471b138153cfabfe!8m2!3d-7.7738324!4d110.4046096!16s%2Fg%2F11c1xf9zhk!19sChIJkTTtzepZei4R_qvPU4ETG0c?authuser=0&hl=id&rclk=1","Mbah Moe Cafe","4,3","(405)","·","Rp 1–25.000","Kafe","·","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjHOyemRlVDtOrNUlcxWdx0UvgRbp-NOalK7BmzzKCCQz1D93JdkfzMLWXJ2NR3wFXhGCQ7cdNmcqrbuIWzNuy_l0dORdWaBvdOyFr2632xmXKWXRgIvvqoPeC-olbIPG9CfwM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya nyaman buat nongki atau nugas, ada toilet juga.""","","","","","Jl. Perumnas",""
"https://www.google.com/maps/place/Nongkrong+Format/data=!4m7!3m6!1s0x2e7a59de8fd062d3:0xa860ffd22d843c81!8m2!3d-7.7900325!4d110.3986877!16s%2Fg%2F11f_cqypy9!19sChIJ02LQj95Zei4RgTyELdL_YKg?authuser=0&hl=id&rclk=1","Nongkrong Format","4,5","(2)","","","Kafe","·","Jl. Sorowajan Baru No.294-277","Buka","· Tutup pukul 00.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YJEXa1pWI88H6CZ_icnBPw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=94.11863&pitch=0&thumbfov=100","","Makan di tempat","","","","","","Bawa pulang"
"https://www.google.com/maps/place/BAKUDAPA+Cafe/data=!4m7!3m6!1s0x2e7a595807e6f661:0x806809d6b4a33273!8m2!3d-7.7764746!4d110.4031538!16s%2Fg%2F11nrvr4wg7!19sChIJYfbmB1hZei4RczKjtNYJaIA?authuser=0&hl=id&rclk=1","BAKUDAPA Cafe","4,5","(35)","","","Kafe","·","Jl. Melon Mundusaren No.137","Tutup","· Buka Sen pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxgAZnO4roPqqQISojPg86qiAjT3zkbJWw4b2Kx9-dHnj3Z3tHFc1DceYhNV-bcFaoRHtncldU7sWiH_X2A0jwqzU7PCGvrt1U7gdwjcAffiw_2kPtGP-iakrwr6c8zJeDtZiSyg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat makan paling seru""","","","","","",""
"https://www.google.com/maps/place/SH+Juwara+Cafe+Yogyakarta/data=!4m7!3m6!1s0x2e7a5900682f66ed:0x519bcf438f57e151!8m2!3d-7.7831393!4d110.3812188!16s%2Fg%2F11yzm0d52g!19sChIJ7WYvaABZei4RUeFXj0PPm1E?authuser=0&hl=id&rclk=1","SH Juwara Cafe Yogyakarta","4,0","(1)","","","Rumah Makan","·","Food Court Gardena Departmen & Store, Jl. Urip Sumoharjo","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG71gfMQTyeNjGdz7AVECYS2G3iBbE4wi2PRnlJ0JUGnzcqM78G-AMyXv4fDwjfZ2Kd53EKss5Vk5RzU6LV8lB60h2_LOlna7OrRSAPR-99mS9pNN2ATUUc4DZj9wKf1k39dDdmOBThK3M=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap kopinya dan unik original  penyajiannya.""","","","","","",""
"https://www.google.com/maps/place/Cafe+31+Bu+Ikun+%28%EA%A6%95%EA%A6%A5%EA%A6%B3%EA%A6%BA%EA%A7%87%EA%A7%93%EA%A7%91%EA%A7%87%EA%A6%A7%EA%A6%B8%EA%A6%86%EA%A6%8F%EA%A6%B8%EA%A6%A4%EA%A7%80%29/data=!4m7!3m6!1s0x2e7a594ddc40a8a5:0xc31a4f1ffa8dd7c4!8m2!3d-7.7781907!4d110.3762876!16s%2Fg%2F11g2yykc9l!19sChIJpahA3E1Zei4RxNeN-h9PGsM?authuser=0&hl=id&rclk=1","Cafe 31 Bu Ikun (ꦕꦥ꦳ꦺ꧇꧓꧑꧇ꦧꦸꦆꦏꦸꦤ꧀)","4,8","(13)","","","Kafe","·","Blok GK 5 No.795","Tutup","· Buka Sen pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2BlM6OiSuC8esnRcSBmsxA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=190.01897&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nongkrong semasa sekolah murmer pokoke""","","","","","",""
"https://www.google.com/maps/place/ELEMENT+CAFE+%26+RESTO+by+Petit+Paris/data=!4m7!3m6!1s0x2e7a5780e89a60d3:0xaeb2927986e8b079!8m2!3d-7.7978046!4d110.3926815!16s%2Fg%2F11f730x6r7!19sChIJ02Ca6IBXei4RebDohnmSsq4?authuser=0&hl=id&rclk=1","ELEMENT CAFE & RESTO by Petit Paris","4,6","(705)","·","$$","Kafe","·","Jl. Ipda Tut Harsono No.48","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIURFWRvjDwLmp9MLD89J4RIM4zg-KoLk6yziaanuBDktHhGyEiD6QjzJDkPDobCAIcMcWE-o0-upPsrNvO06Qk8RBUeouCD9a6W5C0QZJzYTl6f0YOHYDjKxQG372wOBOkLHkmw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu saladnya pilihan proteinnya beragam dan enak enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmNzMweDZyNxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=SCn3afWuJqWs4-EP_7q_IQ&ei=SCn3afWuJqWs4-EP_7q_IQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Cafe+Jawara+FT+UNY/data=!4m7!3m6!1s0x2e7a590014fdfecd:0x3830598bb8ad3b16!8m2!3d-7.7697405!4d110.3884047!16s%2Fg%2F11w_t_3txq!19sChIJzf79FABZei4RFjutuItZMDg?authuser=0&hl=id&rclk=1","Cafe Jawara FT UNY","4,6","(15)","·","Rp 1–25.000","Kedai Kopi","·","69JQ+492","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRrytes0_gckZnqJyUsQcQ_UhyL3haoGaL0qMl8iarEn1FJAfJDNEvHdk001DNCvYWdMAmyp07aeAAYBzeOWSjZOnMaIcsQCIH7I2cOfZWRFz50rjS4Cfw736zeiOBVunoGA-rSkLluOM=w91-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman, kopinya enak, cocok juga buat nugas  🙌🏼""","","","","","",""
"https://www.google.com/maps/place/Perigon+Cafe/data=!4m7!3m6!1s0x2e7a59c5c8693785:0xa070ad116fb6e588!8m2!3d-7.7804539!4d110.3927667!16s%2Fg%2F11b61rkq_9!19sChIJhTdpyMVZei4RiOW2bxGtcKA?authuser=0&hl=id&rclk=1","Perigon Cafe","5,0","(1)","","","Kafe","·","Perigon Fitness Studio, Jl. Demangan Baru No.6F","Tutup","· Buka Sen pukul 22.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGB-PkU1XCNvnVb_sg6NxRl7W1FvwVVOdx8ISgaxSwTWbAveRCC1T0Ikji4lSWm-lpzC3WqYGncNxLJ54VmW_cjF-PQBD9KqWokoKCDZSqmOCGSIUQm9iz1bwtkKnsRrTtuKadILxCpXchD5o4sfcQHpv29c5q9a0teAztv4m_Mt4ihqYk9dftjMlHA6GOI9x2BqD4=w122-h92-k-no","","Makan di tempat","","","","","","Bawa pulang"
"https://www.google.com/maps/place/Loko+Cafe+-+Malioboro/data=!4m7!3m6!1s0x2e7a59860a4f83d1:0x7cb25403089474ed!8m2!3d-7.7897933!4d110.3659242!16s%2Fg%2F11f616bfcc!19sChIJ0YNPCoZZei4R7XSUCANUsnw?authuser=0&hl=id&rclk=1","Loko Cafe - Malioboro","4,5","(7.800)","·","Rp 25–50 rb","Kafe","·","Komp. Ps. Kembang, Jl. Ps. Kembang","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFn64XADCUiI3tXEeqsb03ChkSfpglqCv5vqs0gWw8hWCh1fEuQ0tTP2IAG8gXOsfQ-yyZ5sDvwgpA8FUmxMVLz3pu6KC3V2pBzE1zfFseZFIkOE76__6Nvdy33dETYlu72A1l4=w189-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pas capek pas laper pas ada Loco coffee...""","","","","","Tempat nongkrong kasual, makan & minum",""
"https://www.google.com/maps/place/Super+Hotspot+CAFE/data=!4m7!3m6!1s0x2e7a5970bda293cf:0x5bbc231f3658653c!8m2!3d-7.7600068!4d110.3811498!16s%2Fg%2F11qmr6xt4k!19sChIJz5OivXBZei4RPGVYNh8jvFs?authuser=0&hl=id&rclk=1","Super Hotspot CAFE","4,4","(9)","","","Kafe","·","Jalan Kaliurang km 5,2 no A. 20","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9-HubVtVTTNP47OLinVEgg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=84.91156&pitch=0&thumbfov=100","","Makan di tempat","","","","","","Bawa pulang"
"https://www.google.com/maps/place/D%27zegen+Cafe/data=!4m7!3m6!1s0x2e7a59c7cf25944b:0xcc28e13ac6a77fe9!8m2!3d-7.7766063!4d110.3917305!16s%2Fg%2F11b63ff09_!19sChIJS5Qlz8dZei4R6X-nxjrhKMw?authuser=0&hl=id&rclk=1","D'zegen Cafe","5,0","(1)","","","Kafe","·","69FR+9M5, Jl. Mrican Baru","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHKSb65ja4XrvPUe5R7TTN33Fo92u3Rf3o_dQIcu6OhognwLvahK_LAphr9tJftHgBu8-mhoy_FxsrXyFlYfNXh1rBG34ers2Lz5m6UGxUE2Q-AfAkyF_vKFVZ3QbO4vbffm7VdF_d-xAdCxDa9kFhSo4SZiQy1gN4W0f9TVSKJrznimDeaHuUPDUoxK6W_YkDd0gQ=w122-h92-k-no","","Makan di tempat","","","","","","Bawa pulang"
"https://www.google.com/maps/place/Vito+Cafe+Monjali/data=!4m7!3m6!1s0x2e7a585051a51433:0x759e02eb0c4909b7!8m2!3d-7.7629661!4d110.3691527!16s%2Fg%2F1hc3ygrdr!19sChIJMxSlUVBYei4RtwlJDOsCnnU?authuser=0&hl=id&rclk=1","Vito Cafe Monjali","3,6","(34)","·","$","Kedai Kopi","·","Jl. Monjali No.248","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWcD-shgN2wvDkDgLgyjIV9_JtCbJNOeHBK2blsJ3TEVUrjijDVGDl-FHBaumFL3SmoAnD3KIs0UJ-8b35eMBVzqdTlILcVPD9ik4qVKHmD5f1t6NibjBzEqzLM8CmWR5kwAt-=w153-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rindu warnet.""","","","","","",""
"https://www.google.com/maps/place/Warmindo+GEJOSS+CAFE/data=!4m7!3m6!1s0x2e7a59d70f3e86f9:0x7f698d99fe3695a!8m2!3d-7.7919641!4d110.3883398!16s%2Fg%2F11f_p2pwms!19sChIJ-YY-D9dZei4RWmnjn9mY9gc?authuser=0&hl=id&rclk=1","Warmindo GEJOSS CAFE","4,5","(234)","·","Rp 1–25.000","Kafe","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpFSbtREWDFRV1ET1iD8RnPlbiBNtpqEg9Q9XfSTEVOJENOBSJcwvnx7yDMlMCQ9KQfB7KsuNxa604fdxgNAanehivEN5v20QmMaJehoGau6CLEk9cljhm6iy9Lb7jtxkd7BA_=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana ena utk nongki ngobrol ngobrol""","","","","","Jl. Melati Wetan No.180",""
"https://www.google.com/maps/place/Internet+Learning+Cafe+-+Ambarukmo/data=!4m7!3m6!1s0x2e7a59c3260edea9:0xae02dc32d474d71!8m2!3d-7.7835331!4d110.3993802!16s%2Fg%2F11bvt1pvb0!19sChIJqd4OJsNZei4RcU1HLcMt4Ao?authuser=0&hl=id&rclk=1","Internet Learning Cafe - Ambarukmo","4,6","(2.646)","","","Ruang Kerja Bersama","·","Jl. Laksda Adisucipto No.26","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAERM6pI5TauuKeAGG5rYUV-jUuNrdimRINSbiUcOOerXT4TZZ_Z0HtkF5MlDqDS2NtMfYQCqp0zz84FqH3B7LwbCDBvvibaH-EE0_W_YTn5FS8GxC4SX9tL8EoRn-1RFvNAxMzwhQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya luas, nyaman untuk nugas, kopinya juga enak""","","","","","",""
"https://www.google.com/maps/place/EB+Caf%C3%A9/data=!4m7!3m6!1s0x2e7a59b4c654d9f9:0x507811041d4aaac8!8m2!3d-7.771099!4d110.3794617!16s%2Fg%2F11cr_g9c5b!19sChIJ-dlUxrRZei4RyKpKHQQReFA?authuser=0&hl=id&rclk=1","EB Café","4,2","(20)","·","$$","Kafe","·","69HH+HQ8, Pertamina Tower, Fakultas Ekonomika dan Bisnis, Humaniora, Bulaksumur,, Jl. Sosio Yustisia","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDhDkkAAEMS2Fc_2DoS5FF3VPJNFITd1b9245qO361TaQh2GcGfo6oRQ4QMIBa9Q98UK8zFyyAKlIPsknOjTsm4PSMiXLI2Kl33ALCuxgwdU-hI_lhaI3R2wPytCqXhQpnPUq-Ng=w80-h142-k-no","","Makan di tempat","","","","","","Bawa pulang"
"https://www.google.com/maps/place/Anky+Music/data=!4m7!3m6!1s0x2e7a59d8cfff8bd7:0x8f6911aa4dd1a1c0!8m2!3d-7.7890198!4d110.3706855!16s%2Fg%2F11h5rdyz0k!19sChIJ14v_z9hZei4RwKHRTaoRaY8?authuser=0&hl=id&rclk=1","Anky Music","5,0","(12)","","","Jl. Abu Bakar Ali No.4","","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBlz65xQqN3szk6KyjipRI3FMWxqm0DeCFR2BCEXn85poC9RvHX9aLIep_5xD9rhxTTCBa2FD1kDZ4kn5LO0gG1UW5qJrCjtMUOKf_NbAlSpgWxAiLSsaY8DM8ysqlSPRkJgow=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana menyenangkan.""","","","","","",""
"https://www.google.com/maps/place/K+FUN+CAFE/data=!4m7!3m6!1s0x2e7a590047164eb1:0x4f2923d9463b6e36!8m2!3d-7.7824263!4d110.3789387!16s%2Fg%2F11x0plwt64!19sChIJsU4WRwBZei4RNm47RtkjKU8?authuser=0&hl=id&rclk=1","K FUN CAFE","3,8","(5)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Jend. Sudirman No.99-101","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDvAJj-aoRDJ9BCq4hEkT2wYDczqMCqspTk_MGiDCsj44HzBeKCcHQ53Y7QHZcDduQdlC4idmbL3cibpnGepMeU6SjzLn5567QD54s7PVdaoKkKduS0kVKLvjiE7Ft_3cMVls-S0hMURDS=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sepi pengunjung padahal enak bangeeet!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4MHBsd3Q2NBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=SCn3afWuJqWs4-EP_7q_IQ&ei=SCn3afWuJqWs4-EP_7q_IQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/PARKIRAN+AMPLAS+Cafe/data=!4m7!3m6!1s0x2e7a59c2b141c677:0xf02bcc991c487612!8m2!3d-7.7837584!4d110.4012282!16s%2Fg%2F11f3t0wxnq!19sChIJd8ZBscJZei4REnZIHJnMK_A?authuser=0&hl=id&rclk=1","PARKIRAN AMPLAS Cafe","4,5","(13)","","","Kafe","·","6C82+FFX, Unnamed Road","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeTBNSpIuqTrXa_CoZJlUAFzwj1kMmbjRwm1n51j1wvVgsNrxtB1CUsnhQqUCFkIv0Z5EoAW6Vt_mwXcMnQuYxcrVZXYUlz_UTZ6ItM0FuVhS6FE7sKeg11wbkkvfPEV4lHcDm_g=w122-h92-k-no","","Makan di tempat","","","","","","Bawa pulang"
"https://www.google.com/maps/place/Tempo+Gelato+Kaliurang/data=!4m7!3m6!1s0x2e7a59ac8eba7b9b:0xa481b43442a601bc!8m2!3d-7.7626559!4d110.3794968!16s%2Fg%2F11c600f616!19sChIJm3u6jqxZei4RvAGmQjS0gaQ?authuser=0&hl=id&rclk=1","Tempo Gelato Kaliurang","4,7","(22.021)","·","$$","Es Krim","·","·","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2v_oVOm8pHmnREa5gVs7yvTVtlMUj3Tv_g1ii21XAyCZsG2Xj1_RnjBYgS-AjO_uT2t7QHpEjp0iEitVHDsXmG6sJgrWwfXbAIWB5uON3AUcECk9co2tXnzSwWc34x9YO82ZRmw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommend for the Mint Choco, Black Coffee, and Caramel mix fruit!""","","","","","Jl. Kaliurang No.98",""
"https://www.google.com/maps/place/Bergamot+Koffie/data=!4m7!3m6!1s0x2e7a59003b1d19cf:0x98633cf9a1c475d0!8m2!3d-7.7905424!4d110.3603147!16s%2Fg%2F11mkz61mzz!19sChIJzxkdOwBZei4R0HXEofk8Y5g?authuser=0&hl=id&rclk=1","Bergamot Koffie","4,9","(183)","·","Rp 25–50 rb","Kedai Kopi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6zCV-WUHlLViQBDtQhWE7fXI3Ga3Phc4TFFLJa9CTvkKOatXQBt1DNWJqM34Lq5gx0z9N38VE7AdytTyuaIaFwU2HZGIqznpr_zJM1X6NnkkXLzohjDy1J1J1Hu0hn48TqMtR9lUPzllD=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Staf, barista, chefnya ramah2 dan well-informed ttg menunya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFta3o2MW16ehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Syn3afXpI-iX4-EP0o_gsQQ&ei=Syn3afXpI-iX4-EP0o_gsQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Jlagran No.7",""
"https://www.google.com/maps/place/Omah+Langgeng+Cafe+%28+omah+langgeng+studio+%29/data=!4m7!3m6!1s0x2e7a5960a1f53445:0x390727662135fec!8m2!3d-7.7646892!4d110.3909365!16s%2Fg%2F11q34fdf1w!19sChIJRTT1oWBZei4R7F8TYnZykAM?authuser=0&hl=id&rclk=1","Omah Langgeng Cafe ( omah langgeng studio )","5,0","(5)","","","Kafe","·","Jl. Flamboyan No.90","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHn2npecsiAATVRU-vV0oQ_5kDSJaft0LlYmzxlIl_IhF7LChvdvSob4yX7ygWrUoC3u1tyXBdfwwPfkCXaR_F33ChpLuf7g1sZ6b2lDS42gCQK26rQfYbtNv0c2Sr1MC8we-I=w163-h92-k-no","","Makan di tempat","","","","","","Bawa pulang"
"https://www.google.com/maps/place/Cafe+Berkah+-+Perpustakaan+UIN+SuKa/data=!4m7!3m6!1s0x2e7a59d2f3697a19:0x807b87d08f995d2f!8m2!3d-7.7838133!4d110.3959241!16s%2Fg%2F11gy4_74s3!19sChIJGXpp89JZei4RL12Zj9CHe4A?authuser=0&hl=id&rclk=1","Cafe Berkah - Perpustakaan UIN SuKa","5,0","(3)","","","Brunch","·","698W+F9F, Unnamed Road","Tutup","· Buka Sen pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-bU6ZlTJPZx_lo8RhI1iNNjmMqQ_JgN0wrZZS54z_zxSMd1QBqLKGT6GS12FdGQPvZcoO8MInbmWkyHvWiMa8224tXXhGnTuc_b9O8R5YecdWYitxt4ABb3z1vFu7BR5dxJXnIw=w80-h177-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pemadam Kelaparan, berbagai menu sarapan dan makan siang""","","","","","",""
"https://www.google.com/maps/place/Kopi+253/data=!4m7!3m6!1s0x2e7a57a4b7d7ec8d:0xcdd4c85321e57e61!8m2!3d-7.8000171!4d110.4091218!16s%2Fg%2F11kpwvt2_9!19sChIJjezXt6RXei4RYX7lIVPI1M0?authuser=0&hl=id&rclk=1","Kopi 253","4,9","(65)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Wonocatur No.253, RT.02","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOm05pDqYuY588vMAYKFuY2cm036YxSIiXbUU6OKLE-8-AryaXL18wMz2g6_ldYvdBYllc0eCQSsctYDfBN8FUQ_dc7Il2vLOrm9gKpMNkoh2Js3I_5ysxAHJqP57O5Kvb94ZY=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk minuman","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrcHd2dDJfORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Syn3afXpI-iX4-EP0o_gsQQ&ei=Syn3afXpI-iX4-EP0o_gsQQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","cafe"
"https://www.google.com/maps/place/Internet+Learning+Cafe+-+Jakal/data=!4m7!3m6!1s0x2e7a59ac86b15835:0x41ad53fba4039410!8m2!3d-7.7600663!4d110.3810964!16s%2Fg%2F11bbyf6cs_!19sChIJNVixhqxZei4REJQDpPtTrUE?authuser=0&hl=id&rclk=1","Internet Learning Cafe - Jakal","4,5","(4.803)","","","Ruang Kerja Bersama","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFs9BpyXnpqrnsyznfNmTm1add10RQvcP2mWuQORg78u2R8gLkYfH1t6t_0uZ-54LXc89_4zmiXybw6raWNS3rh0bXUL1k-wQ_krTnC9tEJUb_-eueGnhVoOHac7_RNl4g5b82KbQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Top bgt, bersih nyaman.""","","","","","KM 5, Jl. Kaliurang No.5, RW.2",""
"https://www.google.com/maps/place/Panghegar+Cafe/data=!4m7!3m6!1s0x2e7a59d70f6f0bb9:0x9df69f12b4c22d1!8m2!3d-7.7919608!4d110.388307!16s%2Fg%2F11b6bvkk8d!19sChIJuQtvD9dZei4R0SJMK_Fp3wk?authuser=0&hl=id&rclk=1","Panghegar Cafe","4,3","(278)","·","Rp 1–25.000","Rumah Makan","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4P3CrB-uu-ubegHcRrfmBhV1NNoeUP_wjUNE-RYXpVp651e7ZrmO2a7aJ5nw1Te8g29hKSa26F4CwzUOcTPt5jiosBZKc9ojERq4_wY5vYPttuXyBdhvtB1gFlb7S2jy2LSRcbg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pilihan menunya banyak, serta tempatnya luas.""","","","","","695Q+687, Jl. Melati Wetan",""
"https://www.google.com/maps/place/Warmindo+Pribumi+cafe/data=!4m7!3m6!1s0x2e7a59d076e30fab:0x5b5ea429be162773!8m2!3d-7.7861908!4d110.3906216!16s%2Fg%2F11c2kb_wr1!19sChIJqw_jdtBZei4RcycWvimkXls?authuser=0&hl=id&rclk=1","Warmindo Pribumi cafe","4,5","(430)","·","Rp 1–25.000","Nasi Goreng","·","","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVINQwjSOAsQzP8tT1ocWK34B5n90mf2w-sHWqw13d2yJgvpMBLCFi2RZZks1rQfMAvEgWcHD923NbVTodONPcz5Rp2Dinuhn2SWLr4pduxRMnsJpQH-cnDVUmAk9irEAyX95nGg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""burjo rasa coworking space, ngalah2 in malah, internetnya knceng!""","","","","","",""
