"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/RM+Padang+Duta+Andalas/data=!4m7!3m6!1s0x2e7a59c3e9055d3d:0x5376d7736df27d2a!8m2!3d-7.7900292!4d110.3784259!16s%2Fg%2F11gr58xdfy!19sChIJPV0F6cNZei4RKn3ybXPXdlM?authuser=0&hl=id&rclk=1","RM Padang Duta Andalas","4,5","(350)","·","Rp 1–25.000","Padang","·","","·","Jl. Argolubang No.28-110","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7NfSXQ90jHfoFEyyTqRnZKAdaKXBrNitAj9ZhMXpzDe54qtQzvpXXeYYZoX4X-Q7zgLpjzlJlksg9Hx2POy5wiK0s5hOF8JW5_T1f3Mw9fAEMcGiOHIgMQ5EWQO6RkIvmobB6_g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan nya enak, harga murah, pelayanan nya juga oke.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFncjU4eGRmeRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSr3aYTBON6Z4-EP2sbMsQ8&ei=cSr3aYTBON6Z4-EP2sbMsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Bakso+Klenger+Ratu+Sari+Nologaten/data=!4m7!3m6!1s0x2e7a59c228c99057:0xeb233d5535e1d4ce!8m2!3d-7.7786114!4d110.4001993!16s%2Fg%2F1pzss9f7c!19sChIJV5DJKMJZei4RztThNVU9I-s?authuser=0&hl=id&rclk=1","Bakso Klenger Ratu Sari Nologaten","4,5","(8.643)","·","Rp 25–50 rb","Bakso","·","","·","Jl. Jatempanol No.433","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpmkgkhbIlGPxqKyoGSvGKHo-McJf2qJZ0vmBozyvnWMXcbiCKQYQe18CEl1vFZq7M9VH2kYybi9GMnFrMkSA42eI-k634bpajy-EKVtP9AB8w5bQKXe289V1O6ZLGfUUOHrA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget daging baksonya berasa kuahnya seger.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6c3M5ZjdjGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSr3aYTBON6Z4-EP2sbMsQ8&ei=cSr3aYTBON6Z4-EP2sbMsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Munggur+Minang/data=!4m7!3m6!1s0x2e7a59d0e0ff42cf:0x96ba60736aaddbc1!8m2!3d-7.7883255!4d110.3876116!16s%2Fg%2F1hm5g398g!19sChIJz0L_4NBZei4RwdutanNgupY?authuser=0&hl=id&rclk=1","Munggur Minang","4,5","(1.306)","·","Rp 1–25.000","Padang","·","","·","Jl. Munggur No.26","Segera buka","· 18.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZS3W-6H7KobRuUA59iO7UBMB-2vLyyYE4MI-Z7BWmtDWy0AoGEEWF8NncIB8YatpRwaxI8ItCtF1GlUQcL-M3czbv_zfwwsh4SvFmnT9LgGj6PTpZ--6Q8W6ap5WnTgr4Rjp8=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mie rebusnya enak, bumbu kuahnya rich, agak pedas.""","","",""
"https://www.google.com/maps/place/Seblak+Pasta/data=!4m7!3m6!1s0x2e7a59bac1199105:0xc4fe2c969928cd16!8m2!3d-7.7648383!4d110.3918452!16s%2Fg%2F11f53h9cx0!19sChIJBZEZwbpZei4RFs0omZYs_sQ?authuser=0&hl=id&rclk=1","Seblak Pasta","4,6","(3.768)","·","Rp 1–25.000","Seblak","·","","·","Jalan Cempaka No.1 Deresan","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFepRmIB-S_SIA4JDW7isEpi3mipK2wJt4GLSoB0nKLGBT_jU9wG8c740Z9OKcCiMNnL_knZ0qsP-V88xoKGiFyTtNDm6J9571_s1pLCY6aO0IVxbyynSaWD7zKgrKXBvPFQFzCdjghZg0=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu nya enak, tempatnya nyaman, service bagus.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmNTNoOWN4MBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSr3aYTBON6Z4-EP2sbMsQ8&ei=cSr3aYTBON6Z4-EP2sbMsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e7a5984c3e07311:0x5f9f5fd00bbd4501!8m2!3d-7.7829508!4d110.407409!16s%2Fg%2F11t5y5cbc1!19sChIJEXPgw4RZei4RAUW9C9Bfn18?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,9","(2.735)","·","$$","Pizza","·","","Jl. Laksda Adisucipto No.29","Franchise piza dengan beragam pilihan","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHM33kAFttnaP6xilKp-zDIVen_UCY6TirNxzIIa5Q0BNZ7i_GfOEoKHTDK1OPIQQT8rFWG87i_aaLs4uvAn0EJjGlrPUBgOwOgq0UXSVc_-_0oxjF-j2pV48JXT5ozIn8DEiJ2QA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak, pelayanannya asik, tempatnya cozy""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0NXk1Y2JjMRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSr3aYTBON6Z4-EP2sbMsQ8&ei=cSr3aYTBON6Z4-EP2sbMsQ8&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Sate+Ayam+Bumbu+Merah+Kamajaya/data=!4m7!3m6!1s0x2e7a5908c0f64c01:0x1d3ddadecda30bf!8m2!3d-7.7718831!4d110.3879141!16s%2Fg%2F11swzp6mm0!19sChIJAUz2wAhZei4RvzDa7K3d0wE?authuser=0&hl=id&rclk=1","Sate Ayam Bumbu Merah Kamajaya","4,8","(279)","·","Rp 1–25.000","Sate","·","","Jl. Komojoyo No.12B","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlTui6gter_aezIq23jExH-kgSqfyvGJ4w_7v3uCqM8ucfGyOZCU4cPtWGBMXcmbP45vROLFrQ6STvHjdBcu3qcDWdVuYR1fIErzPLYvtd1lX7F1uf_Rae4d1sc1qDddUldjL3=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sate ayam bumbu merahnya enak, berasa rempahnya, dan dagingnya juicy.""","","",""
"https://www.google.com/maps/place/Gudeg+Yu+Narni+Tugu/data=!4m7!3m6!1s0x2e7a5830716dd7bb:0x520e00bea87513f7!8m2!3d-7.7842511!4d110.3677466!16s%2Fg%2F11bbxgc40f!19sChIJu9dtcTBYei4R9xN1qL4ADlI?authuser=0&hl=id&rclk=1","Gudeg Yu Narni Tugu","4,4","(655)","·","Rp 1–25.000","Jawa","·","","·","Jl. Margo Utomo Jl. Kb. Dalem","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHcQ6Vnzfut0O7radt5oGMw2lI1nhig7S7Sfem4DgP3ow5NQ4ZV55ZQvMqWbOoPQ38XgK4AJEBGP7eLxcQkyZoFhjnsH27tvowp9uYx8FzOez7AdAG0CvDSz1Nv8oq817IRFEoEw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanan enak, harga murah, berkualitas""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYnhnYzQwZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSr3aYTBON6Z4-EP2sbMsQ8&ei=cSr3aYTBON6Z4-EP2sbMsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Bakmi+Jowo+Selokan+Mataram/data=!4m7!3m6!1s0x2e7a591f684dbc41:0x7c898c502b71434a!8m2!3d-7.762114!4d110.3683992!16s%2Fg%2F11g1szbqgx!19sChIJQbxNaB9Zei4RSkNxK1CMiXw?authuser=0&hl=id&rclk=1","Bakmi Jowo Selokan Mataram","4,4","(325)","·","Rp 1–25.000","Mi","·","","·","Jl. Jati Pratama No.257","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF27N78bc8T2MuKm4TVV2sO0wO7mK87qXF17D1I63Shv-cdzst7OdQe3YVsrYKYhRU43YattQjOTAtWq-P5E8u4esedKj7Z-yr7nmpsEkpDtSQ35q7o6JBMfyxPrZ8N1d4W6dVy=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, khususnya mie goreng""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnMXN6YnFneBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSr3aYTBON6Z4-EP2sbMsQ8&ei=cSr3aYTBON6Z4-EP2sbMsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Warung+Makan+%22Bu+Siti%22/data=!4m7!3m6!1s0x2e7a59dabb740a27:0xe798878444d91372!8m2!3d-7.7853899!4d110.3913856!16s%2Fg%2F11c5rphx_1!19sChIJJwp0u9pZei4RchPZRISHmOc?authuser=0&hl=id&rclk=1","Warung Makan ""Bu Siti""","5,0","(2)","","","Jawa","·","","Sapen Gang Turi Rt 19 Rw 06","","Buka","· Tutup pukul 21.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FTuCDdot75d9SvA60Bfpdw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=196.87653&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantab pokoknya""","","",""
"https://www.google.com/maps/place/Ayam+bakar+%26+kremes+TIGA+SAUDARA/data=!4m7!3m6!1s0x2e7a591fc9de436b:0x5cd110a8c12f80ac!8m2!3d-7.7759823!4d110.3695308!16s%2Fg%2F11rsczg_zh!19sChIJa0PeyR9Zei4RrIAvwagQ0Vw?authuser=0&hl=id&rclk=1","Ayam bakar & kremes TIGA SAUDARA","4,5","(44)","·","Rp 1–25.000","Ayam","·","","Gg. Sawo No.261","","Buka","· Tutup pukul 19.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEh8wOmHmKyM9mFhMwP77-aDv_GywCuPitkCULO1o6DBTeSbHnMyGhV-X2WXdjK05oR4cMiL0HbaKVs1EmugGHy_bs8smcWFEdf9PbafUWIDvAeaCenCLdhMHTB4OeKS8FW5DwYLA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam gorengnya dan sambal mentah ( sambal bawang ) enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyc2N6Z196aBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSr3aYTBON6Z4-EP2sbMsQ8&ei=cSr3aYTBON6Z4-EP2sbMsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/RM+Padang+Duta+Minang/data=!4m7!3m6!1s0x2e7a59eff8d92f39:0x1eb53c6806690724!8m2!3d-7.7831605!4d110.4138375!16s%2Fg%2F11cjj02_jc!19sChIJOS_Z-O9Zei4RJAdpBmg8tR4?authuser=0&hl=id&rclk=1","RM Padang Duta Minang","4,4","(2.321)","·","Rp 25–50 rb","Padang","·","","No Jl. Raya Solo - Yogyakarta No.211","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHF1rv1LfGhKsmhzGq-lrc-XIRzfYiky9PwbDKIjwIDXI4i9Cyi5-8HvCIYpHASs8s1u2BdPjjMSS-_9uf1sO5yldYxsA3NcwmywaCe4BZpzSwuDWXhrHjr2RO_v5ZS_UPDR2ZuTw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih, menu makanannya lengkap, jusnya enak lengkap.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjamowMl9qYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cSr3aYTBON6Z4-EP2sbMsQ8&ei=cSr3aYTBON6Z4-EP2sbMsQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Ayam+Geprek+Pak+Wage/data=!4m7!3m6!1s0x2e7a59b24fe30c75:0x2dd11cf6c0ec0908!8m2!3d-7.7660916!4d110.3822663!16s%2Fg%2F11b746bjdn!19sChIJdQzjT7JZei4RCAnswPYc0S0?authuser=0&hl=id&rclk=1","Ayam Geprek Pak Wage","4,5","(1.253)","·","Rp 1–25.000","Ayam","·","","·","Jalan Kaliurang","Buka","· Tutup pukul 19.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdxlTrdnws2KJ2vI1SvnfvsTvxAg-xWoQ6n-YdFsZGbfRNf7hcqWRrGhwOQtwDyeraVYGSuzBwjIfS4wtJPNQSd186J7sAMEEst5JCdiF5zcowjaoxuI6X3S7-zkiLdh64qvPOJA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa ayamnya enak pas gurihnya dan bumbunya terasa di ayam.""","","",""
"https://www.google.com/maps/place/Warung+Bakmi+Jawa+%22JUMPA+PERS%22/data=!4m7!3m6!1s0x2e7a59b2a9e1c92d:0x401af733716a71a4!8m2!3d-7.7644849!4d110.37901!16s%2Fg%2F11clwn09z_!19sChIJLcnhqbJZei4RpHFqcTP3GkA?authuser=0&hl=id&rclk=1","Warung Bakmi Jawa ""JUMPA PERS""","4,3","(161)","·","Rp 1–25.000","Mi","·","","·","Jl. Kaliurang No.39A","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHm2eqcPdNsQ7QFWXj1pipweuuwg4qv4y-HcKTs-RG3o-G2EY6z7aFWCvrZa59DOCZ9SK81xUWhgM4UKtJUCf8dimSzqMKEmgsxwF3Dv3e6xS3wVtaqCRxBNX06umlxbR_nzRwEM9Sdqjw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomended banget bakmi kuahnyaa, kuahnya gurih dan kentel.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbHduMDl6XxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=dCr3abWEB6my4-EPrtWGwQs&ei=dCr3abWEB6my4-EPrtWGwQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Gudeg+Asli+Jogja+Bu+Mardjo/data=!4m7!3m6!1s0x2e7a59b19837eead:0x228e04ea00b89c61!8m2!3d-7.7661944!4d110.3858473!16s%2Fg%2F11b64g0ctd!19sChIJre43mLFZei4RYZy4AOoEjiI?authuser=0&hl=id&rclk=1","Gudeg Asli Jogja Bu Mardjo","4,9","(75)","·","Rp 25–50 rb","Jawa","·","","Jalan Anggur Klebengan Blok CT VIII","","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFalwordrURwROEpDnH3O-BfEaUuGWkC7su3iEoj_yPbqgNPDUXhpQQr3zxnbAf9qDCiAGltFXnvSIQS8Vmwl6O6qkjwI37i0pNMH9kcDFmzgRn1V6xRCcqOaZCsrrYycJH2vus=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tapi, rasanya enak dan murah.""","","",""
"https://www.google.com/maps/place/DUTA+MINANG+family+AFFANDI/data=!4m7!3m6!1s0x2e7a595af8e908a9:0x605f9075f450d610!8m2!3d-7.7801569!4d110.3880678!16s%2Fg%2F11gh6b8bpm!19sChIJqQjp-FpZei4RENZQ9HWQX2A?authuser=0&hl=id&rclk=1","DUTA MINANG family AFFANDI","4,4","(709)","·","Rp 25–50 rb","Padang","·","","·","Jl. Affandi No.17C","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWrC_SrQtXE8lR5i7PVod_MO5NAMCsb7Rw52QXlaazSJ28U6rKT4eyCIlYgGWQk4yUECW92bqjmrvZ6zGfFBlG3SKgDy1MNwgKdyhcQPLavWGI8yJM5cY_tF_zQEtG4BD4q7_U=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bersih,menu lengkap,pelayanannya bagus,dan cocok menunya""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnaDZiOGJwbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=dCr3abWEB6my4-EPrtWGwQs&ei=dCr3abWEB6my4-EPrtWGwQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Rumah+Dahar+Special+Nasi+Langgi/data=!4m7!3m6!1s0x2e7a59a803fffbef:0xedfba55b93525413!8m2!3d-7.7647539!4d110.380848!16s%2Fg%2F11fct09gpj!19sChIJ7_v_A6hZei4RE1RSk1ul--0?authuser=0&hl=id&rclk=1","Rumah Dahar Special Nasi Langgi","4,8","(11)","","","Restoran","·","","","","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEI9PYGkUjtWV5lvz4DixEVw6m2XWofeDPb0hhygxit0nsVeO6oOwPLnvWc_OKmd5o0n6Rk5MPEIQtA3-erdPsMFqmUe_cTGZFxQ6f8eUdyWLWXoZukdghhcRzUULzTvtJ8KN4dm1KR1gcl=w122-h92-k-no","","Makan di tempat","","",""
"https://www.google.com/maps/place/Androwino+Bistro+Restaurant/data=!4m7!3m6!1s0x2e7a5a1d38b87409:0xf98ac0dfc2d1f687!8m2!3d-7.7792019!4d110.4289561!16s%2Fg%2F1pzqdl_b_!19sChIJCXS4OB1aei4Rh_bRwt_Aivk?authuser=0&hl=id&rclk=1","Androwino Bistro Restaurant","4,4","(55)","·","$$","Restoran","·","","Jl. Laksda Adisucipto Km. 8.7","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2D0T3z_6KjEKm93QI8hc3E7Jqv8JWY8v3URt0GHCX6vPvppYY8KoLi8746gn6bsHR0CKPdWJDpl6Kqq4RHwwVgyLNoMupGo5evvgathQhlK8DRucPlhex864eRwDqQPgrxd0XIkxKA8nV=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB6cWRsX2JfGAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=dCr3abWEB6my4-EPrtWGwQs&ei=dCr3abWEB6my4-EPrtWGwQs&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Rumah+Makan+Murah/data=!4m7!3m6!1s0x2e7a59b9f256cb51:0xe7eed0eb63a28e8d!8m2!3d-7.7685216!4d110.392003!16s%2Fg%2F11dymqqf_q!19sChIJUctW8rlZei4RjY6iY-vQ7uc?authuser=0&hl=id&rclk=1","Rumah Makan Murah","4,8","(12)","·","$","Padang","·","","·","Gg. Anggrek No.6 A","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4cLKyDKtEWBfXiRt0kgZwuLuxPHrY58JC3ge0ky70K9M6mixPwNAsRD2TbgERX8wqoObHREM3qsw72sgYNTcX_IK8zj6ZSnFrcAUNlqWlm5l6FADNSPedvJHZ-p9YnbUNDhW4=w80-h106-k-no","","Makan di tempat","","",""
"https://www.google.com/maps/place/Mie+Ayam+%26+Bakso+Sempurna+Wonogiri/data=!4m7!3m6!1s0x2e7a59ea353c3591:0x7e93808975e89251!8m2!3d-7.7774808!4d110.4052846!16s%2Fg%2F11cltw3j_j!19sChIJkTU8NepZei4RUZLodYmAk34?authuser=0&hl=id&rclk=1","Mie Ayam & Bakso Sempurna Wonogiri","4,6","(1.544)","·","Rp 1–25.000","Bakso","·","","·","Jl. Perumnas No.127","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvEfoDAnYX8KPaRfk4uL6LWeHkn6E1dCIg28YXcDpaTk-JKX0otYomvZRazSdNHW3JqvYSFHrDo-DQR5HeZOMmI-cHsIj-GXqdGjGt3RdO8XnYqgxN9BPsLWO__maLKCn87AsQLg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak bgt kerasa dagingnya, 15rb udah dapet bakso special.""","","",""
"https://www.google.com/maps/place/Olive+Fried+Chicken+-+Monjali/data=!4m7!3m6!1s0x2e7a5850e12d4fb9:0x66df46c92af84e44!8m2!3d-7.7611201!4d110.3692733!16s%2Fg%2F11b674qw4k!19sChIJuU8t4VBYei4RRE74KslG32Y?authuser=0&hl=id&rclk=1","Olive Fried Chicken - Monjali","4,4","(2.453)","·","Rp 1–25.000","Ayam Goreng","·","","·","Jl. Monjali No.106","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEY6zw2va-mYq9CO0-jmelK1fYvyODIKj56KHoRQhVSLMp0fwR2nliTsz3kXcBFQ0B2HA2lWzI45mWlIWQlFJj-E3MRXKOkusPKgUEvO7Kpn8Zf49P-sWhS6do5kUaQ0CwEGx1q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Steak crispy chicken lumayan besar dengan harga 13k""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjc0cXc0axgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=dCr3abWEB6my4-EPrtWGwQs&ei=dCr3abWEB6my4-EPrtWGwQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Ar+-Razzaq/data=!4m7!3m6!1s0x2e7a59d119131325:0xcf7bebbd95c0c34b!8m2!3d-7.7883287!4d110.3872552!16s%2Fg%2F1hm2935ly!19sChIJJRMTGdFZei4RS8PAlb3re88?authuser=0&hl=id&rclk=1","Rumah Makan Padang Ar -Razzaq","4,4","(296)","·","Rp 1–25.000","Padang","·","","·","Jl. Munggur No.15","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcvSRLNHXa_cmMN07aKMiWJUdTBUpaMQCHK7gRA6clqsLU1GuOcjRr_p_WWC3FbNXUAGrHiWL6XmNe5wP8a6KD7OrPYRVrVm75Mv0LW7Lx0k_BEFelCDgSHL4773PcTjhLo2k=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya murah, Nasi ayam rendang harganya cuma 12 ribu.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMjkzNWx5GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=dCr3abWEB6my4-EPrtWGwQs&ei=dCr3abWEB6my4-EPrtWGwQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Wahana+Warung+Sederhana,,+Ayam+Bakar+Babon/data=!4m7!3m6!1s0x2e7a599ed6b1485f:0xe9e5c699a6d4cb57!8m2!3d-7.7575215!4d110.4056999!16s%2Fg%2F11c0w47q2b!19sChIJX0ix1p5Zei4RV8vUppnG5ek?authuser=0&hl=id&rclk=1","Wahana Warung Sederhana,, Ayam Bakar Babon","5,0","(4)","","","Ayam","·","","·","Jl. Selorejo No.269","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9_E9XrZPpRQf7kEILx83WxUcNyfHNrUoUp6iuIYJ9iKMTFu5WFZE4tnswXrqp9uda1CVjHcQOTRRmnX4ZYmiHpsaN9Wt2EI_1twg-ygXc-LtG7UrV76a5K2E5Q7ygITwkSlD61w=w182-h92-k-no","","Makan di tempat","","",""
"https://www.google.com/maps/place/Pasta+Banget+Signature/data=!4m7!3m6!1s0x2e7a58fc771d3f6b:0x4534f2673a3c3bf7!8m2!3d-7.7319326!4d110.3815755!16s%2Fg%2F1pzxk_cmv!19sChIJaz8dd_xYei4R9zs8OmfyNEU?authuser=0&hl=id&rclk=1","Pasta Banget Signature","4,5","(2.799)","·","Rp 25–50 rb","Italia","·","","Jl. Watugede No.2A","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSdD97H8XeNkyV1ucVSNGLKSETcORyAIuIDiCwKGnlWRlBP-DCcpjk_WMpTHVnPKzqCXvSujyF_Pgw9tBOKlyRblURbfVEKtb07z4JhKz0AjGPEvxGmDSUCxcZPJiJE97-imTXbw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, tempatnya juga oke 👍 pasta aglio olio topping dory 👍👍👍👍👍""","","",""
