"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","FQ2IWe src","Jn12ke src","ah5Ghc"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/MC-3+Mart/data=!4m7!3m6!1s0x2e7a599e6f01ba49:0x744327d25e035040!8m2!3d-7.7550755!4d110.408232!16s%2Fg%2F11c0xyyh27!19sChIJSboBb55Zei4RQFADXtInQ3Q?authuser=0&hl=id&rclk=1","MC-3 Mart","4,2","(102)","Toko","·","","·","Jl. Dahlia Perumnas No.118","Buka","· Tutup pukul 21.30","·","0895-0930-2360","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJVckJmWtn2CEcjtCjCkeuZmiG0OZFkGc6KGUnsADmn3WmCF8EMvokwjwW78vEQxu1yVNZCznyP9YhrpQSDLJ_m5LiFUblSNsR5R7u_zCTR1Qp-g-osS-LEdXYujkS8B2j8Wvg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana toko nya nyaman dan pelayanan sangat ramah"""
"https://www.google.com/maps/place/Laras+Minimarket/data=!4m7!3m6!1s0x2e7a585511f831c1:0xc953db0c0c3a5155!8m2!3d-7.7559825!4d110.3764113!16s%2Fg%2F11b6b9qc4t!19sChIJwTH4EVVYei4RVVE6DAzbU8k?authuser=0&hl=id&rclk=1","Laras Minimarket","4,5","(172)","Toko Swalayan","·","","·","69VG+JH3, Jl. Pandega Marta","Buka","· Tutup pukul 22.00","·","0857-2972-4478","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmYKTjaEiLqKvmAmG_tjR1VhW7lGUX-I3knkGPyBIYM0xBW21tIxQglPFe4TV5ntqOHQVNOoCwanmv7yeZclpSLSSKRv8V76oLK7mpEosFiA8RBtDjyR805gyTq23xPvt2B-Fs=w162-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap, murah"", ramah juga"""
"https://www.google.com/maps/place/%22O%22+Mart/data=!4m7!3m6!1s0x2e7a599b38a2ef95:0x1e632eb8055765ac!8m2!3d-7.7590072!4d110.4132912!16s%2Fg%2F11gcddbpw1!19sChIJle-iOJtZei4RrGVXBbguYx4?authuser=0&hl=id&rclk=1","""O"" Mart","4,7","(128)","Toko bahan makanan","·","","·","Jl. Cendrawasih","Buka","· Tutup pukul 21.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIXZgQ7WX-lh9M8FDGS9jReZ3IG_9f8LVI2ohn9sRvVS11EbsB5c4O9EM9jgrRIymyWMuUSmfub_i9Qqu-J7oEB9TC4MDKoLBRAumC2GFONjpOPkwfZDdkbDVfYRP70wlRvgYX=w162-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recommended ya man..teman toko nya lengkap serba ada harga ttp murah"""
"https://www.google.com/maps/place/Minimarket+Efsiji/data=!4m7!3m6!1s0x2e7a59003f5d7179:0x8e1025cb23eac378!8m2!3d-7.7589799!4d110.3791771!16s%2Fg%2F11ykvb1vcp!19sChIJeXFdPwBZei4ReMPqI8slEI4?authuser=0&hl=id&rclk=1","Minimarket Efsiji","","","Minimarket","·","","Jl. Kaliurang komplek, Jl. Pogung Baru No.Km.5 Blok F1","","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fOsZBUrKBmJlSv8i3QSwoQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=301.53912&pitch=0&thumbfov=100","",""
"https://www.google.com/maps/place/Minimarket+Vio/data=!4m7!3m6!1s0x2e7a59bfc6c30411:0x7e62b484f4adeb7!8m2!3d-7.7719897!4d110.4011313!16s%2Fg%2F11b8_rt75g!19sChIJEQTDxr9Zei4Rt95KT0gr5gc?authuser=0&hl=id&rclk=1","Minimarket Vio","4,9","(13)","Toko bahan makanan","·","","·","Jl. Ace No.08","Buka","· Tutup pukul 22.30","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qhLMrNbGDBxoeMOuu3UfcA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=186.3808&pitch=0&thumbfov=100","",""
"https://www.google.com/maps/place/Alfa+Mart/data=!4m7!3m6!1s0x2e7a59b79b184bab:0x4bedefe9755826b2!8m2!3d-7.7721855!4d110.3896462!16s%2Fg%2F11g04yx2kl!19sChIJq0sYm7dZei4RsiZYdenv7Us?authuser=0&hl=id&rclk=1","Alfa Mart","3,3","(74)","Minimarket","·","","·","Jl. Affandi Kel No.21 A","Buka","· Tutup pukul 22.00","·","(021) 1500959","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvuB88Wghy5KDF2Db8ntyRVEU6ykGZ4M9em61iU9UepANrForyy6FW0AYaGhFihKFz-0Z7LpZMw81tlNzxDd0ZKBkiKYauXddduVdRKb_nQFHGgDAnbJicFS9lGlzH1wT-C5a0ow=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bagus, nyaman, lengkap, bersih,"""
"https://www.google.com/maps/place/Alfamart+MOJO+YOGYAKARTA/data=!4m7!3m6!1s0x2e7a59698d5a0d05:0xe01a81c6bc7ff695!8m2!3d-7.7906954!4d110.3865161!16s%2Fg%2F11qq6_f9mv!19sChIJBQ1ajWlZei4RlfZ_vMaBGuA?authuser=0&hl=id&rclk=1","Alfamart MOJO YOGYAKARTA","3,6","(41)","Minimarket","·","","Jl. Mojo No.12, RW.02","","Buka","· Tutup pukul 21.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPJBc6Ro-KCl_mZ3LhWgk4Q1BuTfolJJE_TWeTJ6ntXG0sYyjeBeD4Z79ON7SjJLDvKSz22LvfkDwjPHHUo0-wT1nYnfAl83R-kc0VXWzsO407Ty7FQK2zYUYOmPf9ZYTl9-jj=w172-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap harga oke"""
"https://www.google.com/maps/place/Minimart+Apartement+TM/data=!4m7!3m6!1s0x2e7a59ae9c152ae1:0x28681610619bcd5c!8m2!3d-7.7614603!4d110.3721125!16s%2Fg%2F11p60tkmc6!19sChIJ4SoVnK5Zei4RXM2bYRAWaCg?authuser=0&hl=id&rclk=1","Minimart Apartement TM","5,0","(1)","Toko bahan makanan","·","","Jl. Selokan Mataram No.49 No.11","","Buka","· Tutup pukul 00.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEA83Mhf0C85ZqRxt_QDMgCRQJFdVGX14toaqfWbopAUe0l9g2AwZ_sGQG0iqQSYpnV9dvBNNPi1QbewsJamJd1uelDJ-aERVGW7Ap0Cf9zuzO8yr3K1fBK-t_8HQ-wezSKPujI=w80-h142-k-no","",""
"https://www.google.com/maps/place/Hoki+Mart/data=!4m7!3m6!1s0x2e7a590aba34e051:0xb3ced28da4ea69f4!8m2!3d-7.7652918!4d110.3870305!16s%2Fg%2F11vc93wnjf!19sChIJUeA0ugpZei4R9GnqpI3SzrM?authuser=0&hl=id&rclk=1","Hoki Mart","5,0","(5)","Minimarket","·","","69MP+VRJ, Jl. Gambir Deresan","","Buka","· Tutup pukul 21.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWfjKJRZOglCaf0gzN1mQAkQ8M_pjxWTv6Ok1xA692eR_BJB-HztmQhHgBk0dNHaxaxzGlkb2RdU3MCL1k02yOOPbRYWO4h4QruBYPdOZ06r3-EhsSYk3_xPXU-Iuu7nXjYjs=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... warung kelontong dengan sentuhan teknologi seperti"
"https://www.google.com/maps/place/Uti+Mart/data=!4m7!3m6!1s0x2e7a59e164a2b6c1:0x99a27fa18ccd41eb!8m2!3d-7.7770675!4d110.3820527!16s%2Fg%2F11qqkxszgs!19sChIJwbaiZOFZei4R60HNjKF_opk?authuser=0&hl=id&rclk=1","Uti Mart","4,8","(4)","Toko Swalayan","·","","Jl. Anggrek No.50","","Buka","· Tutup pukul 21.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_SFoby0elm334TbcKaecidovvYgwZEsfyopAifrOWoSQREYPrypzkggskomlngIVQh3qNcAywoER91jF0dqLcS6g0WyE6FcBx6t0WqywbhHcA1jYlyNBNsXOSAFANGcnb5e_D=w80-h106-k-no","",""
"https://www.google.com/maps/place/Toko+Chorus./data=!4m7!3m6!1s0x2e7a599c068f9763:0xe9d88ecaf55153a9!8m2!3d-7.779562!4d110.3873168!16s%2Fg%2F11f62dpxt0!19sChIJY5ePBpxZei4RqVNR9cqO2Ok?authuser=0&hl=id&rclk=1","Toko Chorus.","4,7","(15)","Toko Swalayan","·","","Jl. Samironobaru No.55","·","Buka","· Tutup pukul 22.00","","0813-1515-0808","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGK4hLjSPmiOyWLLjthNVM5dgnd1by0CtLKlchRNdVSGuHQbEEP4_5eVTUPvgZ9r-5Wjlps4LPvfCoa0vK73IdeEyKcx7x9baYi5moNhixcjgAQTXbz-XMU451j00ogpvyitu4aVg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di sini tempatnya resepsionis dan minimarketnya Puri Chorus."""
"https://www.google.com/maps/place/SUSAN+MART/data=!4m7!3m6!1s0x2e7a597de79c7e7b:0x75c9d8c792846ec1!8m2!3d-7.7763025!4d110.3905563!16s%2Fg%2F11vbz9vqf1!19sChIJe36c531Zei4RwW6EksfYyXU?authuser=0&hl=id&rclk=1","SUSAN MART","4,5","(6)","Minimarket","·","","Jl. Moses Gatotkaca No.59","·","Buka","· Tutup pukul 00.00","","0895-3535-50444","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1szDdW9ryjFiaeHWYRb9tg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=301.58905&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Isinya lengkap dan harganya lebih murah dari"
"https://www.google.com/maps/place/Mini+Market+Irwan/data=!4m7!3m6!1s0x2e7a59cb69311c9d:0x84e36c92cf5829ac!8m2!3d-7.779087!4d110.380626!16s%2Fg%2F11b620zbmc!19sChIJnRwxactZei4RrClYz5Js44Q?authuser=0&hl=id&rclk=1","Mini Market Irwan","5,0","(1)","Minimarket","·","","Jalan Prof. Herman Yohanes CT V/40 Sagan","·","Buka","· Tutup pukul 00.00","","0821-2693-1557","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHNs9kuj2ZaT-NHb7kyCxGq4arJ1nA6JtrM5BkeWA6lCtYMBw7EtA7-r2JYIgLy8rgIlkyJC8IXYDb0aZFXgW4oq2SyEX2fVL--HVE1EmwV20E9npYNVFw_a7_rhLJBzRcJEiY08qLq-S02pjL0pfhvUoy0DUd0rVBMCpwCox4EXB5N281UOowy7Oe_EIIukmUNXxw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sudah direnov"""
"https://www.google.com/maps/place/Klaten+Mart/data=!4m7!3m6!1s0x2e7a59955d46dcab:0xeeeafdb3af9486d!8m2!3d-7.7594318!4d110.371878!16s%2Fg%2F11fpjs6c5y!19sChIJq9xGXZVZei4RbUj5Otuv7g4?authuser=0&hl=id&rclk=1","Klaten Mart","3,5","(53)","Toko Swalayan","·","","Jl. Selokan Mataram No.17A","·","Buka","· Tutup pukul 21.00","","0857-4338-1950","https://lh3.googleusercontent.com/gps-cs-s/APNQkAErXUEAIs7iI8ZLiNJM5pytLVunt53lNnBYiAHlMJKPwOMpBrOepLtgLsZehAFhapWHHwEoIopUt4cEwrihGChCFovuoOv3geQpfhbLtReHf1MVOAfekQ37RPkqgLcGbgNMvxY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Refill galon murah, tukar gas bright gas murah."""
"https://www.google.com/maps/place/Minimarket+Pusat+Jantung+Terpadu+RSUP+Dr.+Sardjito/data=!4m7!3m6!1s0x2e7a5900738b7d37:0xdf150ec2f80cf192!8m2!3d-7.7694679!4d110.3716329!16s%2Fg%2F11ldh_p66x!19sChIJN32LcwBZei4RkvEM-MIOFd8?authuser=0&hl=id&rclk=1","Minimarket Pusat Jantung Terpadu RSUP Dr. Sardjito","5,0","(2)","Toko","·","","69JC+6M6 Lobby Barat Pusat Jantung Terpadu RS Sardjito 22584, Jl. Kesehatan Sendowo","","","","","","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGnjJKP6xyYa2yhiKTBruVHCWGIGSApCNgKcbrO_NSV1QqtqDzRNBqqZQt6OVwiVR67Mr7-rJfmIV_sSCXf_QIzeVf3cWAmwFHj18JkyGm9N4mROme0BlKTMtuQd-mNnOg2X-64YHZUiAMT7SLUQyKfBoXvJkS-9qR8KS75g-93BsHOTIPqlR7LfJk_wsmjCX-CgWQ=w122-h92-k-no","",""
"https://www.google.com/maps/place/Alfamart+Pringgodani/data=!4m7!3m6!1s0x2e7a59c775a0574b:0xfd7716f8e6a76e1!8m2!3d-7.7752215!4d110.3935704!16s%2Fg%2F11b6367st9!19sChIJS1egdcdZei4R4XZqjm9x1w8?authuser=0&hl=id&rclk=1","Alfamart Pringgodani","2,2","(94)","Minimarket","·","","·","Jl. Pringgodani Kel No.8, RT.19/RW.14","Buka","· Tutup pukul 22.00","·","1 500 959","https://lh3.googleusercontent.com/gps-proxy/ALd4DhE6sKK7wLoTdAg77cnIZDqo4cS2sBXmQRjzW2K6mOHwofSuw2AbY-_hNSIz87LrvlQobyZXg6iszD4jl156o19twwmBcyr9J0oJrWHtZRbB7Hm1j7TZftW58eZcpWO0umd-oJLSVzbT6MvvuAQgNPHcAUTpIBorewkQPRwWcsGCy0pQIPRIjNUU53v5uEoFWPiIAQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat mudah dijangkau, cuma tokonya kurang besar aja"""
"https://www.google.com/maps/place/Permata+Mart/data=!4m7!3m6!1s0x2e7a59e7ead3bc27:0x22d6315fd25c772!8m2!3d-7.7585674!4d110.4082777!16s%2Fg%2F11tt8kzdxg!19sChIJJ7zT6udZei4Rcscl_RVjLQI?authuser=0&hl=id&rclk=1","Permata Mart","5,0","(4)","Minimarket","·","","Jl. Nusa Indah No.54","·","Buka","· Tutup pukul 21.00","","0812-2583-6885","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7hBJ_Nmb_pDjrnGv1LHtdSBzw5xId6J_TTsiXEJfN23AmWWJ7loqSfGq-cA5FedFN-RKefoNGyKa04hFvI6x7TVR8uhXYYhd8kQIkvXSV8aTw2o1TqDsljNqQj0JPHIGtajkI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga mahasiswa"""
"https://www.google.com/maps/place/Alfamart+Demangan+Baru/data=!4m7!3m6!1s0x2e7a59c79e3013cd:0xc6aa9d71b1a86ed7!8m2!3d-7.7752501!4d110.3933778!16s%2Fg%2F11f3w1n2c3!19sChIJzRMwnsdZei4R126osXGdqsY?authuser=0&hl=id&rclk=1","Alfamart Demangan Baru","4,1","(79)","Minimarket","·","","69FV+V9R","","Buka","· Tutup pukul 22.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgtiwx6fTXcGe0gqx8jTuTfcZmVhahTZIl74O_aAdh6VxlN-0dgdHp2Rdf-mhmkGGgduCzme95ogYPGJg5_wO59Ys3idy2RY0ULA71J_SqfSAAY-CSkYLsmVCvNw0pj_jZIeV_=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kasirnya ramah, tempatnya bersih"""
"https://www.google.com/maps/place/A+2+MART+%28MINI+MARKET+%26+BAKE+OFF%29/data=!4m7!3m6!1s0x2e7a58ffd816c605:0x3c41250ce0c12a02!8m2!3d-7.752397!4d110.378471!16s%2Fg%2F11btm9_9nj!19sChIJBcYW2P9Yei4RAirB4AwlQTw?authuser=0&hl=id&rclk=1","A 2 MART (MINI MARKET & BAKE OFF)","","","Minimarket","·","","Graha Pogung Lor, Jl. Ring Road Utara No.7","·","Buka","· Tutup pukul 20.00","","(0274) 625139","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNgf-FLxz2tnY0QJxvK2hyALzsJMKit179r1QKZvJQfL-6szow7m7CflGFbpH6ghu7cEUFdyAf4LD4y0jh50BFMOd75Uzc-pkfJ_ambp7MbAQGLUFW5uW43fvYrncj3_I24Cs=w80-h142-k-no","",""
"https://www.google.com/maps/place/Alfamart+Munggur/data=!4m7!3m6!1s0x2e7a59c451a9e55f:0x77b7b611dfcd8474!8m2!3d-7.784924!4d110.3882266!16s%2Fg%2F11pc2m2ys4!19sChIJX-WpUcRZei4RdITN3xG2t3c?authuser=0&hl=id&rclk=1","Alfamart Munggur","3,6","(37)","Minimarket","·","","Jl. Munggur No.59-61","","Buka","· Tutup pukul 22.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8wqViOd5bwwXioMS6BWUcf2vDhieUIClZcZw0p-hiciwfEgAcR3k9D3iT19rl5kh-H-VhrQ0-lo_MU92kmCle__hDCLBuThOjNVRVUJUOyIc-usVC2kafD0sPu7MQGTFsCxlP=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan oke, seperti Alfamart pada umumnya"""
"https://www.google.com/maps/place/Ulya+mart+Soropadan/data=!4m7!3m6!1s0x2e7a5988b6f7212d:0xd5b9e776851f50be!8m2!3d-7.7612535!4d110.3951181!16s%2Fg%2F11stn_skmf!19sChIJLSH3tohZei4RvlAfhXbnudU?authuser=0&hl=id&rclk=1","Ulya mart Soropadan","5,0","(2)","Minimarket","·","","Soropadan, RT.02/RW.no.48","·","Buka","· Tutup pukul 23.00","","0857-9719-1794","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4Qz1Ub4DUbWp495emDzi167hS3t2mpeMYm2apvnl52ItM79MMaqWqt_jQUo2UPbz04tC61XXxIKV33f2JagGLaD5tAPj0jSuwfYgaQBQzTQy_KoerO2VApz3ZyUXLI5DfQExJ=w80-h106-k-no","",""
"https://www.google.com/maps/place/Alfamart+Demangan+Baru/data=!4m7!3m6!1s0x2e7a59c79e3013cd:0xc6aa9d71b1a86ed7!8m2!3d-7.7752501!4d110.3933778!16s%2Fg%2F11f3w1n2c3!19sChIJzRMwnsdZei4R126osXGdqsY?authuser=0&hl=id&rclk=1","Alfamart Demangan Baru","4,1","(79)","Minimarket","·","","69FV+V9R","","Buka","· Tutup pukul 22.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgtiwx6fTXcGe0gqx8jTuTfcZmVhahTZIl74O_aAdh6VxlN-0dgdHp2Rdf-mhmkGGgduCzme95ogYPGJg5_wO59Ys3idy2RY0ULA71J_SqfSAAY-CSkYLsmVCvNw0pj_jZIeV_=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kasirnya ramah, tempatnya bersih"""
"https://www.google.com/maps/place/Indomaret+Kaliurang+2/data=!4m7!3m6!1s0x2e7a59aba7edef25:0x92f7e847cdd79226!8m2!3d-7.7598929!4d110.3808329!16s%2Fg%2F1pzyl1k_b!19sChIJJe_tp6tZei4RJpLXzUfo95I?authuser=0&hl=id&rclk=1","Indomaret Kaliurang 2","3,9","(287)","Minimarket","·","","·","Jl. Kaliurang, Km 5, 2, Catur Tunggal, Kec. Depok, Jl. Kaliurang No.27","Buka","· Tutup pukul 22.00","·","(0274) 542236","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgQ8Xxe2TmDw2yLEU_aSOZFwjtzenzuWwfLWYLnUlHnNCv5sXQ25tlnOgPbE8J4s5qs_yXYdMtZUyvuqmxApFzYkVo9gbEJQCG1_--V2LzD6lJty-5c1vTi6T_jJ_0kzq3Adg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga di tag sama harga di kasir beda."""
"https://www.google.com/maps/place/Minimarket+Nabila+Ilham/data=!4m7!3m6!1s0x2e7a58526a76d223:0xa261af85ded2935a!8m2!3d-7.7634898!4d110.3743053!16s%2Fg%2F11g8z38fht!19sChIJI9J2alJYei4RWpPS3oWvYaI?authuser=0&hl=id&rclk=1","Minimarket Nabila Ilham","2,8","(5)","Toko Swalayan","·","","Jl. Pogung Kidul No.3","·","Segera tutup","· 18.00 · Buka Sen pukul 08.00","","0857-9926-7181","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJiJmH_NYJnpl-1_XfhgFM6OAAFcW1i9fcTmvlIxto-VPA7AqOZqngt0aHZNXQGcZHAd_TS2oAZONE0vZsiSKKFd22qGDHn4fWpKa__h-CPFe5-x9eyjbWlE8-_e94i5Ao_Y3gkg=w80-h106-k-no","",""
"https://www.google.com/maps/place/Fika+Minimarket/data=!4m7!3m6!1s0x2e7a5981d79fd29f:0x415d2d848d604e3c!8m2!3d-7.772851!4d110.4012985!16s%2Fg%2F11gh9b71vk!19sChIJn9Kf14FZei4RPE5gjYQtXUE?authuser=0&hl=id&rclk=1","Fika Minimarket","4,3","(12)","Toko","·","","6CG2+VG3","","Buka","· Tutup pukul 00.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9hNt1bpsh_uCokEWakVEQ1pTpob04ysFx0vOIGw0R-p_OP4nI5QO-tnijXm6qN7oUlTg8PjzVuLEq4pSwjn2L5aX4yrfKuzkzcD_-yqLuT9Qn1xIyg96DQRQ1JVP-w_37vVg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""karyawannya sopan, baik"""
"https://www.google.com/maps/place/Circle+K+Batas+Kota/data=!4m7!3m6!1s0x2e7a5980b9672bff:0x2734a8aa5b6f212e!8m2!3d-7.7830202!4d110.3912512!16s%2Fg%2F11k9kt2qlf!19sChIJ_ytnuYBZei4RLiFvW6qoNCc?authuser=0&hl=id&rclk=1","Circle K Batas Kota","4,4","(37)","Minimarket","·","","Jl. Laksda Adisucipto","·","Buka 24 jam","","","0895-2245-0407","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWw7zEL-Pgby0oZ0tO5Qobg56en5Yo86Gz-0Gmv9be1uKC9AXPnxZmxPJStxX0FYCl7gGBhxgzRMGPOVVaSeh8ih7M4rMqaou2d233f-wejBeAYXCvyDVfk8U3tssS3wPLncAJPA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""burritos nya GEDE, murah worth it buat anak kost."""
"https://www.google.com/maps/place/Alfamart+Munggur/data=!4m7!3m6!1s0x2e7a59c451a9e55f:0x77b7b611dfcd8474!8m2!3d-7.784924!4d110.3882266!16s%2Fg%2F11pc2m2ys4!19sChIJX-WpUcRZei4RdITN3xG2t3c?authuser=0&hl=id&rclk=1","Alfamart Munggur","3,6","(37)","Minimarket","·","","Jl. Munggur No.59-61","","Buka","· Tutup pukul 22.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8wqViOd5bwwXioMS6BWUcf2vDhieUIClZcZw0p-hiciwfEgAcR3k9D3iT19rl5kh-H-VhrQ0-lo_MU92kmCle__hDCLBuThOjNVRVUJUOyIc-usVC2kafD0sPu7MQGTFsCxlP=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan oke, seperti Alfamart pada umumnya"""
"https://www.google.com/maps/place/Swalayan+Gading+Mas+5/data=!4m7!3m6!1s0x2e7a590b171afa71:0x8a9c6ce7a9e29d26!8m2!3d-7.7533401!4d110.3999138!16s%2Fg%2F1pzr7lzmk!19sChIJcfoaFwtZei4RJp3iqedsnIo?authuser=0&hl=id&rclk=1","Swalayan Gading Mas 5","4,5","(168)","Minimarket","·","","69WX+MX7, Jl. Anggajaya 2","·","Buka","· Tutup pukul 22.00","","(0274) 6897568","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHMJgiKd3WV2OQ0sgXBc2I3XXbDwBmsK0Ny4a_DpjMl8UlcmoATG3OdFlmVRrW3PQuchr2dR91JEQ10Gk7-wQi11uIKdNNikJKgPazxmRbj2UHePNo0DI0WYRLyxmqJeM5qYYw7znSHirAqovZPBYGbsBCf9jqINSNXtUNbRhQRjyDfbJRh6v4uQccwAxlFMY6uTsc=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga proporsional."""
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2e7a59e0b639f737:0x289e74355b1fa607!8m2!3d-7.777802!4d110.3855506!16s%2Fg%2F11hnmzcrx6!19sChIJN_c5tuBZei4RB6YfWzV0nig?authuser=0&hl=id&rclk=1","Alfamart","3,4","(66)","Minimarket","·","","·","Jl. Colombo 13/30, Desa Kel No.Rt. 04, RT.04/RW.02","Buka","· Tutup pukul 22.00","·","1 500 959","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHozUTb7mGrIua_GIaY5kw7qz1N_rNISlA4pupKKKCcT1En4rytqyFIaSHM--XhMoMv8HTgdjh6VjdZZ2elmEUKsNwTC42pv85bouRhG3sNMHlN3yJTXBS4j09a9djZs5pADD8=w163-h92-k-no","","Pesan antar"
"https://www.google.com/maps/place/Indomaret+Cik+Ditiro/data=!4m7!3m6!1s0x2e7a5951e6b421dd:0x5bf9176648dfad79!8m2!3d-7.7804451!4d110.3754948!16s%2Fg%2F11lrr707_x!19sChIJ3SG05lFZei4Rea3fSGYX-Vs?authuser=0&hl=id&rclk=1","Indomaret Cik Ditiro","3,3","(92)","Minimarket","·","","699G+R5H, Jl. Cik Di Tiro","","Buka 24 jam","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlwNMss9vgC1lMSimjVU0SFHO5DAsVEfu6cNQwegtM5GtjfSjuONbmp_NbuFpzjubV4gUJt0FFpAsWVfPrfP4UBmViIxiySGFqZcyzvrrYMC24vlJW_Xj0Z8lVovLFk3a8UlSw=w80-h107-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kasir ada 2 tapi yg jalan cuma 1. Pelayanan lama!"""
"https://www.google.com/maps/place/Minimarket+Bu+Lia/data=!4m7!3m6!1s0x2e7a5927cbf1bd2b:0x362116f7890af9a6!8m2!3d-7.7819201!4d110.3907685!16s%2Fg%2F11tgbbbwgl!19sChIJK73xyydZei4RpvkKifcWITY?authuser=0&hl=id&rclk=1","Minimarket Bu Lia","4,9","(20)","Toko Swalayan","·","","Demangan Gang Jatayu Gk 1, Nomer No.216","·","Buka","· Tutup pukul 01.00","","0819-0402-1000","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESK0mwaynArjBdEG_2HW6T_sMDnalYHXdVtTxMelEKpURNgxH3WbboncveKp3VO5fTG9Xpu18RiYEXMgAvgIWC6rQ53FCy4jxIMkYIrHglhivRIej8ImIL5TOx0x3AlJnRExbE=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah, penjual tampan"""
"https://www.google.com/maps/place/Indomaret+Jl.+Mojo/data=!4m7!3m6!1s0x2e7a59412ceac645:0x480c07d494398c0c!8m2!3d-7.7899635!4d110.3865321!16s%2Fg%2F11j24jy66m!19sChIJRcbqLEFZei4RDIw5lNQHDEg?authuser=0&hl=id&rclk=1","Indomaret Jl. Mojo","3,8","(31)","Minimarket","·","","Jl. Mojo II No.22","","Buka","· Tutup pukul 22.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzw6re_ddznDiWGg2Jw2z5kDHzHlg-SpRIg7K3pglve0a6e72vJ37Sn8jlutnQQwpT8BMDBbMKYBJB5riOoUf3lh5l6sMcxNwd1RlukgvRyXsGbremoLTbb7UecG-p7ouc-8Mc=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasi strategis."""
