"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","FQ2IWe src","Jn12ke src","ah5Ghc"
"https://www.google.com/maps/place/SPBU+Pertamina+Terban+44.552.06/data=!4m7!3m6!1s0x2e7a5835ca08d035:0x73f35c48f4230644!8m2!3d-7.7821429!4d110.3720767!16s%2Fg%2F1pzr2vxfx!19sChIJNdAIyjVYei4RRAYj9Ehc83M?authuser=0&hl=id&rclk=1","SPBU Pertamina Terban 44.552.06","4,4","(4.336)","Pom bensin/SPBU","·","","Jl. C. Simanjuntak No.17","·","Buka 24 jam","","","(021) 1500000","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEacSwClla5n4vdRRRd32vEzcD16PNDFlXSM3OX3XU8-xJsQiqkMgIqmAfrjl2JAva0EGIQyyqLPO4XZO3I-JO_oYe4pzB3jMro3SkYcI7DXfky-gjUTx7AOskqeWsLemCxSmg=w128-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada mushola,"
"https://www.google.com/maps/place/Mu+Gung+Hwa+Korean+Mart/data=!4m7!3m6!1s0x2e7a59ca37350d85:0xdb99192b92e94baa!8m2!3d-7.7509329!4d110.3725454!16s%2Fg%2F11f653xmdx!19sChIJhQ01N8pZei4RqkvpkisZmds?authuser=0&hl=id&rclk=1","Mu Gung Hwa Korean Mart","4,4","(728)","Toko Kelontong Korea","·","","·","Bornga Resto, Jl. Lempongsari No.117A","Buka","· Tutup pukul 21.30","·","0851-7334-4315","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKhJJ54zoNhdyqnG1VqrJdkG7RTwYW_Hf3Gbq_KmA-klVJowhLJILQj-Fopz6s6OSGO6lpiNFo5ALR0ezghhXD6_xCVV4UPy_IEstuyN8pAIrcsuYU0K9OjymjnHSMTA2D-QsxAg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya pas, tempatnya nyaman!!"""
"https://www.google.com/maps/place/Indonesia+Mart/data=!4m7!3m6!1s0x2e7a5bd30fedc0c1:0x5527ed1d63480901!8m2!3d-7.7632246!4d110.4222811!16s%2Fg%2F11cjkq2wsl!19sChIJwcDtD9Nbei4RAQlIYx3tJ1U?authuser=0&hl=id&rclk=1","Indonesia Mart","4,3","(121)","Minimarket","·","","·","Jl. Tasura","Buka 24 jam","","·","0878-8415-5771","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGol578rdIRvYCEqIZ6JIXWb9COVUSf0CCZBsIp7NLkeGpOMZTj2aMHVWrOpqkQ3F4w7JuO5o3eV42jx79UNovXEYKgwq95drfBkI5M20y9Lk8qCLg9QT1_c5rEpMlMlAtAT9_=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga rokok termurah 👌"""
"https://www.google.com/maps/place/TekMart+%28Teknik+Mart%29/data=!4m7!3m6!1s0x2e7a584e05d52dbb:0x46ec3a0db859069a!8m2!3d-7.7653727!4d110.3721973!16s%2Fg%2F11dymvv70w!19sChIJuy3VBU5Yei4RmgZZuA067EY?authuser=0&hl=id&rclk=1","TekMart (Teknik Mart)","3,7","(6)","Toko Swalayan","·","","","","Tutup","· Buka Sen pukul 08.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtBUBy7NpzXUUrYLuC28mcCBAu0BL84Y4kx5HEymz0_eaCRKcG0ZCYbI99PUaWC_1veTNlKDTxHXFcHr5GC6dhkKi8ajB18XpaU6Guig3AV7147A3x0Yhe6VcngVderxWim5VJ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Simpel, minimalis dan cozy"""
"https://www.google.com/maps/place/Rak+Minimarket+Modern/data=!4m7!3m6!1s0x2e7a59d960b223cf:0x8e2690f1f31171d7!8m2!3d-7.7897588!4d110.3948717!16s%2Fg%2F11bwc1g3jw!19sChIJzyOyYNlZei4R13ER8_GQJo4?authuser=0&hl=id&rclk=1","Rak Minimarket Modern","4,4","(5)","Layanan B2B","·","","696V+3WX, Pertiwi, Gendeng, Timoho,, Jl. Rukun Bakti","","","","","0898-0601-366","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pqkL5JNI_BMaZCHzs3rwgg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=275.75256&pitch=0&thumbfov=100","",""
"https://www.google.com/maps/place/Tifa+mart/data=!4m7!3m6!1s0x2e7a5978737dd5a9:0x7c6c590c30271ef9!8m2!3d-7.7504249!4d110.4058985!16s%2Fg%2F11hzbl5y66!19sChIJqdV9c3hZei4R-R4nMAxZbHw?authuser=0&hl=id&rclk=1","Tifa mart","3,9","(14)","Toko bahan makanan","·","","Jl. Sambirejo No.18","","Buka 24 jam","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAET_eacjpgP9P8_MA1kE4SaDkba8k1xqG8_jLJ5s7x2ZGzrTfRfl38MABMjx8wIIlpk3SrsPKXl9IfSuYB6qZRfxuEFxKmtsaqARp_3L_P2tYFHjRswh1MUuVf8GOgXXoXKToXIUg=w162-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Seperti swalayan pd umum nya"""
"https://www.google.com/maps/place/Irfan+Mart/data=!4m7!3m6!1s0x51aab1e6a976efb:0xc36988b707412773!8m2!3d-7.7592487!4d110.4230408!16s%2Fg%2F11b75p953y!19sChIJ-26Xah6rGgURcydBB7eIacM?authuser=0&hl=id&rclk=1","Irfan Mart","4,5","(6)","Toko Swalayan","·","","Jl. Timbulrejo No.4","·","Buka","· Tutup pukul 22.00","","0813-9232-9920","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzoH5b-ndb_DNQ8I-8OKnnaQYf-C6B_MfJNiQPfLxC-tPVbLlxroCi1yV_r0Vrp2DM83ZPNsrTIZle8sjKhO4C7fERwLDRvs_9QJSBY_nlucu5ka03Xe4RE4TBWqwnLYdMgDZf=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang punya saya😁👍."""
"https://www.google.com/maps/place/SPBU+COCO+Pertamina+41.552.01+Laksda+Adisucipto/data=!4m7!3m6!1s0x2e7a59e8b1fbc093:0xc427e0048f072dd5!8m2!3d-7.7830104!4d110.4080506!16s%2Fg%2F1ptvrqn5c!19sChIJk8D7sehZei4R1S0HjwTgJ8Q?authuser=0&hl=id&rclk=1","SPBU COCO Pertamina 41.552.01 Laksda Adisucipto","4,4","(6.295)","Pom bensin/SPBU","·","","Jl. Laksda Adisucipto Km. 6, Caturtunggal, Kec. Sleman, Caturtunggal, Kecamatan Depok","","Buka 24 jam","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvC2kDxTW5CwP4oVnxv8YvVPR0NRKNEdB3maXYt4dG457NTFq923jdaFAAcCUgn50Luxw_vLzYqvwdQAh0ddYUiTvMg9kFJaKBF8fIS0y9D7m98Bf7kcppbxDCXJeBrQPGDMBB=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Spbu nyaman, toilet nya jg bersih dan ada"
"https://www.google.com/maps/place/Toko+WIJAYA/data=!4m7!3m6!1s0x2e7a59477dcd62c5:0x13f94f309285720c!8m2!3d-7.7663596!4d110.369192!16s%2Fg%2F11gnpxqny2!19sChIJxWLNfUdZei4RDHKFkjBP-RM?authuser=0&hl=id&rclk=1","Toko WIJAYA","4,9","(14)","Minimarket","·","","Jl. Monjali No.151","","Segera buka","· 18.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsHVVxwhvpN6D27-VkHOMHJ_eeUfnyKBadFzoBHxQ1OxffkSiQFK9TeYGNTzGAbi4F7pW5XjZmZ2rbeo9ZA8p8uB72DCFqWLLR-tERv3atZHNX4svC1dMjOYuERWJLq47PvMgz=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ok lumayan lengkap"""
"https://www.google.com/maps/place/Nisa+minimarket/data=!4m7!3m6!1s0x2e7a5974fc34b909:0x85926da6622e0285!8m2!3d-7.750223!4d110.404908!16s%2Fg%2F11b6dyq45m!19sChIJCbk0_HRZei4RhQIuYqZtkoU?authuser=0&hl=id&rclk=1","Nisa minimarket","","","Minimarket","·","","6CX3+WX7, Jl. Asem Gede","","Buka","· Tutup pukul 22.00","","","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGvtOubgZKAFToP17b9RRXGnFKjnl6MA3a8H-GH_DZT92l3tNkdf8u6MthYj3FvTwIstNSb-PcCo56A1MGk6JahSRzgI0hPVjtyLuDKrvrmUCvlA8YsIrSQo3zweWUONke1XP-IvLQeNGqmj0fqCUxmfiZvfhAxbL9XlLpAU9iOoyPEuZzqSGyljqaZDcT1pANQW7A=w122-h92-k-no","",""
"https://www.google.com/maps/place/Sleman+Mart/data=!4m7!3m6!1s0x2e7a5974df0fb2e9:0x8ae8074a01d2a50d!8m2!3d-7.7502558!4d110.4034839!16s%2Fg%2F11btm833sy!19sChIJ6bIP33RZei4RDaXSAUoH6Io?authuser=0&hl=id&rclk=1","Sleman Mart","3,0","(2)","Minimarket","·","","6CX3+V9X, Jl. Tengiri Raya","·","Buka","· Tutup pukul 22.00","","0856-2811-664","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFW_gMKI5BKo1sk6lIAErzUGoz9xAA3zZT8rh-TZ5jKcukVND6jWsFntH1M6qf-e6EXarGP1t_38cZPHZ3RmyMen8NHn7cmH5e9Rmf9PttHOLV5miOC45_43SDxCV8pow_F-0P6KSrZi6Yn4ozEebdEuUd5n1u_jHJvNUn0q6w_DsPKGYxEcE6hQSVJQfCdA42yVg=w122-h92-k-no","",""
"https://www.google.com/maps/place/Kemitraan+Minimarket/data=!4m7!3m6!1s0x2e7a598631a508e7:0x5e9f4277a3c77a74!8m2!3d-7.7615808!4d110.4227257!16s%2Fg%2F11l5g8zw_4!19sChIJ5wilMYZZei4RdHrHo3dCn14?authuser=0&hl=id&rclk=1","Kemitraan Minimarket","","","Jl. Tasura No.42","","","","","","","","0811-2652-078","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nrj7dg_LPco7E2CmzAltZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=93.88151&pitch=0&thumbfov=100","",""
"https://www.google.com/maps/place/Rak+Gondola+Minimarket+Jogja/data=!4m7!3m6!1s0x2e7a59000ce7cf1f:0x80a61236b424423a!8m2!3d-7.7632622!4d110.4224022!16s%2Fg%2F11yghbr1qg!19sChIJH8_nDABZei4ROkIktDYSpoA?authuser=0&hl=id&rclk=1","Rak Gondola Minimarket Jogja","4,7","(3)","Minimarket","·","","Jl. Tasura No.08 Pugeran, Krodan, Jl. Tasura Jl. Nanggulan No.8","·","Buka","· Tutup pukul 22.00","","0821-4721-9304","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNzsCsE_JywpLySl89GRDb9BgJ7EX1I0WTOUh9OL6GePcphKaWKZ7tG6xuKXIO41NqFBWpRrWnSPd8Vu5hwxaUq7x601ZJPyzZs8wOuKZvXRsIotTudfEPnD-tAoDrieXbtQN0OT4Q8sx_=w122-h92-k-no","",""
"https://www.google.com/maps/place/Aciq+Minimarket/data=!4m7!3m6!1s0x2e7a58463ce27c4d:0x25512a9b044c75e2!8m2!3d-7.7721259!4d110.3655758!16s%2Fg%2F1pzpw96tm!19sChIJTXziPEZYei4R4nVMBJsqUSU?authuser=0&hl=id&rclk=1","Aciq Minimarket","4,3","(300)","Toko","·","","·","Jl. Gotong Royong No.1097, RT.12/RW.04","Buka","· Tutup pukul 21.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGasBrpkV3kV0xlVpnzE8a6HoLTXwPaWZ2RAFRwseAe7VlBP4rE8QJDPZaTcxeC_-fR4jdUIxye-SY4f-qP4hN8yBHcAUrXu9mX9PbAfs-_zaHH2GGDKhYSgSkg6Ya8_Pz09Hl18A=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bersih, pelayanan sangat baik, tempat parkir gratis dan luas, lengkap👍🙏"""
"https://www.google.com/maps/place/Fortuna+Mart/data=!4m7!3m6!1s0x2e7a598703c1fd09:0x2d11ca2f95eca053!8m2!3d-7.759362!4d110.4238821!16s%2Fg%2F11b75g031j!19sChIJCf3BA4dZei4RU6DslS_KES0?authuser=0&hl=id&rclk=1","Fortuna Mart","3,4","(12)","Minimarket","·","","Jl. Timbulrejo No.3","","Buka 24 jam","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1T_zY3pRVeb8YfW2ynK97XZn3cdjf9KdZZHinAdo0nqO4Ndv9Q2_OB0X6J2xs5OmGgd2-73KuL7D4d-vP_fqMO0MiUfNgEqGgaNWr9C6PNFzsb6cQ1nr7up3CnrXAfpgUIg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mbaknya yang jaga cantik ❤️"""
"https://www.google.com/maps/place/Swadesa+-+Konsultan+Minimarket+Desa/data=!4m7!3m6!1s0x2e7a59c96f0a6549:0xbe093763786e5819!8m2!3d-7.7778098!4d110.3853917!16s%2Fg%2F11hcfj7cjg!19sChIJSWUKb8lZei4RGVhueGM3Cb4?authuser=0&hl=id&rclk=1","Swadesa - Konsultan Minimarket Desa","","","Konsultan Manajemen Bisnis","·","","Jl. Samironobaru No.7B","·","Tutup","· Buka Sen pukul 08.30","","(0274) 2921233","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CMpN8Hy_eEzknjw7XzQ27Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=354.75888&pitch=0&thumbfov=100","",""
"https://www.google.com/maps/place/ATM+BCA+SPBU+Baciro/data=!4m7!3m6!1s0x2e7a59d4a810cb25:0x5b2035ce052af614!8m2!3d-7.790404!4d110.379931!16s%2Fg%2F1pty8zfj6!19sChIJJcsQqNRZei4RFPYqBc41IFs?authuser=0&hl=id&rclk=1","ATM BCA SPBU Baciro","2,8","(5)","ATM","·","","695H+RXM, Jl. Kompol Bambang Suprapto","·","Buka 24 jam","","","1 500 888","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeA9Id4fv9f3jDuzUfiu0J-pvInBjP-9pqPuMf-cLjdTiNvdtOSG9cWKwzNkkyry8gMFvA2oOYCrBWM90VGxNzx2sLKZfa_bo01npE3H43IfsBf_FwiX__w91BJZePU8Wr50I=w80-h106-k-no","",""
"https://www.google.com/maps/place/DGeminis+Green/data=!4m7!3m6!1s0x2e7a59fdc1c88eeb:0x2e3c54c597dbaece!8m2!3d-7.7658526!4d110.3948582!16s%2Fg%2F11vbl9g1sz!19sChIJ647Iwf1Zei4Rzq7bl8VUPC4?authuser=0&hl=id&rclk=1","DGeminis Green","4,8","(53)","Hostel","·","","69MV+MWW, Jl. Jemb. Merah IV","","","","","0811-8083-683","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBaZXz707g5FaWdXXCvrqw5NPj4tvqSnWa-dMUz-VwacERDbgNKbq3EOrWgJkkcQ66KsdURlJxtQZOySVGpTdqZP5_Hp7xNQ6zMZ5my9apNxHHLcxyF7y7NHZPPw5StKj0sgU=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nyaman banget kamarnya, semua furnitur baru!"""
"https://www.google.com/maps/place/Griya+Brojonoto/data=!4m7!3m6!1s0x2e7a598b67e6cbff:0x4ba769d431f9128e!8m2!3d-7.7550955!4d110.3982576!16s%2Fg%2F11rzfr963r!19sChIJ_8vmZ4tZei4RjhL5MdRpp0s?authuser=0&hl=id&rclk=1","Griya Brojonoto","4,8","(19)","Rumah wisata","·","","Gg. Brojonoto No.221","","","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUX50NnVZfrG2zpHZUdq2Mfh8j-rTzjSsPD7taBirpJV26hFyvOjIue55zvi2ZmxU0T-i1vkMSr7Ja4QMIpsN4u4hcnPeBt-1WEKcTf_BAO6fDAy8tZ4bTZcog3XXWy33L8Uo=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Desainnya kosnya menarik, banyak area hijau."""
"https://www.google.com/maps/place/Ritelteam-Konsultan+Minimarket/data=!4m7!3m6!1s0x2e7a59c49b0db6bf:0x27ab06f41413c8b0!8m2!3d-7.7615808!4d110.4227257!16s%2Fg%2F11dxjwx_gk!19sChIJv7YNm8RZei4RsMgTFPQGqyc?authuser=0&hl=id&rclk=1","Ritelteam-Konsultan Minimarket","4,8","(6)","Layanan pengembangan usaha","·","","Jl. Tasura No.42","·","Tutup","· Buka Sen pukul 08.00","","0811-2646-687","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXw0SLZ_MainUBMGFWflZsVpmOt54Mrj4HmKq4kY-1qHV0Co8rwR1VzujECB6Wh2OR5TcJ10QSVpfjoOJj4vNauOyprBUkfuc7JS3ybwCDiREGWz9ZYHfrCCKQR9hYRudC29ux=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jika mau mencari rak Murah bisa ke sini"""
"https://www.google.com/maps/place/Kis+Minimarket/data=!4m7!3m6!1s0x2e7a58456d84c9f7:0xb5c46dc22293f849!8m2!3d-7.7670982!4d110.3653415!16s%2Fg%2F11c5b31ym6!19sChIJ98mEbUVYei4RSfiTIsJtxLU?authuser=0&hl=id&rclk=1","Kis Minimarket","4,3","(7)","Toko","·","","Jl. Mesan No.28","·","Buka","· Tutup pukul 22.00","","0823-2565-3117","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7ZpypJYrlYLO5UQHSsFZ0rX3pvwakn4rYyB4luarRAK_-oZdstg7ePQ4-VPPADK7UVMxvZS0Lecu8b6cgM_sRw-nC7y4bAFUo8jBdCAsbZ9SixRpJEjnEyBpIxpAfKpbAp7nG=w80-h94-k-no","",""
"https://www.google.com/maps/place/minimarket+laris/data=!4m7!3m6!1s0x2e7a5900374d0bc7:0x6c1e83beabfa2149!8m2!3d-7.7429837!4d110.3719339!16s%2Fg%2F11myg59thh!19sChIJxwtNNwBZei4RSSH6q76DHmw?authuser=0&hl=id&rclk=1","minimarket laris","","","Toko Swalayan","·","","794C+QQV, Jl. Karya Utama","","Buka","· Tutup pukul 00.15","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFr0DUqFNDsAk3x1Go4G9BlZYhhCyik3Uv-meW4WZQzrMYQGA-I8hQWXFEVY27Ois6TD2tR2JXOimsTbmPIvX7Ejvgg0FroG2aOh2BaCekYjp1IeioMfSXacQu9PITBfPoEk3E4h6bpjP6y=w80-h106-k-no","",""
"https://www.google.com/maps/place/Ritelteam+Indonesia/data=!4m7!3m6!1s0x2e7a59c48e79d1b3:0x26c3337bcf1cf39a!8m2!3d-7.7615618!4d110.4226043!16s%2Fg%2F11b6nnqd0l!19sChIJs9F5jsRZei4RmvMcz3szwyY?authuser=0&hl=id&rclk=1","Ritelteam Indonesia","4,8","(30)","Kantor Perusahaan","·","","Jl. Tasura No.42","·","Tutup","· Buka Sen pukul 08.00","","0811-2646-687","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXmM9A1EYO87cgJFfcezotF_GblQ5C402-UtiC1u3FyMgSLVjLnC8utzN6Mc9PcGvsi6LMaWwXgfpACClZtmI7qmLMjKmzBShleiKZeTIfbVzNjAwlqzhmGP5CEPSl6LNpitOS=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang mau mendirikan"
"https://www.google.com/maps/place/Sri+Rejeki+Wonocatur+%28FM05%29/data=!4m7!3m6!1s0x2e7a57b752072f77:0x9c992d2db41b5cbb!8m2!3d-7.7987856!4d110.4120922!16s%2Fg%2F11b6ll7cqc!19sChIJdy8HUrdXei4Ru1wbtC0tmZw?authuser=0&hl=id&rclk=1","Sri Rejeki Wonocatur (FM05)","4,3","(547)","Toko bahan makanan","·","","·","Jl. Maguwo No.429","Buka 24 jam","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeyQEjvyZSAk8xGr0OO76E1tmyukNUu-ib6Y1Xx70C25DHMQtrtCXXDRcV2g9LHqq4UEdWvnFyct7-Xlx9dNgncoUnYE5oIg6TAJkzRxL-ax5G5b6vx6Su2_rP9OctDExTsnCJ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bpk parkirnya ga cm netima uang aja, tapi jg bantu nyebrangin."""
"https://www.google.com/maps/place/Toko+Pas+Pojok+Balirejo+%28Minimarket+%26+Sembako%29/data=!4m7!3m6!1s0x2e7a5762f6b33313:0x575b6d33fa969eb6!8m2!3d-7.7969768!4d110.3943851!16s%2Fg%2F11c4825tcr!19sChIJEzOz9mJXei4Rtp6W-jNtW1c?authuser=0&hl=id&rclk=1","Toko Pas Pojok Balirejo (Minimarket & Sembako)","4,4","(161)","Toko Swalayan","·","","·","Jl. Balirejo No.#1","Buka","· Tutup pukul 22.00","·","0896-8748-4210","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSZDguD1Pjk6JiIeOYdVABkIFlTJ35s1_mKgBaumDjwD1kQ2wJugt0jcSxwFFyjucfcZyQH7xH6f_7SVNHS04vdLfcnwAMrkIKzSnf0ogU2m9-5obRnRScPrOcs4-NLM5xDSJzs36eJtQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""lokasi mudah diakses dan harga terjangkau."""
"https://www.google.com/maps/place/Toko+99+bu+roso/data=!4m7!3m6!1s0x2e7a590102be194d:0x17a5e07cd6d36b87!8m2!3d-7.7487263!4d110.3830702!16s%2Fg%2F11c1nj1m2z!19sChIJTRm-AgFZei4Rh2vT1nzgpRc?authuser=0&hl=id&rclk=1","Toko 99 bu roso","3,7","(21)","Minimarket","·","","·","Jalan Kalimantan, Kaliurang km 6.5","Buka","· Tutup pukul 22.00","·","(0274) 8577040","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUK89y8TzNdeCmUqdDWf1rPmh7soevZqpVpKFjeBFHUg55W6JtOQHPqc3B27vkE_DijT5If-vt0mD3Qa6GIMqXyTKNdrSEkfR6OqSjcUzXo8vFKFK652d4wBNHhIFL2cjA9Y2U=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nipis madu di toko lain aja gk nyampe 4rb, disini 7rb 😌"""
"https://www.google.com/maps/place/Altuz+Apartment+Seturan+Yogyakarta/data=!4m7!3m6!1s0x2e7a59ae4763b97f:0x2e75a4701ead2061!8m2!3d-7.7719311!4d110.4103123!16s%2Fg%2F11l1yxdvyd!19sChIJf7ljR65Zei4RYSCtHnCkdS4?authuser=0&hl=id&rclk=1","Altuz Apartment Seturan Yogyakarta","4,1","(145)","Apartemen berlayanan","·","","Jl. Seturan Raya No.10A","","","","","(0274) 2800148","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTbEWJrZGHT2C8MBjmOqoauIVMd4vJHSf29biDH7t5AEoMyKyHbYE_7euRkTfoJB2A9WAqdeY93vxls5wvPRkbgs619u1yq4Kg8V3osqKo_SvXF_cCxktXdvtEhIqfQcpPDOQ=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di sekitarnya banyak cafe,"
"https://www.google.com/maps/place/S-Mart+Minimarket+Ketandan/data=!4m7!3m6!1s0x2e7a5787c1203f11:0x67a57bc8f8b43674!8m2!3d-7.7974525!4d110.3679235!16s%2Fg%2F11hcj2dbk1!19sChIJET8gwYdXei4RdDa0-Mh7pWc?authuser=0&hl=id&rclk=1","S-Mart Minimarket Ketandan","4,5","(17)","Toko bahan makanan","·","","·","Jl. Ketandan Wetan No.33B","Buka","· Tutup pukul 23.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0ZE7taj_2kj46xoTZgbDAmULqVwdY44SAfw8Wv0uYxedNbh7HCPAZJNduQok7TmDkka_TDuDVJVLyK1LbWna3YQUKMenVYjvyXe085zSP8_mCkg_wvCq6dkNFOOfqoX_QUFRZ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayan, minumannya lengkap"""
"https://www.google.com/maps/place/Mino+mart/data=!4m7!3m6!1s0x2e7a59219649cdff:0x2850cf97178032ae!8m2!3d-7.7441547!4d110.4070596!16s%2Fg%2F11rd98c1mt!19sChIJ_81JliFZei4RrjKAF5fPUCg?authuser=0&hl=id&rclk=1","Mino mart","5,0","(11)","Toko bahan makanan","·","","Jl. Kakap Raya M1","·","Buka","· Tutup pukul 21.00","","0856-4638-7190","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Langganan
Murah murah & segar"""
"https://www.google.com/maps/place/D%27jiwanta+Minimarket/data=!4m7!3m6!1s0x2e7a59001dfe64fd:0x65ae54e29e71d983!8m2!3d-7.776261!4d110.4261703!16s%2Fg%2F11z9nd_d3l!19sChIJ_WT-HQBZei4Rg9lxnuJUrmU?authuser=0&hl=id&rclk=1","D'jiwanta Minimarket","","","Minimarket","·","","6CFG+FFV, Jl. Onggomertan","","Buka","· Tutup pukul 20.00","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHV95Png1OblGghRoyi1MFXyr3Or7zyWNTiZCaUIf8pYX-pfvVae2zT3s0KP8UlpdcinmFqEXvpy002YpMQlPq0oIHNEnfwh51kn1kVSxdg51mjv-q1_eT0NSkoteg2s4cjybDxhe2SzX06=w122-h92-k-no","",""
"https://www.google.com/maps/place/Panuntun+Mini-Market/data=!4m7!3m6!1s0x2e7a585bb5b1bc1f:0x8d12e36be81dc14e!8m2!3d-7.7616857!4d110.3634341!16s%2Fg%2F11c1ww89pb!19sChIJH7yxtVtYei4RTsEd6GvjEo0?authuser=0&hl=id&rclk=1","Panuntun Mini-Market","4,4","(162)","Toko bahan makanan","·","","·","69Q7+89F, Jl. Selokan Mataram, RT.4/RW.28","Buka","· Tutup pukul 21.00","·","(0274) 586262","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDFn2QirGjwY_2DH2IMHfVIKWysurlUF46efmeAr2Sv774RIb4CxWFOG0xOcTW1lkE18i-rGShDeOea9RFbBMmyJiwVxUlYKcqiLZQI-vB4vJ6ZboTuBH7g3y5TJ8xSFteIZPpeQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu"
"https://www.google.com/maps/place/ATM+BCA+Circle+K+Timoho/data=!4m7!3m6!1s0x2e7a59d99c4c8ee5:0x5f4a4e17872ad21f!8m2!3d-7.7903999!4d110.3933414!16s%2Fg%2F11b69g9f1s!19sChIJ5Y5MnNlZei4RH9IqhxdOSl8?authuser=0&hl=id&rclk=1","ATM BCA Circle K Timoho","5,0","(6)","ATM","·","","Circle K, Jl. Timoho","·","Buka 24 jam","","","(021) 500888","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmDUg0pqpOmdIRbCV7n02lYdGP-he71VG7hjc3AQIfXiHIqeInl1xQRlHys5zERdONPXWcOkUABeHr8cgUjxfMIPFa3Kg8mQMw_T7uiHvGQJd3T5b_ivDlZv_7yafyY_Nd884T=w122-h92-k-no","",""
