"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/SS+Fitnes/data=!4m7!3m6!1s0x2e7a59dee5dc7067:0xde882c996e934bc6!8m2!3d-7.7913107!4d110.3982959!16s%2Fg%2F11g8lqyj9r!19sChIJZ3Dc5d5Zei4RxkuTbpksiN4?authuser=0&hl=id&rclk=1","SS Fitnes","4,7","(157)","Tempat Fitness","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHfA1E_N8vbmawUKixLZr4yo46GYLa35eL4eJGcr1NakOwwdetc_nudSM6rjT8CHTpIPvG-rO700a8Pkylbe6qCJjNvAoK5BTGcYIowf4cmZjozPFn5e5TdMOGEsZLJtpmt1Mg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman dan murah untuk","fitness",", ownernya ramah.""","","Jl. Sorowajan Baru Jl. Muria No.301"
"https://www.google.com/maps/place/Infinity+Gym+%26+Club+Jogja/data=!4m7!3m6!1s0x2e7a59003bf79f23:0xfcc924797a2f1227!8m2!3d-7.7709578!4d110.405532!16s%2Fg%2F11wxmjcmmd!19sChIJI5_3OwBZei4RJxIvenkkyfw?authuser=0&hl=id&rclk=1","Infinity Gym & Club Jogja","4,9","(264)","Pusat Kebugaran","·","·","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHutyQu0TTYA-on8SRYQQ03P1UWTS_dNd0DyDaWHHtAPL_KAXEqznokYy5syTVOHk7rSE3W9mRhA0g_hKRrwznHNf7lQx7P0Q7mrJEfu9YaiUBSGQ3cYe0u4G4rINDGVpGkzrV4hy2ENXDi=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yg nyaman dan juga alatnya lengkap,fasilitasnya lengkap""","","6CH4+J86, Jl. Perumnas"
"https://www.google.com/maps/place/TBG+FITNESS+YOGYAKARTA/data=!4m7!3m6!1s0x2e7a5942287f1bf9:0xe031a180b5353f8!8m2!3d-7.76386!4d110.4204391!16s%2Fg%2F11wy5rw_hm!19sChIJ-Rt_KEJZei4R-FNTCxgaAw4?authuser=0&hl=id&rclk=1","TBG FITNESS YOGYAKARTA","5,0","(26)","Pusat kebugaran","·","Jl. Utama Jl. Ring Road Utara","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGST-qHlEwq_50JZcUmZg_VeKQ9dremc6AnLy4rHtbLWQzlIdAzDABRlhhTiKeWARdPFKvZKiQXbIBmBBjpD3Id_THwvicLlvyzxpTCIt8FEeEMx4IBdPhiaHHtcLtehXiD_SA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Comfort","Fitness","centre, dg fasilitas yg lengkap standard internasional.""","",""
"https://www.google.com/maps/place/Hardcore+Gym+Jogja/data=!4m7!3m6!1s0x2e7a582dc54cf643:0xb829cfe75b41852!8m2!3d-7.7870907!4d110.3736434!16s%2Fg%2F11bccggjxp!19sChIJQ_ZMxS1Yei4RUhi0df6cggs?authuser=0&hl=id&rclk=1","Hardcore Gym Jogja","4,7","(324)","Pusat Kebugaran","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGszB40pSdfrlphTKlywitjCvoB7ST7ov33_B6hl0LG4jyphHO10UG0IzqIwEGCQQ9ssjdIm7gEKXnNKzimkOgGjnjcy3-AXkQh8tHgQ5_31o1lnP2D3TZv4fnYQ8Cb3lZMc0oi=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","favorit yg Ada sauna nya harga 150k/bulan""","","Kridosono, Jl. Yos Sudarso No.2"
"https://www.google.com/maps/place/GYM+WAROENG+GROUP/data=!4m7!3m6!1s0x2e7a59b5386a95d1:0x83eca14e2710d147!8m2!3d-7.7688881!4d110.3907802!16s%2Fg%2F11lp86qq6f!19sChIJ0ZVqOLVZei4RR9EQJ06h7IM?authuser=0&hl=id&rclk=1","GYM WAROENG GROUP","5,0","(1)","Tempat Fitness","·","Jl. Deresan II No.6","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WT5olEXXzW8Nz5ovY__Gug&cb_client=search.gws-prod.gps&w=80&h=92&yaw=303.84097&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/Garuda+fitnes+403/data=!4m7!3m6!1s0x2e7a598e4d774c0b:0x889c27b319f38dc5!8m2!3d-7.7513402!4d110.3867038!16s%2Fg%2F11smn7tc6g!19sChIJC0x3TY5Zei4RxY3zGbMnnIg?authuser=0&hl=id&rclk=1","Garuda fitnes 403","4,8","(129)","Tempat Fitness","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGo3K7cxFC-P6d0S99YkIpHhS63UHcJmuGrnz4JiT7BnyZBp0Fih2G25pH60iHAmvgj92qhfX4P1zOBFit38mmvlS6VO_eWet4qMTzJJPd-42hUzwosqdi3lofS_SBPqVTrULsg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yanga semi-outdoor, jadi nggak pengap walaupun siang hari.""","","Gg. Anjasmoro No.32"
"https://www.google.com/maps/place/Rodeo+Fitness/data=!4m7!3m6!1s0x2e7a59af57243c5b:0x5371dc3e32ffb05!8m2!3d-7.7552656!4d110.3988873!16s%2Fg%2F11t7h4nx_c!19sChIJWzwkV69Zei4RBfsv48MdNwU?authuser=0&hl=id&rclk=1","Rodeo Fitness","4,0","(47)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhk5rYtDGAXQGlBrBmDPfvBU_p_v8xK4MEyzpZuVl17USao8o9tYfuC-aM0Psat6h5ubOoGAlADgp4xj36fAAM7mwR911z3Y6r97Zy0bJfIhaB3vCrv0ne96-rrdOQsvMS4jCjrqA-yOrz=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alat","gym","lengkap, bersih, dan di rawat dengan baik.""","","Jl. Anggajaya 2 No.15"
"https://www.google.com/maps/place/Curves+Terban+Yogyakarta/data=!4m7!3m6!1s0x2e7a59c70f23f4f9:0xf9452e2f1527e443!8m2!3d-7.7803933!4d110.3732738!16s%2Fg%2F11p17g72ln!19sChIJ-fQjD8dZei4RQ-QnFS8uRfk?authuser=0&hl=id&rclk=1","Curves Terban Yogyakarta","4,9","(467)","Pusat kebugaran","·","·","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5ftNb1YblcFXrjiSK5RZ052VEsqQfi2Y28q0O5UcE1Qb1vw7IBVIXyHyIQTDpnsaK9CAZGSY79Fm1wYPN9xuhyzHpfrx4QwNdWsUrXqX2aqFKy8Cl6leJeVB8nJNXO1I7sR1Cqg=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","khusus wanita, bener-bener nyaman, dan bikin semangat gym nya.""","","Ruko Yap Square, Jl. C. Simanjuntak No. B10"
"https://www.google.com/maps/place/Lembah+Fitness+Nologaten/data=!4m7!3m6!1s0x2e7a5925ad9cd9eb:0x63256470d5634ab8!8m2!3d-7.7794494!4d110.3999834!16s%2Fg%2F11jm2rq1wx!19sChIJ69mcrSVZei4RuEpj1XBkJWM?authuser=0&hl=id&rclk=1","Lembah Fitness Nologaten","4,6","(37)","Pusat kebugaran","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-EaN0XdwkIJTqywPAOEPbid82fv9cITwUjXqq6U0tptPxcLtT-8yjONZJ19ClIiIjpSc4a3OuFiowvD821GbWnWF2jZsNUQvzdExoLbpQ3MIMFB4kh6u5d_ZmEKmsqBDaeWyU=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya nyaman untuk pemula","gym","Personal Trainer ramah & ga galak.""","","Jl. Babarsari No.3"
"https://www.google.com/maps/place/Shape+up+fitness+center+grand+Mercure+Yogyakarta/data=!4m7!3m6!1s0x2e7a59e309c597d3:0x43ad88c47cc67371!8m2!3d-7.7834354!4d110.3919111!16s%2Fg%2F11j7yj2sx2!19sChIJ05fFCeNZei4RcXPGfMSIrUM?authuser=0&hl=id&rclk=1","Shape up fitness center grand Mercure Yogyakarta","4,1","(8)","Pusat kebugaran","·","Jl. Laksda Adisucipto No.80","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFK_byKzH5xANBzjjZqs_YGIZZ9HbC9C_0jlvE2mwJJ476Q6WqjDslnfYVRKlqv5G0CR1lzW11vrJSr_rALEdOpeGuMlVIuh9coqBjcT0dWeyV8P1yO0AB5VgUVyuzLClAd3CQ=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alat2 bagus, tempatnya bersih, locker room dan toilet juga bersih.""","","","",""
"https://www.google.com/maps/place/XTEAM+GYM+PRIME+YOGYAKARTA/data=!4m7!3m6!1s0x2e7a590027e99807:0x159814e76f9412b4!8m2!3d-7.7558267!4d110.3915713!16s%2Fg%2F11n3xk1ysw!19sChIJB5jpJwBZei4RtBKUb-cUmBU?authuser=0&hl=id&rclk=1","XTEAM GYM PRIME YOGYAKARTA","","","Tempat Fitness","·","Jl. Gondang Raya No.16A","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JtRs1kZCbNRD2lHkgLhULw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=54.638203&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/20+GYM/data=!4m7!3m6!1s0x2e7a5930c946cba7:0x5cb4421590fe4fb1!8m2!3d-7.7737595!4d110.3948235!16s%2Fg%2F11rhqrx81y!19sChIJp8tGyTBZei4RsU_-kBVCtFw?authuser=0&hl=id&rclk=1","20 GYM","5,0","(10)","Tempat Fitness","·","69GV+FWW","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4har7hN9ks2L3tiNXbMUrhSzzxaKxzHyQHTPKF1h2w7mzPp4Pg02V4GTK5a9QH4n2EphPPYjyq8CKonvcBJSvYGyk92U1vnu4SvewXVxZKw8DUWOtFeEKtOOscBHISYAysS75=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman buat yang gak suka","gym","penuh dan antri-antri kalau mau pake alat.""","",""
"https://www.google.com/maps/place/Mora+Wellness+Club/data=!4m7!3m6!1s0x2e7a5976560bfaf7:0xbc6066639bf6f657!8m2!3d-7.7571075!4d110.393317!16s%2Fg%2F11z0wyj5fj!19sChIJ9_oLVnZZei4RV_b2m2NmYLw?authuser=0&hl=id&rclk=1","Mora Wellness Club","","","Studio Pilates","·","Jl. Pandean Sari I No.6","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuzYPkUmNarBUNDoYUnokiVMweBUM6o-pl5L4k4IXqEuWdEJveBhduOPFEUo_32oqYr8ENuAc4bYHEkyDq59HelGu43uamkh0A6g-pZnGMvMvTQPFITAw6gAh5Lqr0wJEMvsXbOVUvPVkI=w122-h92-k-no","","Layanan di tempat","","","",""
"https://www.google.com/maps/place/Tamansari+Gym/data=!4m7!3m6!1s0x2e7a5832357af295:0xc14ab4a1ed22eb5f!8m2!3d-7.7827351!4d110.3741557!16s%2Fg%2F11c1sjw3kc!19sChIJlfJ6NTJYei4RX-si7aG0SsE?authuser=0&hl=id&rclk=1","Tamansari Gym","3,6","(5)","Tempat Fitness","·","Swiss-Belhotel Area, Jl. Jend. Sudirman No.69","Buka","· Tutup pukul 21.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DrF9SMNpzROi9LLGNb0_jw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=354.63052&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hanya untuk tamu yg menginap.""","","","",""
"https://www.google.com/maps/place/Shape+up+fitness+center+grand+Mercure+Yogyakarta/data=!4m7!3m6!1s0x2e7a59e309c597d3:0x43ad88c47cc67371!8m2!3d-7.7834354!4d110.3919111!16s%2Fg%2F11j7yj2sx2!19sChIJ05fFCeNZei4RcXPGfMSIrUM?authuser=0&hl=id&rclk=1","Shape up fitness center grand Mercure Yogyakarta","4,1","(8)","Pusat kebugaran","·","Jl. Laksda Adisucipto No.80","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFK_byKzH5xANBzjjZqs_YGIZZ9HbC9C_0jlvE2mwJJ476Q6WqjDslnfYVRKlqv5G0CR1lzW11vrJSr_rALEdOpeGuMlVIuh9coqBjcT0dWeyV8P1yO0AB5VgUVyuzLClAd3CQ=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alat2 bagus, tempatnya bersih, locker room dan toilet juga bersih.""","","","",""
"https://www.google.com/maps/place/20+GYM/data=!4m7!3m6!1s0x2e7a5930c946cba7:0x5cb4421590fe4fb1!8m2!3d-7.7737595!4d110.3948235!16s%2Fg%2F11rhqrx81y!19sChIJp8tGyTBZei4RsU_-kBVCtFw?authuser=0&hl=id&rclk=1","20 GYM","5,0","(10)","Tempat Fitness","·","69GV+FWW","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4har7hN9ks2L3tiNXbMUrhSzzxaKxzHyQHTPKF1h2w7mzPp4Pg02V4GTK5a9QH4n2EphPPYjyq8CKonvcBJSvYGyk92U1vnu4SvewXVxZKw8DUWOtFeEKtOOscBHISYAysS75=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman buat yang gak suka","gym","penuh dan antri-antri kalau mau pake alat.""","",""
"https://www.google.com/maps/place/Celebrity+Fitness/data=!4m7!3m6!1s0x2e7a59c55ee6c8b9:0xc22ca35b23455d1e!8m2!3d-7.7834389!4d110.3905556!16s%2Fg%2F11bwn2pwjr!19sChIJucjmXsVZei4RHl1FI1ujLMI?authuser=0&hl=id&rclk=1","Celebrity Fitness","4,7","(424)","Pusat Kebugaran","·","Jl. Laksda Adisucipto No.32-34","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGa01yYNp7pY7XICiEF-KXZxYuxIvsFkW_HuVBSaH5F8I5hR2TF41xeFmJzurAq3bVnG3GmcFn67Boo4CFun6MSaZGkvbpD9J2V1gZYV0M__OXxTIbNcbRpzhaUiO9K5BN0S2hf=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat Gym","nya bersih,apalagi area loker dan shower roomnya.""","",""
"https://www.google.com/maps/place/AREAFIT+Fitness+%26+Badminton/data=!4m7!3m6!1s0x2e7a57498bef075b:0x56340c21d083250b!8m2!3d-7.7955836!4d110.3945196!16s%2Fg%2F11ns95cfl3!19sChIJWwfvi0lXei4RCyWD0CEMNFY?authuser=0&hl=id&rclk=1","AREAFIT Fitness & Badminton","4,3","(203)","Tempat Fitness","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTN-Vsa0ldEDxBsbAe76YkwLPmCyaelidyp-qhJ-Kn5m_LlD8oe7M3KPjI_iJ9W9A2_LugnwEvEXnAPhWmbImp8X7uNIivsZmTZyHTI7TQXUG_voQHijVEwHyoQUG_A1CWA-ZYdw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ruang","gym","bersih & ber Ac, alat","","Jl. Ganesha II No.16"
"https://www.google.com/maps/place/HanMaxGym+jogja/data=!4m7!3m6!1s0x2e79bf00564000e5:0xe48d37c7bb043181!8m2!3d-7.7909673!4d110.3833921!16s%2Fg%2F11zjn1crx9!19sChIJ5QBAVgC_eS4RgTEEu8c3jeQ?authuser=0&hl=id&rclk=1","HanMaxGym jogja","5,0","(10)","Gym Tinju Muay Thai","·","Jl. Argolubang No.10","Tutup","· Buka Sen pukul 16.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkUE5mm7sGTPYoeTpaG4sGlO6n6u6Ml3jXboqpWGM0gIKhkEX9HgQ5E93bg0yXoWcTYBnIGZmtTDyH1d5kf-aWzkKcYr9z5TzbLMqylvlXa0aIU6-4ggX2pFZM5zZ20F4WUhMe_6uGLxs=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelatihan nya baguss, dan tempatnya juga baguss""","","","",""
"https://www.google.com/maps/place/Wzone+Gym+Studio+-+Jakal/data=!4m7!3m6!1s0x2e7a596d1f9bf841:0xf301a3778b2c5f51!8m2!3d-7.748048!4d110.3874737!16s%2Fg%2F11whz1yvm6!19sChIJQfibH21Zei4RUV8si3ejAfM?authuser=0&hl=id&rclk=1","Wzone Gym Studio - Jakal","4,8","(585)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBBc-uaIZHWs9mK5GvfEhJwKMfufi83N7qW04v5FcyEssI3xqWXF8zko10kOLtgwgcx4JfgeJudxKBvy7dHIV2Gld53MCTUP-wFh5bRvX8x1qqfuWVQ8q8UsSf9gf9tuIMBd0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","nya baguss tempatnya bersih, kamar mandinya juga bersih bangetttt.""","","Jl. Kaliurang No.KM 6"
"https://www.google.com/maps/place/Depok+Sports+Center/data=!4m7!3m6!1s0x2e7a59e820a14a41:0xe579886fc93513f5!8m2!3d-7.773062!4d110.409072!16s%2Fg%2F11h1p7m5n!19sChIJQUqhIOhZei4R9RM1yW-IeeU?authuser=0&hl=id&rclk=1","Depok Sports Center","4,3","(1.971)","Kompleks Olahraga","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKUtXD0KyPFKytc6pEiAtZ25NHjGt1-dua_lgG15Fq_0rdhySxN1QDJ38oXkwmsaNtYhO-cKkDHmibrLR-BV3qbyHWIXXZsTSRm4T4UiuzlBr4Q1gJ6tQSWNk0cNx44y2d_Fa3=w190-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada jam khusus wanita, dan ada lapangan batminton, dan","gym",".""","","Jl. Seturan No.Kav.4"
"https://www.google.com/maps/place/Bethesda+Gym+And+Aerobic/data=!4m7!3m6!1s0x2e7a59cd2d6e4af3:0xb978931a2b8268e3!8m2!3d-7.7833179!4d110.3786562!16s%2Fg%2F11gf4p8yhj!19sChIJ80puLc1Zei4R42iCKxqTeLk?authuser=0&hl=id&rclk=1","Bethesda Gym And Aerobic","5,0","(1)","Tempat Fitness","·","698H+MFC","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dzX2Y3Fib8ogb-SxRf-ORg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=179.83533&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/Sanggar+Senam+Wanita+Bellina/data=!4m7!3m6!1s0x2e7a59ce466cb4d7:0x4ac213db76ac0672!8m2!3d-7.7769453!4d110.373546!16s%2Fg%2F11f721lf9d!19sChIJ17RsRs5Zei4RcgasdtsTwko?authuser=0&hl=id&rclk=1","Sanggar Senam Wanita Bellina","4,6","(250)","Tempat Fitness","·","·","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHw1g8vxQnTP8a4RCuWfwmBLq402lVpQ3XU6e38QzTk5ANFdRkWXjJZLuZqO4qdqFvSpgVRDm35kF2O5h4K_WJqHdXt43XQfN7allxoaYLIfkT-uI2fUQuQdYnDqDnltkhsVEPR=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada harga membership dan non member.""","","","","Jl. C. Simanjuntak"
"https://www.google.com/maps/place/Le+gym/data=!4m7!3m6!1s0x2e7a59c32af49199:0xdea858177b940e3b!8m2!3d-7.7570601!4d110.4216205!16s%2Fg%2F11fnylx9rr!19sChIJmZH0KsNZei4ROw6UexdYqN4?authuser=0&hl=id&rclk=1","Le gym","5,0","(1)","Tempat Fitness","·","6CVC+5JH, Gg. Klengkeng","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QGkoj3QRLBZoCr_Lo_bZxA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=175.5905&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/Gym+Apparel+Yogyakarta/data=!4m7!3m6!1s0x2e7a59b575c9a3ef:0xe60929ff3659f55d!8m2!3d-7.772456!4d110.3820017!16s%2Fg%2F11c6dp3hy7!19sChIJ76PJdbVZei4RXfVZNv8pCeY?authuser=0&hl=id&rclk=1","Gym Apparel Yogyakarta","4,8","(620)","Toko Pakaian Olahraga","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGfmZElFMPxf2UezG_vIQyl1-W6rP-0FXQVXLbTlQnF4jS6k-jee03I4_OLlRpVjztqqLANKfiSOiKpev9keXQZmcsM32i0epy4cOu-CAo05Uc_J7Nlfo2scYOtQUyRx_1eHtgQC8I5jYS=w164-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Udah kedua kalinya beli kaos","gym","di sini, macemnya banyak dan affordable""","","Jl. Kuningan No.5"
"https://www.google.com/maps/place/Workout+Warrior+Gym/data=!4m7!3m6!1s0x2e7a59a7ca86f069:0x6735cfea58a45e6c!8m2!3d-7.7559887!4d110.3911036!16s%2Fg%2F11g8wpm8th!19sChIJafCGyqdZei4RbF6kWOrPNWc?authuser=0&hl=id&rclk=1","Workout Warrior Gym","3,7","(3)","Tempat Fitness","·","Jl. Gondang Raya No.16A","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CFzNWHs-zYA4AtVK0Jlp-Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=192.18964&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/Optimum+Fitness+%26+Cafe/data=!4m7!3m6!1s0x2e7a583914339e77:0xf8614056d74d248d!8m2!3d-7.7792378!4d110.3623579!16s%2Fg%2F11bw471scr!19sChIJd54zFDlYei4RjSRN11ZAYfg?authuser=0&hl=id&rclk=1","Optimum Fitness & Cafe","4,7","(913)","Tempat Fitness","·","·","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWWxZOGJJzp8fYfChjhsl0CLVSd7qSqQGxdc1gYnvtcBicmMSYP4pLEmH0Ypia-4Xmr9L4Fz1nQUd_IuM2gRwTOJSuc5B8LolUhg8WTu7LVShvHUmYOYvu6Rh3UXUxQ2BaN4do=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ada","tempat","untuk","","Jl. R.W. Monginsidi No.39"
"https://www.google.com/maps/place/Dojo+Aikido+Kokoro+No+Heiwa+Yogyakarta+-+Aikikai+-+Gym+Cakra+Kembang/data=!4m7!3m6!1s0x2e7a599a58f0b8a3:0x7c81254c2b1e6920!8m2!3d-7.7583861!4d110.3817938!16s%2Fg%2F11fr4bd31z!19sChIJo7jwWJpZei4RIGkeK0wlgXw?authuser=0&hl=id&rclk=1","Dojo Aikido Kokoro No Heiwa Yogyakarta - Aikikai - Gym Cakra Kembang","4,8","(16)","Tempat Fitness","·","·","Tutup","· Buka Kam pukul 17.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBeFn5X4UdWtGe8lkIWnMMmw7x-UJ6zuxQqGFmFVqGnopKfpZ9C3ZstXWbhfYIBaaF8eMbu5uqXoAyl-OEFD5wxI201dqWbPdtY2XdeI5NKMFclE7Pl-1xi1P-noCOOCZZOE_P=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada kontak yang bisa di hubungi""","","","","Jalan Lembah UGM"
"https://www.google.com/maps/place/Z+Gym+Clinic/data=!4m7!3m6!1s0x2e7a59bddd43a619:0x14833182483dea63!8m2!3d-7.767394!4d110.3959968!16s%2Fg%2F11b8v9k60v!19sChIJGaZD3b1Zei4RY-o9SIIxgxQ?authuser=0&hl=id&rclk=1","Z Gym Clinic","4,5","(463)","Toko","·","Jl. Tantular No.95A","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAAw12XZEyozGnrol6uAvqSP9YQmvQfQceMOGPRKNANHetH0gWth3UJ-5mc9UB1imkJhTjxK_p1BUaYa3mmPvVgt8WMrTiSUnyDaCyyr4mWtyMfjA1GPZNLkjyJ6KB6ISkeRW1mg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Koleksi baju","gym","nya bagus bagus dan harga terjangkau""","",""
"https://www.google.com/maps/place/Sparks+Sports+Academy+-+Yogyakarta+Colombo/data=!4m7!3m6!1s0x2e7a592335fff029:0xd4374facb6999ba2!8m2!3d-7.7769671!4d110.3842529!16s%2Fg%2F11yycp40tl!19sChIJKfD_NSNZei4RopuZtqxPN9Q?authuser=0&hl=id&rclk=1","Sparks Sports Academy - Yogyakarta Colombo","4,9","(165)","Sekolah Olahraga","·","Jl. Colombo No.83","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmgCuiAsRAlzTutYmPdfSmPs0S-wypxAl8QuAZBBMmU1AAMiitYRobPr3eP-056WG4MZAHOxcHZgrlclaCaV_vwIHgkf4aNw-WDZPr1LNq_ch0Bf3LbEd5Yr13M1VD0sDNVoatmtLaEVY=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat","nyaman, full ac, coach ramah, ada fasilitas LIFT juga""","",""
"https://www.google.com/maps/place/Breakout+gym+jogja/data=!4m7!3m6!1s0x2e7a5900490f0df1:0x7aa5aee767e7843e!8m2!3d-7.7493804!4d110.4062532!16s%2Fg%2F11xl1gj_zh!19sChIJ8Q0PSQBZei4RPoTnZ-eupXo?authuser=0&hl=id&rclk=1","Breakout gym jogja","4,7","(7)","Tempat Fitness","·","Jl.gurameh raya no 24 tegalrejo","Tutup","· Buka Sen pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9gDD6KtJSfE4HAo_T7uHU5EKSyiLHqpT3AWRv78WiiI6FZilqZJNWyO1aiSWu--VlrI5diOuUH2Gw3lOfDiTQ0Gsb2KwusdJ3uYXyHKzxoV2-9Wh7Sp-2J9iOzjr1SmZrUd2uapppCzM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sebulan jadi member awalnya coba2 malah nyaman""","","","",""
"https://www.google.com/maps/place/WBSM/data=!4m7!3m6!1s0x2e7a590048d0ff17:0x47d00483f65f633!8m2!3d-7.753653!4d110.3767861!16s%2Fg%2F11nbm4127k!19sChIJF__QSABZei4RM_ZlP0gAfQQ?authuser=0&hl=id&rclk=1","WBSM","","","Studio Pilates","·","69WG+GPM, Jl. Pogung Lor","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o2zddqOt2rW4oYzXayTrqw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=276.54437&pitch=0&thumbfov=100","","","","","",""
