"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/Blok+F+Stadium/data=!4m7!3m6!1s0x2e7a59d3937724b5:0x195e5026c0589ca1!8m2!3d-7.7891938!4d110.3828486!16s%2Fg%2F11gcxz3dsf!19sChIJtSR3k9NZei4RoZxYwCZQXhk?authuser=0&hl=id&rclk=1","Blok F Stadium","5,0","(3)","Tempat Fitness","·","696M+84H Angkringan Om Beni Pengok, Jl. Mutiara","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUTn_scieA6UX6vn-LCJS3RmivpWLqNphV7sunl4CIvtn_XD_TVSNicC2gUQ0yu0yv8bJukmsoO3v6iDjCbAW5tMNl8No1mWExsCJePdBR_lMyhpUPmOaXHo236gCjg_7Vaf7g=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terletak di tengah blok f bagus""","","","",""
"https://www.google.com/maps/place/DR+Gym/data=!4m7!3m6!1s0x2e7a57a78b125bb7:0xda0e134c7f985bbd!8m2!3d-7.7989355!4d110.3732841!16s%2Fg%2F11khz4jt1l!19sChIJt1sSi6dXei4RvVuYf0wTDto?authuser=0&hl=id&rclk=1","DR Gym","5,0","(479)","Pusat kebugaran","·","·","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdTGIxsckgB2qd9_T4H0wD-v7OLWa-qWepSBAIKO-0qgCeYQQYNE9MxOIQ4xSEv8dYKHYWLYI7Ukwpp1fRV1xfqsUlOwWxFocRiW23moeiHrjqLpMTClh8eWCghyZhLVXwoKHDPTLedZP5=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","yang bersih dan ber ac, pelayanan baik juga""","","Jl. Gajah Mada No.30"
"https://www.google.com/maps/place/PULSE+Pilates+Studio/data=!4m7!3m6!1s0x2e7a593793872aef:0x45bf089b447c31e7!8m2!3d-7.7863464!4d110.3703661!16s%2Fg%2F11xz4_zpqk!19sChIJ7yqHkzdZei4R5zF8RJsIv0U?authuser=0&hl=id&rclk=1","PULSE Pilates Studio","4,8","(79)","Studio Pilates","·","All Day Place, Jl. Patimura No.3","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuP_qf6EaOMBPtkEfycl9I_NdJmxxT19vfLb_7J2NP1fkCtlIpxku8-2MBsCidEQl6S-Zg0ddbNpbjmECVs9wT7jjaw4uGnlZn7aSfS_mgWPwCex27E6vosmepyfWH8DgV1MvcWOCRmziS=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Studio pilates yg nyaman, coachnya super baik, overall worth to try 🙌""","","","",""
"https://www.google.com/maps/place/Griya+Marheni/data=!4m7!3m6!1s0x2e7a599f7d4223c7:0x54dc1f811e77deec!8m2!3d-7.7525541!4d110.3817727!16s%2Fg%2F11vhvlqj5v!19sChIJxyNCfZ9Zei4R7N53HoEf3FQ?authuser=0&hl=id&rclk=1","Griya Marheni","5,0","(1)","Studio Yoga","·","Jl. Kalimantan No.A30","Tutup","· Buka Sab pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEHVj40caTAq0z608NcpMFEsTxxUHeeOgnGdWdiSFbSSXm-sqSr3o9KGD5k5e071_zqDngCC-ZmBTgFVMvHDEkisyleMXL4YNofKgLigfsDzFcEr_4ZwLGn_ylCcOjXgvhmky37g=w122-h92-k-no","","","","","",""
"https://www.google.com/maps/place/LEMBAH+FITNESS+AURIGA/data=!4m7!3m6!1s0x2e7a5930355d4bc3:0x3b372b2757643a9!8m2!3d-7.7417095!4d110.3851302!16s%2Fg%2F11tc_2n5pk!19sChIJw0tdNTBZei4RqUN2dbJyswM?authuser=0&hl=id&rclk=1","LEMBAH FITNESS AURIGA","4,4","(38)","Pusat kebugaran","·","Jl. Kayen Raya No.17","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUZKlyAEUD5cKk_bA69G3Ga1J6vMNArorAs6zRSX02enm3uMbiCVYtPxegPVVV-ZZUakNgM0oxnKn8gv35fF8zKHERKD79-LnSLe7syn3O7vs1Z21OwJG8raDT7YuBkbFlP6c-=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya kemahalan, tapi efek positifnya","gym","ini gk over crowded.""","",""
"https://www.google.com/maps/place/ol/data=!4m7!3m6!1s0x2e7a59001cb39c11:0xbee06bb204ba65ee!8m2!3d-7.7739888!4d110.4099222!16s%2Fg%2F11lnzmkq9q!19sChIJEZyzHABZei4R7mW6BLJr4L4?authuser=0&hl=id&rclk=1","ol","","","Tempat Fitness","·","6CG6+F26, Jl. Babarsari","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7KUkAsE3QWqVpyBqF-CAYA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=176.97742&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/BALAI+RW+92+-+02+PULUHDADI+SETURAN+CATURTUNGGAL/data=!4m7!3m6!1s0x2e7a59ca4a455bb9:0xa445fa3594b667be!8m2!3d-7.7652397!4d110.4119277!16s%2Fg%2F11fpz1m313!19sChIJuVtFSspZei4Rvme2lDX6RaQ?authuser=0&hl=id&rclk=1","BALAI RW 92 - 02 PULUHDADI SETURAN CATURTUNGGAL","5,0","(2)","Tempat Fitness","·","6CM6+WQ3, Unnamed Road","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6tN-kWkLo6gLixEWV_IDiOt9UQhCInTku9_cbkR8gWRbJZjZSblRezlw4t5ULvpwGhK57wnOmiHa5S-P8SAwYwAuZJ1FWK3jAVLX-4rd4a_zuOkVbbg5L2ko88TCzRZe4XcDG=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tdk terlalu ramai""","","","",""
"https://www.google.com/maps/place/Graha+Anugrah+Fitness/data=!4m7!3m6!1s0x2e7a59ed5d671e01:0x72f23eb109284c7b!8m2!3d-7.774279!4d110.4136474!16s%2Fg%2F11csq5t443!19sChIJAR5nXe1Zei4Re0woCbE-8nI?authuser=0&hl=id&rclk=1","Graha Anugrah Fitness","3,8","(39)","Tempat Fitness","·","Jl. Babarsari No.47","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF42L3I86VRif9UN130PlM6lVY4o--Y9WgFz6p3i9kKrtx0WU1qM6qdZDAnDmhP8BxjmOVs2XSg7DE3xIUtEdV2f3_YteEEq27V4M2iiImYXiY3zkBL33Jc26tnPsJY9NKi7cDJ7g=w122-h92-k-no","","","","","",""
"https://www.google.com/maps/place/AbkalexA/data=!4m7!3m6!1s0x2e7a59321408288f:0x207f3b0c906911e0!8m2!3d-7.7564845!4d110.4042034!16s%2Fg%2F11h2c1kpk_!19sChIJjygIFDJZei4R4BFpkAw7fyA?authuser=0&hl=id&rclk=1","AbkalexA","","","Tempat Fitness","·","Jl. Apokat 3 No.B3","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7-j_TF2A1eksJrdcweYZrg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=281.93167&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/YOGA+SPORT/data=!4m7!3m6!1s0x2e7a599497758a17:0xa6a6e1a020ac9850!8m2!3d-7.771949!4d110.4075125!16s%2Fg%2F11l6q70ccq!19sChIJF4p1l5RZei4RUJisIKDhpqY?authuser=0&hl=id&rclk=1","YOGA SPORT","","","Tempat Fitness","·","6CH5+62C, Jl. Selokan Mataram","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0GxbM6vWkoSx5W7I2MfmGQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=144.87114&pitch=0&thumbfov=100","","","","","",""
"https://www.google.com/maps/place/Sanggar+Senam+Citra+Kencana/data=!4m7!3m6!1s0x2e7a59c04927de01:0xe6a9220c0d6a25fc!8m2!3d-7.7775821!4d110.3999795!16s%2Fg%2F11h6g4whqb!19sChIJAd4nScBZei4R_CVqDQwiqeY?authuser=0&hl=id&rclk=1","Sanggar Senam Citra Kencana","5,0","(21)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFf3KtFj6U7mHmv6CpVKlhU_iJxYUF2NSV9Lz_GVx37ndqxUYl0MzEGkCbv9LTuZ_wRqqxC-7rKtaOlLKV8bfJlf2xdUBqig7F2LcOQtr-gElRBFl31WuoOmBiLVonfrZICaAQx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus, aksesnya mudah untuk didatengin.""","","","","Jl. Nologaten No.128 A"
"https://www.google.com/maps/place/Fitness+Plus+Jogja/data=!4m7!3m6!1s0x2e7a59f1b88e10f3:0x50a2486fe23a5bfa!8m2!3d-7.7672976!4d110.3542483!16s%2Fg%2F11lcpl1clj!19sChIJ8xCOuPFZei4R-ls64m9IolA?authuser=0&hl=id&rclk=1","Fitness Plus Jogja","4,6","(424)","Tempat Fitness","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHctlqextih8lytPHMlUxSNAIlX7a2lQOnuksrcLiXczieHCIuLfmhsUgCwkYYI0q0Bd5IWuxRA90ASaJ51CSOw0LbZZxqnnt7y4eoGJpQGwTXTOVRiGvzPkvc91nQfXFOcAvTLe3oaQgKC=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","bersih, rapi, luas, ada sauna, staff cukup helpful.""","","Jl. Jambon"
"https://www.google.com/maps/place/Lembah+Fitness+Center/data=!4m7!3m6!1s0x2e7a575951cc173d:0xd38777421849ba6e!8m2!3d-7.7987215!4d110.4084249!16s%2Fg%2F11b699r6pb!19sChIJPRfMUVlXei4RbrpJGEJ3h9M?authuser=0&hl=id&rclk=1","Lembah Fitness Center","4,3","(115)","Tempat Fitness","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8NV0VFo12EYgeD-liZkcB7haLBy-G7r8Av43ecQG8R7j722H4dRrGlR2PDRCXv0mbbddbk_EaYx3b0SjceRpswrnNsj8kBiW7KPI6HCcc8N0djHVaIG9Ax6QpmTNsuh0tOAkC=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok untuk","olahraga",", buat bentuk badan""","","6C25+G97, Jl. Raya Janti"
"https://www.google.com/maps/place/Pilates+Hero+Yogyakarta/data=!4m7!3m6!1s0x2e7a59003b45fbb7:0x7342d359f65f0e69!8m2!3d-7.7779894!4d110.3859754!16s%2Fg%2F11xgzltm7d!19sChIJt_tFOwBZei4RaQ5f9lnTQnM?authuser=0&hl=id&rclk=1","Pilates Hero Yogyakarta","4,9","(119)","Studio Pilates","·","Jl. Colombo No.6E","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQOkkiSnhipXN_vY3GDWF-zAFfYle2DSMs468uWhHRDALYm07VrzKGuiuvtv28GIum8BuGgjA_yAEdALM1pZTIIiBOYyIGRh2f0yXmJzczOmMPE_f4Ctj7dRG15W9P740apMTieSi_ldDM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""favorite place pilates, bersih, instrukturnya baik dan super capable.""","","","",""
"https://www.google.com/maps/place/GOR+Lanud+Adisutjipto/data=!4m7!3m6!1s0x2e7a59e52866c2ab:0xc0b4043892c3f62!8m2!3d-7.7863634!4d110.4137453!16s%2Fg%2F11gcqx4q1w!19sChIJq8JmKOVZei4RYj8siUNACww?authuser=0&hl=id&rclk=1","GOR Lanud Adisutjipto","4,6","(96)","Tempat Fitness","·","6C77+FF5, Jl. Laksda Adisucipto","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEusdPZy5t9E92xjr8GyMuGHZ_5lG93XUEn_3ZSaj8EJqpe9v5Ud2-7Td88Hle7pSDSDt5DBI4HZAON1E1Qsovnbq0NppTt8CQVIfQoADLwmycWPbXAjsal3st_b6FmmmJiko94XA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""minta nomor wa yang bisa di hubungi untuk sewa dong🙌""","","","",""
"https://www.google.com/maps/place/Studio+Senam+Leilani/data=!4m7!3m6!1s0x2e7a59982288d9e5:0xd1c5e5ac2e09643e!8m2!3d-7.7627902!4d110.4039225!16s%2Fg%2F11gydqnydl!19sChIJ5dmIIphZei4RPmQJLqzlxdE?authuser=0&hl=id&rclk=1","Studio Senam Leilani","5,0","(6)","Tempat Fitness","·","6CP3+VHM, Jl. Sepakbola","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuY73scFgrvZbE7itTkkAfkhTI-QkZdX_Mb8hBYsZjXI-Ktc8OjJS3VAUwA74Mg-v2ycC1ybqSL4L6Xs-HokolsELgf246HZg2ros0k7qC7AE5MoTd7l5L_O29cqVia1XMjezZuo5YfPz2=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Halo ka, apakah ada nomor yang bisa dihubungi?""","","","",""
"https://www.google.com/maps/place/EightGym+Indonesia+%28Condongcatur%29/data=!4m7!3m6!1s0x2e7a5963db22b271:0xe0ffda5939cda5bd!8m2!3d-7.7427419!4d110.4008953!16s%2Fg%2F11svb4t3qr!19sChIJcbIi22NZei4RvaXNOVna_-A?authuser=0&hl=id&rclk=1","EightGym Indonesia (Condongcatur)","5,0","(623)","Tempat Fitness","·","Jl. Kakatua No.89","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrlAwi3oe0xka38y7wOIoQz1tZIZ2u-h_i71Djluat0-B5E2fZvIUZEnK6pF4s8hXqme-WomWCHLQE_zPbvxsRdPF1KipxK7edyWbWHPikis9MdGHt1LzMGWmlpQ56B7BSIjxsS5pBiLM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tempat gym","terbaik dan cozy, harga terjangkau, pelayanan memuaskan.""","",""
"https://www.google.com/maps/place/Muscle+GYM/data=!4m7!3m6!1s0x2e7a5822d8d5bea1:0xe0a234122238575a!8m2!3d-7.7870704!4d110.3574233!16s%2Fg%2F11bztcrldk!19sChIJob7V2CJYei4RWlc4IhI0ouA?authuser=0&hl=id&rclk=1","Muscle GYM","4,6","(117)","Tempat Fitness","·","·","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHhrXq_OKehCmBdmMRQ3UvcPF73s3bta55_Fu6AmL2ZVhHD9T4rW3p2GsqEM1k5TXIkinPL3qVF_3FeFkiPEgdB1A1Wp-kQkrE0bF_mclO0dD04TfaoKqjUmaCUL0INurN7WE2=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada kelas muaythai juga untuk pemula, ada kelas steprobic dan aero bl.""","","","","Jl. Tentara Rakyat Mataram No.29B"
"https://www.google.com/maps/place/Thera+Pilates/data=!4m7!3m6!1s0x2e7a590043d0058b:0x836c1f2e38975b6c!8m2!3d-7.7801626!4d110.3924958!16s%2Fg%2F11w42_r5c1!19sChIJiwXQQwBZei4RbFuXOC4fbIM?authuser=0&hl=id&rclk=1","Thera Pilates","4,9","(49)","Studio Pilates","·","Jl. Demangan Baru No.6A","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhNRRACrekZmHsfDQW4WiDkrn7pCK2DxQD_eHRI9s2b-2GZxuedmb-KhZHzmzJb9KG0F4WGThcDeMgKuScYE1qSk6_xQGcx1HeJBNoe_Qzz5zANUNfg8YH787Sar-jbCwE8lAM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coachnya baik, komunikatif disetiap gerakan.""","","","",""
"https://www.google.com/maps/place/Beliina+Studio+%28%EA%A6%A7%EA%A6%BC%EA%A6%AD%EA%A6%B6%EA%A6%B2%EA%A6%B6%EA%A6%A4%EA%A6%B1%EA%A7%80%EA%A6%A0%EA%A6%B8%EA%A6%A2%EA%A6%B6%EA%A6%B2%EA%A6%BA%EA%A6%B4%29/data=!4m7!3m6!1s0x2e7a5947defd1a31:0x4ecd1dc1b02589d3!8m2!3d-7.7768781!4d110.3734254!16s%2Fg%2F11h_d34sz9!19sChIJMRr93kdZei4R04klsMEdzU4?authuser=0&hl=id&rclk=1","Beliina Studio (ꦧꦼꦭꦶꦲꦶꦤꦱ꧀ꦠꦸꦢꦶꦲꦺꦴ)","","","Tempat Fitness","·","Jl. Persatuan Blok GK 5","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFV7pIwiVb8bEM7ZHJmN7nIH09z4wIyXO3QQF9u2iFEB_OQgytbhYSS1czYYjJJWRCd5LZQc325zKaKOxcaS6BfD4JyykBlPt4qJAFHP9Y40EdkUgkSgDgtAevEgMYaTmohQjmoeQ=w80-h106-k-no","","","","","",""
"https://www.google.com/maps/place/Gedung+Serbaguna+Pringwulung+%28%EA%A7%8B%EA%A6%92%EA%A6%BC%EA%A6%A3%EA%A6%B8%EA%A6%81%EA%A6%B1%EA%A6%BC%EA%A6%82%EA%A6%A7%EA%A6%92%EA%A6%B8%EA%A6%A4%EA%A6%A5%EA%A6%BF%EA%A6%B6%EA%A6%81%EA%A6%AE%EA%A6%B8%EA%A6%AD%EA%A6%B8%EA%A6%81%29/data=!4m7!3m6!1s0x2e7a59be95fccfad:0xad6417459538d394!8m2!3d-7.7694586!4d110.397965!16s%2Fg%2F11cp5wdhqn!19sChIJrc_8lb5Zei4RlNM4lUUXZK0?authuser=0&hl=id&rclk=1","Gedung Serbaguna Pringwulung (꧋ꦒꦼꦣꦸꦁꦱꦼꦂꦧꦒꦸꦤꦥꦿꦶꦁꦮꦸꦭꦸꦁ)","4,4","(87)","Tempat Fitness","·","69JX+658, Jl. Jatayu","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7sVH7Qy5TUfkpQR8J2ZK6H42N22XDyc1X8l95ByB5w70mPe6u1_ZlIjAbcuCGRraUgDk-0mizry_MX6_MTvMhO6t76L2-nNm5_JfCNE6wnpXDkGrG5CwiltFBRVnQkzWZhrQ=w162-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wawung bengkel dan service jok motor buka kembali""","","","",""
"https://www.google.com/maps/place/buff+biru/data=!4m7!3m6!1s0x2e7a590060087187:0x9cd467c1debce518!8m2!3d-7.7816005!4d110.3758583!16s%2Fg%2F11w9nx0rwb!19sChIJh3EIYABZei4RGOW83sFn1Jw?authuser=0&hl=id&rclk=1","buff biru","5,0","(1)","Tempat Fitness","·","Jl. Dewi Sartika No.5","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j2t5J74p-tLDnKFQMwhXCw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=273.13968&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayo farming dulu""","","","",""
"https://www.google.com/maps/place/Taman+Olahraga+Masyarakat+UNY/data=!4m7!3m6!1s0x2e7a59c9aa3d30ff:0x821e1729892d5409!8m2!3d-7.7768945!4d110.3871572!16s%2Fg%2F11ddxtb7f4!19sChIJ_zA9qslZei4RCVQtiSkXHoI?authuser=0&hl=id&rclk=1","Taman Olahraga Masyarakat UNY","4,8","(163)","Taman","·","69FP+6VV","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlPUU299thP6rrl4GbQwG3cmV3xy63SWfUzi2HMKIaSEAVegM3v9siTZaIysLJkbj0yvpMxBgDMMkSHVBzRvK3e6dn23iFHkCiszOX2b4uJ9uS9XymdoZcVstziRJia8lJGPJsvw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap ada alat","gym","outdoor juga untuk civitas academica UNY""","",""
"https://www.google.com/maps/place/The+Fit+Lab/data=!4m7!3m6!1s0x2e7a5846c9db4433:0x3a8091211f3b6c43!8m2!3d-7.7716209!4d110.3611866!16s%2Fg%2F11c1vn9szp!19sChIJM0TbyUZYei4RQ2w7HyGRgDo?authuser=0&hl=id&rclk=1","The Fit Lab","4,5","(65)","Tempat Fitness","·","Hotel Tara Area, Jalan Magelang No. 129, Sinduadi, Mlati","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbTyVxlgl4rKiM6gdzm0bJfkJ2T2y_XdbxtaRWd0KXUFzSLTteDpYHCLLcwDiOFKUnYqehKf6uXrXjlF5gdyWxEoQLwrlbvPHjNV-KZfgs5vstWGTL5YnMBgaKhYdqtBtKXao6=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The Fit Lab merupakan","tempat gym","yang berada di dalam hotel Tara Hotel.""","",""
"https://www.google.com/maps/place/Balance+Mind+Body+Soul/data=!4m7!3m6!1s0x2e7a59c5e3c14527:0x83070f79ac8e5f7f!8m2!3d-7.7796321!4d110.3915316!16s%2Fg%2F1vn4kcsr!19sChIJJ0XB48VZei4Rf1-OrHkPB4M?authuser=0&hl=id&rclk=1","Balance Mind Body Soul","4,2","(19)","Studio Yoga","·","·","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGeDXiv2vdFrXFk_LO4kgAiwG2csqLo4iNg5KgTEeL253T8iSZJnnlTRqO6BfvGnr1fc01V_wYMtLtJUxx89huGP1zJ2C1Ktp5_a01wRzpRfvR3e4zz6KZkKsWucWbhYPP_tZ4=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Trainer nya juga enak.""","","","","Hotel Puri Artha, Jl. Cenderawasih No.36"
"https://www.google.com/maps/place/Total+Fitness+Store+Jogja/data=!4m7!3m6!1s0x2e7a572b3e09cdcb:0x9c7f85970b3d0f45!8m2!3d-7.7835599!4d110.4127821!16s%2Fg%2F11b64jbyvv!19sChIJy80JPitXei4RRQ89C5eFf5w?authuser=0&hl=id&rclk=1","Total Fitness Store Jogja","4,8","(244)","Toko Peralatan Olahraga","·","Jl. Laksda Adi Sucipto KM 7, Ruko Janti 5, Kios Selatan Ayam Suharti.9-10","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKJZJewPrHsxgPrGqOKU1iIizmiB17heyNC-KAT5-sK0e7YMr9mQusBoX5zCCgJIStqmD0Ar7ocBRa3tuSMAyyrPGsH02KeS_Qzk-cIPOat434KDCg-BUPXIPuE-8fXylQVvvxow=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Total","Fitness","Store Jogja pelayanan oke, beli treadmill disini terpercaya""","",""
"https://www.google.com/maps/place/Gor+Asana+Krida/data=!4m7!3m6!1s0x2e7a59d1a3a4d133:0x7627550f49cda74b!8m2!3d-7.7867898!4d110.3862179!16s%2Fg%2F11g8ycjxzg!19sChIJM9Gko9FZei4RS6fNSQ9VJ3Y?authuser=0&hl=id&rclk=1","Gor Asana Krida","4,2","(31)","Tempat Fitness","·","·","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4zQfL7R1vH4T4TeCZE4Y1ecdHwDVtjyCHSjhey-9lWBDM3130wuLf6XHHm6qYuDHjOy1qhr6RdVi5vtVEKGPC99SQg4jMI4Yg7I1wcyHMTDpSyua6AmDA3UxhHMLc9yZUayL-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masih ada apa enggak lapangannya ?""","","","","697P+7FP"
"https://www.google.com/maps/place/Power+Gym+and+Fitness/data=!4m7!3m6!1s0x2e7a5b00368cae57:0xb4ec7e75d483b569!8m2!3d-7.7670322!4d110.4410006!16s%2Fg%2F11y4z6hcn9!19sChIJV66MNgBbei4RabWD1HV-7LQ?authuser=0&hl=id&rclk=1","Power Gym and Fitness","4,7","(61)","Tempat Fitness","·","6CMR+5CJ","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyvvJZ9PsiXVCVGOVNuwgQJoh_jDJfaqFSPOHX3hpBVrMEUl6pGb97JB-6-pl4h3HdDKYdm9Uupk5fxRjhrlo4VoyYmre0xfTbofgcXlTu4e2nBmjqd-UrhoyxH7ussL8xaz_9XFuchr4N=w80-h96-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Gym","open space murah sebulan 150k, tapi tetep ada treadmill, overall good""","",""
"https://www.google.com/maps/place/Satlat+Garuda+Yaksa+%28Boxer%29/data=!4m7!3m6!1s0x2e7a599d5d870bd7:0x7b7b79cd2adec18!8m2!3d-7.7528158!4d110.4127106!16s%2Fg%2F11c2ny5cs0!19sChIJ1wuHXZ1Zei4RGOyt0py3twc?authuser=0&hl=id&rclk=1","Satlat Garuda Yaksa (Boxer)","4,8","(5)","Tempat Fitness","·","Jl. Tambakboyo No.47","Tutup","· Buka Sel pukul 04.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYHqxh8exyeIYZwp67-uHfdh6EEt8xSLfyaKS674Re_h3pkTH8fao5AJY-tOCtOSdPl-aaiSZWj2Q0pqYZvG_JHzs6337rrI93-bxAddhri5Bvu-rDFK5zuh39rjMg_3BBKmwJ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cara mau ikut latihan gimana ya?""","","","",""
"https://www.google.com/maps/place/Lembah+Fitness/data=!4m7!3m6!1s0x2e7a5a2d298f3761:0x24d1d42d8b9c02e0!8m2!3d-7.7517706!4d110.4352823!16s%2Fg%2F11b6bj4jrb!19sChIJYTePKS1aei4R4AKciy3U0SQ?authuser=0&hl=id&rclk=1","Lembah Fitness","4,6","(159)","Pusat kebugaran","·","6CXP+74V, Jl. Raya Tajem Jl. Kadisoka","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAb8KWUyKMrvVK8Q24IiPwkJpyjlPqjTDhLSC_A00XnYhVa5zOv5GomcZAtXL319g_oVML4lZKYPczS1J5Jr1L6MsGXkdp6poYMA5H82HwXkf2ir8bvibIUSQiYE1JEs0-opfBXw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Peralatan lengkap & orang2nya sopan, best place in this area so far.""","","","",""
"https://www.google.com/maps/place/Fitbox+Gym+Studio/data=!4m7!3m6!1s0x2e7a583bc40d64c3:0x8970c0e5bec6a71e!8m2!3d-7.7816863!4d110.3626593!16s%2Fg%2F11c1qz3ww9!19sChIJw2QNxDtYei4RHqfGvuXAcIk?authuser=0&hl=id&rclk=1","Fitbox Gym Studio","4,8","(90)","Tempat Fitness","·","·","Tutup","· Buka Sen pukul 13.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcfpHD6h6PceCTROKaNL28n_sOrgr6ERkg_ZPgAknb20EDfTQ4FXAOa5WXwtHhp-qveQ_qcUWq70RxONJM3KVey6E0p6sKBcTiBLAOBLGX-n51JTp4kR7NRiP2sTlC9VBoxACq1g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Coach dan teman2 yg ada bener2 baik banget, harganya juga afforable.""","","","","Jl. Asem Gede Jl. Kranggan No.12"
