"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","W4Efsd 6","A1zNzb href","J8zHNe","bbPy1","doJOZc","M4A5Cf"
"https://www.google.com/maps/place/RM+Spices+Nasi+bakar+dan+ayam+penyet/data=!4m7!3m6!1s0x2e69f6c2e7766781:0x8aa23c74da7eff33!8m2!3d-6.2001642!4d106.7840547!16s%2Fg%2F11g8v93762!19sChIJgWd258L2aS4RM_9-2nQ8ooo?authuser=0&hl=id&rclk=1","RM Spices Nasi bakar dan ayam penyet","4,5","(381)","·","Rp 25–50 rb","Ayam","·","6 Jalan Keluarga No.37z, RT.6/RW.12","Tutup","· Buka Sen pukul 09.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGoS7hYWRnRrILzkE2u1t8suHuczltgH-pwuY0RojWYKwlE2XgkWEX8MG3wcmovgAn6czGHTtmQeoDG_jLLtjxF0Dq941mWpkeNXJAmuLLnCMG4BySp_0b6iLZwX4ZLSro9xkg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam bakarnya menggoda, bumbunya pas, harga sesuai lah""","","","https://www.google.com/viewer/chooseprovider?mid=/g/11g8v93762&g2lbs=AIBNGdXnW78nM5VJRB8TFPp-RdgelBW3f2MpvocQsr8B_ikVk3za2kKiqg2MxaTPMGkRizlkM6-x_FhsgqZekPb6DDxLIFrzFA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LKbjacGWKN6nseMP0s65uQ4&ei=LKbjacGWKN6nseMP0s65uQ4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Tony+Roma%27s+Pesanggrahan/data=!4m7!3m6!1s0x2e69f76826a049b1:0x3ecf09c0d03cbda6!8m2!3d-6.1882279!4d106.7561078!16s%2Fg%2F11ptlg6dz0!19sChIJsUmgJmj3aS4Rpr080MAJzz4?authuser=0&hl=id&rclk=1","Tony Roma's Pesanggrahan","4,6","(301)","·","Rp 250.000+","Restoran Amerika","·","1, Jl. Pesanggrahan No.2, RT.1/RW.7","Tutup","· Buka Min pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsxkMyXtgDaYTcF73Z9wr7FzSj3GtFmGngRsSAtBXibQxNgfFHLNfil3TIEi5buACgvgs1EUmZh4qyqZjfTGqKUNO7jRmKCWurUuz2Zc1l7L9DMhFFqQ4LGfPcbEiQqOoeysaS=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Roti, starter, ribs, and steak all good.""","","Jaringan restoran iga terkenal","https://www.google.com/viewer/chooseprovider?mid=/g/11ptlg6dz0&g2lbs=AIBNGdWNnBi501HH3wAdPwGJaZwKVzbF6y1TqcLxdQNI4oW6VzKqX8g2Ykuy-s59WCYPMwe0Lr3Yp3tWf7iOL5foKuT6GoLvpQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LKbjacGWKN6nseMP0s65uQ4&ei=LKbjacGWKN6nseMP0s65uQ4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Rumah+Makan+Makmur+2/data=!4m7!3m6!1s0x2e69f6ef1da11d01:0x84de3f92021c97b5!8m2!3d-6.1858008!4d106.7867556!16s%2Fg%2F1hdz6bkb9!19sChIJAR2hHe_2aS4RtZccApI_3oQ?authuser=0&hl=id&rclk=1","Rumah Makan Makmur 2","4,7","(20)","","","Padang","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe-vG6eoa8T9wuz9TV1Ar2rmQE2pNKVYr8MsYapAAsDL4sJBKt2qTbQk4L9dBMTOoNtQpuXcEFYzcl11fQbW84AU211VHRTmZrNOOPnrbJBn0iwEZagEaVnFhgwJAysyYa8onZtQ=w120-h92-k-no","","Makan di tempat","Bawa pulang","Jl. Kemanggisan Raya No. 24 F Batusari, RT.10/RW.9","","","","","·"
"https://www.google.com/maps/place/Gandy+%26+Co.+-+Steak+%26+Bakery+kedoya/data=!4m7!3m6!1s0x2e69f759d08e765d:0x3192090e87c3caa!8m2!3d-6.1835552!4d106.7617102!16s%2Fg%2F11llrdy9fs!19sChIJXXaO0Fn3aS4Rqjx86JAgGQM?authuser=0&hl=id&rclk=1","Gandy & Co. - Steak & Bakery kedoya","4,4","(795)","","","Steak","·","·","Tutup","· Buka Min pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAExDKHTdIjqB0hHTFRXrXU3aRiH9x_uLOr-pCqxdiaW4es-2Nk93SX9_wBwEAYoa_2NBYxbQjDfXE8AQlqM127aF_pjnMg-oQcJ0d1l-Vslgqr_p53nYFT8RwruJuZOjQTsUjS3=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Malam Minggu ada live music
Steak enak dan dapat welcome roti nya 👍""","","Jl. Kedoya Pesing No.A15. No.29 Blok A15, RT.1/RW.4","https://www.google.com/viewer/chooseprovider?mid=/g/11llrdy9fs&g2lbs=AIBNGdUV22W7661nD0mVb9JXpLcnoOIQzYefHApxxyuw4vk5pOsEJf2LSfksH61yE6aiPG5iPtwmVcBy1ocBbk5fxM0ZPatk0w%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LKbjacGWKN6nseMP0s65uQ4&ei=LKbjacGWKN6nseMP0s65uQ4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Warung+Makan+Indomie/data=!4m7!3m6!1s0x2e69f6c36c395c65:0xd6095c8cd3b79f6!8m2!3d-6.2015607!4d106.7849139!16s%2Fg%2F11bxf28wp8!19sChIJZVw5bMP2aS4R9nk7zciVYA0?authuser=0&hl=id&rclk=1","Warung Makan Indomie","5,0","(1)","","","Jawa","·","·","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nk1UEs6t9jpkO4zvSBUHYw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=302.5149&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","Jalan U No 23 Rt 007 Rw 12 Palmerah Palmerah, RT.9/RW.15","","","","","·"
"https://www.google.com/maps/place/Ayam+PENYET+Enak!/data=!4m7!3m6!1s0x2e69f718b5c78507:0xe9a0a2521d38333f!8m2!3d-6.1975251!4d106.7643788!16s%2Fg%2F11g03jwsw9!19sChIJB4XHtRj3aS4RPzM4HVKioOk?authuser=0&hl=id&rclk=1","Ayam PENYET Enak!","5,0","(8)","·","Rp 1–25.000","Ayam Penyet","·","Jl. Perjuangan No.63 2, RT.2/RW.10","Buka","· Tutup pukul 23.56","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFl52i9dAHYNr0nu9kTSwkvzkfbRS87yqQpz2IYQWw3SrrQ--NMX0lyGANtX88BdGZGk747L8k7RUie5vY109OWcfg6UAXr5QwcQXjb_bTl5TG3OHwOlDT0JPHWA2f2-JkXlRkIIQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakannya enak,sambel bawangnya juara.""","","","","","","",""
"https://www.google.com/maps/place/KUALI/data=!4m7!3m6!1s0x2e69f7918ce28933:0xb8e56117e4518503!8m2!3d-6.2005153!4d106.7864076!16s%2Fg%2F11fffrjqwr!19sChIJM4nijJH3aS4RA4VR5Bdh5bg?authuser=0&hl=id&rclk=1","KUALI","4,6","(233)","·","Rp 1–25.000","Restoran","·","·","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRmq03pjwlmrZ3HCaVH3yxxdQQalpfvF6TMYAIDhkhKZ2-953TfWLPHPlwijghtaJg2WfWSQ2Q9TGLklOT4fQ_ScOIKFOarmRZRnHK_T-XbcloSxK3ta83adpBNBYcIp6xXB3P=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, harganya murah, terjangkau di kantong mahasiswa.""","","Jl. Kyai H. Syahdan No.2","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Merah+Putih/data=!4m7!3m6!1s0x2e69f732d7eca629:0xcb975b8dad66ef02!8m2!3d-6.1911256!4d106.7807009!16s%2Fg%2F11fhwkqtyg!19sChIJKabs1zL3aS4RAu9mrY1bl8s?authuser=0&hl=id&rclk=1","Rumah Makan Merah Putih","4,4","(49)","·","Rp 25–50 rb","Padang","·","Jl. Sang Timur No.71 2, RT.12/RW.4","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfDntBlBryl3EpjgqVcGvySZkCqA82AudBR7ZnMKUfPQv5gOCBRqUMWoMq-hhNaoSGiCfqLYGT0Il4g5XwRmKYWsV4S0JSvrxjVUicL6M4htxV6oW2oo7v0leBhQdy04NFDrw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya bersahabat dan rasa makanannya mantap""","","","https://www.google.com/viewer/chooseprovider?mid=/g/11fhwkqtyg&g2lbs=AIBNGdVCQMDkEZonCqFB0WiW3IKMH-CWRS3kcvOo48FbxWoOqa5d20XzRxJNyEO-gsu4EfHOqff4IRVY73OjVpAIGeWgmhPwig%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LKbjacGWKN6nseMP0s65uQ4&ei=LKbjacGWKN6nseMP0s65uQ4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Warung+Sate+Solo+Pak+No/data=!4m7!3m6!1s0x2e69f71ff2c102ff:0x1a6cf3c39f015f17!8m2!3d-6.1980772!4d106.769201!16s%2Fg%2F11fylydbqv!19sChIJ_wLB8h_3aS4RF18Bn8PzbBo?authuser=0&hl=id&rclk=1","Warung Sate Solo Pak No","4,6","(271)","·","Rp 25–50 rb","Sate","·","·","Tutup","· Buka Min pukul 10.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTIEst6oyx3feuLAlAj-tbU6kiw4gEnWNeiymJ89i6UeSyiHpUw0mcRoLhZc5EMVLu-D6YAvFtH0-R07pAqVDhj61FUpofboRTNuHJOUua6SV4GtI8eGw5rBRs49dCHGKKwH1ghQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masukan semua kuah dan racikannya baru daging nya terakhir, pasti nyosss.""","","Jl. Raya Kb. Jeruk No.30 1, RT.1/RW.11","https://www.google.com/viewer/chooseprovider?mid=/g/11fylydbqv&g2lbs=AIBNGdXcRXflRTBuv7L_OKjWlLOzjAU3heCvhUetDcwNIPyDc4RFZ3E3hsEU8M1gHGpreDFnyrQrUMy7vYn_h2TJMX-_AnOaMA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LKbjacGWKN6nseMP0s65uQ4&ei=LKbjacGWKN6nseMP0s65uQ4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/SOTO+BETAWI+EMAK+HAJI+SEROH+PERJUANGAN/data=!4m7!3m6!1s0x2e69f7a83400bc8b:0xf1796903cf15a4eb!8m2!3d-6.1924902!4d106.7638861!16s%2Fg%2F11j3s8f2wf!19sChIJi7wANKj3aS4R66QVzwNpefE?authuser=0&hl=id&rclk=1","SOTO BETAWI EMAK HAJI SEROH PERJUANGAN","4,6","(34)","·","Rp 25–50 rb","Soto","·","Jl. Melati No.23 13, RT.12/RW.10","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhTn0PvDjdEpIA0rxeJtBfhJU4ikoxqkAvPL5deKVP_m5lHHS6_IJSjApL6_qwotXQTs2TjV9SH5tXniZjW73nQmdZ1Mt9Z6BNkd_q8YnFcNvbZBfFgEdXO8MaB0sZaqeBtF9ANg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Seporsi soto daging 20ribu tapii dagingnya banyak.""","","","","","","",""
"https://www.google.com/maps/place/Kemangi+Resto/data=!4m7!3m6!1s0x2e69f70c1e514937:0x1fb439f9c8575052!8m2!3d-6.1850748!4d106.7526643!16s%2Fg%2F1td3c4f_!19sChIJN0lRHgz3aS4RUlBXyPk5tB8?authuser=0&hl=id&rclk=1","Kemangi Resto","4,2","(1.414)","·","Rp 50–75 rb","Indonesia","·","Jl. Puri Indah Raya, RT.1/RW.8","Segera tutup","· 23.30 · Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIfxO2atLsB9CSY7lO2jSDJtfKiP77F1o3Eh38l0VsdXeC-7GZD8wILjWzzniI8mFVEt329CZuQ3Z7uDTJHWoZr8MzBEoN9Ff3F98cCoeGSSh-Khz1cozXXpLjz4EbXeWV61wg0g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great food, yummy, tapi servingnya lamaaaaaaaaaaaaa banget...""","","Restoran bernuansa modern dan nyaman","https://www.google.com/viewer/chooseprovider?mid=/g/1td3c4f_&g2lbs=AIBNGdWsrxSRgjYspJqE2v628gklgJI_z4MNoLaabkBxo_Eu6tRQ1xCzdo7PKwz3WW0cF3fiOey8uX2koUIG3EN3LFgGheDzIg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LKbjacGWKN6nseMP0s65uQ4&ei=LKbjacGWKN6nseMP0s65uQ4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Kwetiau+79/data=!4m7!3m6!1s0x2e69f6dcbe8f7a57:0x9feb05e4c4111047!8m2!3d-6.2024594!4d106.7809263!16s%2Fg%2F1pzt3443g!19sChIJV3qPvtz2aS4RRxARxOQF658?authuser=0&hl=id&rclk=1","Kwetiau 79","4,4","(125)","·","Rp 25–50 rb","Restoran","·","·","Tutup","· Buka Sen pukul 08.15","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPenXgMGA7Go0sYhIugoDhccAdQZdMr0XtgVp3cOnNPqd-G7ASoqxIOSkXw68LPkSw41pOCEU9m6kT3BOMi4W2rx_6gF_GDq0lpM1HxM5bei3gVRmCOiS4_gP9NCtjPVH_e1O5=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu favorit:
Ayam cabe garam, kwetiau siram, onion rings.""","","Jalan Anggrek cakra no 17 Kemanggisan, RT.4/RW.6","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Cahaya+Baru/data=!4m7!3m6!1s0x2e69f6c36b5326db:0x335ebb1dd110442c!8m2!3d-6.2021333!4d106.7842236!16s%2Fg%2F11hbntpnx5!19sChIJ2yZTa8P2aS4RLEQQ0R27XjM?authuser=0&hl=id&rclk=1","Rumah Makan Cahaya Baru","4,5","(20)","·","Rp 1–25.000","Padang","·","·","Tutup","· Buka Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqB7w3NbpzWkghHTmpuh0tJj7Wdefb2AZVy78IjDVKcIFfOlmD9Ax-cvvxdXX_x8DR0AD9pFJUWa_-U0zLHVvjc8_s8JkgVD0-BhsAe7ZJK2-YPuNGvSGcaggHQG1zfTGTonn8=w80-h106-k-no","","Makan di tempat","Bawa pulang","9, RT.9/RW.15","","","","","·"
"https://www.google.com/maps/place/Mandoya+Mini+Pao+%26+Snacks/data=!4m7!3m6!1s0x2e69f6fb5fc2a41b:0xc0fbfdb5740dde59!8m2!3d-6.1892342!4d106.7704212!16s%2Fg%2F1tf8jdzp!19sChIJG6TCX_v2aS4RWd4NdLX9-8A?authuser=0&hl=id&rclk=1","Mandoya Mini Pao & Snacks","4,5","(135)","·","Rp 25–50 rb","Hidangan Penutup","·","Jl. Arjuna Utara No.9-D, RT.8/RW.1","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH12JHl9SdMj-07Y-VPrO2DAJkz-pupaHmGtc_ZTkSwORLxK9OntIDvPO0L0JST5CSWZrHaDxT_vxgfVEA8-uY4gzTfV1EJ0qbTBHRfpSnPdTaBGaetTksfkKpXfCFlUv4Ugvk=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Paling rekomen bakpao rendang dan bakpao tuna nya <3 Favorit dan endull!!""","","Toko roti dengan menu utama bakpao mini","","","","",""
"https://www.google.com/maps/place/Soto+Dan+Ikan+Pecak+Mpok+Nur/data=!4m7!3m6!1s0x2e69f701526556af:0xed3bd013fe67fa56!8m2!3d-6.2014317!4d106.7613476!16s%2Fg%2F11r7_j651l!19sChIJr1ZlUgH3aS4RVvpn_hPQO-0?authuser=0&hl=id&rclk=1","Soto Dan Ikan Pecak Mpok Nur","5,0","(3)","","","Restoran","·","Jl. Nanas No.4, RT.4/RW.7","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-2mO-bZsfk9FqHtxm1egaGrqQpp3Wx5wwSrKefeWqx-P4JNykSFqOUE1NPJFwPXf8R4YmKVoFBj-cqhnl28b6-KA37gBufBcpxpd2Q04XfJgXbIAh2F6b9q8RXzgHm7WqKzGX=w94-h92-k-no","","Makan di tempat","Bawa pulang","","","","","","·"
"https://www.google.com/maps/place/Pizza+Hut+Restoran+-+Kemanggisan/data=!4m7!3m6!1s0x2e69f6e6239aecab:0x99f9111f328d59ee!8m2!3d-6.194767!4d106.781733!16s%2Fg%2F11bv2cg_6r!19sChIJq-yaI-b2aS4R7lmNMh8R-Zk?authuser=0&hl=id&rclk=1","Pizza Hut Restoran - Kemanggisan","4,6","(4.239)","·","$$","Pizza","·","·","Tutup","· Buka Min pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAErMI-w5mWikQj4C52hjc_eLGbE7llxFrF9FeqxjDZB2EBW7i9D1C1CC3mWYfSPukCzLPbBDgBeNnfgOGdE3MdJHgLG4HuxvZjCCvyo3br__ldMTb7puzL_0eMOMZi8MRuvZYWwKA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya bagus, ramah dan makanannya juga enak dan tempatnya bersih""","","Jl. Kemanggisan Raya No.4, RT.11/RW.5","https://www.google.com/viewer/chooseprovider?mid=/g/11bv2cg_6r&g2lbs=AIBNGdVCGI75a4qIYBKICxraoAZIJB4HZCMs4fI3zoX2rLI38MDTjtnGvf_8okfIZZXGA8PolRnrRVnkpCF2AJhPg36JDN0gMw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LqbjaeSCEbahnesPx4WiyQI&ei=LqbjaeSCEbahnesPx4WiyQI&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e69f69701bf1039:0x8a92ba61d47cc04b!8m2!3d-6.199153!4d106.782139!16s%2Fg%2F1td0kfgb!19sChIJORC_AZf2aS4RS8B81GG6koo?authuser=0&hl=id&rclk=1","Pizza Hut Delivery - PHD Indonesia","4,6","(907)","·","$$","Stan Pizza","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG72ZT7RNhO1UBKBE4dZcr0CRrRzB6uK6uedGdLcHuHE_hVLsTmLg_Vga9qEjFNz9YSDjiUfz30okC9ARAbMLy7u5RtjwLbrxjotCcKVALyQSfaQ7RYsuWsHjSbMF_TBhakph-u=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih, makanan nya juga enakk""","","Jl. Raya Kb. Jeruk No.24, RT.1/RW.9","https://www.google.com/viewer/chooseprovider?mid=/g/1td0kfgb&g2lbs=AIBNGdUTU6mQlJ60nNGIW-qQHcw2ZCVOcirGYAAfwqk_rnaik3Kd-rwpZVIAF0ogUX-ru6daCn7dVM5BQMv45621TpK2Q9oaBw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LqbjaeSCEbahnesPx4WiyQI&ei=LqbjaeSCEbahnesPx4WiyQI&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Fortune+Corner+Binus/data=!4m7!3m6!1s0x2e69f6c373e6395b:0x8cb7b5a326282409!8m2!3d-6.2021869!4d106.7849494!16s%2Fg%2F11g7225jfh!19sChIJWznmc8P2aS4RCSQoJqO1t4w?authuser=0&hl=id&rclk=1","Fortune Corner Binus","4,7","(133)","·","Rp 1–25.000","Vegan","·","·","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsL8925Ep8zPkyrsPAz9IUomK5hkQWdc7lrVgop80bBj0X2vliOxV6qMv1sv_Bngx5gA57zCKXlqkTCWSZ5tJx7J3gmcPDs1ApWdKfYKx0V5Lt4xJGo66xz04e9Cveih6lrM_e=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, murah, lebih murah dibanding resto vegan pada umumnya.""","","Jl. U No.17d","https://www.google.com/viewer/chooseprovider?mid=/g/11g7225jfh&g2lbs=AIBNGdXCspaM2VGUJjVAuEKbwFd0CC0dbHwfMqlv7GguYVhAnHC2XrLomw_PoQP3jYTHKgl9NCUwiIgPT4vA9t5DQYj4K8o-Sg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LqbjaeSCEbahnesPx4WiyQI&ei=LqbjaeSCEbahnesPx4WiyQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Bakmi+Joss/data=!4m7!3m6!1s0x2e69f71d58d3ea8b:0x4c8f87ac222601bf!8m2!3d-6.1892821!4d106.7703639!16s%2Fg%2F1v7y02f6!19sChIJi-rTWB33aS4RvwEmIqyHj0w?authuser=0&hl=id&rclk=1","Bakmi Joss","4,3","(313)","·","Rp 50–75 rb","Mi","·","Jl. Terusan Arjuna Utara No. 9E Kedoya Selatan Kebon Jeruk Jakarta Barat DKI Jakarta, RT.8/RW.1","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF__f9OwTeH3wDSLq-4mXtluLmPVRV6vZD8KlFJc6YNtcuRcoTrY0SQwx8j9wOTA5D_hWpLhCuI1OhqGzjzetO28cBE12tqWWjAfGm-DZJjoOsrg89waRvdhKb7XgGyDt0pbUGY0g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu dan makanannya enak2, parkir luas, pelayanan ramah dan cepat.""","","","","","","",""
"https://www.google.com/maps/place/AYAM+BAKAR+A+B+B+3/data=!4m7!3m6!1s0x2e69f7234f31265b:0x10864cb555a05586!8m2!3d-6.2020454!4d106.7582945!16s%2Fg%2F11cjgf3wzv!19sChIJWyYxTyP3aS4RhlWgVbVMhhA?authuser=0&hl=id&rclk=1","AYAM BAKAR A B B 3","5,0","(3)","","","Ayam","·","No Jl. Lapangan Bola No.79 2, RT.2/RW.1","Buka","· Tutup pukul 01.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EQsonfQ_Qv8y1wwDYEmxMg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=33.18372&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","","","","·"
"https://www.google.com/maps/place/Ayam+Goreng+Jakarta/data=!4m7!3m6!1s0x2e69f6f08e528db9:0x4a3c5eb17ffb48fb!8m2!3d-6.1824629!4d106.7837637!16s%2Fg%2F1th5fwqh!19sChIJuY1SjvD2aS4R-0j7f7FePEo?authuser=0&hl=id&rclk=1","Ayam Goreng Jakarta","4,6","(508)","·","Rp 50–75 rb","Sunda","·","·","Tutup","· Buka Min pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBkfjdYKWlKBvUqT7BsPpAKylb_IVvxaAEpEsulJf0SX8LKiVq1setSPOd38eDA_VQqAep7owIEem7m2OFDkorbcQYQin5B7CyXPSIN65MmYVPWKt-Um0sJ8fHXcWwhupwWBEbA5J-GGmH=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus tempatnya, makanan enak, servicenya oke""","","Jl. Tanjung Duren Raya No.1 4, RT.4/RW.2","","","","",""
"https://www.google.com/maps/place/Warung+Makan+Bahari/data=!4m7!3m6!1s0x2e69f6c2efe9b0ff:0x2a968fac08c087ae!8m2!3d-6.199874!4d106.7846576!16s%2Fg%2F11c2pp9rzl!19sChIJ_7Dp78L2aS4RrofACKyPlio?authuser=0&hl=id&rclk=1","Warung Makan Bahari","4,3","(21)","","","Restoran","·","Jl. H. Sennin No.6, RT.6/RW.12","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnfRnLu1CCjEfTGLVORzNQ2aw4r__yKV2ilxeLG1kUw9SESTcLfY8Vjsi7fZ5KvQiaKQ498w5eG9nMT3ilG5Se316wzAqi6WzoOg5EnA-rJGfQQDsWL7iXKji92AT4jnZGE9BGCw=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat enak dan mantap""","","","https://www.google.com/viewer/chooseprovider?mid=/g/11c2pp9rzl&g2lbs=AIBNGdUqq3lEfiAWBgfcz_aubzmISPNlASd3YGq9PuNGQC2yKU1nYx-5lYYF46oi2eyB55ChoqmOMFDx8ANHRnGdf6B56C3fTg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LqbjaeSCEbahnesPx4WiyQI&ei=LqbjaeSCEbahnesPx4WiyQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Warung+Bang+Zaenal/data=!4m7!3m6!1s0x2e69f6f26b0ff5a9:0xdf8360ef3b63eb42!8m2!3d-6.1865463!4d106.7900018!16s%2Fg%2F11g7197h56!19sChIJqfUPa_L2aS4RQutjO-9gg98?authuser=0&hl=id&rclk=1","Warung Bang Zaenal","4,5","(52)","·","$","Rumah Makan","·","Jl. Kemanggisan Ilir XI No.3 13, RT.13/RW.8","Buka","· Tutup Min pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFD2ipPJYM-7Tl20mGp3beVHRdMcpPeGlhf7EBET8gA6IsFgKt7qXkEdFtr-xXjKiNBOdVx_LcLhJUg9wfGSnuXrq5XmpHf5sZnmQQSv8bVzCJB5jAZ-bsxcxMMWuLj_-NW4_0=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","","","·"
