"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","AJB7ye","AJB7ye 2","ah5Ghc 2","M4A5Cf"
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/NOB+Cafe,+Club+de+Arjuna/data=!4m7!3m6!1s0x2e69f79472c6871b:0x494c4462b3d8261!8m2!3d-6.1899887!4d106.7604499!16s%2Fg%2F11vqllqzsm!19sChIJG4fGcpT3aS4RYYI9K0bElAQ?authuser=0&hl=id&rclk=1","NOB Cafe, Club de Arjuna","4,9","(1.552)","Kafe","·","Club de Arjuna, Jalan Lingkar Luar Barat No.36 Unit C2 No. Kav. 35","Segera tutup","· 23.00 · Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHm8AFGswB9nScFtevAcSAOf0Hb1OqaLm5bl_dJMQ13HT4wlxNBq7cHWJpwBHCVs9PLcNfioIVvtR5UjOGcRdGV29HCsc2JJzdMnV2hGi-HcU8VCXK5EyHSSTPSf4pgQlgpPKA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perfect ambience, friendly staff, good food.""","https://www.google.com/viewer/chooseprovider?mid=/g/11vqllqzsm&g2lbs=AIBNGdUwppzIqRurROB7L15FvI33oOtYrdopjKz_dGt59y-xj4SKSZsB9Zq5er7thogT0tHvew8dxI-fbje1l2CM98lpkeSq0A%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/N.O.B.+Caf%C3%A9+%26+P%C3%A2tisserie/data=!4m7!3m6!1s0x2e69f70017d996d7:0x2435980fa2922ac6!8m2!3d-6.1899667!4d106.7595044!16s%2Fg%2F11vwc_c5pg!19sChIJ15bZFwD3aS4RxiqSog-YNSQ?authuser=0&hl=id&rclk=1","N.O.B. Café & Pâtisserie","4,7","(301)","Kafe","·","Blok B","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZo-dThF_ol07IG3cW6DWzt2F5yGhzEcGJzUdwZuFnPQxTTW1qhVPpwR-lTEth6ZdY7SN6bJOhCFE6qwHugE8D1fOZIH4cqDYUocj6M_04iioyb5UIafUK74mwAs6OUKr-9Az2AA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Vibes tempatnya enak, cozy, cocok utk WFC,  kopinya enakk""","","","","","","",""
"https://www.google.com/maps/place/The+Cortado/data=!4m7!3m6!1s0x2e69f6c320c15a6b:0x3c205561b81fd46b!8m2!3d-6.2007302!4d106.7836272!16s%2Fg%2F11bwm6pjk1!19sChIJa1rBIMP2aS4Ra9QfuGFVIDw?authuser=0&hl=id&rclk=1","The Cortado","4,4","(1.197)","Kedai Kopi","·","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_FlpWTOhwzABvDjn9wky4RWKpCEe45VohwZNGHkJoz5rUdEwnVHmxw4UytpVLviHmE_eRBgyIIvIUPQXs9s5tJWUDzrklatdHNzZYoaf8ucgDEYnOjbf3KKcloXdDL8IWLwdo=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Waktu kesana coba kopinya aja.""","https://www.google.com/viewer/chooseprovider?mid=/g/11bwm6pjk1&g2lbs=AIBNGdWJ-8YguWYhWax2U4qw0QrzuynAS3vdJlD0jCQ4RhS9XgiiTFL2VhK_2Yz_LHl2WzefdV2QGNyhtA3LJ-2dSr0z4uRNXQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","",""
"https://www.google.com/maps/place/Pilona+Coffee+-+Palmerah/data=!4m7!3m6!1s0x2e69f7ace2456de5:0xb55776b97972125d!8m2!3d-6.2024727!4d106.7831216!16s%2Fg%2F11llbldzfv!19sChIJ5W1F4qz3aS4RXRJyebl2V7U?authuser=0&hl=id&rclk=1","Pilona Coffee - Palmerah","4,6","(52)","Kedai Kopi","·","2, Jl. U Raya No.33, RT.8/RW.15","Segera tutup","· 23.00 · Buka Min pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7baxlUUK48vwcy9LO8V2SMFcAVJaQAnPsPympemx4ZeYGgwSHqARrIeJgIqpCRZqvLYo24js2kjek7OVlUsCOBuazXVQnIXuMjC4yjejetDDoHz6cHx6brsjqc6_4pXEvglHP=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman buat nongkrong, kopi susunya enak.""","https://www.google.com/viewer/chooseprovider?mid=/g/11llbldzfv&g2lbs=AIBNGdXw5B6ktqn8Iiv32lqNrXF880B2I4vx3P_3HFodHfZKpfWjt5iW3LK0-iDvWAT6X8YvDmoox1awq0sZ_E7i4EQBY9qZTg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 1–25.000","",""
"https://www.google.com/maps/place/Kedai+Kopi+Koeii/data=!4m7!3m6!1s0x2e69f7e720bda1fb:0x2a302cd7a10a27dc!8m2!3d-6.1933888!4d106.7823528!16s%2Fg%2F11sckk5cyv!19sChIJ-6G9IOf3aS4R3CcKodcsMCo?authuser=0&hl=id&rclk=1","Kedai Kopi Koeii","4,9","(165)","Kedai Kopi","·","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0gVdT26BBaA3X-lfFkH1fZCIfxPM-RCKosmkXY4lxSEBYuhJvuAbg6TKyMM0A7P07V8V8suRMyPbr0sxrTuHpFjMegmMNfmrziGI-wV3wGlWA-NCApZvAm4BfplayLLEXl1LS=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/viewer/chooseprovider?mid=/g/11sckk5cyv&g2lbs=AIBNGdXcVrgGP9EHdqrr3auRBD2A8U3AdbcGQL16AKIsQbuOgEzmNs9-vAJJAZ7wMudHGJISNcozqtCO9rQY9QoahkKo7hvmgw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 25–50 rb","Cafe",""
"https://www.google.com/maps/place/de+Arjuna+Cafe/data=!4m7!3m6!1s0x2e69f7a0e656ef09:0x9d477a5fc8101fdb!8m2!3d-6.1890134!4d106.7604348!16s%2Fg%2F11v0znn7kx!19sChIJCe9W5qD3aS4R2x8QyF96R50?authuser=0&hl=id&rclk=1","de Arjuna Cafe","5,0","(804)","Kafe","·","Jl. Kedoya Pesing, RT.08/RW.07","Segera tutup","· 23.00 · Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEOvlSzfQbbUWZQ5mqYbHGr9FgjURR-MjYyLnnWMxDWWy_fR_0PTlr96_S6v6by5WxpJ_QK275hW2mGoaBdRGM3vmGGRwZTIRzM9CaNYQOIyGzcFx91RY2au4mAyAg9J-BRGP4X3w=w92-h92-k-no","","Makan di tempat","https://www.google.com/viewer/chooseprovider?mid=/g/11v0znn7kx&g2lbs=AIBNGdWU1uf-ko6Kwdt86l08ysdNC00FYfzmLVu1wOe01aNdp4zKTFuRmxXtn4Y_xSYFw2iX7-gssafrJrTzTALRffhfNxtptA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Bawa pulang","·"
"https://www.google.com/maps/place/JURA+Kemanggisan/data=!4m7!3m6!1s0x2e69f75072eed94d:0xb9063f77d392e77f!8m2!3d-6.1912389!4d106.7854472!16s%2Fg%2F11f9fw61r8!19sChIJTdnuclD3aS4Rf-eS03c_Brk?authuser=0&hl=id&rclk=1","JURA Kemanggisan","4,5","(837)","Kafe","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqrc8Rgj2zQP9se9NDj1OhGCHbqfC7gqybwzhUZA9EZHC9Ub8X9oQSW73JdXoZRZhD4Re2bC5hWIav4NAiUHbnuOY_3szjNRzRH_B8wKrDhF8mw4XjUqumz1InHNsc_IRcq-KREg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The ambiance is nice, cozy buat kerja, kopinya juga enakkkk!""","https://www.google.com/viewer/chooseprovider?mid=/g/11f9fw61r8&g2lbs=AIBNGdWGoSiHjR1q7eTJTz-QgJY0TKuLgJ5EiMW39ojUxFB7Z5JUhj1N9U6Kx89YATovYasB7rkNz1CksAinKg3r6e0_E3AVLw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 50–75 rb","",""
"https://www.google.com/maps/place/Brew+%2B+Bites+Cafe+and+Resto/data=!4m7!3m6!1s0x2e69f7003d422429:0xa7dbd7154c4ecf61!8m2!3d-6.1909726!4d106.7590173!16s%2Fg%2F11vt6c_r47!19sChIJKSRCPQD3aS4RYc9OTBXX26c?authuser=0&hl=id&rclk=1","Brew + Bites Cafe and Resto","4,7","(35)","Kedai Kopi","·","Graha Handaya, Jl. Perjuangan No.12 A","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElGWNVFDzqaDPCL6ZeY8WPDIA8J4ClS03V6nWebCV9E760T9J5OVMgcNrtQRm-jPfT0k0cfC3pkmlsJf45JucLj8Mml9ebJU0FYyijzufTX3U2Xolj0IufKt1qt6ZDLKKwKM4OQw0VBsA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barista dan all crew ramah.""","","","","·","Rp 50–75 rb","",""
"https://www.google.com/maps/place/Kinko+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69f7e20d4ce7e1:0x6ce6102bc153d634!8m2!3d-6.1979556!4d106.7640652!16s%2Fg%2F11y9hqwmxh!19sChIJ4edMDeL3aS4RNNZTwSsQ5mw?authuser=0&hl=id&rclk=1","Kinko Cafe & Resto","4,7","(100)","Bistro","·","Kinko Cafe, West 17 Office Building, Jl. Meruya Ilir Raya No.17 lt. Mezanine","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiHQjAabl8ASMxPSxedXkVkT4za9KsHZFY8G5SBMa91xMeiShxayqs1MqO4jE_AOuKJX9gj1T-T_guIJYkFq3Avh4lbqU1soQV8GITowNO5N47jjqzP6VGHIAFRjTcznBjbAUvuYQrTOk=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minuman matcha latte, dirty chocolate the best.""","https://www.google.com/viewer/chooseprovider?mid=/g/11y9hqwmxh&g2lbs=AIBNGdXCEb_o2CQJ-1pTqylQc17zFusnmxY8jEVbrOkQzu_xivMXLpQeSNUIPeiMCSbcVVkoxkuOS3dOVOFsezcusDNgn69AeA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 50–75 rb","",""
"https://www.google.com/maps/place/TOKO+KOPI+ASMARADHANA/data=!4m7!3m6!1s0x2e69f79906563009:0x311c97929897590!8m2!3d-6.1910638!4d106.7834582!16s%2Fg%2F11k0xy3gcm!19sChIJCTBWBpn3aS4RkHWJKXnJEQM?authuser=0&hl=id&rclk=1","TOKO KOPI ASMARADHANA","4,7","(25)","Kedai Kopi","·","RT.7/RW.9","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_hMrMOy5-gjQta_AIPt7R79_ItZwDT7uIE-B2qj5oR3Hr88YRKWLGeJaARFQPULB_-1d4hD5FcRkMxffbZPJxvvnhGIFww9U25fNJhQWbZh-ORNgr_q-t22oKH0qJIq1IOGo=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat ngopi paling enjoy sepanjang masa buat cerita keluh kesah""","","","","·","Rp 25–50 rb","",""
"https://www.google.com/maps/place/Firstly+Coffee/data=!4m7!3m6!1s0x2e69f797fe02573b:0x730d04eca62d5cc!8m2!3d-6.1924612!4d106.7848711!16s%2Fg%2F11j8x23ww6!19sChIJO1cC_pf3aS4RzNViyk7QMAc?authuser=0&hl=id&rclk=1","Firstly Coffee","4,8","(162)","Kedai Kopi","·","Jl. Kemanggisan Raya No.84B, RT.2/RW.9","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0AAFnKSArjdCru_9I_O9yupzWF2qW166f-Vdvw66dFa23rQ7mdI5vgndbM5j5bmDYLTxqyH3Q0Cvjh6JN59Lj4nXqmb7KT7P1zheK-Guyfs-mdm5OTegqXics1HyYpoA5RTWE=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak buat kerja, cozy, kopinya juga enak 👌🏽""","https://www.google.com/viewer/chooseprovider?mid=/g/11j8x23ww6&g2lbs=AIBNGdWF4qJOoHnTLqvq40SQQ4AvRVeTjNVoZf--jdxwBBScbIwxPcs3taQ8nZ63arYYFdFh3o6d1jNq-wI9PEWK2ssYvIbusg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 25–50 rb","",""
"https://www.google.com/maps/place/Dong+Khoi+Cafe,+AKR+Tower/data=!4m7!3m6!1s0x2e69f700078b3221:0x6316c65a44f07ee0!8m2!3d-6.1910803!4d106.7678432!16s%2Fg%2F11wr5_v4hd!19sChIJITKLBwD3aS4R4H7wRFrGFmM?authuser=0&hl=id&rclk=1","Dong Khoi Cafe, AKR Tower","4,8","(88)","Kedai Kopi","·","Jl. Panjang No.5","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnMcyO0QdlP7Jmf1rLc3UpeURoFqC0koFaNmVLcPGm9UdgTCmWKoV3lydYJwNvuTP4Y7_gKQzwyed_SLUwSy827IX8zdBCgF07FOgqCz5r1yQg-ydrMP2ksxidiDEmDJ_b80RA80nEMyO8=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopi skm nya jg cocok.""","https://www.google.com/viewer/chooseprovider?mid=/g/11wr5_v4hd&g2lbs=AIBNGdU9fu_YbOvq2pNY2XAuFTJsrhThuTzJHobZHc8T_SzoR6ZSLOvxU8VmpAvPxx5Wgbo_wot329az8C-feVP8diopISTxzw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 100–125 rb","",""
"https://www.google.com/maps/place/RENZ+CAFE/data=!4m7!3m6!1s0x2e69f7595fcb6039:0xfbc2896818dee2a8!8m2!3d-6.1936646!4d106.7558942!16s%2Fg%2F11xvf3gsk_!19sChIJOWDLX1n3aS4RqOLeGGiJwvs?authuser=0&hl=id&rclk=1","RENZ CAFE","5,0","(664)","Kafe","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXTjmXpawPm8PQIPqVWN-W2jvAv5XPWWN4lD-Au5PIPXTPhNxU_j4Kz5SrFuZjF7zacwSghms4Tq_fGJVqMqIEtdaK8WVpjVsD9F40Km0pjDgDQ1Fo0KR1O3wBPkBQcd1tM7mbdXXdmyEf=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cobain matcha cheese dan latte nya enak.""","https://www.google.com/viewer/chooseprovider?mid=/g/11xvf3gsk_&g2lbs=AIBNGdV7KsZ8gqHHMFaOAjzXyJXYFtmR7WxWAVfc5OUoqD-sd-bSdlZeffODHHmEnSwN87g_CreIzPxBL3Gftrf5WiNLwBQ6kg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 50–75 rb","",""
"https://www.google.com/maps/place/Lungo+Coffee/data=!4m7!3m6!1s0x2e69f767101a0081:0xfb855ebd408fdbdf!8m2!3d-6.1915809!4d106.7621752!16s%2Fg%2F11h12gv2n2!19sChIJgQAaEGf3aS4R39uPQL1ehfs?authuser=0&hl=id&rclk=1","Lungo Coffee","4,7","(86)","Kedai Kopi","·","Jl. Perjuangan No.7, RT.3/RW.7","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJm0QcyCn1S2zn9VKTjSAXrg4NVOV7CMTlQVjV9X5RavblQbxDlSGEJhMoLoH0MZAMNMDYrUKEYfUwieQseLCk53aZytYVSQElvIw-7WrGqS-bR5rDZWTIWDr89Ryl0qASDAfRNA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Green tea latte nya enak banget, top""","https://www.google.com/viewer/chooseprovider?mid=/g/11h12gv2n2&g2lbs=AIBNGdV32e9YxspQbCQjnEhd_ClONzB66A0gh-vmEBXQ1gFTZdeWTFd7-ePcKkFhvavwtN_RgbOa4HKD1Py4z-t7UR6DEqQmuQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 50–75 rb","",""
"https://www.google.com/maps/place/Heroy+Cafe/data=!4m7!3m6!1s0x2e69f6c3a76b7d87:0xe24c5d130c9b9321!8m2!3d-6.2014893!4d106.785516!16s%2Fg%2F11bxc64y78!19sChIJh31rp8P2aS4RIZObDBNdTOI?authuser=0&hl=id&rclk=1","Heroy Cafe","4,6","(120)","Kafe","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpFARgs6Y01UNnnUgErflUUXJEzhWaLq3WVy7lWrO48ZAaJC3u7C9gqyrNuWrYHE08vqKfeifs5KAS4e_MBeCA0ql6mY9bqTWi8QoVlldzAsYNp6q4I3SVKduwbmdGwwnjMPII1g=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nongki forever wkwk
Gbr cm pelengkap ya, bkn real disini 😄""","","","","·","$","",""
"https://www.google.com/maps/place/Sunny+Side+Spot+Caf%C3%A9+%26+Meets/data=!4m7!3m6!1s0x2e69f7730b1ab169:0x4545b2c7567a515c!8m2!3d-6.191214!4d106.7574324!16s%2Fg%2F11ynlwlgzs!19sChIJabEaC3P3aS4RXFF6VseyRUU?authuser=0&hl=id&rclk=1","Sunny Side Spot Café & Meets","5,0","(1)","Kafe","·","Courtyard Padel Club, Jl. Prisma Raya No.1, RT.1/RW.7","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHP7MwMVKDrcv8ypUbP-PPLQSCcJ0pQEwka1RsnOFkq1dC-dSIdQuJF2J8DHvUqr-wY9BaPNNOtUWTdmIk4oatEoouL_QVjL7h_PplyY0xCXGpaY5bYCOy14J2sOlEI2b3eEU17LdpXQfQ=w80-h106-k-no","","Makan di tempat","https://www.google.com/viewer/chooseprovider?mid=/g/11ynlwlgzs&g2lbs=AIBNGdWHB4zXY2-89OXjcGh-n-RWKaMdDlv8nPqktllBIOyJP-let7TcBleccPhw8fGrOmWmWX1cXuhFM8WG8m3D6znJZn9gEw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AafjaYmuNeiUseMPhcOO6Qc&ei=AafjaYmuNeiUseMPhcOO6Qc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Bawa pulang","·"
"https://www.google.com/maps/place/Terrace+Cafe/data=!4m7!3m6!1s0x2e69f7f3dab36871:0x42e27f18a1ac0adf!8m2!3d-6.1854324!4d106.7588584!16s%2Fg%2F11sv8md5zx!19sChIJcWiz2vP3aS4R3wqsoRh_4kI?authuser=0&hl=id&rclk=1","Terrace Cafe","4,5","(8)","Kedai Kopi","·","Komplek Delta Kedoya, Jl. Pilar Mas Raya Kavling A-D","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGADYimdyR5I7UlsBOjj_bCih7PIo6CunEqMyhbjOuUhVxgg8K2kta7t4ZLm_ILNq179zzChJ7TbpsgX6mypFZouEXGsaZOXZo8_woY6UdZYQaJyX81OxojOnBtANEHt5U9xgZ4=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ini coffee shop baru di Komplek Delta Kedoya (Metro TV).""","","","","","","",""
"https://www.google.com/maps/place/Pass+Cafe+Binus/data=!4m7!3m6!1s0x2e69f6c30235d8eb:0x189a408edbf76312!8m2!3d-6.2015813!4d106.784937!16s%2Fg%2F11ckxflr_6!19sChIJ69g1AsP2aS4REmP3245Amhg?authuser=0&hl=id&rclk=1","Pass Cafe Binus","4,5","(109)","Kafe","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-jsg7ycHQ61cAvQhzF49rFnnbCntyGUSKd7IRk4QFWWqnv4UAeYo_yYJhvdqY3EbK3rGEPY-zBQMzvkJUlqRZt1VODPGMq44KNBJBTYZ-yV2ImP7eNY0WeV2krYY4hR1z9y4e2QMR5OuN=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nongki langganan 🔥""","","","","·","Rp 1–25.000","",""
"https://www.google.com/maps/place/rindumu/data=!4m7!3m6!1s0x2e69f7001b94dcf9:0x382657c710a6696d!8m2!3d-6.2065168!4d106.7832658!16s%2Fg%2F11m5jl1966!19sChIJ-dyUGwD3aS4RbWmmEMdXJjg?authuser=0&hl=id&rclk=1","rindumu","4,8","(17)","Kedai Kopi","·","Jl. Rw. Belong Jl. Palmerah Barat No.40","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAEuCgi-sGIu6VYZv4EGWfCe2jzM2YXbMjA7UABeoA6ODLUgvD78Jw3lFQEmDwxQjTIqJDtMmuGBf4__o9tGyYt2wbkgIkh3k4brGSRvb2Vs918cXhu3LKgsW91kAFgfHBNJfjwg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman dan orang nya ramah""","","","","·","Rp 1–25.000","",""
"https://www.google.com/maps/place/Playground+Pc+Cafe+Kebon+Jeruk/data=!4m7!3m6!1s0x2e69f70047070d97:0xf593fe467567746e!8m2!3d-6.2038153!4d106.7691042!16s%2Fg%2F11m5_ggdb0!19sChIJlw0HRwD3aS4RbnRndUb-k_U?authuser=0&hl=id&rclk=1","Playground Pc Cafe Kebon Jeruk","4,7","(152)","Warnet","·","Jl. Panjang Arteri Klp. Dua Raya No.16, RT.1/RW.3","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzNd237QW_h1ARcN-h5AsIMip52NhN2NluJJb7158gQlwCaqxvlXeKgjTErq3SFdVkVyOwpUNM57yiY2Kua7rukNifcqsS5fOwxX9NYG6IGNlnShvYSDEZ2TPWL2yWgAhk5kw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana nyaman, AC dingin, dan kopi enak.""","","","","","","",""
"https://www.google.com/maps/place/Mutiara+Cafe+Batak/data=!4m7!3m6!1s0x2e69f7e4a80bbe91:0x29f3f10e5820ac34!8m2!3d-6.183254!4d106.756636!16s%2Fg%2F11hzc__ry7!19sChIJkb4LqOT3aS4RNKwgWA7x8yk?authuser=0&hl=id&rclk=1","Mutiara Cafe Batak","4,8","(68)","Kafe","·","·","Buka","· Tutup pukul 04.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgxCHTTI8f1efBy1qB-tAlY3pf9Qo3Hpl3UoZSmrJrDrYvLC1Vf_9RHltCxHuP4nMCJW8VFm32j4RO7poa-skG9F84mn0y_3oGSUFvM5Dpd4vnhdGby2X5Aq7rf-J_FkDKgdBfhQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak sih mau kesana lupa tempat nya
Nomor nya bosku""","","","","","","",""
"https://www.google.com/maps/place/King+House+Cafe+%26+Billiard/data=!4m7!3m6!1s0x2e69f742a216b419:0xd48f5207b46fe1eb!8m2!3d-6.1859511!4d106.7746609!16s%2Fg%2F11wj4lqyw1!19sChIJGbQWokL3aS4R6-FvtAdSj9Q?authuser=0&hl=id&rclk=1","King House Cafe & Billiard","4,7","(12)","Kafe","·","Jl. Kb. Raya 2 No.63, RT.1/RW.1","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHo_qnLA6srYphNBkACj3JS9b7WiBtCVOyWcmUjouKIwlLcBU9e0UDkfG1mc_qPUD7ftCM0mAu7_3Y_VTgPnaZIuYGFuWIF_bAFGwpuh6SVijE384U6BGMaLjBJwXUXHJFzqEpy=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap, bisa pesan sesuai selera kita lagu, F & B""","","","","","","",""
