"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Warkop+Turunan+Kepo+3/data=!4m7!3m6!1s0x2e69f700436534e7:0xe0dc6bd74e980529!8m2!3d-6.2021053!4d106.7694398!16s%2Fg%2F11x07tdgvt!19sChIJ5zRlQwD3aS4RKQWYTtdr3OA?authuser=0&hl=id&rclk=1","Warkop Turunan Kepo 3","5,0","(13)","","","Kedai Kopi","·","","Jl. Panjang Arteri Klp. Dua Raya No.20, RT.6/RW.13","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MK3o3_i_pYwpSqN4HBZBzg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=87.543335&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Asik banget tempatnya buat nongkrong,","","","","","makanan","nya enak-enak dan murah 🫰🏻"""
"https://www.google.com/maps/place/Salad+Buah+Dapur+FC+%28Food+Choice%29/data=!4m7!3m6!1s0x2e69f70b07ababd5:0x929c033ba46af0ae!8m2!3d-6.1921659!4d106.7642847!16s%2Fg%2F11j5_zr5y9!19sChIJ1aurBwv3aS4RrvBqpDsDnJI?authuser=0&hl=id&rclk=1","Salad Buah Dapur FC (Food Choice)","4,8","(5)","","","Perusahaan pengolahan makanan","·","","157 Jalan Melati, Jl. Perjuangan Jl. Melati No.157, RT.12/RW.10","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKpyDfdkvWm91wv9sdODnn2nb413OO6GaB9ENLqKUD8nbCsUWKmHoOpfU80HMw0tQj-rdMtUfh6AJ_0m8XDCBYo-q_OZPrfb7NDoAIauYxmc9FTm3IirWVlGtgNV_XNIYOip-x8g=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""susa sama saosnya tp buah pir sm apel nya tidak di kupas""","","","","· 22.45 · Buka Min pukul 12.30","",""
"https://www.google.com/maps/place/Bakso+Aan/data=!4m7!3m6!1s0x2e69f7112e8ddec7:0x2fd78cd767621a8e!8m2!3d-6.1935069!4d106.7553415!16s%2Fg%2F11c1q97b11!19sChIJx96NLhH3aS4RjhpiZ9eM1y8?authuser=0&hl=id&rclk=1","Bakso Aan","4,4","(1.115)","·","Rp 50–75 rb","Bakso","·","","11, Jl. Pesanggrahan No.8C 11, RT.11/RW.3","Menu kaki lima Indonesia di kedai nyaman","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEk--eTPI59GpNW_dgr3Hf9OjOztxSTwT8zBuI6QL7WfuNMBimM24TmWYipCLobW9b55O99jyRhkTjXsRE1-FpxNu1figlnFaYoMNQim41PaEE04P---Dv-9M2wToNiA1EuU2q10g=w144-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Disajikan mirip dengan rasa kuah pho, tapi tanpa sayur tauge & basil.""","https://www.google.com/viewer/chooseprovider?mid=/g/11c1q97b11&g2lbs=AIBNGdWePKCBeUziMGySjpuPusR1yQS4AHIxpJ18Ez4b-KQlrloERSQPQapIZMlXnvtEJiEMPmt6JPk1sl7WPn6l33hqhLFQ4g%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qabjadaPIo-wseMPpPmhqQI&ei=qabjadaPIo-wseMPpPmhqQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 10.00","",""
"https://www.google.com/maps/place/Mahato+Coffee+Rooftop/data=!4m7!3m6!1s0x2e69f781f7ed59ad:0xc1cc5eb5e9a26b84!8m2!3d-6.2001289!4d106.7876554!16s%2Fg%2F11sg_fl3m6!19sChIJrVnt94H3aS4RhGui6bVezME?authuser=0&hl=id&rclk=1","Mahato Coffee Rooftop","4,5","(512)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Kyai H. Taisir No.2 B, RT.2/RW.11","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQ9z4yDSGVh4STbKxChJdfKWBPLDX0pQD1tc39GezsSZOux3ueCgw9HiHR0e9rxhcv5MYqX_7P8kL1qknNB3iZSKLZJ0j_Jq-b1IexjB7SAEbrCZrdgIOldggR7i7OtFR1xtmf5w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Serve nya terhitung cepat, tempat nya enak","","","","· Tutup pukul 03.00","makanan","dan minumannya enak"""
"https://www.google.com/maps/place/Agz+foods/data=!4m7!3m6!1s0x2e69f7fb257a57b5:0x92c607cee227c61b!8m2!3d-6.2037088!4d106.7674137!16s%2Fg%2F11j9ch63ry!19sChIJtVd6Jfv3aS4RG8Yn4s4HxpI?authuser=0&hl=id&rclk=1","Agz foods","5,0","(6)","","","Toko makanan beku","·","","·","Jl h alimun no 20 B rt 05/03, Jl. H. Alimun No.20B, RT.5/RW.3","Buka 24 jam","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q8RUVUF62R9jPLHDGUXnNg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=34.364723&pitch=0&thumbfov=100","","Ambil di toko","","","","","Pesan antar",""
"https://www.google.com/maps/place/Warung+Pengkolan+Ma%27+Yati/data=!4m7!3m6!1s0x2e69f692a4215d5d:0x3a1a1f2e8f9e8d2a!8m2!3d-6.188125!4d106.7951894!16s%2Fg%2F11g71vb1d8!19sChIJXV0hpJL2aS4RKo2ejy4fGjo?authuser=0&hl=id&rclk=1","Warung Pengkolan Ma' Yati","4,7","(20)","·","Rp 1–25.000","Jawa","·","","·","Jl anggrek nelimurni C12B, RT.10/RW.1","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb65CZ21nrdTuuXGRx3MnWN4v1OHFojrVcFb7qF-2GYPNOcqL1p7CtZcWFqfWovDKgE1v6rxSz7iHZYyX_bksrRVY7jB6E1KDy_lL21gtEGahF64GqSfWmSDhuumr1mHhDF5PxpA=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada nasi putih & uduk, udah termasuk lalapan.""","","","","· Tutup pukul 00.00","",""
"https://www.google.com/maps/place/Rumah+makan+putri/data=!4m7!3m6!1s0x2e69f75698ac6baf:0x202d251f466befc2!8m2!3d-6.2042779!4d106.7846504!16s%2Fg%2F11gzpj07l4!19sChIJr2usmFb3aS4Rwu9rRh8lLSA?authuser=0&hl=id&rclk=1","Rumah makan putri","5,0","(4)","","","Rumah Makan","·","","Jl. Palmerah Barat VI No.10 7, RT.7/RW.10","","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YnKLSYlkgxsWK8c4RArz-g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=136.89331&pitch=0&thumbfov=100","","Makan di tempat","","","","· Buka Min pukul 09.00","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Rumah+Makan+Pelangi/data=!4m7!3m6!1s0x2e69f6c23c953599:0x12371217b97e25f1!8m2!3d-6.1991509!4d106.7877582!16s%2Fg%2F1hf0t7fwp!19sChIJmTWVPML2aS4R8SV-uRcSNxI?authuser=0&hl=id&rclk=1","Rumah Makan Pelangi","4,1","(22)","","","Indonesia","·","","Jl. KH. Taisir No. 1, RT. 11/ RW. 06, Kemanggisan, Palmerah, RT.5/RW.11","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOBFHGJQ251rEq6fcNxdrBXb6Kfm598msP0F6tvFOTyFGGlCM5Ov1tqOwRrke1s_kolYOXqjsQ0hyMy1ejI1jTxNFX_E4oCcCFHn7VQ8HxIbfTk2Tboohz5ZMxwERxckRKSlQ7=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Restoran favorit pas zaman kuliah dan masih di Binus.""","","","","· 23.00 · Buka Min pukul 16.00","",""
"https://www.google.com/maps/place/Momabi+Frozen+Food/data=!4m7!3m6!1s0x2e69f7c601ff7295:0x3e519fc5cd9e0b91!8m2!3d-6.1968139!4d106.7811929!16s%2Fg%2F11rw_gb9lf!19sChIJlXL_Acb3aS4RkQuezcWfUT4?authuser=0&hl=id&rclk=1","Momabi Frozen Food","5,0","(1)","","","Grosir","·","","Momabi F & D, Jl. Komp. Pertambangan Jl. Angsana No.51, RT.3/RW.5","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEs3G95R-VOCUuNVx52yT5U0RMsQ3F9iXoItEQX4xTs3xpjH-KKTJB3qn4faIK98h6HYAKHAP_q1hevNi0xgVm9qtxCZ1Gwx-6C9xeiLtceC717BYtRtv-TPH5R4oxSr-y3-RAd=w80-h117-k-no","","Pesan antar","","","","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/Shihlin,+Taiwan+Street+Snacks/data=!4m7!3m6!1s0x2e69f6c302f3f973:0x8ebe6185fa1746d6!8m2!3d-6.2007952!4d106.78484!16s%2Fg%2F11bwqq9djt!19sChIJc_nzAsP2aS4R1kYX-oVhvo4?authuser=0&hl=id&rclk=1","Shihlin, Taiwan Street Snacks","4,1","(169)","·","Rp 25–50 rb","Taiwan","·","","·","Jl. Kyai H. Syahdan No.18C, RT.7/RW.16","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFl8B9KgTvQPkK8YIO-RFyFMDdUtOmDy2zmw4rFXXhKxvh9UIrUHKPZUb5aQclVTVOXrt6DK-Ej_7xlLsHJKDA7Keyq8DlnEPULRxROqYf1hMDBjeP4ANl4fJ8l08C0PSS5R0s=w80-h131-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Selain ayam ada ubi yang jadi favorit juga""","https://www.google.com/viewer/chooseprovider?mid=/g/11bwqq9djt&g2lbs=AIBNGdVYjMFzOLsbkG6Xqt0w_b6z0mq5EKAgvwcIkiMa0385f9BsQnSuSm4GgxEv21jzoM7Guj7e_HuaLizIItW5H1aGBnH13A%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qabjadaPIo-wseMPpPmhqQI&ei=qabjadaPIo-wseMPpPmhqQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 10.00","",""
"https://www.google.com/maps/place/warmamey/data=!4m7!3m6!1s0x2e69f756eead5f5f:0xf353b28597dc261a!8m2!3d-6.2007101!4d106.770149!16s%2Fg%2F11tp02jt40!19sChIJX1-t7lb3aS4RGibcl4WyU_M?authuser=0&hl=id&rclk=1","warmamey","5,0","(2)","","","Toko Makanan","·","","Jl. Musyawarah No.3A Rt02, RT.2/RW.13","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2Vc1MCabMPPQ3LLzh8LBz9U1NrwKDMRHrpsZKNqCIAWJ6D8iX625tfDfiSTCELlFC2lBqag5SpQFiu7BKdCKOYw-R1g27tGS6kWQdwX_QoQ8KwxggKf_GSn5ku6gyMwH-bGIv=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","Makanan","enak enak, cocok buat anak kosan ."""
"https://www.google.com/maps/place/GRAND+WINGHENG+Hongkong+Dimsum+Tanjung+Duren/data=!4m7!3m6!1s0x2e69f7ab768ecc97:0xdab035fdb01293bc!8m2!3d-6.1756583!4d106.7834283!16s%2Fg%2F11rygz7fq1!19sChIJl8yOdqv3aS4RvJMSsP01sNo?authuser=0&hl=id&rclk=1","GRAND WINGHENG Hongkong Dimsum Tanjung Duren","4,8","(5.029)","·","Rp 50–75 rb","Pangsit","·","","Jl. Tanjung Duren Raya No.76, RT.7/RW.5","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEiqDSP6_ypqYfEsWPPc9qPaqczdTFmjK3NJyR06P1WgmwoeWATWiGwbvAl8Zfk3pYZfO0cKu13acdab6cZzJL7BQ1SZzgKQL1LzL9sMsOAdQVbXkusgr8tozw9FLUD4CkTZ-hultj4jlU-=w207-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, ambience nya luas nyaman buat kumpul makan bareng.""","https://www.google.com/viewer/chooseprovider?mid=/g/11rygz7fq1&g2lbs=AIBNGdUc2rxeqvE8hHZAEHTba_UIcuf_-CZ_zHVo6N4BbXSATR71yJAVgS4gnASbzrpk4p0cSsQVdUJ02S7c6KPvdr4VKsqj7w%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qabjadaPIo-wseMPpPmhqQI&ei=qabjadaPIo-wseMPpPmhqQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Kue+Dongkal+Jajanan+Tradisional/data=!4m7!3m6!1s0x2e69f7026ec7fb3f:0x4f674f1cd3e98dc7!8m2!3d-6.1854098!4d106.7707713!16s%2Fg%2F11fxymmbvk!19sChIJP_vHbgL3aS4Rx43p0xxPZ08?authuser=0&hl=id&rclk=1","Kue Dongkal Jajanan Tradisional","4,1","(11)","","","Betawi","·","","6, Jl. Kebon Raya VI No.1, RT.2/RW.1","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEe4B4M71jsUmQhl5WzFl42W-85eR2toNWIX5Z8yiEeR39M0e5svG9cBHAnIUFJxa1ZlB64lIbQPZwlKBi24J6hyz-03BiQCoe8qkEqsKmH7RP02NiAOGT0oGlyM9_8tJcG7Kf2DQ=w122-h92-k-no","","Makan di tempat","","","","· Buka Min pukul 16.00","Bawa pulang",""
"https://www.google.com/maps/place/Prestige+Aqiqah+Jakarta+Barat/data=!4m7!3m6!1s0x2e69f7882e6dcf53:0xce89e195a8682dc9!8m2!3d-6.1875957!4d106.7705647!16s%2Fg%2F11xn8vhnfq!19sChIJU89tLoj3aS4RyS1oqJXhic4?authuser=0&hl=id&rclk=1","Prestige Aqiqah Jakarta Barat","5,0","(153)","","","Katering","·","","Jl. Sahabat Baru No.28A, RT.7/RW.1","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzZAnEswmxJYm1p8bj2ERmpedWknVTwaTRBKB6SRFmifalZ10gamaYoo3q1OY1PP964sw5tnKbAkfHGbIFCU7z5G9NA0U2vsd0KKKTXQ6Z0-Ke1veCV8hoeGmOrHDG73FTTL_15MfFvJfj=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakannya enak, dagingnya empuk, dan bumbunya pas.""","","","","· Buka Min pukul 09.00","",""
"https://www.google.com/maps/place/Warung+Makan+Betawi+Tulen+%27BONTOT%27+kemanggisan/data=!4m7!3m6!1s0x2e69f7e3d5e3cc0b:0xf37f0d49921e2d9a!8m2!3d-6.1928961!4d106.7880954!16s%2Fg%2F11t_q_233b!19sChIJC8zj1eP3aS4Rmi0ekkkNf_M?authuser=0&hl=id&rclk=1","Warung Makan Betawi Tulen 'BONTOT' kemanggisan","5,0","(9)","·","Rp 25–50 rb","Rumah Makan","·","","Jl. Kemanggisan Ilir II","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOhwGt831XcrhIA6l6SH02jb9DqEUa1_WNgZ14ih8wpkdYoZ_XQA6uZieRwurUCkm0Z3eZ4XH2DIvEPH6GaADjVZXrsz1qL06RT-Vailb0B28CLox9Pn_R2ZrdOCiRyWHY5rIwEw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","· Buka Min pukul 08.00","Makanan","enak dengan suasana nyaman"""
"https://www.google.com/maps/place/Renafoodies+Jakbar/data=!4m7!3m6!1s0x2e69f7173ba1cbef:0x4295a1c010a41f71!8m2!3d-6.2046595!4d106.7599172!16s%2Fg%2F11fsgzbx1r!19sChIJ78uhOxf3aS4RcR-kEMChlUI?authuser=0&hl=id&rclk=1","Renafoodies Jakbar","4,6","(16)","","","Pengiriman Makanan","·","","Srengseng Dalam No.32 4, RT.4/RW.5","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF24jh_uqR9Vv1NFrWW1AhTll28a1ddKQlLa6Mu41p1dJ6BByt13RhcgORXfR5EAlzhq41U4XtTA5qc7KBBBFsvJN-npWTP-AJP1IyojerpOUgcU4YDt8akf-R1HnvBmjBzYa8ZQA=w80-h106-k-no","","Bawa pulang","","","","· Buka Sen pukul 10.00","Pesan antar",""
"https://www.google.com/maps/place/Sate+dan+ayam+bakar+suramadu/data=!4m7!3m6!1s0x2e69f7b05708f525:0x5ffb7229a419f1c0!8m2!3d-6.1874461!4d106.8040663!16s%2Fg%2F11pdmlbnnj!19sChIJJfUIV7D3aS4RwPEZpCly-18?authuser=0&hl=id&rclk=1","Sate dan ayam bakar suramadu","4,9","(86)","·","Rp 25–50 rb","Ayam","·","","Jl. Apus 4 No.7","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcl697XOraGV8zsiAPp--VYVkvTgCB8m8q3kgwyGQzqbWHK9Q8I6S7IltnSh1fyU5_MZlZuxgmkB_L6Fjk8lLQoUlW21je2xHoNqbDqxDeKvhXrmOLowl0C_mDtNZhyul7uNv9Ww=w153-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sate nya enak mantap banget
Rekomendasi dan wajib coba!""","https://www.google.com/viewer/chooseprovider?mid=/g/11pdmlbnnj&g2lbs=AIBNGdVOR0s2D_Fqe86tJvPTd6GkzpZhxQI_n0H4Qx4slO5i9uvHosBVGcesvad5QxFBrbVPjbhQBAa666VeiPmEKRR8q3UCtA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qabjadaPIo-wseMPpPmhqQI&ei=qabjadaPIo-wseMPpPmhqQI&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","· 23.00 · Buka Min pukul 09.00","",""
"https://www.google.com/maps/place/Jiromart/data=!4m7!3m6!1s0x2e69f6fb6a90ae51:0x49b14d2800cb04d2!8m2!3d-6.1865504!4d106.7778273!16s%2Fg%2F11b7jfrp31!19sChIJUa6Qavv2aS4R0gTLAChNsUk?authuser=0&hl=id&rclk=1","Jiromart","4,2","(99)","","","Toko Makanan Alami","·","","Jl. Arjuna Utara No.17 1, RT.1/RW.2","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaMYIXdKThx02psaGL_AZ9r_piXTQpCb26jCXdxfMNr_MTIMPU-68j8-G8EdAQKbxkIeCG1gDpp2VNEjHcSzdsCyYbjQCrTwNKchZ0JSfAK92PGDvHx8MJBdc7pQhfIrvKTJYW=w86-h92-k-no","","Pesan antar","","","","· Buka Min pukul 10.00","",""
"https://www.google.com/maps/place/Zamzam-shop/data=!4m7!3m6!1s0x2e69f730be07adb3:0xa3a981aeffb40d6b!8m2!3d-6.1934529!4d106.7651307!16s%2Fg%2F11j4m8hn36!19sChIJs60HvjD3aS4Raw20_66BqaM?authuser=0&hl=id&rclk=1","Zamzam-shop","5,0","(5)","","","Toko Makanan","·","","Jl. F Perjuangan Jl. Jeruk Manis 5 No.11, RT.10/RW.10","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNhhZ2Onhx8KLbVffCiusNNp_ePsNIRFpeBn1MH0urt16EMp8N1iEJtj4QmTE6VL-VEwVyXfQ0iekKpyKwp6VJuFRJXAQPkvNCFeS6eVnQpZWUrYm9q-u-w_wF9cFYt43iPZg=w80-h106-k-no","","Pesan antar","","","","· Buka Min pukul 09.00","",""
"https://www.google.com/maps/place/Warung+Kempoel+%28Katering%29/data=!4m7!3m6!1s0x2e69f6c6d09fd55d:0xcb505f3d81882d4a!8m2!3d-6.2038042!4d106.7907307!16s%2Fg%2F11bxg0vy82!19sChIJXdWf0Mb2aS4RSi2IgT1fUMs?authuser=0&hl=id&rclk=1","Warung Kempoel (Katering)","4,5","(156)","·","Rp 1–25.000","Restoran","·","","·","I No, Jl. Kemanggisan Pulo No.2, RT.2/RW.3","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM9Da_hIhGqZC55wGyIA6cA0EvGxr6if0mQLuVn6VW4Z7zW-UowEDwaBUzDmvNtyi0LGscQMPYrwZ_W0iW-kwQ9r-iVYJppGuRLgOFInSc2QRZ0ZMxB0_OxMPCO1hXOYBk7TBB=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan mantap, berbagai macam variasi menu dan harganya murah""","","","","· Buka Min pukul 07.00","",""
"https://www.google.com/maps/place/Kue+cubit+mang+udin/data=!4m7!3m6!1s0x2e69f7631c25115b:0xfd55926246ffb4b4!8m2!3d-6.189612!4d106.76413!16s%2Fg%2F11ncm5cf00!19sChIJWxElHGP3aS4RtLT_RmKSVf0?authuser=0&hl=id&rclk=1","Kue cubit mang udin","4,5","(6)","","","Toko Roti","·","","Jl. Kedoya Agave Raya No.20 Blok A1, RT.10/RW.4","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0GPaT4PLeuUPyVdkG5Wcui9LBo41niegouPnw_cWXFsJu9QDEc2WJQHw5TCUaug4pNJ7o1jpWhlqivupxmbEfDPU4jlC6K5s02f2njIV8W3xZPr1C5HlRVjjYfpxzFFBqnN-s=w80-h106-k-no","","Belanja di toko","https://www.google.com/viewer/chooseprovider?mid=/g/11ncm5cf00&g2lbs=AIBNGdXdV2bJy5d3VrvixhS0nZL4ZQGEUjrUMbh4ek1TpV2Y_u90xIKGk4FOGh_nISDHKgJSZfoYiNC4_88zemWOMf4fYnekwQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=q6bjabKHMZaNseMPr-aR6AU&ei=q6bjabKHMZaNseMPr-aR6AU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Tutup Min pukul 04.30","Ambil di toko","Pesan antar"
"https://www.google.com/maps/place/%2B62+Coffee+%26+Space+-+Tanjung+Duren/data=!4m7!3m6!1s0x2e69f70063e60ead:0xfc4682ba2eff0226!8m2!3d-6.1795611!4d106.7834948!16s%2Fg%2F11w9r5n0c2!19sChIJrQ7mYwD3aS4RJgL_LrqCRvw?authuser=0&hl=id&rclk=1","+62 Coffee & Space - Tanjung Duren","4,9","(1.323)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Tanjung Duren Raya No.10","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSDGL9dCggMcNdqz_s_WRgO3V2KfQJokpo9NdG4KBO4R-krPPg_XABRQ8LTzHRWvLFDhDWT_Bzi35KUbSPgezQo0Vt095E9ba1WgJ8bZmOJDS-BJqA_Eb0nBnF19nUSC0rSFz6E80UtTyx=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya dan minumannya enak, tempatnya nyaman dan pelayanannya bagus""","https://www.google.com/viewer/chooseprovider?mid=/g/11w9r5n0c2&g2lbs=AIBNGdUEzM_aB2bDsdWdqhO0LHZpImshfbUWtV9q8hkgsqGs8gJ8-oUzJxKsR_FufPlc7Ydu35ADgzJVx5DPlRuIfWIOBcNLeA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=q6bjabKHMZaNseMPr-aR6AU&ei=q6bjabKHMZaNseMPr-aR6AU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Tutup pukul 01.00","",""
"https://www.google.com/maps/place/The+good+habit/data=!4m7!3m6!1s0x2e69f7c52eecfcef:0xeda960473e6ae104!8m2!3d-6.1858865!4d106.768974!16s%2Fg%2F11fn7v7bvz!19sChIJ7_zsLsX3aS4RBOFqPkdgqe0?authuser=0&hl=id&rclk=1","The good habit","2,6","(63)","","","Restoran","·","","Jl. Duri Tol No.9B 6, RT.6/RW.1","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHB5ya9kKKUqaYCMMyeW0JhW6pdAQYE71RQE9-pZsm0rkH9vAejNb2_2TL4Y27rickI5uo-iO0ckx8FW-7IwS58oXy6MciXswuJ55opuZhiJSHPE5cOYxK-OXPviKXmgfrV3Rc=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sayang ayam teriyaki nya pakai tepung.""","","","","· Buka Min pukul 10.00","",""
"https://www.google.com/maps/place/Rumah+Makan+BPK+Nangin+Milala/data=!4m7!3m6!1s0x2e69f659e799f21b:0x614dcb043b375ab4!8m2!3d-6.1739506!4d106.7830235!16s%2Fg%2F11cn9_kz62!19sChIJG_KZ51n2aS4RtFo3OwTLTWE?authuser=0&hl=id&rclk=1","Rumah Makan BPK Nangin Milala","4,2","(692)","·","Rp 50–75 rb","Restoran","·","","·","Jl. Tj. Duren Barat 1 No.3A 1, RT.1/RW.3","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEy2qqFACTmz3b4v3bDMaD-BjX7iZmW45g3u0HAsWqDmX-a6AjTGTsjJ6n2Zn2EPcki6lgEpMNvZd6gBJD4l6_yGFCBhPQY5t6kWOxrnlnjlVjYAhB0A5_8FHSipcohs63mpcab=w194-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sambal cabe hijau nya enak, bipang nya enak di makan pakai cabe""","https://www.google.com/viewer/chooseprovider?mid=/g/11cn9_kz62&g2lbs=AIBNGdVja-FbjlEXdTBzd8yF5bwVeeplERBnhaXuW42WMYH-JqaZMwD0t4F1FDFu7OZvLXUaLHEV4yjL2SMNnuhnC5TkLBTnTg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=q6bjabKHMZaNseMPr-aR6AU&ei=q6bjabKHMZaNseMPr-aR6AU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Warung+mama+zia/data=!4m7!3m6!1s0x2e69f734250a1d71:0x719973c6b8b8ca6a!8m2!3d-6.1926278!4d106.7783!16s%2Fg%2F11sq_mm5hz!19sChIJcR0KJTT3aS4Rasq4uMZzmXE?authuser=0&hl=id&rclk=1","Warung mama zia","","","","","Toko Makanan Alami","·","","Jl. Gili Sampeng No.4, RT.5/RW.4","","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s6UIHguzktCtY9SqCnZVvg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=0.80668825&pitch=0&thumbfov=100","","","","","","· Buka Sen pukul 10.00","",""
