"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Nasi+Campur+Legendaris+ko+Belo+sejak+1956/data=!4m7!3m6!1s0x2e6993068739b22d:0x69302b8f76878f6c!8m2!3d-6.1858394!4d106.777256!16s%2Fg%2F11rv6f0g90!19sChIJLbI5hwaTaS4RbI-Hdo8rMGk?authuser=0&hl=id&rclk=1","Nasi Campur Legendaris ko Belo sejak 1956","","","","","China","·","","Gang Koja kebun 4b No.4, RT.8/RW.4","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFBPNQ_CdnI6os91UAexDeaboVTldyu3YguOqB4VMU7vKNbGA3JXXDRKs4ffnG7MjZtrqyX4DB7V0dbUVO4Q3Jgfs1AHkt2gckoh9gAg5Ry4nkOn-ToemvIsGj-jvC6t6DdThwTQ=w122-h92-k-no","","Makan di tempat","","","","· Tutup pukul 23.55","Drive-through","Antar tanpa bertemu"
"https://www.google.com/maps/place/Gandy+%26+Co.+-+Steak+%26+Bakery+kedoya/data=!4m7!3m6!1s0x2e69f759d08e765d:0x3192090e87c3caa!8m2!3d-6.1835552!4d106.7617102!16s%2Fg%2F11llrdy9fs!19sChIJXXaO0Fn3aS4Rqjx86JAgGQM?authuser=0&hl=id&rclk=1","Gandy & Co. - Steak & Bakery kedoya","4,4","(795)","","","Steak","·","","·","Jl. Kedoya Pesing No.A15. No.29 Blok A15, RT.1/RW.4","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlmhK0EGp1wqLYi85f8LygaA8DGJiI5J71F4ky7CjcNKtf0KO8s2znZsUPwUA2fpk0IurMPrw35Hk5Ngiua8cEVl2_agNxjImXDrUGXDBzQwf7iz-p3k7MRwB9DZ5LkitQ2z2Mww=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""super delicious food 😘😘😘😘😘
ada harga ada kualitas, pelayanan juara""","https://www.google.com/viewer/chooseprovider?mid=/g/11llrdy9fs&g2lbs=AIBNGdV6U0ApTv2zV-qaLBXkkTVi1AxHfjB371kXRFbQlQD3AB7ah3rI3wHeq1l-4RGpBoF5sfGmz7ijQp6CPqcw5Et9OUjezw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 11.00","",""
"https://www.google.com/maps/place/Seja+Coffee/data=!4m7!3m6!1s0x2e69f747b392bd13:0x745435fda30995d7!8m2!3d-6.2036737!4d106.7762176!16s%2Fg%2F11r4bdlhxx!19sChIJE72Ss0f3aS4R15UJo_01VHQ?authuser=0&hl=id&rclk=1","Seja Coffee","4,7","(47)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Harun Raya No.5b 4, RT.4/RW.7","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUgZs2yTAreqBIHP7D8S0pPqZ3Gs--hUHwiYU61nOALlG1lgqKE_6887GaXNK_LFgI1sOwyYwF6JwqWgjFjya_SfGqVfaCEj63qm20HwsxYrPJ6C32uG9kmJ4zYdLeInV8uMhrXA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman, harga menunya worth it bgt ya""","https://www.google.com/viewer/chooseprovider?mid=/g/11r4bdlhxx&g2lbs=AIBNGdU7W6K774DgUL8p3uXCiuACR6S4W-TLB66e40JZkyBrU39-1Y4R5If6GoiC2uRueflD4FNVhg4Uso20wVzbS26t5MbMaw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· 23.00 · Buka Min pukul 14.00","",""
"https://www.google.com/maps/place/Rumah+Makan+Cahaya+Baru/data=!4m7!3m6!1s0x2e69f6c36b5326db:0x335ebb1dd110442c!8m2!3d-6.2021333!4d106.7842236!16s%2Fg%2F11hbntpnx5!19sChIJ2yZTa8P2aS4RLEQQ0R27XjM?authuser=0&hl=id&rclk=1","Rumah Makan Cahaya Baru","4,5","(20)","·","Rp 1–25.000","Padang","·","","·","9, RT.9/RW.15","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFL6KESFJFa1AM7WtJ05U265j_iM7iJabAuMN8rANlM9-rS7LBYaazwU2J2U7YjyU1jOEeAK8ZsqgRXPiFk62gJco-c5YiB_TOOrqABhpgF9wZadXtJinU6JLO91H4wlYWlvWZV=w163-h92-k-no","","Makan di tempat","","","","· Buka Min pukul 09.00","Bawa pulang",""
"https://www.google.com/maps/place/Fajar+International+Restaurant/data=!4m7!3m6!1s0x2e69f70fe6295a35:0x5125bcf65a476610!8m2!3d-6.1871647!4d106.7556957!16s%2Fg%2F11fkn1612x!19sChIJNVop5g_3aS4REGZHWva8JVE?authuser=0&hl=id&rclk=1","Fajar International Restaurant","4,2","(630)","","","China","·","","·","Jl. H.Briti C No.38, RT.1/RW.7","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJonHihvuJcJnjWwxSySyOXedzedRzIhhsmcA21JMoxt8hEMU83g-4mg2IYHmMDSPTKF7ZZMh5amWTUVHojq3KiLC-nKj-_uEu6IGhujss3rldE4dfprZu4jC5N9UiCa71k_OOyA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ayam rebus hainamnya enak, empuk dan fresh,pas ga keasinan.""","https://www.google.com/viewer/chooseprovider?mid=/g/11fkn1612x&g2lbs=AIBNGdWgCHaaxVL_GPnJKn1PfSMb9FgelVhWa27q0DGSwg5UEAsRupFCnWcN98C2b2IVhR5aCEQT8WunOpjOdcnswWBWI4Iuww%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 11.00","",""
"https://www.google.com/maps/place/Olly%27s+Cafe+and+Cake/data=!4m7!3m6!1s0x2e69f71b5c682085:0x4a9574f266ccc16d!8m2!3d-6.189659!4d106.7638365!16s%2Fg%2F1td81lxm!19sChIJhSBoXBv3aS4RbcHMZvJ0lUo?authuser=0&hl=id&rclk=1","Olly's Cafe and Cake","4,5","(161)","·","Rp 50–75 rb","Restoran","·","","·","Ruko Tomang Tol Raya Blok A1 No. 15, Jl. Agave Raya Kedoya Selatan, RT.10/RW.4","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsMmMW_33uLrBeIfe9Q9qiB1ZncyobUI2-YnKJ9W2ZsxHTjEwv-2XjlfPneFj9lkQ5tfgRlMkr-6O4D74PQM1wmH2nJnVzBZpr9N73U780VPiGIQHYrm1S4XI5OXPdSEg2zhpD=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak.kue dan rotinya enak.""","https://www.google.com/viewer/chooseprovider?mid=/g/1td81lxm&g2lbs=AIBNGdUp8hB5Sqkbo_edEn4yLBhuKS-aJmJV7grYrVF2JdAix8C_yNoy2zZR5gW1dx508YE3oqXZK0cZwdg3xt7-43akSn37sA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 08.00","",""
"https://www.google.com/maps/place/Kantin+Esa+Unggul/data=!4m7!3m6!1s0x2e69f6fbb59a3235:0x55ae7c4515b26131!8m2!3d-6.1843237!4d106.7792735!16s%2Fg%2F11cjhl9cvx!19sChIJNTKatfv2aS4RMWGyFUV8rlU?authuser=0&hl=id&rclk=1","Kantin Esa Unggul","4,5","(78)","·","Rp 1–25.000","Restoran","·","","No., Jl. H. Sanusi Taming No.36, RT.1/RW.2","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjucxQomrGyH9UIqRSgb5jk97cYA1DsXC_x_bOBLXpPvz1sjaL2bLrS0YLRlyf4WATiEY1CIwl72N8MOsk2ntLn8vgQh0VsodmIzXUTm0RfMrNNlwuZH0iDTtPyE1F0kd009NteFrQ92dH=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomended mie goreng katsu sama somaynya the best""","","","","· Buka Min pukul 10.00","",""
"https://www.google.com/maps/place/Ay%27yam+Renyek+80/data=!4m7!3m6!1s0x2e69f6c2df7eee2f:0xb21981550b51c4cc!8m2!3d-6.2007429!4d106.7838107!16s%2Fg%2F11f3wt5nzt!19sChIJL-5-38L2aS4RzMRRC1WBGbI?authuser=0&hl=id&rclk=1","Ay'yam Renyek 80","5,0","(4)","","","Restoran","·","","Jl. Kyai H. Syahdan No.18 6, RT.6/RW.12","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1aOyI3tBK_2Xf29TPbnkFCYeNQ2KtsoBk37FovvMvFLA6q2_qZyN9zubDkjouVHBQ6SInook-TYvxDCMx5sBgk7jh8hNiFDiC93H6jBYPMeQu-I1sZG1zSCIMSjm6brXvCPOIYQ=w163-h92-k-no","","Makan di tempat","","","","· Buka Min pukul 10.00","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Lao+Lao+Huo+Guo+-+Pesanggrahan/data=!4m7!3m6!1s0x2e69f75aee8439bb:0xc4fc28ca2b6248e!8m2!3d-6.1871134!4d106.7550652!16s%2Fg%2F11h0cmmzmc!19sChIJuzmE7lr3aS4RjiS2oozCTww?authuser=0&hl=id&rclk=1","Lao Lao Huo Guo - Pesanggrahan","4,9","(2.590)","","","Hot Pot","·","","4, Jl. Pesanggrahan No.168, RT.2/RW.6","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjGwB6ffePgD4QMe3N_0jhlamrkaL-ecVZ6h6I9eHslBKSNSiOSn5f2VHnAYcCVjFz2-us4fu93x1KOE48ZA0c5C4xjSwR-Innft8Pm4KjAIXVoGha4SDZi-gRXRcYXwW57wB6=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","· Buka Min pukul 10.00","makanan","nya enak, staff nya ramah banget, ambience tempatnya nyaman"""
"https://www.google.com/maps/place/Warung+Bang+Zaenal/data=!4m7!3m6!1s0x2e69f6f26b0ff5a9:0xdf8360ef3b63eb42!8m2!3d-6.1865463!4d106.7900018!16s%2Fg%2F11g7197h56!19sChIJqfUPa_L2aS4RQutjO-9gg98?authuser=0&hl=id&rclk=1","Warung Bang Zaenal","4,5","(52)","·","$","Rumah Makan","·","","Jl. Kemanggisan Ilir XI No.3 13, RT.13/RW.8","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEH1SEPWfAnhwwtJS7z7H8iIgnlKmW28VMPg3u5mWf2g1RqRXCrcWzr6PEZsPVlGrpodX11OfMYgNRTyimtJ8TtlkTdhtUD1H74bKX-hfFRtNtnd0v8_S1wcpW0rVr4S1UofOev=w122-h92-k-no","","Makan di tempat","","","","· Tutup Min pukul 12.00","Bawa pulang",""
"https://www.google.com/maps/place/Warung+AA/data=!4m7!3m6!1s0x2e69f6c243aaa947:0xe8afacec10a1c35c!8m2!3d-6.2000766!4d106.7870282!16s%2Fg%2F11fylw2nq9!19sChIJR6mqQ8L2aS4RXMOhEOysr-g?authuser=0&hl=id&rclk=1","Warung AA","4,3","(19)","","","Restoran","·","","Jl. K. H. Cholil No.6 2, RT.2/RW.12","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-i_x2GSDqYkrRjexF-nA2LfT63WzmowNLLuOh-wfyUwPJbm6piqA6btM7f-BVS34yNcwdSyvZllim7uSJKiAK-68yztVHwzUhkoxWhLTUPhqeD7INNGvERqZI5qsSxFYeR3Dfwg=w133-h92-k-no","","Makan di tempat","https://www.google.com/viewer/chooseprovider?mid=/g/11fylw2nq9&g2lbs=AIBNGdXST04M6rxWb17pk9gR929dFxeCvUim1ydO1J1pyP_d1vXEvk81GfKcaKMJ3L6G2JTRKetX2tpFm_DVgcOgd0hpCn_gvg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Pizza+Hut+Restoran+-+Kemanggisan/data=!4m7!3m6!1s0x2e69f6e6239aecab:0x99f9111f328d59ee!8m2!3d-6.194767!4d106.781733!16s%2Fg%2F11bv2cg_6r!19sChIJq-yaI-b2aS4R7lmNMh8R-Zk?authuser=0&hl=id&rclk=1","Pizza Hut Restoran - Kemanggisan","4,6","(4.239)","·","$$","Pizza","·","","·","Jl. Kemanggisan Raya No.4, RT.11/RW.5","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJOUFZfVe1MFzv31vsRa-mrtjgUqnuSZho7yAhRt4j0n1Q4kjixplOrusTbqVY7ztzLGWZ-9jRICeIC_4OD5H__1Tujick59_m1Kty8x-Cdh4DEWjU2mZd6WKXTVl3EYuBzFIm=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya bagus, ramah dan makanannya juga enak dan tempatnya bersih""","https://www.google.com/viewer/chooseprovider?mid=/g/11bv2cg_6r&g2lbs=AIBNGdXiR7ILmvmWRjfYZhsO6GzpzReSiqTwi3sxVBu31uj5y6smH6vjx7JbYoHzo3zsjgo0MskzSA0H06NKQzbH3SXLlESa6A%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 10.00","",""
"https://www.google.com/maps/place/Playground+Pc+Cafe+Kebon+Jeruk/data=!4m7!3m6!1s0x2e69f70047070d97:0xf593fe467567746e!8m2!3d-6.2038153!4d106.7691042!16s%2Fg%2F11m5_ggdb0!19sChIJlw0HRwD3aS4RbnRndUb-k_U?authuser=0&hl=id&rclk=1","Playground Pc Cafe Kebon Jeruk","4,7","(152)","","","Warnet","·","","Jl. Panjang Arteri Klp. Dua Raya No.16, RT.1/RW.3","","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSHnOyVRbJ0ZzokFh92tKoixeIL3ZeOyn30iwmHxQtr4QdM6maAgKh9MjMldSwahj_AvEs4xiWkxBA8gQ6heqGhO-Jol6Mb1ung8bNOlyiR4zidCKGEZ5ODUmoex7UUFwn8jtNTb_zxceW=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak tempatnya bersih trus dingin pelayananya cepet""","","","","· Tutup pukul 02.00","",""
"https://www.google.com/maps/place/Nasi+Tumpeng+dan+Liwet+Jenk+Pipit/data=!4m7!3m6!1s0x2e69f7f4dbbd85e9:0xf60d37f760e9fadd!8m2!3d-6.1989643!4d106.7803233!16s%2Fg%2F11rk6gp3_1!19sChIJ6YW92_T3aS4R3frpYPc3DfY?authuser=0&hl=id&rclk=1","Nasi Tumpeng dan Liwet Jenk Pipit","5,0","(14)","","","Produsen makanan","·","","2, Jl. Raya Kb. Jeruk Gg. Pramuka I No.5, RT.2/RW.9","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjCY-94Wm5nj8OKkVcwRBE4O7INOcO5JqXivpnMTP_-Ul9o8FofgGVS1Qz9B_8IZspSJNhzutPHfa3I9CpYsZ7oINNwq4rVMMBJDv2qSWXe7cHkycncxmYYZx85cJ7hnBTQ1xe=w92-h92-k-no","","","https://www.google.com/viewer/chooseprovider?mid=/g/11rk6gp3_1&g2lbs=AIBNGdXDLPP0HJohfwnQvV6V-e69aB_9ZPztaLnklsrrALeXQfLPvXDFBEu9BLxOm9X31ziQf_5t3A5dMPYj6sL9n7ssmAOeog%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 08.00","",""
"https://www.google.com/maps/place/Pempek+Serbaguna+88/data=!4m7!3m6!1s0x2e69f7e0509f30f7:0xd07e06a23b7e7518!8m2!3d-6.2014059!4d106.7603966!16s%2Fg%2F11ll436xkz!19sChIJ9zCfUOD3aS4RGHV-O6IGftA?authuser=0&hl=id&rclk=1","Pempek Serbaguna 88","5,0","(15)","","","Pempek","·","","Jl. Lapangan Bola No.18, RT.5/RW.7","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1T1Kb3H-zkrLrMaCGCd0EPLn8Pa0nO0X4Wm3GjKfmzEDBMiEUG49BJDDqg2AU2H3edyWx8V71oi78LMzw9MDcgfQzjUU0YgbgWbe_vVBto3A0AEXXjwINPQ5H0oZWUHksQEjBYQ=w99-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""demi apa enak banget pempeknya .recomended guys !murah tapi ga murahan""","","","","· Buka Min pukul 07.30","",""
"https://www.google.com/maps/place/Pancong+Rest+Coffee+Rawabelong/data=!4m7!3m6!1s0x2e69f6da2d7936ad:0x62b73334544d8b4a!8m2!3d-6.2064728!4d106.7771765!16s%2Fg%2F11c1rfs3y2!19sChIJrTZ5Ldr2aS4RSotNVDQzt2I?authuser=0&hl=id&rclk=1","Pancong Rest Coffee Rawabelong","4,3","(4.154)","·","Rp 1–25.000","Restoran","·","","Jl. Sulaiman No.10, RT.10/RW.3","Kedai kuno dengan kue kelapa klasik","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeXKDVsWl7UJHSGNHGJtJMp3DV2-Rlf8USCqw6_a-Z8ukPSUTQvpDkkmXwxTRRWwX1Wj7OYaLAL6iQJoP4R66dW6_lCJx3viAPYHzhzyptUbZLCSYOQFsd4-EFAeQngfOzdBcZ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makan pancong disini, makanannya enak dan cukup terjangkau.""","https://www.google.com/viewer/chooseprovider?mid=/g/11c1rfs3y2&g2lbs=AIBNGdV0tRrKXpioRNVqpjRkdG5brXFjXaxMTunILlw0gxdI98J18j9P9cA_SqdzDYxHbIYqVh5zSfx-yCk9d5O8RAI4csArMQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Warung+Padang+Sidimpuan/data=!4m7!3m6!1s0x2e69f73ca147a303:0xc97803a8b526e86d!8m2!3d-6.2018516!4d106.7563363!16s%2Fg%2F11gcml9hnd!19sChIJA6NHoTz3aS4RbegmtagDeMk?authuser=0&hl=id&rclk=1","Warung Padang Sidimpuan","4,8","(28)","","","Padang","·","","Jl. Srengseng Raya","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwWMESpF9ufzk9aRtJftTF_896TPYdBii3Dp5YcEAjY_IpIuNtGyFHfTwadNj-85C-Cyo_zuHY5IULUHyLdoWZILeRnkMncyfXxzpW3nqrG01a8iunsX-KVglLg81BMJAfTFw=w163-h92-k-no","","Makan di tempat","","","","· Buka Min pukul 06.00","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Healthyfood.jakarta/data=!4m7!3m6!1s0x2e69f76f9b7f749b:0xd1f4dc4df546bb41!8m2!3d-6.1866361!4d106.7801491!16s%2Fg%2F11h2fgc4hj!19sChIJm3R_m2_3aS4RQbtG9U3c9NE?authuser=0&hl=id&rclk=1","Healthyfood.jakarta","3,3","(11)","","","Makanan Sehat","·","","Jl. Asem No.1 2, RT.2/RW.12","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHziyYV0mdp1PoWE3ijVnmdcPsXjl_GbZhzvTdaNbG4ecdPmhT_exumdU_2Aym04uNAoBGk3Sgpr40ePjkTqzr17DtfuBypUjgt691782QEMg4XbBRm1-wrYUB2TpibREE8L5Ad=w92-h92-k-no","","Makan di tempat","https://www.google.com/viewer/chooseprovider?mid=/g/11h2fgc4hj&g2lbs=AIBNGdWJuEo_iLfjROD0jHC7I3oJ6o6nzzKg6_tXziSn_KeDcSxNPLrwU4HkiMwg6UdBFC21tNhvKqhSjNgnsmGWJo_KZK_V4g%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=p6bjaZ2QINOgnesP7MrKiA0&ei=p6bjaZ2QINOgnesP7MrKiA0&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 09.00","Bawa pulang","Antar tanpa bertemu"
"https://www.google.com/maps/place/Cemilan+Bu+ERTE/data=!4m7!3m6!1s0x2e69f700060ae3a7:0x81ce49c6f5c67789!8m2!3d-6.1855601!4d106.7749684!16s%2Fg%2F11x2y1b59h!19sChIJp-MKBgD3aS4RiXfG9cZJzoE?authuser=0&hl=id&rclk=1","Cemilan Bu ERTE","5,0","(20)","·","Rp 1–25.000","Toko Kue","·","","Jl. Jeruk Nipis I No.22, RT.7/RW.7","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQc5T71M8qwZk0Ee11g-S89kveI1ri0UDSWaWfIZYis9bqUHjE7yNNsy3FJgTAfsYUL7tW3RQl0m26HLYy9y3XxWKpMS9VoN1JdOFVc5bZOCEE3WOSJOCXqrP8u-9vQAxiZayJOITCK5IA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","· Buka Sen pukul 08.00","Makanan","enak gurih nikmat, layanan top n super cepat"""
"https://www.google.com/maps/place/Ah+mei+cafe+kebon+jeruk/data=!4m7!3m6!1s0x2e69f71062942365:0x1c1a4950bf874ea!8m2!3d-6.1911796!4d106.7576859!16s%2Fg%2F1ptzzm132!19sChIJZSOUYhD3aS4R6nT4C5WkwQE?authuser=0&hl=id&rclk=1","Ah mei cafe kebon jeruk","4,2","(542)","·","$$","Masakan Asia","·","","Prisma Kedoya Permai, Blok D9, Jl. Perjuangan, Kebon Jeruk, RT.1/RW.7","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHs5wxAtCFawfKEGMzgAGxwlrlqtS5Y3eXWuC5PbytdmK5353-AV7JIlZS8FT4N0aJW9NSCXjR_Hpn-doGVgDUAkONzktb5T0HZCptoE1583G68PEU6qa6XxvCRY8OIRGFkQxc=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","· Buka Min pukul 08.15","Makanan","nya enak, kue n roti nya authentic bgt, uenakkk bgt."""
"https://www.google.com/maps/place/Toko+Po%27+Yayan/data=!4m7!3m6!1s0x2e69f6e15ff9b7b7:0x26b97bc161077de2!8m2!3d-6.1933309!4d106.7750572!16s%2Fg%2F11cn5pkcr3!19sChIJt7f5X-H2aS4R4n0HYcF7uSY?authuser=0&hl=id&rclk=1","Toko Po' Yayan","4,6","(16)","","","Toko bahan makanan","·","","·","Jl. Gili Sampeng VI No.26 9, RT.9/RW.3","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TX_7k2yA1PLKWvWjBLuPpA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=336.81256&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Penjual sangat ramah dan baik sekali.""","","","","· Buka Min pukul 07.30","",""
"https://www.google.com/maps/place/Warung+Jajan+palmerah/data=!4m7!3m6!1s0x2e69f7c68f672fd3:0x3026ef418118e57b!8m2!3d-6.2051781!4d106.7888579!16s%2Fg%2F11sr19c1t1!19sChIJ0y9nj8b3aS4Re-UYgUHvJjA?authuser=0&hl=id&rclk=1","Warung Jajan palmerah","4,6","(61)","·","Rp 25–50 rb","Sesuai untuk keluarga","·","","Jl. Palmerah Barat II No.07-08","","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7vowzG_Si-eYPRUr7zUd-ppyOLfKSRVPTHC1O5yRZgTuQ5xeDk7G8GGxBKZZ-bL6ARe10vETh3NaoWkZeaEAbZZjUfJBrzy9bdB9M7Y5AeEokoJeXbutJHX4bABGV5_1vIC6n=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gawaaaaattt daahhh

Kalo makan disini, jangan lupa minum""","","","","· 23.00 · Buka Min pukul 09.00","",""
"https://www.google.com/maps/place/Kopi+Lalu/data=!4m7!3m6!1s0x2e69f760456aa1a1:0x51dc62f8d07b4424!8m2!3d-6.1911404!4d106.7574816!16s%2Fg%2F11gy6370h6!19sChIJoaFqRWD3aS4RJER70Phi3FE?authuser=0&hl=id&rclk=1","Kopi Lalu","4,5","(149)","·","Rp 25–50 rb","Restoran","·","","·","Prisma Kedoya, Jl. Perjuangan No.11, RT.1/RW.7","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcVH0_62yCDV_qBerHikUVzZhhEUF4mMpq7dozxVm0b2C2iW5W3Th6HY7wncveE915VsJiN9yRgbRvDkzFdnzRjgv3qcNscqFt_4_webVXWwfgv-iUffX2KwrfhSB47qys640tXi16nkU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopi dan makanannya enak, tempatnya jg cozy""","https://www.google.com/viewer/chooseprovider?mid=/g/11gy6370h6&g2lbs=AIBNGdURqaLXLQwIR_vEXJVnt4D8U7aAN9JQIsnYiSUSSqdVAALSalK00mkjg0elUoMd9d7XMEfDw_8ov1KyvHYsEDqTLz3xVg%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qabjadaPIo-wseMPpPmhqQI&ei=qabjadaPIo-wseMPpPmhqQI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 08.00","",""
