"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/NASI+PADANG+MURAH+SUNAN+KALIJAGA/data=!4m7!3m6!1s0x2e7883004216c983:0xb29fb131c5877c56!8m2!3d-7.9482941!4d112.6060063!16s%2Fg%2F11xl9xwsyg!19sChIJg8kWQgCDeC4RVnyHxTGxn7I?authuser=0&hl=id&rclk=1","NASI PADANG MURAH SUNAN KALIJAGA","3,7","(85)","·","Rp 1–25.000","Indonesia","·","","Jl. Sunan Kalijaga No.15 kav 10","","Tutup","· Buka pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiRYCLTn2vE5Xb6nO84BwM_ZgroiYFEKQqOG-SDAeVFJd8NNo5xC__9_9qXCYRoTZfjlKWyM4CUQYtilcxumqem4ttwYtvRsTy9FIO5OIoFydaCO1IDbO1QbttrjNzf4_Xnd8lRQesjEQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan khas Padangnya terasa autentik, gurih, dan sangat cocok di lidah.""","","","","",""
"https://www.google.com/maps/place/Masakan+Padang+Mutiara+Minang/data=!4m7!3m6!1s0x2e78827dd7a8b5eb:0xcd2e78d9b86eefd3!8m2!3d-7.9604558!4d112.6137414!16s%2Fg%2F11gdkx0dx0!19sChIJ67Wo132CeC4R0-9uuNl4Ls0?authuser=0&hl=id&rclk=1","Masakan Padang Mutiara Minang","4,2","(19)","","","Padang","·","","·","2JQ7+RF9, Jl. Bendungan Sutami","Buka","· Tutup pukul 02.00 · Buka kembali pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZKxPpRGQ5N33ZdB0zzHmt4EkgG72uehAic5nKvBWvYkI4dWWd6p0EvtMgAmpEFssj3OEKQkU8HscfXh7tgKTtzdJUo1UdRlpcUbaVS6jIgJ4exG7TgCrP-RRmzYhkEnNLQjLJ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Maskana nya enak tpi kotor""","","","","",""
"https://www.google.com/maps/place/RENDANG+AMBO+LAPA/data=!4m7!3m6!1s0x2e7883469afcd757:0x411445ab29620a50!8m2!3d-7.9561625!4d112.6098423!16s%2Fg%2F11l4cqd16t!19sChIJV9f8mkaDeC4RUApiKatFFEE?authuser=0&hl=id&rclk=1","RENDANG AMBO LAPA","4,9","(7)","","","Restoran","·","","Jl. Bend. Sigura - Gura V No.27E","","Tutup","· Buka pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEh3BVkepA6feqN5jVxzOWVFPAzuHRnEX3mgrmn21Ras2am-dLfA8zXp568GOthzPat_nGt0Sir3G1r18kSz1kDMzjr2dVpWcOOCOQ35YJbJt704T2qKRE7Ox6O57n70ugftz-B=w163-h92-k-no","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/Rm+sakato/data=!4m7!3m6!1s0x2e78838b20c3059f:0x813b317919b7be83!8m2!3d-7.9383647!4d112.6022198!16s%2Fg%2F11h5tpdrs6!19sChIJnwXDIIuDeC4Rg763GXkxO4E?authuser=0&hl=id&rclk=1","Rm sakato","4,6","(309)","·","Rp 1–25.000","Padang","·","","Jl. Tlogo Indah No.kav c","","Tutup","· Buka pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcMAEJYXPlynnKlVlaYyYxGTRfIeQ_8nf8YO0zNnbbZ4eNAYxS8gBkkIu92tQ5HNrUZU7Wp98ik8oXn7WD_QdNBJO6XAaisOWzQ-PN-WvfUbQTDkl8Ruo_5T7oCmJk1w8h6BLJ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bumbu Rendang enak tapi yg kefoto cuman mujaer, harganya cuma 15k.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNXRwZHJzNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=pjD2aY3HFuCu4-EPgtaF0A4&ei=pjD2aY3HFuCu4-EPgtaF0A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/RM+Barelang/data=!4m7!3m6!1s0x2e788274d874c487:0x49594e4762e15147!8m2!3d-7.9426722!4d112.6168817!16s%2Fg%2F11b6g8qn_m!19sChIJh8R02HSCeC4RR1HhYkdOWUk?authuser=0&hl=id&rclk=1","RM Barelang","4,7","(214)","·","Rp 1–25.000","Padang","·","","Jl. Pisang Kipas No.26","","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvIp0PKxgSo6swOKeGuxl4v6VTHYHxG9iGsPmqCnUHX_e2rkGJtWqNmXrOQsXT0m0X4SUwhlX854g9G3JjVdEd0xpbGOdRiSoGuctCpqnYFw0vmyXMeS8m8jKi83Efm2Ov1aYHUw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""10/10 enak bgtt!!""","","","","",""
"https://www.google.com/maps/place/Rm.+Jaso+Bundo/data=!4m7!3m6!1s0x2e693c9bbad4cbc7:0xa58ea619a556b8d2!8m2!3d-7.9454587!4d112.6121166!16s%2Fg%2F11c0xjqr8n!19sChIJx8vUups8aS4R0rhWpRmmjqU?authuser=0&hl=id&rclk=1","Rm. Jaso Bundo","4,3","(3)","","","Padang","·","","Jl. MT. Haryono No.12","","Tutup","· Buka Sen pukul 09.00","https://lh6.googleusercontent.com/LjXhn-rCx4-lrd6204b-DOXP-6MZ_fUWUyiL2OJGm9Ea9Alhq1QhMIfEPbzB6pW9=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/PADANG+MURAH+TLOGOMAS/data=!4m7!3m6!1s0x2e788300692babb9:0x3ff340178124ec8d!8m2!3d-7.9341681!4d112.6043232!16s%2Fg%2F11xsb6l40p!19sChIJuasraQCDeC4RjewkgRdA8z8?authuser=0&hl=id&rclk=1","PADANG MURAH TLOGOMAS","4,3","(570)","·","Rp 1–25.000","Rumah Makan","·","","Jl. Raya Tlogomas No.12a","","Tutup","· Buka pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcLV4PsBL9UOpm6ORfPFcvliMbbtcTPrVPbx_6Ep94Yr83dTajAMitQXnE1GLmP3V3U98Ru3QE2Seu1XPhhutI7cY-o2rEX6-VhPeGFfUw6ZjBjxxZ7U-dUnB0_BNBQfiRMaZ72A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi","padang","favorit saya ya karena murah sih.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4c2I2bDQwcBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=pjD2aY3HFuCu4-EPgtaF0A4&ei=pjD2aY3HFuCu4-EPgtaF0A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Saera+Rumah+Makan/data=!4m7!3m6!1s0x2e78827a9b0fa9ad:0x54d8353764d7c20!8m2!3d-7.9530297!4d112.6101342!16s%2Fg%2F1hm2y_tvj!19sChIJrakPm3qCeC4RIHxNdlODTQU?authuser=0&hl=id&rclk=1","Saera Rumah Makan","4,0","(1)","","","Padang","·","","2JW6+Q3J, Jl. Gajayana","","Tutup","· Buka pukul 09.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CjihXgwcHdOUwXgwGnRTyA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=49.25463&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Minang+Sari+Baru/data=!4m7!3m6!1s0x2e788357e0fb0fd1:0x82e327bfb6412b29!8m2!3d-7.9618486!4d112.6132657!16s%2Fg%2F11g19p0zxj!19sChIJ0Q_74FeDeC4RKStBtr8n44I?authuser=0&hl=id&rclk=1","Rumah Makan Padang Minang Sari Baru","4,8","(77)","·","Rp 1–25.000","Padang","·","","Jl. Bendungan Sutami No.8A","","Tutup","· Buka pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkQTaUc2Jpia_xMmwd03yvoGpxR45dzi8z_Rtm2te1rZMaBGyDNMlMzxXP6-jv22ZQ29gntf0NwFtKp5zw9ryos1ZAxQg86kVQhh3SiJfnmVlV-9uk9VRxJQp3plsxmTINnOLG=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""masakan","padang","kikilnya enak empuk bumbunya meresap harganya juga murah.""","","",""
"https://www.google.com/maps/place/Masakan+padang+Restu+Bundo/data=!4m7!3m6!1s0x2e7883258fc2f179:0xc81ab3401c5f8563!8m2!3d-7.9577983!4d112.6103784!16s%2Fg%2F11sqchxzp3!19sChIJefHCjyWDeC4RY4VfHECzGsg?authuser=0&hl=id&rclk=1","Masakan padang Restu Bundo","3,5","(11)","","","Makanan Siap Saji","·","","Jl. Sigura-gura III No.1","","Tutup","· Buka pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGIwzclW62T7AjzUDdUHU2CEHaVoqAqFKSa6CQGXJq2PfEzoRI62fm8jy-Kz3WPa1vIdWaLASIKQ_uqXdlJFjDBr7wa_FyhsBo0tP35zkwFW01JFRRq3dJG1kIp2WeeH-IEg-4=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak bgt dan murahh""","","","","",""
"https://www.google.com/maps/place/Rumah+Makan/data=!4m7!3m6!1s0x2e78836213de8c25:0x6e62573538358674!8m2!3d-7.9496542!4d112.6061517!16s%2Fg%2F11g1kn3sj7!19sChIJJYzeE2KDeC4RdIY1ODVXYm4?authuser=0&hl=id&rclk=1","Rumah Makan","4,7","(3)","","","Padang","·","","3J24+4FJ, Jl. Sunan Kalijaga","","Tutup","· Buka pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAZVbnH6wDChpyW9l-IFIsD7CfUGqUNvB09yQm8VtkX90m2xazK82AqcHlMpNyEuVby0Bbnd6HHF6M_xaI_ACmGiPzETiw3B6C6pridInbKQY2TAKG2B9MnOmaqilR3GI0oI-I=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+%22Tunas+Harapan%22/data=!4m7!3m6!1s0x2dd629dbcb45f833:0xf5079e0d1f14a586!8m2!3d-7.9484488!4d112.6261337!16s%2Fg%2F11b6b8f2sm!19sChIJM_hFy9sp1i0RhqUUHw2eB_U?authuser=0&hl=id&rclk=1","Rumah Makan Padang ""Tunas Harapan""","4,5","(425)","·","Rp 1–25.000","Padang","·","","·","3J2G+JFC, Jl. Kalpataru","Tutup","· Buka pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDWT3VCefl8N1HV3cBpsZHowFBMuivchbGls72KF0fFy7b1Cn9k-kPVkbbQ9JEWA1-712ivl20p5_yRQ_EdYQuuCi1mMrcMOnoO5d_BvFtwbC58GgGrvY1WX5IG37Xh2Pm6JU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Rumah makan Padang","yg enak dan harga makanannya terjangkau.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmI4ZjJzbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=pjD2aY3HFuCu4-EPgtaF0A4&ei=pjD2aY3HFuCu4-EPgtaF0A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/nasi+padang/data=!4m7!3m6!1s0x2e78832d718b6deb:0xddad1a2742468940!8m2!3d-7.9470242!4d112.6103088!16s%2Fg%2F11t8gft16f!19sChIJ622LcS2DeC4RQIlGQicard0?authuser=0&hl=id&rclk=1","nasi padang","4,0","(1)","","","Padang","·","","Jl. Kerto Asri","","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNfRdz0BzsbhPX7cVeAu2qlAFKbrKbIVaEEQ9H-Ot2lPSy5y7aL5W-b2gAFffRuJ_sC2D_cTTBeaKSCJ-28TW-UpObUaEFsfuAal0Cy3-Yl7um0UXzZKjHaWlS0XiQF5z3Jpc4=w80-h142-k-no","","Makan di tempat","Ambil di tepi jalan","Antar tanpa bertemu","","",""
"https://www.google.com/maps/place/Kubang+Raya+Masakan+Padang/data=!4m7!3m6!1s0x2e788264a4037cdd:0x452f0542a1434295!8m2!3d-7.9574889!4d112.6068455!16s%2Fg%2F11gbj_9h36!19sChIJ3XwDpGSCeC4RlUJDoUIFL0U?authuser=0&hl=id&rclk=1","Kubang Raya Masakan Padang","3,9","(50)","","","Padang","·","","·","Jl. Sigura - Gura No.39C","Tutup","· Buka pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4snORerHoADrjn4I3epVUwPGys2582R-e7M8cWZZf8XOVCwcTNobTLrimFcF-8l7uu23Y6ezuPWZs-8dZ8IHmz7uyvdcUnWOPkd8rQmS1sDdZidRljDCihskVOYRY1P1mC40dng=w122-h92-k-no","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/RM+Ampera+Roda+Baru+-+Masakan+Padang/data=!4m7!3m6!1s0x2dd629d279724cc3:0x88541a54ba6d13e8!8m2!3d-7.958513!4d112.6313575!16s%2Fg%2F11b6gf0qfk!19sChIJw0xyedIp1i0R6BNtulQaVIg?authuser=0&hl=id&rclk=1","RM Ampera Roda Baru - Masakan Padang","4,5","(1.142)","·","Rp 1–25.000","Padang","·","","·","Jl. Mawar No.14","Tutup","· Buka pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvyBONZifLMUwNSwr5pt3puG38q1bNBjsLYH9QmmlxZKRNLMdKE-QZPOFMDN0YpoTgXVCHzRuKredv-5KnUvCaM5d1khkUgJlgbfafGtX4uMjthiNIqPHtXDxn_0qdC5Fygnu_=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan khas","padang",", rasa enak, harga terjangkau, varian banyak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmdmMHFmaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=pjD2aY3HFuCu4-EPgtaF0A4&ei=pjD2aY3HFuCu4-EPgtaF0A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Sari+Ratu+Restaurant+Padang+-+Wilis/data=!4m7!3m6!1s0x2e7883cbe7524b1d:0xf17589a6bd561b0f!8m2!3d-7.9724726!4d112.6198294!16s%2Fg%2F11xm4dsc2n!19sChIJHUtS58uDeC4RDxtWvaaJdfE?authuser=0&hl=id&rclk=1","Sari Ratu Restaurant Padang - Wilis","4,7","(80)","·","Rp 50–75 rb","Restoran","·","","Jl. Wilis No.9A","","Tutup","· Buka pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe-aXftGriP2ryRteqAC13fJSxCwDduc5YIVtCtnBTBvG0pUjiJEhbq43zQPjXc-ptovQ3xxuXINuO6eotwqONRtjsQgOtVDILmWxPTxOm6jXoOg0vX1GBHjt784KPrsFSHXGbO3B5pmgy=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sudah jadi favorite langganan resto","padang","dengan keluarga besar.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4bTRkc2MybhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=pjD2aY3HFuCu4-EPgtaF0A4&ei=pjD2aY3HFuCu4-EPgtaF0A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Masakan+Padang+Putra+Minang/data=!4m7!3m6!1s0x2e788271890e7c27:0xce6f1f1a246caab1!8m2!3d-7.9476242!4d112.6098553!16s%2Fg%2F11fy1czh3q!19sChIJJ3wOiXGCeC4RsapsJBofb84?authuser=0&hl=id&rclk=1","Masakan Padang Putra Minang","4,0","(2)","","","Padang","·","","·","Jl. Kerto Raharjo No.68","Tutup","· Buka pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2LxWuTCosdoMvNYQj5km40sxL_i5uiVrqoDhOXobsmuMOqJ_p5nyqI1RDABcpbY6cIB85kE5iOyxBQa1CxwieGo_7gHb4W2RqAemzPQ28_0RFLA4apSw74PJJeR-bmbidjU-QIw=w80-h142-k-no","","Makan di tempat","Bawa pulang","","","",""
"https://www.google.com/maps/place/Sakato/data=!4m7!3m6!1s0x2e7882134b5c3be9:0x58ef32ae37ee804c!8m2!3d-7.9431145!4d112.6027079!16s%2Fg%2F11bc7qv280!19sChIJ6TtcSxOCeC4RTIDuN64y71g?authuser=0&hl=id&rclk=1","Sakato","4,8","(13)","","","Padang","·","","Jl. Joyo Utomo No.22","","Tutup","· Buka pukul 16.30","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGU_Jjd0AH03UQKmZPwq_ucFZPEztEArqhMSaukR9WnVHwc9wMCb56moplzW1Y8A-LigDEIicFDbshEyHMVoWQSHmWxuuzCm2ogWEEQtOajeLEw1KkmAppzwVo5jI35TrNLXKlT5rR3RBGSZrmz5d092azhMSnE4P-r3hrfcGSncRfycc2RUfFqMKyHLx3A83uk1H0=w122-h92-k-no","","Makan di tempat","Bawa pulang","Pesan antar","","",""
"https://www.google.com/maps/place/Masakan+Mama+-+Ayam+Lengkuas+Sambel+Ijo/data=!4m7!3m6!1s0x2e788300251bea3b:0x536bb8338270e18f!8m2!3d-7.9509266!4d112.6093842!16s%2Fg%2F11zkvxpp63!19sChIJO-obJQCDeC4Rj-FwgjO4a1M?authuser=0&hl=id&rclk=1","Masakan Mama - Ayam Lengkuas Sambel Ijo","5,0","(35)","·","Rp 1–25.000","Makanan Siap Saji","·","","Jl. Kerto Leksono No.6","","Tutup","· Buka pukul 05.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmKegLxUCKFUsOAZlomNv0JZvMK9OZKxoFxbk71270J5Lk7IOak4hRrsGSu9AfLy0fWAkwmY93-hNVq9VgET1Az8nT79Pq61tP1bg6xbUTqLlxayMZBk6Vt9B-B_QGyAzc0BZ82XZrPvje=w80-h106-k-no","","","","","","",""
"https://www.google.com/maps/place/Sato+Jaya/data=!4m7!3m6!1s0x2dd6281886fd136b:0x138f1e3f1ce143c4!8m2!3d-7.9831441!4d112.6290283!16s%2Fg%2F11bc7shz7g!19sChIJaxP9hhgo1i0RxEPhHD8ejxM?authuser=0&hl=id&rclk=1","Sato Jaya","4,5","(735)","·","Rp 1–25.000","Padang","·","","·","Jl. Kauman No.5","Tutup","· Buka pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3ZueR3IJSZ6lRsNRvY5rIyX8BX7zI2nxBBz1PxYyP-PDHxivJvl_3YdWjez-oNgaMMZBJvCdNNOg6btYgHq9lOoubB1RZ6ciKda2okjVW0jPsFhx7fq6dTqJbS717tA6RJOxwnw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makananya enak semua mulai rendang sampai gulai tunjangnya""","","","","",""
"https://www.google.com/maps/place/RM+Ryza+Masakan+Padang/data=!4m7!3m6!1s0x2e7883f05d3c7045:0x17b89cc3056b5221!8m2!3d-7.9434859!4d112.6040808!16s%2Fg%2F11t7jkb23x!19sChIJRXA8XfCDeC4RIVJrBcOcuBc?authuser=0&hl=id&rclk=1","RM Ryza Masakan Padang","3,8","(16)","·","Rp 1–25.000","Indonesia","·","","Jl. Joyo Tambaksari No.84","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH53MsohPYn2AhwRXSw26jDR8z_diJaP4-KV-vt5WWgnE_qN3jrS33bktDFxzhAeocWgrcXJiTDWUB3ps_gd3IFNuBHtqT6XAAMl02o8vwvN1nVeaiOJ3E51buCAaYuQsdvCQNe=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang paling recommended rendang dan ayam bakarnya.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0N2prYjIzeBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=pjD2aY3HFuCu4-EPgtaF0A4&ei=pjD2aY3HFuCu4-EPgtaF0A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Ayam+Uleg+Cak+Abit+-+Ketawanggede/data=!4m7!3m6!1s0x2e788270f80a903d:0x877a280892110a19!8m2!3d-7.9483871!4d112.6116939!16s%2Fg%2F11c5s7hs3z!19sChIJPZAK-HCCeC4RGQoRkggoeoc?authuser=0&hl=id&rclk=1","Ayam Uleg Cak Abit - Ketawanggede","4,2","(648)","·","Rp 1–25.000","Ayam","·","","·","Jl. Watu Gong No.20","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElOrXCMK-3HsQ_t4FIqTQkjR3wgjtcRsIgc3bKznAp0bnFKPfK2qmUFHJH2b5jw7nkRoDymZHfdVAXC_vHiq5gJXJ4E_1Mg1eNjOxYn0EvcA_SE_wbwUV2ssxdNSK_jmRz8VeWWA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya murah ,makanannya enak ,the best🤩""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNXM3aHMzehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=pjD2aY3HFuCu4-EPgtaF0A4&ei=pjD2aY3HFuCu4-EPgtaF0A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Nusa+Indah+5/data=!4m7!3m6!1s0x2e788221d005666f:0x22de1903a1c4091f!8m2!3d-7.9259448!4d112.5952382!16s%2Fg%2F11c605gr3_!19sChIJb2YF0CGCeC4RHwnEoQMZ3iI?authuser=0&hl=id&rclk=1","Rumah Makan Padang Nusa Indah 5","4,5","(274)","·","Rp 1–25.000","Padang","·","","·","Jl. Tirto Utomo No.50B","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGS9HnRE9kYx8J6Hc8U__-fjxWokFJ8GriHToAdP5g12NXnF2pi1uSNzZ619Be2Qb2sLd6VoJ67UBPXxu0Vgu7jrb07dvbNl_PISgindJXBWLyOPeHxq5ZyiutGBxRMfmpuvcQk=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak nasi padangnya,bumbunya pas di lidah""","","","","",""
"https://www.google.com/maps/place/Ayam+Uleg+Cak+Abit+-+Ketawanggede/data=!4m7!3m6!1s0x2e788270f80a903d:0x877a280892110a19!8m2!3d-7.9483871!4d112.6116939!16s%2Fg%2F11c5s7hs3z!19sChIJPZAK-HCCeC4RGQoRkggoeoc?authuser=0&hl=id&rclk=1","Ayam Uleg Cak Abit - Ketawanggede","4,2","(648)","·","Rp 1–25.000","Ayam","·","","·","Jl. Watu Gong No.20","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElOrXCMK-3HsQ_t4FIqTQkjR3wgjtcRsIgc3bKznAp0bnFKPfK2qmUFHJH2b5jw7nkRoDymZHfdVAXC_vHiq5gJXJ4E_1Mg1eNjOxYn0EvcA_SE_wbwUV2ssxdNSK_jmRz8VeWWA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya murah ,makanannya enak ,the best🤩""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNXM3aHMzehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=qDD2aYaVEfKo4-EPhf3F2Aw&ei=qDD2aYaVEfKo4-EPhf3F2Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Lesehan+Bambu1/data=!4m7!3m6!1s0x2e78827bf49b7259:0x38fbd2f10fb2071b!8m2!3d-7.957122!4d112.6125086!16s%2Fg%2F1hm1zkzff!19sChIJWXKb9HuCeC4RGweyD_HS-zg?authuser=0&hl=id&rclk=1","Lesehan Bambu1","4,3","(1.544)","·","Rp 1–25.000","Hidangan Laut","·","","·","Jl. Sigura-Gura Barat No.2A","Tutup","· Buka pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhcFwkgkeDuO0QSgYsyLqJ7i9CIdMEfLf0NCguuA6NPK3D_Xfds8PHcaJEH54roDH95qZomFMDoxfuO1s4mfNT1_psFWh31lEQ188dyFw_NO0InRHdD1Wqwx-lfaHqlvNQcN7d=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","makan","yang enak dan murah.""","","",""
"https://www.google.com/maps/place/pujasera+umik/data=!4m7!3m6!1s0x2e78830a96afdbeb:0x15944864556a3c86!8m2!3d-7.9461421!4d112.6109769!16s%2Fg%2F11fgm6ydwv!19sChIJ69uvlgqDeC4RhjxqVWRIlBU?authuser=0&hl=id&rclk=1","pujasera umik","4,6","(23)","","","Restoran","·","","Jl. Kerto Raharjo No.28, RT.05/RW.01","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQKg88mWwidhPhQGjm01nBYMR2V0G1tDn4MtemVw5uUFzV5BRPJr-ujD8j_VHev2v12uHPvMbi24XHIb9gY8frhT566drwqhSKvQMKVuoKqxQZTz8-Zibotf2Hfe0JhmEKREGsyw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan semua enak2""","","","","",""
