"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/Tiba-Tiba+Katsu/data=!4m7!3m6!1s0x2e78830078e302fd:0x7e1cb04e235b3bdc!8m2!3d-7.9500199!4d112.6094369!16s%2Fg%2F11ybvg0vhg!19sChIJ_QLjeACDeC4R3DtbI06wHH4?authuser=0&hl=id&rclk=1","Tiba-Tiba Katsu","4,9","(42)","·","Rp 1–25.000","Restoran","·","","2JX5+XQV, Jl. Kerto Raharjo","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUn5h3g8Mk4D9kv5X9UJelqtjX6nPHeI4prmX9zT672GG9GQc88u-lvX1D4G8iRJ59ULFLPjl8IiFPVxYyrBb7kNupfUaj-Exk6-B-vRF-f6-QEtcRzHb1s1Dpz7T7YofY5TtY9g=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""best katsu in town🤩 suka banget ayamnya juicy nan otentik""","","","","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/Warung+Marhaen+Bu+Endah/data=!4m7!3m6!1s0x2e788271a5ce45b9:0xde5915874cfd90c!8m2!3d-7.9491779!4d112.610499!16s%2Fg%2F11gh2wklzt!19sChIJuUXOpXGCeC4RDNnPdFiR5Q0?authuser=0&hl=id&rclk=1","Warung Marhaen Bu Endah","4,9","(10)","","","Jawa","·","","Jl. Kerto Pamuji no. 59Ketawanggede","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGEq8KrW7_vWzjf4G-nzBbgA1WnX95IZyYxJyfP-EKy22IXkRonfkSDG_eqwIpwIqKC_-9C3JKWTDXWkmzLB4Rn0rw8AP8DI0d10bgllbmGsDdi1js8-gUXEvbLymohY-52Ac=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tahu telor nya enak bangett""","","","","","",""
"https://www.google.com/maps/place/Warung+24+Jam/data=!4m7!3m6!1s0x2e788271b93cc041:0x5d2a49b2f7f24377!8m2!3d-7.9492307!4d112.6097585!16s%2Fg%2F11b6bss6zf!19sChIJQcA8uXGCeC4Rd0Py97JJKl0?authuser=0&hl=id&rclk=1","Warung 24 Jam","4,3","(41)","","","Rumah Makan","·","","Jl. Kerto Pamuji No.24B","","Buka 24 jam","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5QTVTBtERk12_Refq4xyEg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=191.11885&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alhamdulillah,  nyaman, ber AC, ramah""","","","","","",""
"https://www.google.com/maps/place/Warung+%22Restu+Ibu%22/data=!4m7!3m6!1s0x2e7882702d6de1e1:0xffb5fbf87041da53!8m2!3d-7.9501571!4d112.608613!16s%2Fg%2F11b6c9h55p!19sChIJ4eFtLXCCeC4RU9pBcPj7tf8?authuser=0&hl=id&rclk=1","Warung ""Restu Ibu""","4,9","(38)","·","$","Rumah Makan","·","","Jl. Sunan Ampel I No.1A","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNx1M25uL9Zyhq4_xvjNzyqO5nytDEmzTLVhp0uapjY_j41JJEhLEIAeVzfYDhvc_QM5eTgFyWfwrGnO7pFKF3HzY2tBCNE9-H0EXOI9nb5Bc-_MqifkS-_3Mb9Yf9o0hGnQnDPw=w165-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu Nasi Martabak Sambel the best sejak 20 Tahun""","","","","· Buka pukul 06.00","",""
"https://www.google.com/maps/place/McDonald%27s+MT+Haryono+Malang/data=!4m7!3m6!1s0x2e78834cc396c2d3:0x9f93d96f1f5f53b2!8m2!3d-7.9468541!4d112.6127958!16s%2Fg%2F11g1lw1vfg!19sChIJ08KWw0yDeC4RslNfH2_Zk58?authuser=0&hl=id&rclk=1","McDonald's MT Haryono Malang","4,5","(6.484)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. MT. Haryono No.115","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJ5APnuqU8edltIp3Rg7Zx7KAdxA9ZASDs4DA90vjuBAatOlrqs69btLAyLYwKvRXgGNiPxu5yzM2pkT3zrf8yyv_qF3cvxtTRqusseVqLn15Td_MWaVehC31QEvU96Nn11Gwr=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kepada nyaman lega dan enak untuk dijadikan tempat nongkrong dan makan.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnMWx3MXZmZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hDD2ac6JAdCF4-EPzaLlwQE&ei=hDD2ac6JAdCF4-EPzaLlwQE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Warung+Sederhana/data=!4m7!3m6!1s0x2e7882744ae8d02b:0xd926300f86656a1d!8m2!3d-7.9456656!4d112.6167327!16s%2Fg%2F11b6gk41fn!19sChIJK9DoSnSCeC4RHWplhg8wJtk?authuser=0&hl=id&rclk=1","Warung Sederhana","4,5","(158)","·","Rp 1–25.000","Restoran","·","","·","Jl. Semanggi Bar. No.21A","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwq2PPLkura5elUeMGSeXLVZwl0DpBSR1EoMK8rAYyTu9awDAPUva1yZk0CGSnirtNJqdCCl3eJTsmWgbB2yuvQw6DN-D4uf0k3_um-rBCpZy-aoWI22LSVDs1-g2mbMVTUHM=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan khas rumahan, harganya murah banget tapi rasanya ngga murahan.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmdrNDFmbhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hDD2ac6JAdCF4-EPzaLlwQE&ei=hDD2ac6JAdCF4-EPzaLlwQE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Sen pukul 06.00","",""
"https://www.google.com/maps/place/Ayam+Uleg+Cak+Abit+-+Sumbersari/data=!4m7!3m6!1s0x2e78834636ddd455:0x91a9645dd62088ad!8m2!3d-7.951605!4d112.6089668!16s%2Fg%2F11xzj_0fjm!19sChIJVdTdNkaDeC4RrYgg1l1kqZE?authuser=0&hl=id&rclk=1","Ayam Uleg Cak Abit - Sumbersari","4,6","(53)","","","Ayam Penyet","·","","Jl. Raya Sumbersari No.83","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEoD-lKUTbNaWYgqrp6trrzHMHq62QQIcGhtCFmZ06dcLW9_dQjW-ukN8_d6UhXmQnMlv9oBP3ToeO0jjfaXlbnLKe7WSNRLQ8jLkSi3XQym8vyqAQWwNMoRAbFRaXzGhnkLWmRDlZysm4=w80-h105-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak banget makanannnya, harganya murah cocok buat anak kost""","","","","","",""
"https://www.google.com/maps/place/Warung+Rahul+CL-UB/data=!4m7!3m6!1s0x2e788279cc5dcf7f:0xe4b828c3a7fd49e7!8m2!3d-7.9530069!4d112.6166721!16s%2Fg%2F11f0_gjf68!19sChIJf89dzHmCeC4R50n9p8MouOQ?authuser=0&hl=id&rclk=1","Warung Rahul CL-UB","4,5","(39)","·","Rp 1–25.000","Restoran makanan pedesaan","·","","2JW8+QMV Kantin Creative Land Universitas Brawijaya, Jalan GOR Pertamina","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGS3cUhCdPA3Aolw3WmvDXseybPrmi-M3Fp24sIa4ETNanbukjGZp0kssiul1RNPB3E6CusO3pj0zKVfFEI86HDBiapmEhltKnVbq_jlPP4u_8C-gT3oTfWwK-bZ08thJAZOlbb=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""MAKANAN RECOMMENDED (SOTO SATE DAN MIE SAPI SAMA SAMA)""","","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Ampera+Dep+Pasca/data=!4m7!3m6!1s0x2e788276b37de645:0x382cac3ae2e0fe94!8m2!3d-7.948154!4d112.6140073!16s%2Fg%2F11b6d2nvsf!19sChIJReZ9s3aCeC4RlP7g4jqsLDg?authuser=0&hl=id&rclk=1","Ampera Dep Pasca","4,6","(966)","·","Rp 1–25.000","Padang","·","","·","Jl. MT. Haryono No.90","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGg-0za8xCiGsiQgOfMi7ECUrARx1-wzCsxPDO4d2cnu1j5ahXNhOEJcfLtNV7tWOdnM56PFsn8yvOXVY4GLdasg0DlHor_q4lxqM6K4AahaO7581e1jaLjPjZiAyllglEyzwEt4W9FRT0j=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""menu paling rekomen selain rendang, ya ayam balado dan ayam gulainya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmQybnZzZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hDD2ac6JAdCF4-EPzaLlwQE&ei=hDD2ac6JAdCF4-EPzaLlwQE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka pukul 07.00","",""
"https://www.google.com/maps/place/Warung+Citra+Bu+Dewi/data=!4m7!3m6!1s0x2e788270354915fb:0xd15ced62a12eee30!8m2!3d-7.950059!4d112.609354!16s%2Fg%2F11bwh9b5p5!19sChIJ-xVJNXCCeC4RMO4uoWLtXNE?authuser=0&hl=id&rclk=1","Warung Citra Bu Dewi","4,6","(92)","·","Rp 1–25.000","Restoran","·","","·","No.100 Ketawang Gede, Jl. Kerto Raharjo","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7nwVv-6xDkKrVqwU0UDsRDL7lZC3gvJz2O0KCuZkNHslx7JfyUXzpsRFIAZVpTpoOM43TczzebnZkxFFaj1EsMwSRD9zeGewhZw9PlmiJRMMx2zupcTXQGMEozfw1puLHEvSOtA=w80-h107-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat makan yang menunya enak-enak dan harganya terjangkau.""","","","","· Buka Sen pukul 14.00","",""
"https://www.google.com/maps/place/Warung+Ijo/data=!4m7!3m6!1s0x2e7882705f30e2e9:0x6d829134d90ca2a4!8m2!3d-7.950895!4d112.6108203!16s%2Fg%2F11b6dp96gb!19sChIJ6eIwX3CCeC4RpKIM2TSRgm0?authuser=0&hl=id&rclk=1","Warung Ijo","4,5","(67)","·","Rp 1–25.000","Jawa","·","","·","Jl. Watumujur No.22B","Tutup","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGhZ7Han475NSwVsQYqEhz1_g7x1sWdwCIPcyKGCdIUiz_hh0lPf6UMQM5im1N-olQMVL9vz2yWjmAy7HGybP4FLIdNrWCDqGYdUXrWiDigITZL49iC-0UhG-WEi9qMdw2PUQsTsuBcZ60nWfcyMIVOshWRcM5RmM2va98njC3EcliHTZTgYy75VD1EUuw3KsIhjg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya murah, dapat banyak, dan menunya bermacam-macam.""","","","","· Buka Sen pukul 06.00","",""
"https://www.google.com/maps/place/Warung+Nasi+Rizky/data=!4m7!3m6!1s0x2e788276cf7bb7c3:0xd2ee4f73e08a088a!8m2!3d-7.9489256!4d112.6146398!16s%2Fg%2F11b6dph6f1!19sChIJw7d7z3aCeC4RigiK4HNP7tI?authuser=0&hl=id&rclk=1","Warung Nasi Rizky","4,7","(19)","","","Jawa Timur","·","","·","Jl. Mayjen Hariyono Jl. MT. Haryono No.70","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgvrmSyWw5FLpCWoFB-8_dzVCjUTeT4_5kbfOW0M_FnnFiCygmlqM6kS05sqH5yzMDBJGNLE66wCe3onfmIxJppHbTjUKTkrehhI8wBEZW7d6rGByFhXGv4ex7TJJbpOwheU3JVA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""murah dan enak""","","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Warung+Bu+Asri/data=!4m7!3m6!1s0x2e7882786a497af5:0x75b8fb150bf0f100!8m2!3d-7.9535714!4d112.6185312!16s%2Fg%2F11c0xj2s3v!19sChIJ9XpJaniCeC4RAPHwCxX7uHU?authuser=0&hl=id&rclk=1","Warung Bu Asri","4,8","(17)","·","Rp 1–25.000","Jawa","·","","·","Jl. Mayjen Panjaitan Gg. 17 No.8","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGE1_Rey01deIx_eWhstWKhe2aeic-hnCUrJp_MyXpz4TJdLdJEP7jsyYVF97YRILNAJ9R63_zZowF3aCwOO80FNSdG30NHzPUyPbqOpQiKrHmc9faffAsOk3NB9jkVdGbkrdeldA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi pecelnya juara!""","","","","· Buka pukul 06.00","",""
"https://www.google.com/maps/place/Warung+Ponorogo/data=!4m7!3m6!1s0x2e788270435f0f5d:0x4b63e98ee16bb5ae!8m2!3d-7.94989!4d112.610051!16s%2Fg%2F11dzd_6sz7!19sChIJXQ9fQ3CCeC4RrrVr4Y7pY0s?authuser=0&hl=id&rclk=1","Warung Ponorogo","4,4","(35)","·","Rp 1–25.000","Jawa","·","","Jl. Kertosariro No.60","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH27Z7iinHzHNc6RIXPMORhHOqUu7y5MCw1VG4o4-NA0AkD1XT5zAAta8JdjopX2NyKdUfyh4-bBlTFkCoSCo8ai8CNEBXiltcFiokGp_fGOiUnU0FGMwsEWlPweeafjmnWIVny=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Boleh banget beli tanpa nasi, pokoknya top banget!""","","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Kanbai+resto/data=!4m7!3m6!1s0x2e788345b149aae3:0x7d21c82a015be80!8m2!3d-7.9455534!4d112.6104026!16s%2Fg%2F11rlsc980s!19sChIJ46pJsUWDeC4RgL4VoIIc0gc?authuser=0&hl=id&rclk=1","Kanbai resto","5,0","(1)","","","Masakan Asia","·","","Jl. Watu Gilang No.19","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPrqp_ktw-MKKJKlZpRFxPYASqVS39rbmsoyLHunlAuV-psvL15UpFrAv8_b2XXlSvCwcQJWxYhvjVlhSAu7ElAbOOphLAoMSmFXAuey3CpzZIMcE2XzsblNQDgJGb-XrJDH7E=w80-h106-k-no","","Makan di tempat","","","","· Buka pukul 09.00","·","Bawa pulang"
"https://www.google.com/maps/place/Geprek+Kak+Rose+2/data=!4m7!3m6!1s0x2e7883e4864930e9:0x25524bf926de83c2!8m2!3d-7.9529521!4d112.6097325!16s%2Fg%2F11gksh5cjl!19sChIJ6TBJhuSDeC4RwoPeJvlLUiU?authuser=0&hl=id&rclk=1","Geprek Kak Rose 2","4,3","(1.808)","·","Rp 1–25.000","Ayam","·","","·","Jl. Raya Sumbersari No.2D","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXjLlt11Pady8HQDz7_ApQKvlNc5VkJAcLssDEvNOCWmOVdgA4ZCZYa0BiSRv2xkXThD2WVW2A4SupZNmjQ8Y-o8rRxqpGW-IbdXeqW_IViDOYrLmOO_rraer8LqzLxySwmVzLb2valT8=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan nya bagus, tempatnya bersih, dan makanan nya enak dan higenis""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFna3NoNWNqbBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hjD2acG7DpS24-EP-rDDwAo&ei=hjD2acG7DpS24-EP-rDDwAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Warung+Bu+Nur/data=!4m7!3m6!1s0x2e788271040609ab:0xc8a2635871bfae0d!8m2!3d-7.9495681!4d112.6112909!16s%2Fg%2F11btlv2d29!19sChIJqwkGBHGCeC4RDa6_cVhjosg?authuser=0&hl=id&rclk=1","Warung Bu Nur","4,7","(69)","·","Rp 1–25.000","Jawa","·","","Jl. Watumujur II No.4","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeKzwU-HLtMfOZoriZdvpvJcsrGEofSdU2sceY6QGlCpuaFCauOWrPV3Y8CPJwJK4esZnB8tggTxFQmcFeg7LxUr_PW9D4gd-w4XO2CDr_JZtXU3nFemmCWlf49yjlPQQfdXRk=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""warung makan enak dengan suasanya nyaman, cuma agak pricy sedikit""","","","","· Buka Sen pukul 06.30","",""
"https://www.google.com/maps/place/Nasi+Goreng+Cak+Mel/data=!4m7!3m6!1s0x2e7882717a3115af:0x52cdb70e5f484507!8m2!3d-7.9478482!4d112.6113916!16s%2Fg%2F11cmbpwhw7!19sChIJrxUxenGCeC4RB0VIXw63zVI?authuser=0&hl=id&rclk=1","Nasi Goreng Cak Mel","4,7","(473)","·","Rp 1–25.000","Nasi Goreng","·","","·","Jl. Watugong II No.38","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcIS_01UdlsjM5y_-mBnRSywBRWd985NS29MaRHsYVREnQtE63OOFQWTy8eAlAfsRSMfIYfzpMGH0LEPbHu2e29sY105S0H_2hWH-QGjmMoOoEKlZoLPS5UE1KTHJEvt2JNMpneA=w80-h141-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nasi goreng, mie goreng/kuah sama harga nya.""","","","","· 01.00 · Buka kembali pukul 18.00","",""
"https://www.google.com/maps/place/Rumah+Makan+Minang+Sepakat/data=!4m7!3m6!1s0x2e788273a142b7c5:0x32a63976ccdbe1c0!8m2!3d-7.9478322!4d112.6139217!16s%2Fg%2F1pzxqcxy7!19sChIJxbdCoXOCeC4RwOHbzHY5pjI?authuser=0&hl=id&rclk=1","Rumah Makan Minang Sepakat","4,5","(235)","·","Rp 1–25.000","Padang","·","","·","Jl. MT. Haryono No.97","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHo0KJLZFzxUfZ_Hcw5uKgolilIclYeywrm-76LED3RiZTVouVa9z9YKl8PFYd0zCDgNrJ5natEiWPCdjIHJAV6v5RXJyVIAxumR-G5n4wwshQno6nVziN7y9-Re5gRGojSVKaM=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu favorit pake paru, 10ribu aja, ayam 12rb.""","","","","· Buka pukul 08.00","",""
"https://www.google.com/maps/place/Melati+Restaurant/data=!4m7!3m6!1s0x2dd6282499d64ebd:0xffbdf14dbf67017!8m2!3d-7.9770541!4d112.6328693!16s%2Fg%2F1hm4w0xyn!19sChIJvU7WmSQo1i0RF3D22xTf-w8?authuser=0&hl=id&rclk=1","Melati Restaurant","4,7","(1.248)","","","Indonesia","·","","·","Hotel Tugu Malang Jalan Tugu. 3, Jl. Kahuripan No.3","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQTGG3YDLU7Sb5eu-H1f981KUfUx4NEVGxcNvXNSipWXOb0f3IA-MohbMqzpU5glolF0GmAHLLDj14u2VSyh-t7uko-qZOJGn8qCs_0Y7xD0dbXXV6-xB8g2zfHoupm8LrgZI=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa makanan oke lah masih aman, pelayanan baik sekali, atmosfer juara""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNHcweHluGAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hjD2acG7DpS24-EP-rDDwAo&ei=hjD2acG7DpS24-EP-rDDwAo&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/inBOXin+Malang/data=!4m7!3m6!1s0x2e7883450a2f5b27:0xbbb76789c48d412f!8m2!3d-7.9515559!4d112.6176651!16s%2Fg%2F11k9fynw1k!19sChIJJ1svCkWDeC4RL0GNxIlnt7s?authuser=0&hl=id&rclk=1","inBOXin Malang","3,5","(8)","","","Ayam","·","","@Stasiun Laundry, Jl. Mayjend Panjaitan No.220","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHal7NvH4a-p_FQs91kYjG3-lwU3b3nBsZ-3bMffoIPoamrW6YqZGy8tB7y3c9qvgBV8fBpNcganRCqAvl5QmDrbN6StkZtMI1AaIKBs391B_nB51mYZxJGfP1rKIWDa19KEnWA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makananya enak bangett 100000/100""","","","","","",""
"https://www.google.com/maps/place/Barelo+Restaurant/data=!4m7!3m6!1s0x2e788278912079c1:0x5b6461258e42f1ce!8m2!3d-7.9556424!4d112.618726!16s%2Fg%2F11fr3l07nr!19sChIJwXkgkXiCeC4RzvFCjiVhZFs?authuser=0&hl=id&rclk=1","Barelo Restaurant","4,2","(19)","","","Restoran","·","","Jl. Veteran No.8 A","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqs9MKZuTU_zpLYHGcKUmLMX45JMnI7na7GQ61_NSRNgp6R2qhei8G9jmjyaWH4GWOYckzK4yhqH37WWh0vAGDwZFhlZybhXmxSykgrguX4vm9prkciJ1tuiqdxEy1JQcN6-0S=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""suasanya nyaman kamarnya bersih makanan enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcjNsMDduchgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hjD2acG7DpS24-EP-rDDwAo&ei=hjD2acG7DpS24-EP-rDDwAo&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka pukul 09.00","",""
"https://www.google.com/maps/place/Warung+Makan+Bu+Drik/data=!4m7!3m6!1s0x2e78827aa48e7553:0x5b1dc9e44393b089!8m2!3d-7.9531463!4d112.6091941!16s%2Fg%2F11f32yj4yv!19sChIJU3WOpHqCeC4RibCTQ-TJHVs?authuser=0&hl=id&rclk=1","Warung Makan Bu Drik","4,7","(13)","","","Jawa","·","","2JW5+PMW, Unnamed Road","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFdmm_MOXz5wToKhu73GDPaZG5IMQ0-v8JECPB3pnggOw13HZJ8uGZlpB9mQi8NnmoCnHYymoQmrAYMVn8aLVCSkG_zKt38i1h7881Fki7Zd6uB1irxwlyD8JbHhTm_3JsCFej=w80-h142-k-no","","Makan di tempat","","","","· Buka pukul 07.00","·","Bawa pulang"
"https://www.google.com/maps/place/Javanine+Resto/data=!4m7!3m6!1s0x2dd6282a1e5aa25b:0xbc685824a832b05a!8m2!3d-7.9672115!4d112.6209049!16s%2Fg%2F11b7xmrvmg!19sChIJW6JaHioo1i0RWrAyqCRYaLw?authuser=0&hl=id&rclk=1","Javanine Resto","4,6","(5.093)","·","$$$","Jawa","·","","·","Jl. Pahlawan Trip No.5 Blok A","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMFptmarEwQbc5fgbhI97rDW6csrmCE_2vuJ6PfU2xFyRQXOLR2r-EJJKUCW-XJsgmRzQ5x9vR8f2TQdJUdTBCmLN1fJKQUH3j7LJyur_7b75oSZ2sDTZmPFMt4F2m1TFG7BvW=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyobain nasi goreng cabe hijau sama chicken melted with mushroom sauce.""","","","","· Buka pukul 07.00","",""
"https://www.google.com/maps/place/Sanjaya+Resto/data=!4m7!3m6!1s0x2dd629dfbfcd4f15:0x645128fdf881cc53!8m2!3d-7.9436106!4d112.6218346!16s%2Fg%2F11hcxwsw84!19sChIJFU_Nv98p1i0RU8yB-P0oUWQ?authuser=0&hl=id&rclk=1","Sanjaya Resto","4,6","(40)","","","Rumah Makan","·","","Jl. Ruko Taman Niaga No. 36-38 Rampal","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGK8OcrOz8IBs66yeBE0mgAQerXTQP4_qrhBSsWuRWdxHrgF_zXJHfLlO9pP_nRH-vHALUe8NafxtJLutUtdd7JdqvuBz-LoJBiRw9w2oyuXmq0Cj0qpDV1aK1XuSQvVBh47R0=w163-h92-k-no","","Makan di tempat","","","","· Buka pukul 08.00","·","Bawa pulang"
"https://www.google.com/maps/place/Warung+Salma/data=!4m7!3m6!1s0x2e78827033a4ffdb:0x4ed1602c0f1cead2!8m2!3d-7.9500757!4d112.6089891!16s%2Fg%2F11f011q63x!19sChIJ2_-kM3CCeC4R0uocDyxg0U4?authuser=0&hl=id&rclk=1","Warung Salma","4,4","(20)","","","Jawa","·","","Jl. Kertorejo No.1","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSSGs5agnf5JlHqCbEEOrcu_k7q1o9jVlXfCHhdit_TIC1y-KP0UsDSd70JTFhzOZ7jpGePFZNjO07RmEOV-oK8GyT7zNjnIOLb-wrYmypay35AvCOUtcYi-iBpCpStxvQT_8=w80-h142-k-no","","Makan di tempat","","","","· Buka pukul 08.00","·","Bawa pulang"
"https://www.google.com/maps/place/Kober+Mie+Malang+-+Suhat/data=!4m7!3m6!1s0x2e788276f51b07df:0xb078df5955307912!8m2!3d-7.9484568!4d112.6167529!16s%2Fg%2F11bwnbv50h!19sChIJ3wcb9XaCeC4REnkwVVnfeLA?authuser=0&hl=id&rclk=1","Kober Mie Malang - Suhat","4,3","(8.347)","·","Rp 1–25.000","Mi","·","","·","Jl. Soekarno Hatta No.1-2","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt4wJOb8gZGwCKS6xwTUHmJlQQeHfFe3dnP7hk099VgGJXCGWEz_nReCEqtfXzDHbxwbk4AXliXhsFf0ayTWPhLwRfYA2BTYFPebntaSv9zkhI-drWdkVf64lANCJYu7AJf3w=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dimsum udang keju dan lumpia udangnya terbaik, full udang.""","","","","· Buka pukul 10.00","",""
