"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","W4Efsd 6","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/Soto+Mie+Bogor+Ketawanggede/data=!4m7!3m6!1s0x2e78835f420d45f9:0x9534fe1e1ecab6b9!8m2!3d-7.950817!4d112.6105378!16s%2Fg%2F11ltg4kwtj!19sChIJ-UUNQl-DeC4RubbKHh7-NJU?authuser=0&hl=id&rclk=1","Soto Mie Bogor Ketawanggede","4,9","(24)","·","Rp 1–25.000","Soto","·","","2JX6+M6G Warung makan Bu Darti, Dekat, Unnamed Road","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvsMx-OlMyfLaOmrAScYs2axNoKEyOncDxkoqlKInc_ThMf4ZihOqOQ__GdgNMkGlKvfw6Mm2q9jP8y0g-D2PdR0Wf74S1Q4GT7H3ipRiSklkxiF3zQ9IdTd_aE7MUQ-_wl2kjKw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk varian daging tanpa nasi harga 15k.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsdGc0a3d0ahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=jDD2aYPbILOH4-EPqOC7-A8&ei=jDD2aYPbILOH4-EPqOC7-A8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/Tarbantin+Dining+House/data=!4m7!3m6!1s0x2e78829cd0c46adf:0x65cada56f80308e7!8m2!3d-7.9729846!4d112.6164518!16s%2Fg%2F11b6gp42y1!19sChIJ32rE0JyCeC4R5wgD-FbaymU?authuser=0&hl=id&rclk=1","Tarbantin Dining House","4,5","(121)","","","Indonesia","·","","Jl. Borobudur Jl. Wilis No.39A","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4rna949gVp5H4Uuwjjx-f6sOlVnn_M7D7tKkzGyzbsnE-ebsdEwpWuuSU5ulbXk2UFw6PGnP4qrfJ2Lri62RTKogYnCqCUZ9b4rQimQkAWtgXQeqA8jGv4WtBjh6sHQ1FJNw2pw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baik dan pelayanan yang baik""","","","","· Buka Sen pukul 10.00","",""
"https://www.google.com/maps/place/Pondok+Desa/data=!4m7!3m6!1s0x2dd628212d73abcf:0x4b30b19e3319f0d4!8m2!3d-7.977038!4d112.623803!16s%2Fg%2F11c5hw_p0y!19sChIJz6tzLSEo1i0R1PAZM56xMEs?authuser=0&hl=id&rclk=1","Pondok Desa","4,8","(3.304)","·","$$","Hidangan Laut","·","","Jl. Kawi No.83-84 3 No. TF","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGswwpRC8lMWZGCwkBTaJnWAk-D9qvoZk8I3ETFbv-bT8tC4Joo1Q75lzoHBtoOYOUj8FbjqA-wilg0vEgQFhOqD4OdNbihaWKK_oujsP6HxC2vmtpyUnQ4TVFJLGfbcIZJpPIK=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya unik, makanannya enak dan harganya worth it""","","","","· Buka pukul 10.00","",""
"https://www.google.com/maps/place/Warung+Lalapan+Mas+Haris+%28Terima+Request+selagi+ready+ya+boskuu%29/data=!4m7!3m6!1s0x2e7882719828629f:0x2ebf707ad4f6ece5!8m2!3d-7.9485691!4d112.6101923!16s%2Fg%2F11gc9g858j!19sChIJn2IomHGCeC4R5ez21Hpwvy4?authuser=0&hl=id&rclk=1","Warung Lalapan Mas Haris (Terima Request selagi ready ya boskuu)","4,9","(8)","","","Bakso","·","","Jl. Kertosentono No.75","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMpUFl0IRywwsF9Bl5k0FBc4Mnda3c1msuTPrjiRwdug2_vWhhZWr5JkMIujP6Zp83NNd5YNkN1kQZKRexiL3kxS1s2r9_rPDd4lEtYssJlx8l-rEk8hPsnCErYlA-EB6nHwiCQA=w80-h142-k-no","","Makan di tempat","","","","· Buka pukul 16.00","·","Bawa pulang"
"https://www.google.com/maps/place/Kuliner+Madura+Nyaman+Onggu/data=!4m7!3m6!1s0x2e788279ccff68af:0xea6b2d7dbf0430fb!8m2!3d-7.952925!4d112.6167671!16s%2Fg%2F11fyzfn__w!19sChIJr2j_zHmCeC4R-zAEv30ta-o?authuser=0&hl=id&rclk=1","Kuliner Madura Nyaman Onggu","4,5","(2)","","","Sate","·","","Jalan Gor Pertamina UB, Kantin CL UB Kav. 12, Kelurahan Penanggungan, Kecamatan Klojen","","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yT7iDwV9NnIoeTiO_vMOlA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=331.8852&pitch=0&thumbfov=100","","Makan di tempat","","","","· Buka Sen pukul 08.00","·","Bawa pulang"
"https://www.google.com/maps/place/Rumah+Makan+Kertanegara/data=!4m7!3m6!1s0x2dd6283c719c2ffd:0x3d55f1188d084c02!8m2!3d-7.977017!4d112.6357955!16s%2Fg%2F1hm2f_2pv!19sChIJ_S-ccTwo1i0RAkwIjRjxVT0?authuser=0&hl=id&rclk=1","Rumah Makan Kertanegara","4,5","(3.671)","·","$$","Indonesia","·","","·","Jl. Kertanegara No.1","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlsrrGi6WWRAI-MGkE75RSJ3mUIKPeZYHyVTlJA5BebI4y4VeOLksGV0YlqlO8V6Ae8dtM2KuKY2g4XbxecIEYdiiBxfyEZPfAc1KjDy7IN2XoR87YKXoxwBUpii1UmpWQcvuP=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, Indonesian foods gitu trus ada live musicnya""","","","","· Buka pukul 10.00","",""
"https://www.google.com/maps/place/AB+Kitchen+European+Food/data=!4m7!3m6!1s0x2dd6296cbcfff50f:0xeaaee59f0a187f7b!8m2!3d-7.9695658!4d112.6262326!16s%2Fg%2F11fmx_33rc!19sChIJD_X_vGwp1i0Re38YCp_lruo?authuser=0&hl=id&rclk=1","AB Kitchen European Food","4,5","(921)","","","Masakan Eropa","·","","Jl. Ungaran No.22","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1EOmDcMdsWjougSF4KnXKUaeTpTR1Eu-vsftpROACKWcAje0dDNF6uONgTEVXgWP6Jmw1h6Oc70sW7GOLoYzaQx_6kYpo3X_pWQsu7590kvWCsTATnRN9gtJZ3T-8GygmBLPwtQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Chicken parmigiana nya murah tapi rasanya ga murahan.""","","","","· Buka pukul 09.00","",""
"https://www.google.com/maps/place/Dapur+Mamma/data=!4m7!3m6!1s0x2e788353dfa459e7:0xee525f75122c8282!8m2!3d-7.9448714!4d112.6098598!16s%2Fg%2F11sgkb37rs!19sChIJ51mk31ODeC4RgoIsEnVfUu4?authuser=0&hl=id&rclk=1","Dapur Mamma","2,7","(18)","·","Rp 1–25.000","Jawa Timur","·","","Jl. Gajayana Gg. 3B No.545b","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiscobrmPwjx2IsEW-L01KwrgfB1Wl5lXeHnoDzka1Neep_lTj-40HNuNRZs6Ol9CKwzs9cBAJTaknkEu449MsDeJqids-9uKJWnsAMdiG3fP8MtU09VRXjOX3oQusJ4Eu9h5w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak semua🫶
ga pernah mengecewakan 😍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzZ2tiMzdycxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=jzD2acn7I-2I4-EP_cvwqAg&ei=jzD2acn7I-2I4-EP_cvwqAg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka pukul 02.00","",""
"https://www.google.com/maps/place/Ayam+Kembar/data=!4m7!3m6!1s0x2e78827210caf107:0xdf89d7231bada47!8m2!3d-7.950012!4d112.6088277!16s%2Fg%2F11f0krck8l!19sChIJB_HKEHKCeC4RR9q6MXKd-A0?authuser=0&hl=id&rclk=1","Ayam Kembar","4,7","(19)","","","Ayam","·","","Jl. Gajayana No.4","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGa_kbZ7CdRFaKftwXrnhDm8nGaCjq1ftOxr7fanaYK_1fxDbG387PtKEXMMGNBPCHUh5r_G7ReICFNa5lAJNQv94Jd9ZbSerMItC_rlxAiKOv8p_Y-u3_dixMsNpzhqdtlcg=w122-h92-k-no","","Makan di tempat","","","","· Buka Sen pukul 16.00","·","Bawa pulang"
"https://www.google.com/maps/place/PEMPEK+CEK+EKA+MALANG/data=!4m7!3m6!1s0x2e78830062f544fb:0x93cc9a029f743282!8m2!3d-7.9451025!4d112.6112702!16s%2Fg%2F11lcqvf4h3!19sChIJ-0T1YgCDeC4RgjJ0nwKazJM?authuser=0&hl=id&rclk=1","PEMPEK CEK EKA MALANG","4,4","(74)","·","Rp 1–25.000","Pempek","·","","Jl. MT. Haryono, RT.04/RW.01","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBLxysmfxm0NZfJOGZg0lyaGztGZkh24uS3w3PnqFEWckziUYJPbn_q9-b9KEzBrtc0idFxCilv2y7G-7_3N_MT9C_46cL9kdG4eRPbiaesDrFkFYOJcIbNW3LmnAMRO_ofY12pA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomended bgt.. Gak pricey tp enak.""","","","","· Buka pukul 17.30","",""
"https://www.google.com/maps/place/Warung+Ikan+Gajayana+%28kuliner+ikan+asap,+bakar+dll%29/data=!4m7!3m6!1s0x2e78832176388da7:0x37aed520e94b3c5a!8m2!3d-7.9465218!4d112.6089301!16s%2Fg%2F11n0p4rh0s!19sChIJp404diGDeC4RWjxL6SDVrjc?authuser=0&hl=id&rclk=1","Warung Ikan Gajayana (kuliner ikan asap, bakar dll)","5,0","(8)","","","Indonesia","·","","Jl. Gajayana No.573","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqeYu_dP_kw6DNToQMlMG4yVACVKkarTkb9LRV1Cxj_gzr25szKY0zvbFRpoz2ba9D45ErnLYW3pXZuYa7wAe4DrjFXjQViqVQSIJoD8IHfPcZ60mVhF1TZhOeGA_FXQR-aln3=w80-h142-k-no","","Makan di tempat","","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Bakso+Wilujeng/data=!4m7!3m6!1s0x2e7882722e22eabd:0xdaded2b141ec3233!8m2!3d-7.946802!4d112.610454!16s%2Fg%2F11b6wh6sc8!19sChIJveoiLnKCeC4RMzLsQbHS3to?authuser=0&hl=id&rclk=1","Bakso Wilujeng","4,6","(307)","·","Rp 1–25.000","Bakso","·","","·","Jl. Kerto Raharjo No.54","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFucV0lcixMz3Vc3snU_LLAO-V4qool4e_sDDQ6qH6XtHdqcRvtPCCJ1P6cA1enRLN0VUT19_8YmyAG8jkTR2sD97Ua1YgxsV7RAt-gZX_lMwYt8I0S_jJrxoP9_tdoYj9TfuQj=w80-h154-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""suasananya enak, ambil sendiri, wangi kuah sama baksonya enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNndoNnNjOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=jzD2acn7I-2I4-EP_cvwqAg&ei=jzD2acn7I-2I4-EP_cvwqAg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka pukul 10.00","",""
"https://www.google.com/maps/place/Restoran+Cleopatra/data=!4m7!3m6!1s0x2dd628311e1bbbbd:0x9e3ab5941f6aed4a!8m2!3d-7.9686541!4d112.635822!16s%2Fg%2F1tjx0_qt!19sChIJvbsbHjEo1i0RSu1qH5S1Op4?authuser=0&hl=id&rclk=1","Restoran Cleopatra","4,0","(40)","","","Restoran","·","","Jl. Dr. Cipto No.17","","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMvVHranIx-mI8uVJ-ZpdYodZgbCbf2mDfOkjkSpdbcqsc6OGr2Wnvv2KgxzG1hqfIa-0IEHZ8eonqVwgwAfl_fjvnSKUuxO3a2IMxmaJdtt0s_BhEPz-OAh2ngCW0hfmWzjxdTQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""berada di dalam hotel gajahmada.""","","","","","",""
"https://www.google.com/maps/place/Lalapan+Mbak+Dewi/data=!4m7!3m6!1s0x2e78827046a7d94b:0xcb3a9bdf3f435bd8!8m2!3d-7.9509165!4d112.6098547!16s%2Fg%2F11b6cq2rkl!19sChIJS9mnRnCCeC4R2FtDP9-bOss?authuser=0&hl=id&rclk=1","Lalapan Mbak Dewi","4,8","(8)","","","Jawa","·","","·","Jl. Kerto Leksono No.42","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXNgLRQJeEZ94iXnl_7XFtzJu6oevHJo_2BIS-Ua4EQIZyi5iBgtuxzGgBGjLU3asTgEu2hGyAVW6lglSoWuJsui4DoiAti8hvx8lYgwckTlfpgNTK9yODpk6G8O7o_kLRJ9Ek=w80-h142-k-no","","Makan di tempat","","","","· Buka pukul 15.00","·","Bawa pulang"
"https://www.google.com/maps/place/Depot+Santai/data=!4m7!3m6!1s0x2dd6282dd45d9b65:0x26c47845ab33d2a7!8m2!3d-7.9667822!4d112.6289912!16s%2Fg%2F1pzs96st6!19sChIJZZtd1C0o1i0Rp9Izq0V4xCY?authuser=0&hl=id&rclk=1","Depot Santai","4,4","(609)","·","Rp 50–75 rb","Sesuai untuk keluarga","·","","Jl. Brigjend Slamet Riadi No.110","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpEEQxq8jpAY2UmvFEcGxt4LQ4Qr5tAilXCAP1aOMfBaCOOhT0ZYxp3bmGv6ibuVPjKeIPS2WH3xV3qlLqoKDLduOsA1kouHyiElueN7bk3kL9cAK4lAXYrT7hoq-pYINm-gJn=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak buat doyan makan chinese fOod jadul, servis ok, pelayanan cepet.""","","","","· Buka pukul 18.00","",""
"https://www.google.com/maps/place/Bakso+91/data=!4m7!3m6!1s0x2e7882719871b203:0xb0233389282697ef!8m2!3d-7.9485771!4d112.6104779!16s%2Fg%2F11f3cznl01!19sChIJA7JxmHGCeC4R75cmKIkzI7A?authuser=0&hl=id&rclk=1","Bakso 91","4,9","(21)","·","Rp 1–25.000","Bakso","·","","·","Jl. Kertosentono No.91","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4uHOIhU9pUG5Wvy1y63i6KGb3VBq4pEXaZCYdtYaAVsabB8QmHWXwM7dt8j8XeN-Ffko53sZ_grb-r_HgMF_TT2_eDahVmWT1Mg3IZ3xvWaXT2OrXhuhTktNlTs3O5CP3KrU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""murah, enak 🤍
- bakso enak ✅
- nasgor enak (11k) ✅""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmM2N6bmwwMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=jzD2acn7I-2I4-EP_cvwqAg&ei=jzD2acn7I-2I4-EP_cvwqAg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Sen pukul 13.00","",""
"https://www.google.com/maps/place/NASI+GORENG+PAMAN/data=!4m7!3m6!1s0x2e788360e18df383:0x7d51c516af3043b5!8m2!3d-7.9473896!4d112.6126121!16s%2Fg%2F11h5nsyh1k!19sChIJg_ON4WCDeC4RtUMwrxbFUX0?authuser=0&hl=id&rclk=1","NASI GORENG PAMAN","5,0","(8)","","","Nasi Goreng","·","","Jl. Watu Gong No.3-1","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsg6tMsNha6hqbK2YqasT4DJ5cuXg2eRXb64ZmTbIJVZgvR-fFFeu_EWsNWQhEa5X8HIvRcKNVtGyvMRei3CVSRgtg2o1PpwnMofKyEmJlTmZLy-hKAEialPRKtmXTZ1QKUtLR=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doi juga ada mi rebus dan mi goreng, sama capcay.""","","","","· Buka pukul 17.00","",""
"https://www.google.com/maps/place/De+kahoeripan+Resto/data=!4m7!3m6!1s0x2dd629c8235ddf85:0x12376dfd700a9949!8m2!3d-7.9766072!4d112.6329245!16s%2Fg%2F11kphtn5fn!19sChIJhd9dI8gp1i0RSZkKcP1tNxI?authuser=0&hl=id&rclk=1","De kahoeripan Resto","4,2","(543)","","","Restoran","·","","Jl. Kahuripan No.12","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQbFgNsolgBgT6nogFfMMFubf-hRAxKsSg9AaUN5B4GzfpWnMtKiH3ykfpjk07jv9PUATMh9KHtbwVLPG4i-WmrL2TSYiVaRg75ZRCOtdUKA6fX_DsUVnJHDXslR3mCfyFKxc1B8XhTTS6=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanan & minuman enak, service keren, toppp""","","","","· Buka pukul 07.00","",""
"https://www.google.com/maps/place/Masakan+Padang+Pamudo/data=!4m7!3m6!1s0x2e7883bda235eb8b:0x81005a4fe7ca5ae!8m2!3d-7.9538227!4d112.6106516!16s%2Fg%2F11f61tqq84!19sChIJi-s1or2DeC4RrqV8_qQFEAg?authuser=0&hl=id&rclk=1","Masakan Padang Pamudo","4,6","(25)","·","Rp 1–25.000","Padang","·","","Jl. Raya Sumbersari No.79b","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtGFISugu9CROZMiAYwLuBVPbnIUWQI-uVifBK7HFodiUbxp2HEAex3JkaC0xpkWv5Omh3VYFcqoR0gOzbzszXLlOyebJv2761y2TfxxmOajJHB-VaTWG125KLqkxlcgjZrm8=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menunya banyak, harganya murah, porsinya besar juga.""","","","","· Buka pukul 08.00","",""
"https://www.google.com/maps/place/The+Arbanat+Kitchen+Cafe+Lounge/data=!4m7!3m6!1s0x2e78828ff02a1493:0x122f370bc58dee11!8m2!3d-7.9721959!4d112.6071336!16s%2Fg%2F11fx8bslc9!19sChIJkxQq8I-CeC4REe6NxQs3LxI?authuser=0&hl=id&rclk=1","The Arbanat Kitchen Cafe Lounge","4,5","(2.796)","·","Rp 50–75 rb","Restoran","·","","Jl. Terusan Dieng No.4-6","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMQ7kzw5AntD1csfNg70t6AzW0c56ta_tXhlaH2N67ICmkclp_Irp3F-FH984mPqKork9ogloCnCLXqdIJEdRvLkvFPXewxR2V1z-PPrxo47wslABGq6PqCSWrM7ZxRxM8mYwrwg=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Servisnya oke banget, makanannya juga enak-enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmeDhic2xjORgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=jzD2acn7I-2I4-EP_cvwqAg&ei=jzD2acn7I-2I4-EP_cvwqAg&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka pukul 07.20","",""
"https://www.google.com/maps/place/Saera+Rumah+Makan/data=!4m7!3m6!1s0x2e78827a9b0fa9ad:0x54d8353764d7c20!8m2!3d-7.9530297!4d112.6101342!16s%2Fg%2F1hm2y_tvj!19sChIJrakPm3qCeC4RIHxNdlODTQU?authuser=0&hl=id&rclk=1","Saera Rumah Makan","4,0","(1)","","","Padang","·","","2JW6+Q3J, Jl. Gajayana","","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CjihXgwcHdOUwXgwGnRTyA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=49.25463&pitch=0&thumbfov=100","","Makan di tempat","","","","· Buka pukul 09.00","·","Bawa pulang"
"https://www.google.com/maps/place/Sate+Padang+Brawijaya+%28FIA+UB%29/data=!4m7!3m6!1s0x2e78832246492c1d:0xef5c83e2759129d1!8m2!3d-7.9487658!4d112.6145162!16s%2Fg%2F11c70d65_z!19sChIJHSxJRiKDeC4R0SmRdeKDXO8?authuser=0&hl=id&rclk=1","Sate Padang Brawijaya (FIA UB)","4,6","(281)","·","Rp 25–50 rb","Sate","·","","·","Jl. MT. Haryono No.74","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJ5l9F87OrU-zv2lgh11DgYzf4hSoPyi0j3GxHLrm3gxYkEavj1f4zPypaMsyYUQdHChNhugB-WMGR2sq2zKHaCuHRkTLfqXtmSAS9szQzuD9Gwq5vZQrLsTeeKTxpg1haQVQM=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa enak, bumbu dagingnya meresap.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNzBkNjVfehgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kTD2aej7KJvE4-EP7Zi6oQE&ei=kTD2aej7KJvE4-EP7Zi6oQE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka pukul 17.30","",""
"https://www.google.com/maps/place/Saera+Rumah+Makan/data=!4m7!3m6!1s0x2e78827a9b0fa9ad:0x54d8353764d7c20!8m2!3d-7.9530297!4d112.6101342!16s%2Fg%2F1hm2y_tvj!19sChIJrakPm3qCeC4RIHxNdlODTQU?authuser=0&hl=id&rclk=1","Saera Rumah Makan","4,0","(1)","","","Padang","·","","2JW6+Q3J, Jl. Gajayana","","Tutup","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CjihXgwcHdOUwXgwGnRTyA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=49.25463&pitch=0&thumbfov=100","","Makan di tempat","","","","· Buka pukul 09.00","·","Bawa pulang"
"https://www.google.com/maps/place/Nasi+Goreng+Gandrung/data=!4m7!3m6!1s0x2e78827202c91f6b:0x160202bf2394b80d!8m2!3d-7.9473196!4d112.6087521!16s%2Fg%2F1hm5v0gfc!19sChIJax_JAnKCeC4RDbiUI78CAhY?authuser=0&hl=id&rclk=1","Nasi Goreng Gandrung","4,1","(579)","·","Rp 1–25.000","Nasi Goreng","·","","·","3J35+3GC","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-iws6sweyArP3oeu_iSndW4Y5J_dsuHnc1zy5UhPpflKBsWDDA-7onjjcGdCEinnV-Y2XhqlpNTm3vB547PqVqSurOWKV9v1XmyYH0s3GguJVNslM8jqeeMEUUTjAcSj5_IAa=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi gorengnya variatif dan uenak puolll""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNXYwZ2ZjGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=kTD2aej7KJvE4-EP7Zi6oQE&ei=kTD2aej7KJvE4-EP7Zi6oQE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka pukul 12.00","",""
"https://www.google.com/maps/place/Soto+Ayam+Jawa+Aa%27+Lut/data=!4m7!3m6!1s0x2e78827152a0412f:0x8778989ee02b9ffa!8m2!3d-7.9478843!4d112.6138584!16s%2Fg%2F11b6d2vn9p!19sChIJL0GgUnGCeC4R-p8r4J6YeIc?authuser=0&hl=id&rclk=1","Soto Ayam Jawa Aa' Lut","4,5","(19)","","","Soto Ayam","·","","·","Jl. Mayjen Hariyono Jl. MT. Haryono No.97","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3i1UwdtsrrXfx9URhFCZ7nTtkIKr2Dq_OWPqM4_zFICInup9y8jVGCP3TSIZhLKsC6DOvf2RvMXZF7oW5mu7niqPcdZOn0pzbyrJBv39GCsWzb2lcH_fEaLPjOlpElwq6OFUriQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Soto ayamnya mantap banget.""","","","","· Buka pukul 02.00","",""
"https://www.google.com/maps/place/Warung+Sultan/data=!4m7!3m6!1s0x2e78827e885793c5:0x4f82f8a9cef7e36a!8m2!3d-7.9595777!4d112.6144562!16s%2Fg%2F11f50srnwf!19sChIJxZNXiH6CeC4RauP3zqn4gk8?authuser=0&hl=id&rclk=1","Warung Sultan","5,0","(1)","","","Jawa","·","","2JR7+5Q8, Gg. VI","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8uqN0Ilvqgne7Q_wfvt714aZ9Cu9-SP0Hg_1adkfWr2ck9CYCJWjzKNk1kbm0xc4TlzRAr3I3ruPRHzzcV6i3ZrgKWKNUQ95LwKY5NBYVgYBcLi1yqyZXCtrDLHxmUP3u_uEb5_FZimE=w80-h121-k-no","","Makan di tempat","","","","· Buka pukul 09.00","·","Bawa pulang"
