"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","AJB7ye","AJB7ye 2","W4Efsd 6","M4A5Cf","ah5Ghc 2"
"https://www.google.com/maps/place/Vanilla+Cafe+%26+Sushi/data=!4m7!3m6!1s0x2e78827a8e5f8ac5:0x7bf20291b74c52a9!8m2!3d-7.953368!4d112.6103489!16s%2Fg%2F11dxfpy_94!19sChIJxYpfjnqCeC4RqVJMt5EC8ns?authuser=0&hl=id&rclk=1","Vanilla Cafe & Sushi","4,5","(4)","Kafe","·","Jl. Raya Sumbersari No.sumbersari no 89","Tutup","· Buka Min pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcfbjSGLy-8RbxEAEmo2yP0g_yFg1lixPh2AdN-Jftn8Qmb3Gw8MO6ddzIWp2pkGnCNjIXIR9uw9q8kfz8EMnKSIdVSwWux7segcjQnYXiEPDYYBiBsOpZhTgnqQ4FSUMQjAFcTQ=w122-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Warung+RASSTA/data=!4m7!3m6!1s0x2e7883c605186edf:0xe40b20b4dfa394c3!8m2!3d-7.9513541!4d112.6094239!16s%2Fg%2F11gmfycj7m!19sChIJ324YBcaDeC4Rw5Sj37QgC-Q?authuser=0&hl=id&rclk=1","Warung RASSTA","5,0","(9)","Kafe","·","Jl. Kerto Aji","Segera tutup","· 00.00 · Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmGlwnuJKHPU9OIEUURJTyDkJQfxQ8d5o5yhaPVBHlo6HOElzpoXpdocaqN7Qv88eYpp9X29ayNyzSoOD6HGEE6Qwd4g3_AuIbv7dDMkHPu-2KBS-oGVC9HsPVW7kzoXZW-r6k=w122-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Kedai+Kopi+Medan/data=!4m7!3m6!1s0x2e7882705d2a5dd5:0x4a3eb0a61908e38a!8m2!3d-7.9520491!4d112.6103914!16s%2Fg%2F1pzwdpz77!19sChIJ1V0qXXCCeC4RiuMIGaawPko?authuser=0&hl=id&rclk=1","Kedai Kopi Medan","4,4","(5)","Kafe","·","Jl. Kertosari No.17","Tutup","· Buka Min pukul 06.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MSapy_jIup6LOp6HjkamWA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=100.527954&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Kismo+Coffee+House/data=!4m7!3m6!1s0x2e78839ae714a4d1:0x664e1ed2aa658127!8m2!3d-7.9298338!4d112.6034905!16s%2Fg%2F11s7ph5k0v!19sChIJ0aQU55qDeC4RJ4FlqtIeTmY?authuser=0&hl=id&rclk=1","Kismo Coffee House","4,8","(359)","Kedai Kopi","·","Jl. Baiduri Sepah No.4","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4ao0EmM4M0mIvQ0n6Hg7Yhx6R6OyMH1dASpPKsw84Ue_Uf7Rn2kcPbc6MVu3kD2CkLw_yuH17z03RkDEeUbV8gOvcMC44nmGI8KEne3nH_BCnq_c4hYTicpp7UBj0sAA4gag=w143-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minuman = kopi filter, geisha blossom, iced matcha, dan lychee tea.""","·","Rp 50–75 rb","","",""
"https://www.google.com/maps/place/GOLDEN+HERITAGE+KOFFIE/data=!4m7!3m6!1s0x2e788286302118ad:0xed04943eced9e3dd!8m2!3d-7.9657391!4d112.6087291!16s%2Fg%2F11cknw1njq!19sChIJrRghMIaCeC4R3ePZzj6UBO0?authuser=0&hl=id&rclk=1","GOLDEN HERITAGE KOFFIE","4,6","(1.903)","Kedai Kopi","·","·","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGKcwMu5GZEyIiEH11Z-ap1C-0MWMRB__xyii_EIRWzNG37BLg8quzCCUUAc_BiUOq65ozJcS-IppXOnNEUUzRYDyYBiG9PJTnrTISxFzk46r-vW-a4sSpjsMjPeO1fZCQg_liSQ=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Atmosphere nya dapat buat yg mau menikmati kopi atau apapun yg dipesan.""","·","Rp 25–50 rb","Jl. Raya Tidar No.36","",""
"https://www.google.com/maps/place/MERDEKA+CREATIVE+SPACE/data=!4m7!3m6!1s0x2e788274355b7c1b:0x7b313f7a83868642!8m2!3d-7.9457994!4d112.6168166!16s%2Fg%2F11krpcxd24!19sChIJG3xbNXSCeC4RQoaGg3o_MXs?authuser=0&hl=id&rclk=1","MERDEKA CREATIVE SPACE","","","Kafe","","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhDM3xkNRpod8jSgtHQYEsaVBPPrRQkXm7nBiioP4PdGO276dH9y6kHnknEHf-sxecvCJzBHKF7rSPeKkCgvHBc0XMieUrlpfUMLuDKvP6qvoVU2BMSy-MkIqGibA2iv14aYyAPvrYQ46R=w80-h106-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Java+Dancer+Coffee+-+Jakarta/data=!4m7!3m6!1s0x2dd6282a73ec2dab:0x171fdc2ba06c0ee9!8m2!3d-7.9654235!4d112.6204469!16s%2Fg%2F11clgksyvr!19sChIJqy3scyoo1i0R6Q5soCvcHxc?authuser=0&hl=id&rclk=1","Java Dancer Coffee - Jakarta","4,5","(4.650)","Kedai Kopi","·","Jl. Jakarta No.59","Segera tutup","· 00.00 · Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZqXFVRYdgBY0J_R7DLAElsz24FOWjXrcgzewFTlOG8YrBDIIWe1bkPx1t3juK5ez2F1331sL7OVMPH0qtVcNjU3rnLx0DYEki5tdo4fJKhimLR2R5J0_UQW4dYPWE4qPwFFTElA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The food and drinks are delicious, and the prices are quite reasonable.""","·","$$","Rumah kopi lokal daerah Malang","",""
"https://www.google.com/maps/place/Warung+Tresno/data=!4m7!3m6!1s0x2e7883917e9ebd0b:0xd1aa390d6522f917!8m2!3d-7.9556979!4d112.6084071!16s%2Fg%2F11kqwlr3r4!19sChIJC72efpGDeC4RF_kiZQ05qtE?authuser=0&hl=id&rclk=1","Warung Tresno","5,0","(1)","Kedai Kopi","·","Jl. Sigura - Gura VI No.21","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAELZZNUMl0rj-bZMf7wq3cOFTBrCNszJiJ75sjF89sV3p4kxv581bdl6irxupEvDUf4rEsAYnL2_tb66H4sG_JkZJAU_6ES63i21cC1aLnj1VR_IuEyPj4q-BT2SQnbYt27hwHNSg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Next coba menu yg lainnya, kyk Rawon, pecel, nasi campur, dll.""","","","","",""
"https://www.google.com/maps/place/Warung+KOPI+Mbak+Dewi/data=!4m7!3m6!1s0x2e7883c90026e049:0xe3212f7e68c44e57!8m2!3d-7.9495612!4d112.6153823!16s%2Fg%2F11gj0wl0jk!19sChIJSeAmAMmDeC4RV07EaH4vIeM?authuser=0&hl=id&rclk=1","Warung KOPI Mbak Dewi","5,0","(2)","Kafe","·","Jl. MT. Haryono No.60","Tutup","· Buka Sen pukul 07.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsPDhfScExHZ7u4dXebMdbXaez1vtXBapITY3PU5RqoVj3CfHL0xYltdVBAbC9i4Znmc2dXTS3T5zEqrED1fJO3h55vgONeHLnJKlEWoiaspsScMvCoLjJWyKSjwN8z1TP3kqMDw=w80-h106-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/MALANGESIA+CAFE/data=!4m7!3m6!1s0x2e788352b8d12993:0xa642f5650c30ed16!8m2!3d-7.9541804!4d112.615896!16s%2Fg%2F11j61f6nvn!19sChIJkynRuFKDeC4RFu0wDGX1QqY?authuser=0&hl=id&rclk=1","MALANGESIA CAFE","","","Kafe","·","2JW8+89C","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Aril+Risol/data=!4m7!3m6!1s0x2e78827ac2953795:0x57daaaf9fff5bf60!8m2!3d-7.9543809!4d112.6093026!16s%2Fg%2F11c1qc2y0n!19sChIJlTeVwnqCeC4RYL_1__mq2lc?authuser=0&hl=id&rclk=1","Aril Risol","4,4","(5)","Kafe","·","Jl. Sumbersari III No.202","Buka","· Tutup Min pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEClCxvcw6Y7n6BKN9eoGMabllwtrtqxCbhIqmcqKEhpyp_ozD36OHF4p1WIy6CQhZHvjV-uTUozzpzaBBowAbYjURp4ejtfkg-bL0tsMnrdW3veR4k_iaVvh6mYLsLCH91RrcD=w80-h106-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Kantin+ANiS/data=!4m7!3m6!1s0x2e78830000280355:0x864d68361d064c0b!8m2!3d-7.949541!4d112.6117547!16s%2Fg%2F11yh3tpg17!19sChIJVQMoAACDeC4RC0wGHTZoTYY?authuser=0&hl=id&rclk=1","Kantin ANiS","5,0","(2)","Kedai Kopi","·","3J26+5MV Universitas Brawijaya, Jl. Watumujur","Buka","· Tutup pukul 04.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHP8jglD98h-IQOZgqS7u3JWTYaZTELZdkGPXcwHv2dw92s2XiMe95lEL7yE8sT0h-ldPSm_b-mSefLZdKSjcEZCbw-_fciTgDd5TWElONlSdRhbP3WS1cLb98HW0C9Fql3UOEk-dAwEh21=w80-h173-k-no","","Makan di tempat","","","","",""
"https://www.google.com/maps/place/B%27Zo+Laundry+%26+Cafe+Turki/data=!4m7!3m6!1s0x2e7883000662bf59:0x7df4b034954ad14f!8m2!3d-7.9490859!4d112.608765!16s%2Fg%2F11ml3_zy7g!19sChIJWb9iBgCDeC4RT9FKlTSw9H0?authuser=0&hl=id&rclk=1","B'Zo Laundry & Cafe Turki","4,8","(25)","Binatu Cucian Kering","·","Jl. Gajayana No.23 A","Segera tutup","· 00.00 · Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyeOREMyMyJQWb0qoYgfQWgXt6fgjSqdUKGGA5Fzej9f3Xw1vPT38zl3-nB7023mYhn_zzkafe-3ibGA9jPqgbo1uFFXM6uV7jtsdj8S__73r_fO6Hle_G7VX9yYjQI4PSsQby1qeGInJw=w153-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasananya juga terasa nyaman karena pelayanannya yang tulus.""","","","","",""
"https://www.google.com/maps/place/gingsul+kopi+%26+kudapan/data=!4m7!3m6!1s0x2dd629005407dfab:0x57e04cb2e9dc96fa!8m2!3d-7.9644883!4d112.624798!16s%2Fg%2F11y5q38ll4!19sChIJq98HVAAp1i0R-pbc6bJM4Fc?authuser=0&hl=id&rclk=1","gingsul kopi & kudapan","4,8","(724)","Kedai Kopi","·","Jl. Besar Ijen No.79","Tutup","· Buka Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTaBSftuGLbL62yMMl9XNJZzkKY1DAfvp-34SJBA0yl8jyy3m7xjPohkhOd7FvPFT2f8_IeGzE8tt-D4TqEgRUE-lqmeDXMdhpZKZFRVceLYbyOAKUKq2Jpgh8--y1DFko7n8H_S4_c7VW=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enakkk bangett tempat nya nyaman cocok buat nugas""","·","Rp 25–50 rb","","",""
"https://www.google.com/maps/place/Es.Mbarang/data=!4m7!3m6!1s0x2e78834ab9a6cf49:0x9638a058c3a6e4f6!8m2!3d-7.9547043!4d112.6111066!16s%2Fg%2F11tbvn73kr!19sChIJSc-muUqDeC4R9uSmw1igOJY?authuser=0&hl=id&rclk=1","Es.Mbarang","5,0","(1)","Kafe","·","Jl. Raya Sumbersari No.254b","Tutup","· Buka Min pukul 14.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe9YF0Hl2yJpMXJE7jSj-LwBjZGMq1gfI0vGVTJWFnO467nKmSHjN-SfYt8G66nwYPJ5UmEv1otBewrD73T1Bcsp6f8N2Uolqh2oZgbNHLuQqSs5TmqySfOnEOJ46pQvIfZp9R=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lalapan nya Enak juga Cwi mie juga makyus""","","","","",""
"https://www.google.com/maps/place/Fahreza+Capucino+Cincau/data=!4m7!3m6!1s0x2e78827307c35d93:0xc3b0bacb1fd805a2!8m2!3d-7.9451573!4d112.611647!16s%2Fg%2F11f4_y1fxw!19sChIJk13DB3OCeC4RogXYH8u6sMM?authuser=0&hl=id&rclk=1","Fahreza Capucino Cincau","","","Kedai Kopi","·","Jl. MT. Haryono No.126 A","Tutup","· Buka Min pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BLB5eq4FJvrHV1agn6T35g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=259.41193&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/McDonald%27s+MT+Haryono+Malang/data=!4m7!3m6!1s0x2e78834cc396c2d3:0x9f93d96f1f5f53b2!8m2!3d-7.9468541!4d112.6127958!16s%2Fg%2F11g1lw1vfg!19sChIJ08KWw0yDeC4RslNfH2_Zk58?authuser=0&hl=id&rclk=1","McDonald's MT Haryono Malang","4,5","(6.483)","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5mPvdytqGHv7naIdoayVpr321NkuvWAl4HNrBACYsjzKHZ1Aq9YHX7KRL0cC2xtOyS0BKv99l4iSmq9BWM8oc_QssfreboHd03vUapALeNwB6tCF1Ne7UTNdN_hV5yYS8KPttQA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana adem cocok buat ngopi pagi2""","·","Rp 25–50 rb","Jl. MT. Haryono No.115","",""
"https://www.google.com/maps/place/Union+Cafeteria/data=!4m7!3m6!1s0x2e7883b5dbdf52e1:0xc8fbce64688792e5!8m2!3d-7.9561824!4d112.6146929!16s%2Fg%2F11stpwljcp!19sChIJ4VLf27WDeC4R5ZKHaGTO-8g?authuser=0&hl=id&rclk=1","Union Cafeteria","","","Kafe","·","Jl. Veteran","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-tnlRuorwYRkQi7WLZG9og&cb_client=search.gws-prod.gps&w=80&h=92&yaw=81.00248&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/ma%27Kah/data=!4m7!3m6!1s0x2e78834903951e31:0x28c08eef7e55b743!8m2!3d-7.9563396!4d112.6146853!16s%2Fg%2F11pcs6d0b4!19sChIJMR6VA0mDeC4RQ7dVfu-OwCg?authuser=0&hl=id&rclk=1","ma'Kah","","","Kafe","·","Jl. Veteran No.17","Tutup","· Buka Min pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-tnlRuorwYRkQi7WLZG9og&cb_client=search.gws-prod.gps&w=80&h=92&yaw=177.925&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/AYO+MAKAN+-+Sego+Sambel+%26+Ayam+Goreng/data=!4m7!3m6!1s0x2e7883262117406d:0xbf2d515e817c844e!8m2!3d-7.9530841!4d112.6100979!16s%2Fg%2F11th_ymmxm!19sChIJbUAXISaDeC4RToR8gV5RLb8?authuser=0&hl=id&rclk=1","AYO MAKAN - Sego Sambel & Ayam Goreng","4,9","(328)","Rumah Makan","·","·","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPp8sVa2k71EGaEuHwIk_EgnNt-InxVWYsuFl3f8gb41f845aESXxBY6x8v4EMvOyGMjzTRYJfOd41xWsfTs2pzgDpQlh8sGk7mI06lMUIT4Qw_HUg9woZ-hH5ewdvqOa0AEm99Hsmuauk=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pedasy mantul bikin nagih,,,
Rekomended,,,""","·","Rp 1–25.000","Jl. Raya Sumbersari","",""
"https://www.google.com/maps/place/De%27warkop/data=!4m7!3m6!1s0x2e788273ee711d3b:0xcb8bd7831027232b!8m2!3d-7.9464357!4d112.6130844!16s%2Fg%2F11g6jsb2b6!19sChIJOx1x7nOCeC4RKyMnEIPXi8s?authuser=0&hl=id&rclk=1","De'warkop","4,7","(6)","Restoran","·","Ruko Istana Dinoyo, Jl. MT. Haryono Blok D3","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNgTGl8cKwhf4E83VHgNMv6xLU7PVBVNf6Fd5TG3ccqg2hncRmHBkQ1su7Xp8fRv3F4YuPQo_HZE5aexe4bU2akQGhUy-Fcv-YPgrNpPk5RUBo0Sy45WIVa4hOPc35JwI9Obfh=w122-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Kampoeng+Roti/data=!4m7!3m6!1s0x2e788273e97eb139:0xa85d2d6bcc2ec14c!8m2!3d-7.9461745!4d112.6121793!16s%2Fg%2F11cnbct132!19sChIJObF-6XOCeC4RTMEuzGstXag?authuser=0&hl=id&rclk=1","Kampoeng Roti","4,6","(1.312)","Kafe","·","·","Tutup","· Buka Min pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVmkc1J8dCL9vlkkMu9_dlkAKgDK7MZR-Fzr-1nHELeoWjOpNE8FnxzBz-kO4TSbcGJ67UJMyu0qUaea1560-FoCm-xMR24xuTIf841OqsMRmJX5I0vadOP3IjwcGMbM8xNajw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ganti nama jadi mao bakery.""","·","Rp 1–25.000","Ruko Doni, Jl. MT. Haryono No.73 Kavling no 5","",""
"https://www.google.com/maps/place/House+Of+Noodles+%28HONE%29/data=!4m7!3m6!1s0x2e7883c7ec4a6645:0x1c4e68c9760da646!8m2!3d-7.9497181!4d112.6168185!16s%2Fg%2F11r7hndq4n!19sChIJRWZK7MeDeC4RRqYNdsloThw?authuser=0&hl=id&rclk=1","House Of Noodles (HONE)","","","Kafe","·","Jalan Cengger Ayam I No.33a","Segera tutup","· 00.00 · Buka Min pukul 13.00","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/OURA+-+Coffee+%26+Dining/data=!4m7!3m6!1s0x2dd629a804667379:0xfe0a12d748bd4c0f!8m2!3d-7.9678288!4d112.6217853!16s%2Fg%2F11gjs1l7yy!19sChIJeXNmBKgp1i0RD0y9SNcSCv4?authuser=0&hl=id&rclk=1","OURA - Coffee & Dining","4,7","(3.875)","Kafe","·","·","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuhu9nISkvzibclOe5z0p9DEcUMSQUL7WpEDVHyh8HNUsdlBOsWn0CXAcCGzGmOJtPSbLjlGQfMMS4SGmRwBiNRFWrasJIY_dlVfg-kVDUs2X35ZvdVMAiAFAYvzYOYS3aH6uT-ITo_sT1=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok sekali buat kopi pagi sebelum aktifitas dan sangat cozy buat WFc""","·","$$","Jl. Pahlawan Trip No.A11","",""
"https://www.google.com/maps/place/Warkop+87/data=!4m7!3m6!1s0x2e7883b901cf80e9:0xaedfaa24300cc79a!8m2!3d-7.9489423!4d112.6114898!16s%2Fg%2F11fj2r52qq!19sChIJ6YDPAbmDeC4RmscMMCSq364?authuser=0&hl=id&rclk=1","Warkop 87","4,4","(5)","Kedai Kopi","·","3J26+CHH, Jl. Watumujur","Segera tutup","· 00.00 · Buka Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZ1TQaVXXyZYcRS_PbuuYniyNK8PKNwBcKf3lkx8_POAbtLLHiT0Ae-kzuLe9KAX87J9fHHocvPwV0iuJlbdQyOxVbFlSHjW3GPuiZjpi8kHQfKqKdjQABNdBJHq_7W2AXTSw5=w100-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""𝙋𝙚𝙣𝙟𝙪𝙖𝙡 𝙣𝙮𝙖 𝙡𝙪𝙘𝙪😂""","","","","",""
"https://www.google.com/maps/place/Warkop+Simbah/data=!4m7!3m6!1s0x2e788375abc9a42d:0xe1e585b21c718e63!8m2!3d-7.9504069!4d112.6113905!16s%2Fg%2F11kb92rpld!19sChIJLaTJq3WDeC4RY45xHLKF5eE?authuser=0&hl=id&rclk=1","Warkop Simbah","5,0","(1)","Kedai Kopi","·","·","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPMEKSQbktDPpjr_d9HJVO4sdIoeLe6UkMOoGcyJTT93QCTBSrTG5JwcW02pVNXuO0M3GhGiwztD17aMJZzrCd4uZS_wTCguZ4Q0XH6QzvYwHxrkjWPnYuoig2i6Vox1VgVGBX=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya juga relatif terjangkau.""","","","Jl. Watumujur II No.18","",""
"https://www.google.com/maps/place/Xinona+boba/data=!4m7!3m6!1s0x2e788305aa93fc2f:0xb621d9d2f0185d7f!8m2!3d-7.948968!4d112.609218!16s%2Fg%2F11fsm_q3md!19sChIJL_yTqgWDeC4Rf10Y8NLZIbY?authuser=0&hl=id&rclk=1","Xinona boba","5,0","(1)","Kafe","·","Jl. Kerto Pamuji No.6","Tutup","· Buka Min pukul 08.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAmA5MSeBFI3cD8fi6LYyChH2lKiTZH3zfYqd2qXhzuFSjaXrHJ_tebme-U7qB5FcWBA2z-HUHfqugfPtbISsD1UM_Mh1hqCGfoVBt9WdC65vbhXE4HT-Qbt0Vxm-AO65QNqwkWQ=w92-h92-k-no","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Pavel+Kofie/data=!4m7!3m6!1s0x2e7883cad6968f17:0x5eac803d4b0f3fa5!8m2!3d-7.9463293!4d112.6130755!16s%2Fg%2F11v1b5kpjg!19sChIJF4-W1sqDeC4RpT8PSz2ArF4?authuser=0&hl=id&rclk=1","Pavel Kofie","5,0","(50)","Kedai Kopi","·","Ruko Istana Dinoyo, Jl. Mayjen Hariyono Jl. MT. Haryono No.D5","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2Tdhgr_8pkDuBgtGJPHP8nztAl6P3zXLTv3Mef8TApnoaqYaODb8oDtlIaRhWTUSTNC6UA5gK04F9HV-LpIsJP66wXyLrnCZf6ryfqMOIXj1Og12af6RJMPucXoMODGlyZBs2AQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya enak, ramah, kopi dan makanan nya enak ❤️.""","·","Rp 25–50 rb","","",""
"https://www.google.com/maps/place/Malbourne+Coffee+Co/data=!4m7!3m6!1s0x2dd62939e7e67eeb:0x721845ece40c0395!8m2!3d-7.9498201!4d112.6388059!16s%2Fg%2F11h60fctqp!19sChIJ637m5zkp1i0RlQMM5OxFGHI?authuser=0&hl=id&rclk=1","Malbourne Coffee Co","4,8","(720)","Kafe","·","Jl. Bantaran No.2D","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDppbblyH7mBkwx-z_L0lyhT0ExpEaKHuNj8WHHw1z2Cago7qvZbXpajaL3eH-V6euSJXH6umybTeRXWQYDAhxAljd-bxmy5oUGyrMCe2A75T4r5a0-GDLRp-Qe2Di-bK8hNqRF1A_lto=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""good food, good coffee, good ambience, good job malbourne⭐️⭐️⭐️⭐️⭐️""","·","Rp 25–50 rb","","",""
"https://www.google.com/maps/place/The+Arbanat+Kitchen+Cafe+Lounge/data=!4m7!3m6!1s0x2e78828ff02a1493:0x122f370bc58dee11!8m2!3d-7.9721959!4d112.6071336!16s%2Fg%2F11fx8bslc9!19sChIJkxQq8I-CeC4REe6NxQs3LxI?authuser=0&hl=id&rclk=1","The Arbanat Kitchen Cafe Lounge","4,5","(2.796)","Kafe","·","Jl. Terusan Dieng No.4-6","Tutup","· Buka Min pukul 07.20","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkg_yVqjmpPdkj1ns7iWqvWkHmegKzDxKvm0OoyK-vnYScVDKBpKQ0jAIwOWpGevvo7bOt5jHjITyWb_9dei02wQj7d0-SnDF1Mg2qz7EF5OJschrQj4ykwIACmZNKRFc2VdtB=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Vibesnya modern dan cozy parah, tiap sudutnya instagramable.""","·","Rp 50–75 rb","","",""
"https://www.google.com/maps/place/Madame+Wang+Secret+Garden/data=!4m7!3m6!1s0x2e78829d5ad12dcd:0x2dcac58d4596eeab!8m2!3d-7.9728399!4d112.6189956!16s%2Fg%2F11b7lhrbw1!19sChIJzS3RWp2CeC4Rq-6WRY3Fyi0?authuser=0&hl=id&rclk=1","Madame Wang Secret Garden","4,5","(3.693)","Indonesia","·","Jl. Telomoyo No.12","Tutup","· Buka Min pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_BMes0-g8CcF5wVa5rwtKWj9IyXQIeXKqKKrd1Qzs2PMDeD2QqEGwkZvxq0YTC9DLwLQDn-53mEAlWRQ1FfcF0N2dSmOWeFiffTQfl788B5kVTha_hw1NRvqYhCfChJfHxM-MNg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Oreo milk, matcha, candy lychee dan aneka kopi.""","·","Rp 25–50 rb","Resto vegetarian yang tenang plus kebun","",""
"https://www.google.com/maps/place/Kopi+Hitam+Madu4D/data=!4m7!3m6!1s0x2e78834f90857a19:0x71f26e29f0b4a6fa!8m2!3d-7.9481249!4d112.6090507!16s%2Fg%2F11j59qmbzl!19sChIJGXqFkE-DeC4R-qa08Clu8nE?authuser=0&hl=id&rclk=1","Kopi Hitam Madu4D","","","Kedai Kopi","·","Jl. Kertosentono No.6","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OQG0uw_TYOpWw0F1xmxFZg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=156.05391&pitch=0&thumbfov=100","","Makan di tempat","","","","·","Bawa pulang"
"https://www.google.com/maps/place/Kue+CINGKIR/data=!4m7!3m6!1s0x2e7882724fd6596b:0x6e99f3bc7539af25!8m2!3d-7.9455479!4d112.6103812!16s%2Fg%2F11cshwlchq!19sChIJa1nWT3KCeC4RJa85dbzzmW4?authuser=0&hl=id&rclk=1","Kue CINGKIR","4,5","(28)","Restoran","·","Jl. Watu Gilang No.19","Tutup","· Buka Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF97o2LZI1YM6Z-4Nnkh6zK6xCEeU5trd2fEmAoYy-fdYb7mtCclReDmONTEATcYTxksRi0M6Cx-7dap0IG4iStyrHfIwk3kqmU63CAM21dfEQyatMu_Wbn13Js0zl0O9vjjmso4PWwggBf=w91-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rata-rata harganya 4 k ke atas .""","","","","",""
