"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","W4Efsd 7"
"https://www.google.com/maps/place/Putra+Jaya+3/data=!4m7!3m6!1s0x2e78827195506e3d:0x610bb9dfeacaeb9!8m2!3d-7.9498826!4d112.6093937!16s%2Fg%2F11f00p3xv0!19sChIJPW5QlXGCeC4Rua6s_p27EAY?authuser=0&hl=id&rclk=1","Putra Jaya 3","4,3","(11)","Toko Fotokopi","·","","Jl. Kerto Raharjo No.97","·","Tutup","· Buka Min pukul 15.00","0856-4631-5500","","Rute","","",""
"https://www.google.com/maps/place/Fotocopi+Izza/data=!4m7!3m6!1s0x2e7882710beb2937:0xa586d43e56d05a17!8m2!3d-7.9489499!4d112.611245!16s%2Fg%2F11b6d9cn13!19sChIJNynrC3GCeC4RF1rQVj7UhqU?authuser=0&hl=id&rclk=1","Fotocopi Izza","4,8","(8)","Toko Fotokopi","·","","Jl. Kertosentono No.96A","·","Tutup","· Buka Min pukul 06.30","0857-3607-6558","","Rute","","",""
"https://www.google.com/maps/place/Pojok+Fotocopy/data=!4m7!3m6!1s0x2e78827016e11b41:0x2209df9cdc4a7a4d!8m2!3d-7.9515613!4d112.6089703!16s%2Fg%2F11b6cq50j8!19sChIJQRvhFnCCeC4RTXpK3JzfCSI?authuser=0&hl=id&rclk=1","Pojok Fotocopy","3,2","(22)","Toko Fotokopi","·","","Jl.Sumbersari Kavling D No.85 Penanggungan Lowokwaru, Jl. Gajayana No.35","·","Tutup","· Buka Min pukul 16.00","0812-3502-7309","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Amanah waktu ada barang yg tertinggal ,disimpankan.""",""
"https://www.google.com/maps/place/%22Washel+Foto+Copy%22/data=!4m7!3m6!1s0x2e78827af40faccb:0x47348498dd632194!8m2!3d-7.9541129!4d112.6106148!16s%2Fg%2F11b75qrsn8!19sChIJy6wP9HqCeC4RlCFj3ZiENEc?authuser=0&hl=id&rclk=1","""Washel Foto Copy""","3,2","(10)","Toko Fotokopi","·","","Jl. Raya Sumbersari No.53 B","·","Tutup","· Buka Min pukul 06.00","0821-4171-2552","","Rute","","",""
"https://www.google.com/maps/place/Dilham/data=!4m7!3m6!1s0x2e78827046ce0a1d:0xc508f7c05df4cfc9!8m2!3d-7.9504802!4d112.6101572!16s%2Fg%2F11b6bl8vl1!19sChIJHQrORnCCeC4Ryc_0XcD3CMU?authuser=0&hl=id&rclk=1","Dilham","5,0","(4)","Toko Fotokopi","·","","Jl. Kerto Leksono No.59","·","Tutup","· Buka Sen pukul 07.30","0857-0408-0403","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kebetulan saya udh ngga di malang dan butuh print jilid skripsi.""",""
"https://www.google.com/maps/place/D.I.+ATK+Malang/data=!4m7!3m6!1s0x2dd629d895fff4f5:0x4b2cf9297550849d!8m2!3d-7.9454158!4d112.6162144!16s%2Fg%2F11b7kh_97c!19sChIJ9fT_ldgp1i0RnYRQdSn5LEs?authuser=0&hl=id&rclk=1","D.I. ATK Malang","5,0","(1)","Toko Fotokopi","·","","Jl. Semanggi Bar. No.13","","Tutup","· Buka Sen pukul 08.00","","","Rute","","",""
"https://www.google.com/maps/place/Fotocopy+Berkah/data=!4m7!3m6!1s0x2e788276c8d86387:0x257af5954801d756!8m2!3d-7.948717!4d112.6144679!16s%2Fg%2F11b6d75kt6!19sChIJh2PYyHaCeC4RVtcBSJX1eiU?authuser=0&hl=id&rclk=1","Fotocopy Berkah","3,0","(2)","Toko Fotokopi","·","","Jalan Mayjend Jl. MT. Haryono No.73","·","Tutup","· Buka Sen pukul 08.00","0812-5256-0600","","Rute","","",""
"https://www.google.com/maps/place/SAMPURNA+SUMBERSARI/data=!4m7!3m6!1s0x2e78827a8e5c6e79:0x279cb80382cbcca4!8m2!3d-7.9530576!4d112.6100596!16s%2Fg%2F11g6bjkb6g!19sChIJeW5cjnqCeC4RpMzLggO4nCc?authuser=0&hl=id&rclk=1","SAMPURNA SUMBERSARI","4,4","(11)","Toko Fotokopi","·","","Ruko Sumbersari, Jl. Raya Sumbersari No.91 Kaving 6","·","Tutup","· Buka Min pukul 10.00","0813-3402-4717","","Rute","","",""
"https://www.google.com/maps/place/Fotokopi+%26+Print+Pendowo/data=!4m7!3m6!1s0x2e7882705b6436ad:0xfaf0e932a62c8b64!8m2!3d-7.9513055!4d112.6097821!16s%2Fg%2F11c2prkyk6!19sChIJrTZkW3CCeC4RZIsspjLp8Po?authuser=0&hl=id&rclk=1","Fotokopi & Print Pendowo","5,0","(2)","Toko Fotokopi","·","","Jl. Kerto Aji No.477","","Tutup","· Buka Sen pukul 08.00","","","Rute","","",""
"https://www.google.com/maps/place/Family+Copier/data=!4m7!3m6!1s0x2e78827100c24463:0xbcb89adecf03c5ea!8m2!3d-7.949759!4d112.61105!16s%2Fg%2F11btmqtq0n!19sChIJY0TCAHGCeC4R6sUDz96auLw?authuser=0&hl=id&rclk=1","Family Copier","5,0","(1)","Toko Fotokopi","·","","Jl. Watumujur I No.3","·","Tutup","· Buka Min pukul 07.00","(0341) 553577","","Rute","","",""
"https://www.google.com/maps/place/Pandawa+Print/data=!4m7!3m6!1s0x2e78827167cc7f63:0x54ec25915535c54a!8m2!3d-7.9488256!4d112.6115207!16s%2Fg%2F11g9k20wd1!19sChIJY3_MZ3GCeC4RSsU1VZEl7FQ?authuser=0&hl=id&rclk=1","Pandawa Print","","","Layanan cetak digital","·","","Jl. Watugong II No.28A","·","Tutup","· Buka Min pukul 15.00","0815-5528-242","","Rute","","",""
"https://www.google.com/maps/place/Fotocopy+Cenderawasih/data=!4m7!3m6!1s0x2e78831dfeb6ed21:0x705156b0654a48b0!8m2!3d-7.9445037!4d112.6153547!16s%2Fg%2F11vwlnz5hw!19sChIJIe22_h2DeC4RsEhKZbBWUXA?authuser=0&hl=id&rclk=1","Fotocopy Cenderawasih","4,0","(3)","Toko Fotokopi","·","","Jl. Simpang Remujung No.4A","·","Tutup","· Buka Sen pukul 06.00","0895-2851-0612","","Rute","","",""
"https://www.google.com/maps/place/Genious+Fotocopy/data=!4m7!3m6!1s0x2e7882745ba74e9d:0x57d39929e30f18c5!8m2!3d-7.9450227!4d112.6158857!16s%2Fg%2F11f04dtryr!19sChIJnU6nW3SCeC4RxRgP4ymZ01c?authuser=0&hl=id&rclk=1","Genious Fotocopy","","","Toko Fotokopi","·","","Jl. Semanggi Bar. No.5d","·","Tutup","· Buka Sen pukul 07.00","(0341) 4351390","","Rute","","",""
"https://www.google.com/maps/place/Sinar+Mulia/data=!4m7!3m6!1s0x2e78827821c7589f:0xac109c6e41b7b847!8m2!3d-7.952308!4d112.618417!16s%2Fg%2F11btlv1vy_!19sChIJn1jHIXiCeC4RR7i3QW6cEKw?authuser=0&hl=id&rclk=1","Sinar Mulia","5,0","(8)","Toko Fotokopi","·","","Jl. Mayjend Panjaitan No.178","·","Tutup","· Buka Sen pukul 06.30","0812-1684-3973","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan cepet, bagus, harga bersaing .. Bisa di dateline jg.""",""
"https://www.google.com/maps/place/Bee+aZ+MART/data=!4m7!3m6!1s0x2e78837b1acfeac9:0xbf7a6b43b89c92f8!8m2!3d-7.9576066!4d112.613441!16s%2Fg%2F11vqhpw36c!19sChIJyerPGnuDeC4R-JKcuENrer8?authuser=0&hl=id&rclk=1","Bee aZ MART","5,0","(3)","Toko Fotokopi","·","","Jl. Bendungan Sutami No.6","·","Tutup","· Buka Min pukul 09.00","0814-5915-6039","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat jualan atk dan",""
"https://www.google.com/maps/place/%22+Muria+Fotocopy+%22/data=!4m7!3m6!1s0x2e78827247ad8801:0xdaa2cdb2c45c7162!8m2!3d-7.9456921!4d112.6101927!16s%2Fg%2F11b6tvc3zm!19sChIJAYitR3KCeC4RYnFcxLLNoto?authuser=0&hl=id&rclk=1",""" Muria Fotocopy ""","4,0","(4)","Toko Fotokopi","·","","Jl. Watu Gilang No.1, RW.9","·","Tutup","· Buka Min pukul 06.00","(0341) 564295","","Rute","","",""
"https://www.google.com/maps/place/PINOKIO/data=!4m7!3m6!1s0x2e78827046e257fb:0xfe21ab6713f78756!8m2!3d-7.9508372!4d112.6096307!16s%2Fg%2F11g9m68k1p!19sChIJ-1fiRnCCeC4RVof3E2erIf4?authuser=0&hl=id&rclk=1","PINOKIO","4,8","(6)","Layanan cetak digital","·","","Jl. Kerto Leksono No.17","·","Tutup","· Buka Min pukul 15.00","0858-5548-2345","","Rute","","",""
"https://www.google.com/maps/place/Lidia+Fotocopy/data=!4m7!3m6!1s0x2e7882703d5e5f53:0xb69a6101e9f76e0c!8m2!3d-7.9513715!4d112.6088655!16s%2Fg%2F11b6c0ccc0!19sChIJU19ePXCCeC4RDG736QFhmrY?authuser=0&hl=id&rclk=1","Lidia Fotocopy","5,0","(12)","Toko Fotokopi","·","","·","Jl. Gajayana No.50","Tutup","· Buka Sen pukul 08.00","0812-3340-2964","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah dan tidak murahan""","·"
"https://www.google.com/maps/place/Optima+Kreatif+Advertising+%26+Digital+Printing/data=!4m7!3m6!1s0x2e788276f613bc2b:0xe27acb9feffc2985!8m2!3d-7.948686!4d112.616808!16s%2Fg%2F11b6cgq3gt!19sChIJK7wT9naCeC4RhSn875_LeuI?authuser=0&hl=id&rclk=1","Optima Kreatif Advertising & Digital Printing","4,9","(17)","Biro Iklan","·","","Jalan Simpang Soekarno Hatta No.Kav 4","·","Tutup","","(0341) 405587","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kualitas terbaik, harga terjangkau""","· Buka Sen pukul 08.30"
"https://www.google.com/maps/place/Ballyson+Fotokopi/data=!4m7!3m6!1s0x2e788276c542176b:0x100209ab4c439860!8m2!3d-7.948973!4d112.6146816!16s%2Fg%2F11b6dg5ym4!19sChIJaxdCxXaCeC4RYJhDTKsJAhA?authuser=0&hl=id&rclk=1","Ballyson Fotokopi","4,3","(15)","Toko Fotokopi","·","","Jalan Mayjend M.T. Haryono No.69","·","Tutup","· Buka Sen pukul 07.30","(0341) 551812","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya ramah dan untuk harga murah banget gaissss""",""
"https://www.google.com/maps/place/RuFi+Digital+Printing/data=!4m7!3m6!1s0x2e78826fb8ad1bad:0xa8714647371d4dc6!8m2!3d-7.9511332!4d112.606421!16s%2Fg%2F1hm56t6xv!19sChIJrRutuG-CeC4Rxk0dN0dGcag?authuser=0&hl=id&rclk=1","RuFi Digital Printing","4,5","(461)","Toko Fotokopi","·","","·","Jalan sunan kalijaga ruko kav b Komplek ruko selatan pintu gerbang Belakang UIN","Tutup","·","0851-7500-9900","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ramah, kualitas foto print bagus, harga murah.""","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/Fotokopi+Glora/data=!4m7!3m6!1s0x2e78827032f0237b:0x783fdff3f2342739!8m2!3d-7.9501638!4d112.6088088!16s%2Fg%2F11b6bj0m8v!19sChIJeyPwMnCCeC4ROSc08vPfP3g?authuser=0&hl=id&rclk=1","Fotokopi Glora","4,1","(10)","Toko Fotokopi","·","","2JX5+WGM, Jl. Sunan Ampel I","·","Tutup","· Buka Sen pukul 08.00","(0341) 570541","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Singkat kata  cepat, rapi, bagus, harga mahasiswa.""",""
"https://www.google.com/maps/place/Pojok+Printing/data=!4m7!3m6!1s0x2e7882710afc1fd9:0xb0f09fd2f6cafc23!8m2!3d-7.948828!4d112.6113457!16s%2Fg%2F11b6c57bds!19sChIJ2R_8CnGCeC4RI_zK9tKf8LA?authuser=0&hl=id&rclk=1","Pojok Printing","","","Layanan cetak digital","·","","Jl. Kertosentono No.103","·","Tutup","· Buka Sen pukul 06.30","0881-6286-154","","Rute","","",""
"https://www.google.com/maps/place/DISNEY%27S+2/data=!4m7!3m6!1s0x2e7883a830346159:0x40fdeff8737ba6f2!8m2!3d-7.95205!4d112.6091149!16s%2Fg%2F11l2wqd9p8!19sChIJWWE0MKiDeC4R8qZ7c_jv_UA?authuser=0&hl=id&rclk=1","DISNEY'S 2","1,0","(5)","Toko Fotokopi","·","","2JX5+5JQ, Jl. Raya Sumbersari","","Tutup","· Buka Min pukul 08.00","","","Rute","","",""
"https://www.google.com/maps/place/Youmie/data=!4m7!3m6!1s0x2e78827031731325:0xba452bd53b7e0537!8m2!3d-7.9504008!4d112.608835!16s%2Fg%2F11b6cb3t_1!19sChIJJRNzMXCCeC4RNwV-O9UrRbo?authuser=0&hl=id&rclk=1","Youmie","4,5","(21)","Toko Fotokopi","·","","·","Jl. Gajayana No.31E","Tutup","· Buka Sen pukul 07.00","0822-3274-4033","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ngeprint dan jilid hard cover cuma butuh waktu 2 jam aja.""","·"
"https://www.google.com/maps/place/Toko+Langgeng/data=!4m7!3m6!1s0x2e788276dbf82201:0x4be2d4df79fe37a8!8m2!3d-7.9493827!4d112.6150246!16s%2Fg%2F1hm5_18x8!19sChIJASL423aCeC4RqDf-ed_U4ks?authuser=0&hl=id&rclk=1","Toko Langgeng","4,2","(29)","Toko bahan makanan","·","","·","Jl. MT. Haryono No.38","Tutup","· Buka Sen pukul 08.00","(0341) 575966","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sekarang jadi warung makannn, makanannya enak enakkk!!!""","·"
"https://www.google.com/maps/place/Jatra/data=!4m7!3m6!1s0x2e7882719681b117:0x4662f1084cf46ddf!8m2!3d-7.9486486!4d112.609762!16s%2Fg%2F11b6cl8pn8!19sChIJF7GBlnGCeC4R3230TAjxYkY?authuser=0&hl=id&rclk=1","Jatra","5,0","(7)","Toko Percetakan","·","","Jl. Kertosentono No.36","·","Tutup","· Buka Min pukul 07.00","(0341) 5479979","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya juga terjangkau.""",""
"https://www.google.com/maps/place/Rochman+Fotocopy/data=!4m7!3m6!1s0x2e7882783c901b8f:0x8fbd9c00fcda2e08!8m2!3d-7.952815!4d112.618053!16s%2Fg%2F11gbfc19h_!19sChIJjxuQPHiCeC4RCC7a_ACcvY8?authuser=0&hl=id&rclk=1","Rochman Fotocopy","4,8","(8)","Toko Fotokopi","·","","Gg. 17a No.mor 12A","·","Tutup","· Buka Min pukul 06.00","0856-3550-367","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus, hasil bagus, harga ramah di kantong mahasiswa, the best""",""
"https://www.google.com/maps/place/Griya+Print/data=!4m7!3m6!1s0x2e788272776564e1:0x6003f8dd7f47764d!8m2!3d-7.945662!4d112.608187!16s%2Fg%2F11gbkx7jqj!19sChIJ4WRld3KCeC4RTXZHf934A2A?authuser=0&hl=id&rclk=1","Griya Print","","","Layanan cetak digital","·","","Jl. Gajayana Jl. Gajayana Gg. 5 No.609D","·","Tutup","· Buka Sen pukul 08.00","0823-3184-5011","","Rute","","",""
"https://www.google.com/maps/place/3D+Printing+Service/data=!4m7!3m6!1s0x2dd627e6f16fa391:0x5ff8ce363541eb59!8m2!3d-7.9484667!4d112.6125194!16s%2Fg%2F11pv26vptp!19sChIJkaNv8eYn1i0RWetBNTbO-F8?authuser=0&hl=id&rclk=1","3D Printing Service","4,9","(126)","Jasa percetakan 3D","·","","Jl. MT. Haryono No.169","·","Tutup","","0812-1787-1414","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Desain yang diberikan sesuai ekspektasi dan mudah dicetak.""","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Rental+Printing+Nazua/data=!4m7!3m6!1s0x2e788338904a8fdf:0x57699c728f500ed!8m2!3d-7.9541129!4d112.6106148!16s%2Fg%2F11smdpgwdb!19sChIJ349KkDiDeC4R7QD1KMeZdgU?authuser=0&hl=id&rclk=1","Rental Printing Nazua","","","Layanan cetak digital","·","","Jl. Raya Sumbersari No.53b","·","Tutup","· Buka Sen pukul 06.00","0813-5891-1806","","Rute","","Layanan di tempat",""
"https://www.google.com/maps/place/Edo+Com/data=!4m7!3m6!1s0x2e7882718dea4407:0x83daf63fcd8266c6!8m2!3d-7.9480168!4d112.6097512!16s%2Fg%2F11f00dx5q_!19sChIJB0TqjXGCeC4RxmaCzT_22oM?authuser=0&hl=id&rclk=1","Edo Com","5,0","(1)","Layanan cetak digital","·","","Jl. Kerto Raharjo No.73","·","Tutup","· Buka Min pukul 07.00","0813-3408-6588","","Rute","","",""
"https://www.google.com/maps/place/Youmie+Fotocopy/data=!4m7!3m6!1s0x2e78827e8b090143:0x3b7e0459cfdd5082!8m2!3d-7.9594847!4d112.6153548!16s%2Fg%2F11fylpm7zg!19sChIJQwEJi36CeC4RglDdz1kEfjs?authuser=0&hl=id&rclk=1","Youmie Fotocopy","4,7","(7)","Toko bahan makanan","·","","Jl. Ambarawa No.22C","·","Tutup","· Buka Min pukul 05.30","0857-0799-8300","","Rute","","",""
"https://www.google.com/maps/place/Fotokopi+Ar-Riyadh/data=!4m7!3m6!1s0x2e788275c9f6ac69:0x70ea57a9a2eba18a!8m2!3d-7.9457472!4d112.6174074!16s%2Fg%2F11f34zr48t!19sChIJaaz2yXWCeC4RiqHroqlX6nA?authuser=0&hl=id&rclk=1","Fotokopi Ar-Riyadh","","","Toko Fotokopi","·","","Jl. Kesumba Dalam No.30","·","Tutup","· Buka Min pukul 07.00","0859-3310-1727","","Rute","","",""
"https://www.google.com/maps/place/abucopycentre/data=!4m7!3m6!1s0x2e78830b53c61729:0x76b8f751fc57bad0!8m2!3d-7.9645203!4d112.6153905!16s%2Fg%2F11x7gqmz17!19sChIJKRfGUwuDeC4R0LpX_FH3uHY?authuser=0&hl=id&rclk=1","abucopycentre","5,0","(53)","Toko Percetakan","·","","Depan indomaret terusan surabaya, Jl. Terusan Surabaya No.8","·","Buka 24 jam","","0858-1565-3961","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomended buat cetak skripsi pelayanannya juga cepet""",""
"https://www.google.com/maps/place/Koperasi+Jasa+Pegawai+Republik+Indonesia+Universitas+Brawijaya/data=!4m7!3m6!1s0x2e788273e33ec36f:0x115ad926b4e63c63!8m2!3d-7.9475721!4d112.6130071!16s%2Fg%2F1hm4_mr5y!19sChIJb8M-43OCeC4RYzzmtCbZWhE?authuser=0&hl=id&rclk=1","Koperasi Jasa Pegawai Republik Indonesia Universitas Brawijaya","4,4","(65)","Koperasi","·","","·","Jl. MT. Haryono No.169","Tutup","·","(0341) 552995","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tersedia mulai makanan, minuman, barang pecah belah juga ada""","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/%22Venus+Com%22/data=!4m7!3m6!1s0x2e78827a8ca00375:0x34b9a64a5389739a!8m2!3d-7.9537048!4d112.6104911!16s%2Fg%2F11b75nydlg!19sChIJdQOgjHqCeC4RmnOJU0qmuTQ?authuser=0&hl=id&rclk=1","""Venus Com""","","","Toko Fotokopi","·","","2JW6+G59, Jl. Raya Sumbersari","·","Tutup","· Buka Sen pukul 07.00","(0341) 9991911","","Rute","","",""
"https://www.google.com/maps/place/Foto+Copy/data=!4m7!3m6!1s0x2e788278766f3683:0xb6f27e0e5501afd9!8m2!3d-7.9535065!4d112.6197674!16s%2Fg%2F11b6dp6y_k!19sChIJgzZvdniCeC4R2a8BVQ5-8rY?authuser=0&hl=id&rclk=1","Foto Copy","4,0","(3)","Toko Fotokopi","·","","Jl. Mayjend Panjaitan No.160","","Tutup","· Buka Min pukul 07.00","","","Rute","","",""
"https://www.google.com/maps/place/Citra+fotocopy/data=!4m7!3m6!1s0x2dd629d5d5106e35:0x270bfae5925b1ea7!8m2!3d-7.9569769!4d112.6227129!16s%2Fg%2F11b6dpb12l!19sChIJNW4Q1dUp1i0Rpx5bkuX6Cyc?authuser=0&hl=id&rclk=1","Citra fotocopy","4,2","(52)","Toko Fotokopi","·","","·","Jl. Mayjend Panjaitan No.54","Tutup","· Buka Min pukul 17.00","0857-9120-6809","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kunjungi pelayanan cepat, kualitas bagus dekat cafe nakoa dan koboy""","·"
"https://www.google.com/maps/place/Toko+Kiya+Copy+Print+Materai/data=!4m7!3m6!1s0x2dd629e1a880f9a1:0x24483f0b553523ab!8m2!3d-7.9384289!4d112.6225531!16s%2Fg%2F11btm2f0v8!19sChIJofmAqOEp1i0RqyM1VQs_SCQ?authuser=0&hl=id&rclk=1","Toko Kiya Copy Print Materai","4,6","(55)","Toko Fotokopi","·","","·","Jl. Candi Panggung No.7","Tutup","· Buka Sen pukul 06.30","0895-1439-6267","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil print dan fotocopy bagus, bisa scan dan cetak foto juga""","·"
"https://www.google.com/maps/place/Wijaya/data=!4m7!3m6!1s0x2dd629df2c83a1dd:0x1bb22feb2be6e64c!8m2!3d-7.9457268!4d112.6211109!16s%2Fg%2F11b6b91lyf!19sChIJ3aGDLN8p1i0RTObmK-svshs?authuser=0&hl=id&rclk=1","Wijaya","4,4","(31)","Toko Fotokopi","·","","Jl. Cengkeh No.59b","","Tutup","","","","Situs Web","","","· Buka Min pukul 08.00"
"https://www.google.com/maps/place/PRIMA+FOTOKOP%C4%B0/data=!4m7!3m6!1s0x2e788280c5a167e1:0x31c8281f27788cb9!8m2!3d-7.9641939!4d112.6148012!16s%2Fg%2F11t9p9_vn6!19sChIJ4WehxYCCeC4RuYx4Jx8oyDE?authuser=0&hl=id&rclk=1","PRIMA FOTOKOPİ","5,0","(2)","Jl. Terusan Surabaya No.45","","","","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bisa dibilang cukup lengkap dan harganya terjangkau.""",""
"https://www.google.com/maps/place/BIMAJAYA+FOTOCOPY+DIGITAL+MALANG/data=!4m7!3m6!1s0x2e788319df43af8f:0xd3943caa9595e07!8m2!3d-7.9646483!4d112.6155129!16s%2Fg%2F11fkn8t5pk!19sChIJj69D3xmDeC4RB15ZqcpDOQ0?authuser=0&hl=id&rclk=1","BIMAJAYA FOTOCOPY DIGITAL MALANG","4,6","(114)","Toko Fotokopi","·","","·","Jl. Terusan Surabaya No.2","Tutup","· Buka Min pukul 13.00","0812-3238-2908","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat","·"
"https://www.google.com/maps/place/Maestro+Copy+Centre+and+Digital+Printing/data=!4m7!3m6!1s0x2e78828625645177:0x4c8e6a273236d31b!8m2!3d-7.9671637!4d112.6131416!16s%2Fg%2F11csm2jn2b!19sChIJd1FkJYaCeC4RG9M2Midqjkw?authuser=0&hl=id&rclk=1","Maestro Copy Centre and Digital Printing","4,1","(182)","Layanan cetak digital","·","","Jl. Raya Tidar","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil cetaknya lebih bagus dr pada maestro yg lain, pelayanan juga cepat.""",""
"https://www.google.com/maps/place/Axda+Foto+Copy/data=!4m7!3m6!1s0x2e7882147fca8e07:0xdd1f6866b043c15b!8m2!3d-7.9403018!4d112.6018386!16s%2Fg%2F11b75k4fpf!19sChIJB47KfxSCeC4RW8FDsGZoH90?authuser=0&hl=id&rclk=1","Axda Foto Copy","4,4","(8)","Toko Fotokopi","·","","Jl. Joyo Suryo No No.631","","Buka","· Tutup pukul 04.00","","","Rute","","",""
"https://www.google.com/maps/place/Maestro+Bendungan+Sutami/data=!4m7!3m6!1s0x2e78827dda6df403:0x9a4a549e87ca48d1!8m2!3d-7.9606983!4d112.6134967!16s%2Fg%2F1hm3pzqzd!19sChIJA_Rt2n2CeC4R0UjKh55USpo?authuser=0&hl=id&rclk=1","Maestro Bendungan Sutami","4,2","(538)","Toko Fotokopi","·","","·","Jl. Bendungan Sutami No.8 Kavling 8","Tutup","· Buka Min pukul 09.00","(0341) 567216","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat untuk menunggu antrian juga luas, disediakan tempat duduk juga.""","·"
"https://www.google.com/maps/place/%22Barokah%22+Foto+Copy+Dan+Penjilidan/data=!4m7!3m6!1s0x2e788280dce60ac3:0xa6b653a8e1080459!8m2!3d-7.9649216!4d112.6161551!16s%2Fg%2F11b75mb6q8!19sChIJwwrm3ICCeC4RWQQI4ahTtqY?authuser=0&hl=id&rclk=1","""Barokah"" Foto Copy Dan Penjilidan","4,4","(50)","Toko Fotokopi","·","","·","Jl. Terusan Surabaya","Tutup","· Buka Min pukul 08.00","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap, murah, bisa langsing print lewat WA.""",""
"https://www.google.com/maps/place/teras+atk,+foto+copy,+printing+%26+loundry+dry+clean/data=!4m7!3m6!1s0x2e78820997533287:0xe8fef94b379b51d7!8m2!3d-7.9358052!4d112.6175935!16s%2Fg%2F11gbldsslm!19sChIJhzJTlwmCeC4R11GbN0v5_ug?authuser=0&hl=id&rclk=1","teras atk, foto copy, printing & loundry dry clean","4,0","(14)","Toko Alat Tulis Kantor","·","","Jl. Candi Panggung No.65C","·","Tutup","· Buka Min pukul 16.00","(0341) 498075","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""overall baguss dan lengkap sih disini, bakal langganan sii.""",""
"https://www.google.com/maps/place/Foto+Copy+Kalpataru+96/data=!4m7!3m6!1s0x2dd629dbb566f19f:0x22cb3097500282f7!8m2!3d-7.948892!4d112.627347!16s%2Fg%2F11b6b9c5tt!19sChIJn_Fmtdsp1i0R94ICUJcwyyI?authuser=0&hl=id&rclk=1","Foto Copy Kalpataru 96","4,7","(225)","Toko Fotokopi","·","","·","Jl. Kalpataru No.96","Tutup","· Buka Min pukul 09.00","0813-8006-0196","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di sini bisa","·"
"https://www.google.com/maps/place/fotokopi/data=!4m7!3m6!1s0x2e7883e6eeb9793b:0xee0c3bf501e09865!8m2!3d-7.9561348!4d112.5987621!16s%2Fg%2F11j2lzd4hf!19sChIJO3m57uaDeC4RZZjgAfU7DO4?authuser=0&hl=id&rclk=1","fotokopi","4,0","(5)","Toko Fotokopi","·","","Jl. Raya Candi V No.359","·","Tutup","· Buka Min pukul 08.00","0895-2376-4375","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Langganan, pemiliknya ramah""",""
"https://www.google.com/maps/place/Mulya+Jaya+Fotokopi/data=!4m7!3m6!1s0x2e7883006a7afb0b:0x1cf89b94e543ea8c!8m2!3d-7.9384694!4d112.6049579!16s%2Fg%2F11xmjv240j!19sChIJC_t6agCDeC4RjOpD5ZSb-Bw?authuser=0&hl=id&rclk=1","Mulya Jaya Fotokopi","","","Toko Fotokopi","·","","Jl. Joyo Mulyo No.326","","","","","","Rute","","",""
"https://www.google.com/maps/place/Fotokopi+Dua+Empat+Candi+%28cab.Selorejo%29/data=!4m7!3m6!1s0x2e7883a2a57807d3:0x61fe91b17960fb5e!8m2!3d-7.9624718!4d112.6098215!16s%2Fg%2F11h5rpqbm5!19sChIJ0wd4paKDeC4RXvtgebGR_mE?authuser=0&hl=id&rclk=1","Fotokopi Dua Empat Candi (cab.Selorejo)","","","Toko Fotokopi","·","","Jl. Candi Blk. II A No.405","·","Segera buka","· 00.00","0852-3431-3143","","Rute","","",""
