"hfpxzc href","qBF1Pd","W4Efsd","Cw1rxd","R8c4Qb"
"https://www.google.com/maps/place/Bank+BTN+Kawi/data=!4m7!3m6!1s0x2dd6282763491ded:0xac235c4995a69920!8m2!3d-7.975518!4d112.62016!16s%2Fg%2F11f5f_sj2_!19sChIJ7R1JYyco1i0RIJmmlUlcI6w?authuser=0&hl=id&rclk=1","Bank BTN Kawi","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Halte+06/data=!4m7!3m6!1s0x2dd6283023d7fa8f:0xb2bc21d482ee9ac2!8m2!3d-7.970149!4d112.632159!16s%2Fg%2F11b6g9vk_s!19sChIJj_rXIzAo1i0RwprugtQhvLI?authuser=0&hl=id&rclk=1","Halte 06","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Malang+Sunandar+Priyo+Sudarmo+Bus+Station/data=!4m7!3m6!1s0x2dd629b7a8cda953:0x1e80ba70d4ee5931!8m2!3d-7.9524653!4d112.6463229!16s%2Fg%2F11y0v78gl6!19sChIJU6nNqLcp1i0RMVnu1HC6gB4?authuser=0&hl=id&rclk=1","Malang Sunandar Priyo Sudarmo Bus Station","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Malang+Indomaret+Landungsari+Bus+Station/data=!4m7!3m6!1s0x2e78821fb5a46c69:0x2c63df10138e13d4!8m2!3d-7.9239941!4d112.5987903!16s%2Fg%2F11xvcy2rt1!19sChIJaWyktR-CeC4R1BOOExDfYyw?authuser=0&hl=id&rclk=1","Malang Indomaret Landungsari Bus Station","Perhentian bus","","Rute"
"https://www.google.com/maps/place/SDN+Percobaan+2/data=!4m7!3m6!1s0x2e788284b01bc381:0xf3d02e130818e540!8m2!3d-7.97213!4d112.61316!16s%2Fg%2F11f5g148tn!19sChIJgcMbsISCeC4RQOUYCBMu0PM?authuser=0&hl=id&rclk=1","SDN Percobaan 2","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Malang+Indomaret+Gadang+Bus+Station/data=!4m7!3m6!1s0x2e78821fb65c8049:0xff0440408ef82cc8!8m2!3d-7.9240354!4d112.5985181!16s%2Fg%2F11xsrsgyg4!19sChIJSYBcth-CeC4RyCz4jkBABP8?authuser=0&hl=id&rclk=1","Malang Indomaret Gadang Bus Station","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Groovy+Family+Karoke/data=!4m7!3m6!1s0x2e788284afa08dbf:0x3ebd06c59408ecb7!8m2!3d-7.972151!4d112.613342!16s%2Fg%2F11hd8jqb9p!19sChIJv42gr4SCeC4Rt-wIlMUGvT4?authuser=0&hl=id&rclk=1","Groovy Family Karoke","Perhentian bus","","Rute"
"https://www.google.com/maps/place/TK+Muslimat+NU+27/data=!4m7!3m6!1s0x2e7882834a883399:0x444a04e7f772c99!8m2!3d-7.972426!4d112.615338!16s%2Fg%2F11f5g15q3b!19sChIJmTOISoOCeC4RmSx3f06gRAQ?authuser=0&hl=id&rclk=1","TK Muslimat NU 27","Perhentian bus","","Rute"
"https://www.google.com/maps/place/Malang+Alfamidi+A.+Yani+Blimbing+Bus+Station/data=!4m7!3m6!1s0x2dd629952b291043:0x5e866a26c585c3d0!8m2!3d-7.9380427!4d112.6437342!16s%2Fg%2F11yj71l1lz!19sChIJQxApK5Up1i0R0MOFxSZqhl4?authuser=0&hl=id&rclk=1","Malang Alfamidi A. Yani Blimbing Bus Station","Perhentian bus","","Rute"
"","","","",""
